qcd_threshold,top_threshold,n_seeds,S_over_sqrtB_mean,S_over_sqrtB_std,S_over_B_mean,S_over_B_std,median_background_test_rows,min_background_test_rows,median_neff_background,min_neff_background,median_signal_test_rows,min_signal_test_rows
0.8,0.5,20,0.18534148985158838,0.013103023555517105,0.0003533476502329652,3.065679237310323e-05,240.0,209,132.68409902492368,101.25252933503522,137.0,117
0.825,0.525,20,0.18457734753876123,0.01560919878840974,0.00041191609012421426,5.128070358163137e-05,173.0,139,92.59920935674904,68.36615671215121,116.0,103
0.875,0.75,20,0.14866721832995072,0.04664318333812285,0.0008031274886778526,0.0003849341948194398,38.0,23,18.521304633642515,9.970164800978377,40.0,26
0.825,0.775,20,0.14575559300802485,0.02888703728099305,0.0005558049850188571,0.00019749639204607084,75.0,38,41.17478169674699,17.229120352685378,58.0,43
0.85,0.75,20,0.14511464437892824,0.03597739628207594,0.0006027460844425338,0.00021705284456059718,62.5,35,33.355407003443204,14.417007453241071,53.5,32
0.8,0.775,20,0.14370707243484418,0.026622288007937676,0.00046563284472269815,0.00013211397016403236,98.5,59,56.50450289341279,30.9104765656331,66.0,49
0.875,0.775,20,0.14079777811423388,0.042425357561157444,0.0008423828231829067,0.0003967979424132806,31.5,16,16.063610111937255,6.679738794815767,35.0,26
0.85,0.775,20,0.13717075489837166,0.032993810153730235,0.0006277492691790841,0.0002434067883328718,53.5,27,27.564665441181425,10.706188018288271,47.0,30
