seed,qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
10,0.875,0.75,22.133122575289566,34686.23843359755,0.0006380952093626598,0.11884039499904402,0.006380952093626597,36,35,17.307974182284305,17.629652087693152
10,0.85,0.75,25.69776673634859,51170.40919921154,0.000502199750568822,0.11360198961800816,0.00502199750568822,49,50,20.557620216502634,25.81852627568295
10,0.8,0.5,93.6415162967457,276054.41297825583,0.00033921398062968704,0.1782260123977946,0.00339213980629687,143,262,72.6478055416419,134.34889803863095
10,0.825,0.525,69.44024017264202,191406.90951712715,0.0003627885761690776,0.1587202755197696,0.003627885761690775,114,171,54.36805422184205,87.77810763935648
10,0.8,0.775,42.44651080474351,86365.2293946988,0.0004914768489846555,0.1444350282331418,0.004914768489846554,65,101,32.94143874202898,57.37569533189789
10,0.825,0.775,33.772840648097066,55928.6748201075,0.0006038555491744825,0.14280727305266683,0.006038555491744824,53,61,26.289525147876105,33.16296794767587
10,0.875,0.775,20.53786182129068,17751.045630631415,0.0011569944806997905,0.15414990357638328,0.011569944806997905,32,22,15.972828717487445,11.34330421242819
10,0.85,0.775,23.9528569211252,28899.795418649122,0.0008288244457837356,0.14089965707051494,0.008288244457837355,43,34,18.98787908126447,17.543532082382026
11,0.875,0.75,24.6404604474351,33083.82150528165,0.000744788822038028,0.1354693305184602,0.00744788822038028,40,39,19.61320392255792,16.81120131175859
11,0.85,0.75,30.559027238093496,50801.32142810431,0.0006015400068154059,0.1355819953130759,0.006015400068154059,51,56,24.414915658606894,27.43846124945682
11,0.8,0.5,98.46310503304815,286873.9341550699,0.00034322778513513837,0.18383490815952666,0.0034322778513513836,142,239,77.23337830376204,124.80897391085037
11,0.825,0.525,88.58102834649138,216146.88625963897,0.00040981866488738815,0.19053125405379293,0.004098186648873881,129,174,69.56094871117827,90.89408527890792
11,0.8,0.775,44.1764145259428,92266.59319564626,0.0004787910011185645,0.1454347611016873,0.0047879100111856455,63,96,34.60683015067043,51.00541070110829
11,0.825,0.775,41.48336364098705,74245.7953647698,0.0005587301400325657,0.15224324476360368,0.005587301400325657,61,74,32.61325798249078,37.829455456720176
11,0.875,0.775,23.065735710351408,32228.342357861955,0.0007156972410876922,0.12848378657074347,0.007156972410876921,36,36,18.266550699253397,16.062975300858476
11,0.85,0.775,27.63777705853193,49945.84228068463,0.0005533549099685558,0.12366688981273424,0.005533549099685558,46,53,22.072852586683275,26.648383522799314
12,0.875,0.75,18.595969453124997,34084.987652033415,0.0005455765348360222,0.1007249947935092,0.005455765348360223,30,35,13.802962527516527,21.604995430814764
12,0.85,0.75,20.396266523437497,59903.89072061371,0.00034048316859023106,0.083334179382237,0.0034048316859023107,36,62,15.317462257134197,37.06075246253019
12,0.8,0.5,95.9460183984375,271600.76401631796,0.0003532612242308457,0.18410325341912695,0.0035326122423084564,134,234,70.05309829491465,135.25731552338735
12,0.825,0.525,77.85131484375003,205253.54341010205,0.0003792934024442201,0.17183855822207705,0.0037929340244422004,111,178,56.96693830972857,101.6349824325826
12,0.8,0.775,36.9771106640625,90293.17261390795,0.0004095227755721464,0.12305677141785124,0.004095227755721464,57,90,27.29631168471174,57.793887586048236
12,0.825,0.775,29.551032421875004,67939.96670907507,0.0004349580056230397,0.11337309260278886,0.004349580056230397,49,67,22.010171066450997,42.564589878166856
12,0.875,0.775,18.524360039062497,29912.19896128151,0.0006192911481713704,0.10710729292504252,0.006192911481713703,29,30,13.699666274005116,20.852649792954146
12,0.85,0.775,20.324657109374996,54335.42807264083,0.000374059022452221,0.08719301216272664,0.00374059022452221,35,54,15.21296703275888,34.69314634219273
13,0.875,0.75,28.323640575563413,24610.569575461,0.00115087302180136,0.1805461542587221,0.0115087302180136,45,33,21.782527122631915,12.999826929159989
13,0.85,0.75,35.93674047448078,47861.99702619752,0.000750840807056392,0.16426433338018104,0.0075084080705639196,59,57,27.75362911293813,28.057655116519832
13,0.8,0.5,102.9613482219399,282837.5986355932,0.0003640299193552229,0.19360013246363705,0.003640299193552229,147,243,78.1884946210428,144.0673164103224
13,0.825,0.525,85.5473734484092,212177.70542957043,0.0004031873814226232,0.18571920064507963,0.004031873814226232,125,183,65.13437146261096,105.06212375823955
13,0.8,0.775,46.10721232490058,87974.48553314978,0.0005240975499370992,0.15544991802477742,0.005240975499370992,72,95,35.38309960406615,54.67690265515427
13,0.825,0.775,41.56892014361467,65068.67083582662,0.0006388469229453961,0.16296066004993698,0.00638846922945396,64,73,31.845233217326424,39.38222187680632
13,0.875,0.775,23.93318718460009,20981.831585394877,0.0011406624387005186,0.165226171231624,0.011406624387005185,39,28,18.465464929776633,12.206783982092139
13,0.85,0.775,31.546287083517456,44233.259036131385,0.0007131802578179751,0.14999396372995427,0.00713180257817975,53,52,24.43716001640118,27.511490402090146
14,0.875,0.75,41.01869201179481,53774.61484450472,0.0007627891362942333,0.17688587465254577,0.007627891362942333,51,48,29.33108207556446,23.42855324768368
14,0.85,0.75,51.85054078057194,84464.7895791998,0.0006138716622499063,0.17840845735986355,0.006138716622499062,67,76,37.21102125335782,40.56344838760091
14,0.8,0.5,102.81346454434187,292919.0727244415,0.0003509961423408637,0.1899661270747055,0.003509961423408637,141,245,74.22171442311968,135.1541099283893
14,0.825,0.525,92.05267007789033,234083.14755276026,0.00039324774568465026,0.1902616750488212,0.003932477456846503,126,191,66.44035512925977,103.99475966595239
14,0.8,0.775,55.61529527929232,131402.9032795056,0.0004232425151291647,0.15342345796408985,0.0042324251512916465,81,119,40.40561389231559,66.09239103897968
