seed,qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
10.0,0.9,0.55,36.364765911196905,36847.59191115591,0.000986896674248804,0.18944198726152686,0.00986896674248804,53.0,32.0,28.056575833462613,15.707812320770923
11.0,0.825,0.5,91.4262120945177,223748.02436466995,0.0004086123770438707,0.19328187149357273,0.004086123770438706,133.0,178.0,71.78615805884866,93.05971738197434
12.0,0.8,0.55,91.26122132812502,235306.63082984713,0.00038783956493821476,0.1881348249942847,0.003878395649382147,126.0,211.0,66.55245759881086,119.8428625225128
13.0,0.875,0.625,47.275019207909864,56174.586375844876,0.0008415730717020138,0.19946273619293506,0.008415730717020136,70.0,54.0,36.049455654139265,25.716038631655216
14.0,0.775,0.5,113.64531331311899,339079.667701097,0.0003351581475929096,0.1951644247618935,0.0033515814759290954,157.0,286.0,82.10308078282758,156.68478105429625
15.0,0.825,0.55,86.19774456528945,200737.26060205424,0.0004294058029225061,0.1923897391109183,0.004294058029225061,116.0,159.0,65.0423645468762,86.6785600141256
16.0,0.9,0.625,36.61225154570485,36420.09255131072,0.0010052761808368115,0.19184739874625045,0.010052761808368116,49.0,33.0,28.604858620373392,14.950078524005464
17.0,0.8,0.575,97.67905640208042,260624.80827651583,0.0003747880220920704,0.19133462924613387,0.0037478802209207035,133.0,211.0,75.12789363160543,121.15694529207632
18.0,0.8,0.625,84.62655218423974,172072.07298070937,0.000491808756170021,0.20400999820765725,0.004918087561700209,115.0,160.0,61.90202210715377,87.03566263426461
19.0,0.875,0.75,41.5194555234557,21216.338067341832,0.0019569567279551564,0.28504697477374064,0.019569567279551562,49.0,29.0,30.104266638394456,14.873222917520081
20.0,0.9,0.65,42.81274542918454,45157.27827526364,0.0009480807317086824,0.2014694493290703,0.009480807317086823,45.0,33.0,33.52954696954032,18.31674561377267
21.0,0.85,0.675,65.87860676764869,86962.2701739682,0.0007575538982119304,0.2233978410047938,0.007575538982119304,93.0,74.0,47.9281957466112,40.34267618306649
22.0,0.9,0.5,49.059510931718066,62571.943192522216,0.00078404966233462,0.19612519720911728,0.007840496623346198,63.0,45.0,38.16432950421896,24.682220143485807
23.0,0.8,0.575,82.64062576510955,246456.28711362014,0.00033531555121988407,0.16646527259937388,0.0033531555121988402,114.0,205.0,65.34345873147313,105.8052641282053
24.0,0.875,0.725,39.13408079603815,34925.62943812549,0.0011204975092966721,0.20940305647381435,0.011204975092966722,49.0,38.0,31.411467845812325,19.300113687168643
25.0,0.8,0.5,97.38775826855318,267752.6049323956,0.00036372291613425176,0.1882077560389469,0.003637229161342518,138.0,232.0,76.90444175010352,127.83688479502378
26.0,0.85,0.55,71.59780858204029,134464.43737945866,0.0005324665017560834,0.19525223345478196,0.005324665017560833,99.0,117.0,57.603904779956835,59.71145171115223
27.0,0.775,0.55,104.5189937207809,308835.48581931775,0.00033842935323154244,0.18807523878845805,0.003384293532315424,138.0,271.0,82.24892759613559,145.7606299705828
28.0,0.825,0.55,87.43400327088915,168399.55366581614,0.0005192056710815238,0.2130639114059585,0.005192056710815237,119.0,153.0,71.70399292354338,77.92667141430685
29.0,0.9,0.525,39.20789745625619,32429.12833967756,0.0012090333432824556,0.2177238051858664,0.012090333432824556,46.0,29.0,31.009868371132693,12.36250444544652
