sampling_mode	purpose	sample_group	process_family	selection_rank_within_group	available_file_count_in_group	selected_file_count_in_group	remote_path	remote_size_bytes	remote_adler32	identity_status	deterministic_rank_sha256	target_valid_events_per_file	physical_weight_status
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbarW_ntuple	ttbar	2	2	2	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarW_ntuple/selected_ntuples_0000.root	1406280204	870b2921	complete	5f84ed13a6805958356ec694a98b1ef1d131659a5122b9cdaf4c46fa3f71ed57	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbarZ_ntuple	ttbar	1	2	2	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	1043812732	fed4dc69	complete	29c4783c6e38bcb045b9e298142132d7088d46f43600511456f06958b8f104ec	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbarZ_ntuple	ttbar	2	2	2	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0000.root	1499428790	b8756221	complete	f73af9c12805b292dce6b19a1b71b197fa86684ca6f0d06e3497d83c5b3eaa3e	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer2_ntuple	ttbar	1	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer2_ntuple/selected_ntuples_0023.root	1582189354	e1473713	complete	0046837bf7fbc22f39e2e786e07f8b31d79d8e96431127c6b526c9f1596cf279	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer2_ntuple	ttbar	2	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer2_ntuple/selected_ntuples_0022.root	1583483732	fa685c20	complete	0be6682d37c64621496551b786f86e1093d1b2f6e09c4a3fc46a9f90ffcb53a8	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer2_ntuple	ttbar	3	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer2_ntuple/selected_ntuples_0050.root	1583347224	30e96bb4	complete	0d45c054a3f572a1e73568e8e38c64f70c46fef8d1f7f049aaeaf9d094b46156	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer2_ntuple	ttbar	4	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer2_ntuple/selected_ntuples_0006.root	1583360204	358ffc82	complete	0ddadbf42827d7e46494f74ef1f6a8a26cc3771f3423c4c03e851eded1abeecb	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer2_ntuple	ttbar	5	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer2_ntuple/selected_ntuples_0051.root	1582347441	b4cd9ff5	complete	109fbde6c3e6c2a4740c3a069bbb374014d4c5b9020411cf41e37d38d371e981	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer2_ntuple	ttbar	6	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer2_ntuple/selected_ntuples_0015.root	1584032077	3712cefc	complete	2bed948ac08dd8a9b5b2db691e2a4abeef23d24544000017c269974feb4d0dce	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer2_ntuple	ttbar	7	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer2_ntuple/selected_ntuples_0002.root	1582446939	8f67b53e	complete	2c63d96af0a9a974c51e6f10b0ab6245ae59bbff5734e7ea4c53402fa6036993	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer2_ntuple	ttbar	8	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer2_ntuple/selected_ntuples_0019.root	1584101909	fb404bfe	complete	34c8d7c02b87cae8e949623cbd3a3f86ef246a689abbee91077a824481d0b208	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer_ntuple	ttbar	1	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0045.root	1355253655	5ee51885	complete	014ce107a1280f5d941054150293bfc3a44c69d393519c85b4a97cca7a25ef68	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer_ntuple	ttbar	2	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0036.root	1355222248	90c6c23b	complete	02c34b010953be2f6ec17e281b001d14e34e39bfe3c8ab787653d6f156eadc6a	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer_ntuple	ttbar	3	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0002.root	1357207237	d6813779	complete	03526c2004e41005b374db312279d4ff04dbaeb8dd83b5174dc817009cd02230	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer_ntuple	ttbar	4	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0037.root	1354590819	e98b74b9	complete	0395e53339c9608a2e5df424210df381c9ffc8ccdc268854dd3a933678239e17	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer_ntuple	ttbar	5	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0021.root	1356765167	8efc4d1e	complete	0a66f22fa1b50dad3ebe86c869b69a99b4efdc421d27ffea5d1265f7b7416dce	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer_ntuple	ttbar	6	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0009.root	1355513010	2e5c6daf	complete	0f6a4ed7ca788cfcf6c1c1d075ed20cdcc56775ef517628bf2e75556ed2f7691	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer_ntuple	ttbar	7	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0017.root	1356833017	b0cba725	complete	139f269e31b0cbb6569b641f208d541a21b2b6ee3ad16624955feaa39a0263eb	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	TTbar_forInfer_ntuple	ttbar	8	60	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0019.root	1355988764	fe1fc31f	complete	184ba24c40d13c4c53589e352d0253476a4fa4dc72a8cc53e5c34c5bf825f156	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	zjets	1	8	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/ZJetsToQQ_DelphesHH4JTrig_ntuple_id500-999.root	1763435733	c5d36b3f	complete	11cf381535cd2f58523e3a5e66b45d9e50ed50f62b062677b528d1cf3b930a06	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	zjets	2	8	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/ZJetsToQQ_DelphesHH4JTrig_ntuple_id0-499.root	1759940750	aa7186e9	complete	193de740ff0d7750913f3bed6c6ba98763f04e8a9bb95e0586a5a622e1479d25	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	zjets	3	8	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/ZJetsToQQ_DelphesHH4JTrig_ntuple_id3500-3999.root	1756662477	ad8fb471	complete	56003d45ea7abe29a8cc760dbd9d008fc134e0a56c600870ae7e905567a953b3	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	zjets	4	8	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/ZJetsToQQ_DelphesHH4JTrig_ntuple_id2000-2499.root	1760818761	82e4fae4	complete	57e64872b6f99086b8669d7c566025411d5dcccc8008ac7d34b1ddd9051a28f8	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	zjets	5	8	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/ZJetsToQQ_DelphesHH4JTrig_ntuple_id1000-1499.root	1757447421	a361f668	complete	8534d07e4f36936640d8ba67b52b5299f73432ebed953c0f0040776a2b413382	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	zjets	6	8	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/ZJetsToQQ_DelphesHH4JTrig_ntuple_id1500-1999.root	1759641298	c4f282a4	complete	9e5514bd62c234f175a2ba4224f67609439e752f24c9847e1cde80fef1027747	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	zjets	7	8	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/ZJetsToQQ_DelphesHH4JTrig_ntuple_id2500-2999.root	1749925223	cc5209ec	complete	aaaa38bb4f5833f1c1d5dbd83bfb0e0595db2097ce9e3e2b08a3a6c99b1cebb2	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	ZJetsToQQ_DelphesHH4JTrig_merged_ntuple	zjets	8	8	8	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZJetsToQQ_DelphesHH4JTrig_merged_ntuple/ZJetsToQQ_DelphesHH4JTrig_ntuple_id3000-3499.root	1756974792	43cd979f	complete	db206229fc57f4f57b1e10e9456804bd8b960eb1744b32a3a141495418f33b90	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	ZZ_ntuple	zz	1	2	2	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	690055895	4cfd4cfc	complete	074251795ccc9a9b0310fcced69d4fbfe0c3ee7b3ff8499cdf9f22097e2817c4	512	blocked_pending_author_clarification
high_score_tail_stability_v1	Deeper multifile coverage of QCD, ttbar, Z+jets, and ZZ for unweighted high-score-tail stability.	ZZ_ntuple	zz	2	2	2	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0000.root	1122900950	5acf887b	complete	4ccfa993bee38bf69a12b3747f4681229568baeadbd8d1f29e5b7eb77b30d8a5	512	blocked_pending_author_clarification
