category_family_id	category_id	structure_id	current_repository_head	reference_repository_head	raw_canonical_hash_equal	raw_difference_paths	raw_difference_only_repository_head	scientific_payload_equal_after_removing_repository_head	inner_crossfit_tsv_byte_identical	current_scientific_payload_sha256	reference_scientific_payload_sha256	current_pooled_signal_efficiency	reference_pooled_signal_efficiency	current_pooled_background_efficiency	reference_pooled_background_efficiency	current_outer_selected_event_uid_sha256	reference_outer_selected_event_uid_sha256
exact3tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	956dbd3febaf279ef98b3f6325e1c7e724e78945	11f8bc445983bf47bcca33827e138ca87a7e5a39	False	$.repository_head	True	True	True	9318193b148ab22e1fc812698e6462767780ef00c931c7f56c1ce5410380dedb	9318193b148ab22e1fc812698e6462767780ef00c931c7f56c1ce5410380dedb	0.5866881131047391	0.5866881131047391	0.37651866540814954	0.37651866540814954	009def9f2e60dde2ce7425f3620d9d7af3f74ef27f1a34817e76bb6655378990	009def9f2e60dde2ce7425f3620d9d7af3f74ef27f1a34817e76bb6655378990
exact3tag::radial_mass__category__mass_only	exact3tag	radial_mass__category__mass_only	956dbd3febaf279ef98b3f6325e1c7e724e78945	11f8bc445983bf47bcca33827e138ca87a7e5a39	False	$.repository_head	True	True	True	263eff58a8de758355b950ef3ed26a7a016f8b9cec730b7481f20cffef6ed284	263eff58a8de758355b950ef3ed26a7a016f8b9cec730b7481f20cffef6ed284	0.5857464193007926	0.5857464193007926	0.37280276604896456	0.37280276604896456	d17470fa614ef00e2b8258f16f1d3de422018845db4bfd9a97fc4bb5b78bf6a8	d17470fa614ef00e2b8258f16f1d3de422018845db4bfd9a97fc4bb5b78bf6a8
exact3tag::symmetric_rectangular_mass__category__plus_h2_pt	exact3tag	symmetric_rectangular_mass__category__plus_h2_pt	956dbd3febaf279ef98b3f6325e1c7e724e78945	11f8bc445983bf47bcca33827e138ca87a7e5a39	False	$.repository_head	True	True	True	e0e8b6c08ee101386db9e6d9ba8f2f070ec2a7113d31c9a007413293fa974e5f	e0e8b6c08ee101386db9e6d9ba8f2f070ec2a7113d31c9a007413293fa974e5f	0.5859409522899955	0.5859409522899955	0.37838178667088956	0.37838178667088956	680532c5dc580d9b5492fa0954329206b0dfc9b0cd500650336c2a6aef8f430f	680532c5dc580d9b5492fa0954329206b0dfc9b0cd500650336c2a6aef8f430f
ge4tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	956dbd3febaf279ef98b3f6325e1c7e724e78945	11f8bc445983bf47bcca33827e138ca87a7e5a39	False	$.repository_head	True	True	True	67b0159fbe7b02d4f7744d67c273950565234c4aedbfdcc7229a3cbfdc1ae77c	67b0159fbe7b02d4f7744d67c273950565234c4aedbfdcc7229a3cbfdc1ae77c	0.5852297480524355	0.5852297480524355	0.31514676101708794	0.31514676101708794	36e8128548d1545a1e487eb23ea58f4aa62524cf3169a7c5bde62d4685ad003f	36e8128548d1545a1e487eb23ea58f4aa62524cf3169a7c5bde62d4685ad003f
ge4tag::radial_mass__category__mass_only	ge4tag	radial_mass__category__mass_only	956dbd3febaf279ef98b3f6325e1c7e724e78945	11f8bc445983bf47bcca33827e138ca87a7e5a39	False	$.repository_head	True	True	True	1f313cec81965283ebdd3bce336216de4e511c54a705bf1bb41c7a4c8d91f304	1f313cec81965283ebdd3bce336216de4e511c54a705bf1bb41c7a4c8d91f304	0.584555953495424	0.584555953495424	0.24058390200924853	0.24058390200924853	c7a5c44edeb8b3e3d6093c2095ca2004447668b167eca91200a1442f0125411a	c7a5c44edeb8b3e3d6093c2095ca2004447668b167eca91200a1442f0125411a
ge4tag::symmetric_rectangular_mass__category__plus_h2_pt	ge4tag	symmetric_rectangular_mass__category__plus_h2_pt	956dbd3febaf279ef98b3f6325e1c7e724e78945	11f8bc445983bf47bcca33827e138ca87a7e5a39	False	$.repository_head	True	True	True	bfb67dfb9016c671bfbe5282e1854769c97bba2342e4d0063fea619a34ad43cc	bfb67dfb9016c671bfbe5282e1854769c97bba2342e4d0063fea619a34ad43cc	0.5852521138723843	0.5852521138723843	0.2569937932736717	0.2569937932736717	4a66152648be033e28af6a24ab9a71f2d7dce7149ce1a89577691bc02f8d9f6a	4a66152648be033e28af6a24ab9a71f2d7dce7149ce1a89577691bc02f8d9f6a
