job_index	bootstrap_replica	outer_fold	category_id	structure_id	pooled_support_pass	all_inner_support_pass	pooled_inner_oof_feasible	canonical_payload_sha256	runtime_seconds	validation_payloads_opened	test_payloads_opened
0	2	0	exact3tag	asymmetric_rectangular_mass__category__mass_only	True	True	False	da6399fb1c0f112d21facf8763dc2799a22a051befae2f087254cb7dfbcfc4a7	118.15536332130432	0	0
0	2	0	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	True	True	False	2091904754e5c55e7da6939eeb54dc0baf1894f331d8197eb72f307509959d52	228.2928454875946	0	0
0	2	0	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt	True	True	False	8bb7220720f3dcd97b5474ae72c8cfbc797ecd38322b929fd5b0de1d4c8f6411	227.63091349601746	0	0
0	2	0	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	True	True	False	b89c1a00e4e2ee58416aad8dd31896c4b1457f9fb341e39e3bc3b081d3649843	203.090026140213	0	0
0	2	0	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	True	True	False	72649ba711e0077784168674aa60a0e83329631150fb84bc6f3822f8f53845e8	159.63683462142944	0	0
0	2	0	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	bb23c8a81cc760cfa281f30936902366ec169be072f0c3a4f5ce4819b472bfda	277.1359922885895	0	0
0	2	0	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	True	True	False	2e030ef067b941b2ae9607adefff7df3c5b00848c06e84235179dbfb2e1f0658	173.4152171611786	0	0
0	2	0	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	True	True	False	ad9bbde26d41633cac25c4d61171bb00bb0094faf5c27aa3c97b2aab75f7f764	247.3815417289734	0	0
0	2	0	exact3tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	460c5830547359423a53f779b6a35dc83708923ebd686ac5ea016095faa4b95d	233.53823161125183	0	0
0	2	0	exact3tag	radial_mass__category__mass_only	True	True	False	018baf726679bd8ff12fe084a7d65140305b0d6acfa4d024c07fba00876bfa4d	54.45655536651611	0	0
0	2	0	exact3tag	radial_mass__category__plus_abs_h_delta_eta	True	True	False	f8014d958aab6770df2494d075a10306e42d24c0de612008257dc6feb4c796e4	156.81011700630188	0	0
0	2	0	exact3tag	radial_mass__category__plus_h2_pt	True	True	False	730543655de837c3c2def7231d2888c0d115f9cc788324119d81509a3cd56434	153.00399661064148	0	0
0	2	0	exact3tag	radial_mass__category__plus_h2_pt_and_max_drbb	True	True	False	cff68460d09f33bb9454823678362a44f04d0bef548f25b5dbe75193479b6351	180.05802035331726	0	0
0	2	0	exact3tag	radial_mass__category__plus_ht_candidate_jets	True	True	False	20e9763e9e1eb645c410c9e6a1a2fa6bb230f0a7cf24aae6f306c48b6db35248	85.87198877334595	0	0
0	2	0	exact3tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	7d0a8d43701febb98dbd14e4ee3e007a897c1e26a543f8c0b932eca6736711d3	156.99674654006958	0	0
0	2	0	exact3tag	radial_mass__category__plus_max_drbb	True	True	False	0056f6a121e08edb24d99ef4aa2234ffb7fd603580c1ccea4e745098f08ded42	84.36491966247559	0	0
0	2	0	exact3tag	radial_mass__category__plus_mhh	True	True	False	7e80b99e86061b998aeddb2ab2ca2731a523118450276a50477ffcb6bd19e8f9	91.29215145111084	0	0
0	2	0	exact3tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	e2d813cbc2b47b89355019db15db33f5c0302b620ef284addfb1f0fef5464cf8	129.31417322158813	0	0
0	2	0	exact3tag	symmetric_rectangular_mass__category__mass_only	True	True	False	ce97fb80f76d3420cad3a9dc96bb738c4f1ace3f1d6f72af204ed6bb9e334394	54.907185554504395	0	0
0	2	0	exact3tag	symmetric_rectangular_mass__category__plus_abs_h_delta_eta	True	True	False	2a789d02281c8c752f2caed0006e6f1eff3294785ed5db72f0e1f51bf832951e	167.63105535507202	0	0
0	2	0	exact3tag	symmetric_rectangular_mass__category__plus_h2_pt	True	True	False	14f94b34bc49d7f5e5b26d847057265afdc93e4ce938e873c33cb2f54547728a	165.95808362960815	0	0
0	2	0	exact3tag	symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	True	True	False	703c4302a26c7042722a0f42cce67a1bc1913528e5fd41a174b0953000414f86	197.6645872592926	0	0
0	2	0	exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	True	True	False	deb063648c9d3747aa4606fd82259016575a6390159232b722f51047350a8446	103.8422920703888	0	0
0	2	0	exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	5abba10a2f60dc4ac8ea1b81576557abb557c7a7361a31db18a51c8886e68105	208.4323706626892	0	0
0	2	0	exact3tag	symmetric_rectangular_mass__category__plus_max_drbb	True	True	False	4541f122a0e0e96e522b41e3b8c2bfef0db280463ef1c0d2c9a65f414f7598c1	154.74385118484497	0	0
0	2	0	exact3tag	symmetric_rectangular_mass__category__plus_mhh	True	True	False	a27546f5019d60406e11edda341c1b85c7b294f7ec8e19edcaef2dbfacbab1af	101.60432744026184	0	0
0	2	0	exact3tag	symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	510688decb77cee99b547d29e4330d9dcb99223957b5cb03d2a00457a268f798	133.83740305900574	0	0
1	2	1	ge4tag	asymmetric_rectangular_mass__category__mass_only	True	True	False	d652629394a195aa138c5fc5a0f14bb2d4f6eed0933acbbc388d6cfb03f98d9c	40.7026481628418	0	0
1	2	1	ge4tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	True	True	False	6149a285f1de30b344ea51e73d4d7a933879505e3302824e6bccbc13bb3407fd	58.971933126449585	0	0
1	2	1	ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt	True	True	False	b87aa896dc4b2eb086084469ddfa3a0b572ef9ec23526a00377ce229896e892a	59.059776067733765	0	0
1	2	1	ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	True	True	False	0110d6bd59f833ab24b8161a358ff5d5df273ff4b4f3000561381601e5a945d9	84.59202790260315	0	0
1	2	1	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	True	True	False	728c7bc02a8f2d3dfb9a40be75e0d9daab47eeae35ad47c9d84a1fff555cbd3d	58.6722731590271	0	0
1	2	1	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	8ad1825eea883c9ec05fce388561a4d2ffd448103e82455571762e8954d5f516	86.88832998275757	0	0
1	2	1	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	True	True	False	695986d5427a7566d7932a0e5e2df9b5e94500bd458d0805590dea90092e4cae	58.27420234680176	0	0
1	2	1	ge4tag	asymmetric_rectangular_mass__category__plus_mhh	True	True	False	93d6ea8b3841c76d2d9a10f6410cf47e792334870ddef18cfb4ed362c374a8b3	61.73300361633301	0	0
1	2	1	ge4tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	24bbe774574cc57f757788a073d1da6549c04218b096515f38e6e5f8f53d5f0e	96.8827862739563	0	0
1	2	1	ge4tag	radial_mass__category__mass_only	True	True	False	8bab1c310fbf4f253c1712fa801b94f6cef80ad2af334608d9c26fbf1564c384	30.856219053268433	0	0
1	2	1	ge4tag	radial_mass__category__plus_abs_h_delta_eta	True	True	False	b6ef1ae1aa78099ab7496b5476ea9306e2c60760b888ad0790289fec5869bdb4	41.15884327888489	0	0
1	2	1	ge4tag	radial_mass__category__plus_h2_pt	True	True	False	662a2c0a797c566402da52bf7243f54c5f1044330c0d3c3e1ddba0db9605bd7d	47.27509951591492	0	0
1	2	1	ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	True	True	False	ed8834775a0e721364e579cf4606826899cf560f52abd43c28c61164c4f5be92	68.15991473197937	0	0
1	2	1	ge4tag	radial_mass__category__plus_ht_candidate_jets	True	True	False	8760bdb241b6390f9a3fcf6222d21141e492b06f8b2c415e04f8956bf717d57a	49.262702226638794	0	0
1	2	1	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	db8a993b6ae0937e4b3a662bce858eda556f07901a4919aff2abad2844ff5381	70.25696206092834	0	0
1	2	1	ge4tag	radial_mass__category__plus_max_drbb	True	True	False	23efd2a68e1fae1f1b2f049cebf5c45dc2d634108ef8f51ff88409480e958142	41.15510606765747	0	0
1	2	1	ge4tag	radial_mass__category__plus_mhh	True	True	False	17e1dfcafcfb830a5a0310cd411e33e4980ae1f16ed974ca84d6131eb4c77f43	49.46771240234375	0	0
1	2	1	ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	c65af4e38b462c5b52a38d2b362580454271e62d21dd56d17dac822a46851c4c	71.79827213287354	0	0
1	2	1	ge4tag	symmetric_rectangular_mass__category__mass_only	True	True	False	5aa2c28f5850aac77f5052e3e54e8675238d340689e1cfd06dde0dbb6fc563d9	27.941272974014282	0	0
1	2	1	ge4tag	symmetric_rectangular_mass__category__plus_abs_h_delta_eta	True	True	False	101524c9fd33bfdfdbe8bf3a7700570b71d708aff2250fc3ea26b138b57fa384	38.989362478256226	0	0
1	2	1	ge4tag	symmetric_rectangular_mass__category__plus_h2_pt	True	True	False	dc9860e96ccc44601ec886384224a8ac53968d2b7c081aaf09e727050784b5f1	46.34264659881592	0	0
1	2	1	ge4tag	symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	True	True	False	45ca77deda8b1309189c28223f21f5a8c88a1a77848a7fcaa631e32a5f02a8cd	68.32722568511963	0	0
1	2	1	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	True	True	False	cc7bc054d7ff882d1030ca2b1df7270a38b373977c443fd76c66afe74ddd2728	47.35470628738403	0	0
1	2	1	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	13e8deb71ec438faf8c62ea0db70dc797c544cfb5d40bdd5629e51b7eff5ac1a	70.01309657096863	0	0
1	2	1	ge4tag	symmetric_rectangular_mass__category__plus_max_drbb	True	True	False	d2b738f44b57633d92384801d9b9a69e71c92fb6183a71d4a403959ff1e9ee64	42.447237968444824	0	0
1	2	1	ge4tag	symmetric_rectangular_mass__category__plus_mhh	True	True	False	d5d9119f0e54e779c978a28028883346ac07d493d54c318f55e5989b4510b3c6	48.02376580238342	0	0
