job_index	bootstrap_replica	outer_fold	category_id	structure_id	pooled_support_pass	all_inner_support_pass	pooled_inner_oof_feasible	canonical_payload_sha256	runtime_seconds	validation_payloads_opened	test_payloads_opened
1	2	1	ge4tag	symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	35d34acf2813cf7afffa1eeeee2e190a473850477abdb4372919f6a71f13e273	71.35411977767944	0	0
2	3	2	exact3tag	asymmetric_rectangular_mass__category__mass_only	True	True	False	53170e615819576de956111aaff7af04eeb6b4e4f94f8092407f6da248383575	173.22130060195923	0	0
2	3	2	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	True	True	False	560d0362dcbe398a621c2cdc5d948f9cc6eebbb8dbb7787bee554e361948c982	261.6611416339874	0	0
2	3	2	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt	True	True	False	9c2bcc8663b09787ba85ac5f3c448c96f62d08a32fceba1e2e008f55fd4b1354	255.86590814590454	0	0
2	3	2	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	True	True	False	319482a433ead7f12fd90fdd4e1ce2bffe69c1963dd1c63af1ac1c5a2e5f10ff	326.2005693912506	0	0
2	3	2	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	True	True	False	9d29811462c48ea07473fbea15a45173ff55d0aad0e56a9465bdbaf4c8ca2335	256.3737962245941	0	0
2	3	2	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	2a19208d8e1658dd79f26eb5080ad5b37f15e8661c647a85561f5a90345b0bfe	328.6312656402588	0	0
2	3	2	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	True	True	False	8fcf3b321651208f771f6fc41733d95ce0391d141860bf89763a5883e8bef520	241.45898962020874	0	0
2	3	2	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	True	True	False	0c80cecdcfac332660947aa08253ce73248188fa56d8effbf9158d5c40c849a8	257.24914741516113	0	0
2	3	2	exact3tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	654cb5efef327c6621fbd217fc8dddbde889350ff09e94328184f727aedef6fe	281.0987341403961	0	0
2	3	2	exact3tag	radial_mass__category__mass_only	True	True	False	89596a6b355cac2e9a54ce3abb1c54a236f4eb59fe466b6cb46bd61e9ffa6b5a	59.961464643478394	0	0
2	3	2	exact3tag	radial_mass__category__plus_abs_h_delta_eta	True	True	False	24e1868667e86981e6aff51ff6dff73e1dd5c42ba5136f724fff10822924f2a3	93.37654447555542	0	0
2	3	2	exact3tag	radial_mass__category__plus_h2_pt	True	True	False	618b6a9bc81e31bf97e96c85100fe789cda1bacaf4a7c9edaff536aec7a019dd	92.39355206489563	0	0
2	3	2	exact3tag	radial_mass__category__plus_h2_pt_and_max_drbb	True	True	False	53c28568438c499c93c4869bf7e629dbb483a99275ef96fdff5fc89d9e1233cc	120.55586743354797	0	0
2	3	2	exact3tag	radial_mass__category__plus_ht_candidate_jets	True	True	False	a835a6d252ae0fe3bae21e0be7647ed7385bbfe279cba4d4a624e548bb03191f	94.45189881324768	0	0
2	3	2	exact3tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	8bf7d8d955bffc1369e6b6890d960e323ca15bdfa7c77f03724438145366c1cb	130.06474137306213	0	0
2	3	2	exact3tag	radial_mass__category__plus_max_drbb	True	True	False	102ab5f363db0e75372d9c05b5b4674c01459532b135f6a483da28c01805ca8d	86.97597312927246	0	0
2	3	2	exact3tag	radial_mass__category__plus_mhh	True	True	False	6948d7f66e14533a27f9966f9a91c46df919504c1f146f497b85c7d9acbf41ed	94.70515418052673	0	0
2	3	2	exact3tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	2a8c6ba03d565fc2bdbe928b2f0f4971fc857abbc2f1c13afc6e179d041379be	140.05171036720276	0	0
2	3	2	exact3tag	symmetric_rectangular_mass__category__mass_only	True	True	False	9ba1b3e460ffb7f7645062a40021f86d59cea91e155c1fa06db0171fce5dfc8a	58.05122375488281	0	0
2	3	2	exact3tag	symmetric_rectangular_mass__category__plus_abs_h_delta_eta	True	True	False	3b543b8fceab90a470c02df3bbf8691a4eefc002ccd15022b2b297a8755fc98d	90.17851614952087	0	0
2	3	2	exact3tag	symmetric_rectangular_mass__category__plus_h2_pt	True	True	False	cd38a384f5725971ac977115a1ddd4bcab470a6142e92a777212033e5f01f2b5	94.44456768035889	0	0
2	3	2	exact3tag	symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	True	True	False	ef41e564f6370da2e1b18c8271b8ddd3b7bf6d1c5e385d8d8e39b1c6752ff181	242.70031237602234	0	0
2	3	2	exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	True	True	False	80c63f8eaa4e31faf22057eae16dabbc350d090612b4fc4f73d6f52f52d547f6	189.84949350357056	0	0
2	3	2	exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	d6f6752335b4459291d0cdb4aadfd1b60ded4f3b29845626b4868142c1528334	247.91843819618225	0	0
2	3	2	exact3tag	symmetric_rectangular_mass__category__plus_max_drbb	True	True	False	245d33aa1e1fa0980714fb4eaee964303c51b6974a8b9681307b860fe8b99987	173.05979251861572	0	0
2	3	2	exact3tag	symmetric_rectangular_mass__category__plus_mhh	True	True	False	ed64de675b3c08a121206b37d205ed1c756dc359471bce0008390f8e974a03b6	180.31584858894348	0	0
2	3	2	exact3tag	symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	97fc7755d64bc78d534e0738a5c85d42622cad297b9d3a75683e0dfcbcf2463d	267.1886260509491	0	0
3	3	3	ge4tag	asymmetric_rectangular_mass__category__mass_only	True	True	False	22764e50deedf5bd0230893983a3b45c1947140320979a4499262593b98115cf	41.1832959651947	0	0
3	3	3	ge4tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	True	True	False	1c5d78fd0be64e4220d45adbad19a07a42e518044c938140451e4b7613486cc4	59.423419713974	0	0
3	3	3	ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt	True	True	False	4202d20542fb0b99435b8f49d1695338eb9d24fe3b90148aebfff9e6e190a00e	59.505972385406494	0	0
3	3	3	ge4tag	asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	True	True	False	3cc947f3355cde822d6c85efcd5065792630430f4856da4a363bac8d0486db58	78.16618871688843	0	0
3	3	3	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	True	True	False	67bc9b2252d0d8e874366014398da9a734f9a9ec0269fcc9bcecb8f8a7d1f8a9	59.39870285987854	0	0
3	3	3	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	daee214326fd77dfd3696b2e131a879155a00ea998ad6df814cfcb815ecf7ac5	80.54680848121643	0	0
3	3	3	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	True	True	False	c1e14c994bab49c2a018485fae27b24392b959fb9f972a820459802751556200	41.357990741729736	0	0
3	3	3	ge4tag	asymmetric_rectangular_mass__category__plus_mhh	True	True	False	93c75dd1adb5ec894d9d4654faddcd24a46fea95bdba9d09119754da5e9207c3	33.200963258743286	0	0
3	3	3	ge4tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	16ea01f2a2cabd8ef6101f0acbee06481037e76ef61db44fd8e744ecb39a7ca1	84.25798535346985	0	0
3	3	3	ge4tag	radial_mass__category__mass_only	True	True	True	f5932906b69ae63a95d22dfda3c0f992985cfead9ecccad8caa199712efd6b97	29.0323383808136	0	0
3	3	3	ge4tag	radial_mass__category__plus_abs_h_delta_eta	True	True	True	4ec9d7088f5b7c462d41747e33e83fd23f6747d754654d054fd25203a38dc0eb	40.94920253753662	0	0
3	3	3	ge4tag	radial_mass__category__plus_h2_pt	True	True	False	b93a1c08a3f00334cf291dc5fbf3cff45f4f5f2c79a87f299e112d952cd99094	43.809828758239746	0	0
3	3	3	ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	True	True	False	128615b391dfb6a95e4c03159baed836786841df5f2a0cbd3d97d48b360f19c1	59.22633409500122	0	0
3	3	3	ge4tag	radial_mass__category__plus_ht_candidate_jets	True	True	False	47af55705edd4fc91dcc47d4e4173fab12cc7735df878451e2d5256ce77494a1	44.64129400253296	0	0
3	3	3	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	03b6755da9699996ec0997081e5a35f7bd5dc0c6a631b232eb8f09ccd2967f9d	65.43585968017578	0	0
3	3	3	ge4tag	radial_mass__category__plus_max_drbb	True	True	False	b480d54affcce3f7c201e880fddb47043538b014b0749538a071b67841380c06	40.30890250205994	0	0
3	3	3	ge4tag	radial_mass__category__plus_mhh	True	True	False	45e0c6a0307f6261aaa712d6f25b09bd20928f4a453f9c795b75d55a70228ae6	43.805323362350464	0	0
3	3	3	ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	f02cddfdaa139245d43a6009864aa31ba7546446ca29927cd01e9e36018accca	66.59619450569153	0	0
3	3	3	ge4tag	symmetric_rectangular_mass__category__mass_only	True	True	False	dfbba909bbe8a785afcca2b5760c00c501177c799fa05fb19e8c6038688f9a02	28.950249910354614	0	0
3	3	3	ge4tag	symmetric_rectangular_mass__category__plus_abs_h_delta_eta	True	True	True	79f676009e93a46acf854f02cfaa0de9039f64d9461c0d4bc7549f76b02408c6	39.68535304069519	0	0
3	3	3	ge4tag	symmetric_rectangular_mass__category__plus_h2_pt	True	True	False	4bfc06efa09b56725b92fe0075066e4902c3ada97ea849c902a80badbc24264a	43.129889249801636	0	0
3	3	3	ge4tag	symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	True	True	False	19a90e8f9e81245d57af6ee864c5e4b18fff563a432bda009f06ed9b98f527fa	58.40156102180481	0	0
3	3	3	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	True	True	False	dd101b65c38b6dadd90f7b90aa1569d2d6820b7e44bcfb96c9a28cc43350b765	44.16434359550476	0	0
3	3	3	ge4tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	True	True	False	7568db35a9c473f8c55c1fa2f1d8905b5a011adc7297dc9a8add2f9b8ddd36dd	65.81678342819214	0	0
3	3	3	ge4tag	symmetric_rectangular_mass__category__plus_max_drbb	True	True	False	89afbf4b17d80d27140e92ee8107c7a29b6156809abf0e8f940daab2a5883836	41.38521122932434	0	0
3	3	3	ge4tag	symmetric_rectangular_mass__category__plus_mhh	True	True	False	0b48e84b98ab5629f176e3e4113f7806a3e664a13becd3065177262e56456201	44.215559005737305	0	0
3	3	3	ge4tag	symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	True	True	False	28de5227f2dc3af130153735eb17f10d77335e3c1a8df986bf80a2a7767b9c27	64.97970461845398	0	0
