replica	category_id	outer_fold	job_index	rank	selected_as_fold_winner	structure_id	category_family_id	feasibility_class	pooled_inner_oof_feasible	pooled_signal_efficiency	pooled_background_efficiency	signal_efficiency_overshoot_above_target	infeasible_negative_signal_efficiency_sort_value	cut_count	ranking_key_json	all_inner_support_pass	pooled_support_pass	refit_thresholds_json	canonical_payload_sha256	structure_result_sha256	inner_crossfit_sha256	execution_provenance_sha256	bundle_sha256	outer_fold_used_for_selection
0	exact3tag	0	0	1	True	radial_mass__category__plus_max_drbb	exact3tag::radial_mass__category__plus_max_drbb	0	True	0.5865661437065244	0.4284182991991863	0.0006091437065244287	-0.5865661437065244	2	"[0,0.4284182991991863,0.0006091437065244287,2,""radial_mass__category__plus_max_drbb""]"	True	True	"{""max_drbb"":3.199755207807263,""r_hh_125_125"":39.051686855019}"	ce64049d84f6d4c6af06c25711c13d93af23de36a39b4f53f22e4bffc8d94946	b0465608e31f9319eac97b7caf94f44083ed84193b4baedb05532b02c334e136	6cdc306816e8d51b94424816f8b0bb7e351fe9ad12de5efb003f544bbb51788d	047949e1722a09269b1c07c97bd1cd5e42f6a9a9242e151aa6c62efd312f935b	8961bffe98e56950c0c633d31723cbaba745374d146ed517a9781f3fabe6afe8	False
0	exact3tag	0	0	2	False	asymmetric_rectangular_mass__category__mass_only	exact3tag::asymmetric_rectangular_mass__category__mass_only	0	True	0.5871476661625191	0.4320968415879128	0.0011906661625191717	-0.5871476661625191	2	"[0,0.4320968415879128,0.0011906661625191717,2,""asymmetric_rectangular_mass__category__mass_only""]"	True	True	"{""abs_mbb1_minus_125"":24.28585245238742,""abs_mbb2_minus_125"":44.587888626180565}"	e6ea324d5674bf494378286af54bc565eb4d9542bb14960bd52899a20118f1a1	001603ee1911f087905ff321cd36bf0fbdd873b8f410ec1de9513f70bd0e9395	a51c526e52eb28c0e2b8e0e07d04cfedd68613588e313f6c4e1c67e88f7166cc	047949e1722a09269b1c07c97bd1cd5e42f6a9a9242e151aa6c62efd312f935b	8961bffe98e56950c0c633d31723cbaba745374d146ed517a9781f3fabe6afe8	False
0	exact3tag	0	0	3	False	symmetric_rectangular_mass__category__plus_max_drbb	exact3tag::symmetric_rectangular_mass__category__plus_max_drbb	0	True	0.5873975702253058	0.4321748487071358	0.0014405702253058594	-0.5873975702253058	2	"[0,0.4321748487071358,0.0014405702253058594,2,""symmetric_rectangular_mass__category__plus_max_drbb""]"	True	True	"{""max_abs_mbb_minus_125"":35.132763991923774,""max_drbb"":3.2397733895380383}"	71d4c827c67f784be98ca56802bd34537324f1a2f0c250e9d1fe059d9f9984e3	1f4cb22db42154f359a753c4cab820d781dc021f05fcead6c6e4b1aa645f9051	b57446f7dc36bc38882fa25b89452f871ecb88e4e81b12a5f55de669b575da4b	047949e1722a09269b1c07c97bd1cd5e42f6a9a9242e151aa6c62efd312f935b	8961bffe98e56950c0c633d31723cbaba745374d146ed517a9781f3fabe6afe8	False
0	exact3tag	0	0	4	False	symmetric_rectangular_mass__category__plus_ht_candidate_jets	exact3tag::symmetric_rectangular_mass__category__plus_ht_candidate_jets	0	True	0.5866950923806672	0.4336562972821077	0.0007380923806672435	-0.5866950923806672	2	"[0,0.4336562972821077,0.0007380923806672435,2,""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	True	True	"{""ht_candidate_jets"":176.30469131469724,""max_abs_mbb_minus_125"":33.00914649253901}"	e2258c1db19e55f5bedfcab490f3c96488b21893dbe614a27b5c11972adeae30	7151e016fccd12c43b22ee5b14d8c5c566ee8a6ba45105c09ccda76bfaca8db9	825d1f43df06642f62b9cc93807cdd2b3d2b7fc09a81ec80519de28a5f3e850b	047949e1722a09269b1c07c97bd1cd5e42f6a9a9242e151aa6c62efd312f935b	8961bffe98e56950c0c633d31723cbaba745374d146ed517a9781f3fabe6afe8	False
0	exact3tag	0	0	5	False	radial_mass__category__plus_ht_candidate_jets	exact3tag::radial_mass__category__plus_ht_candidate_jets	0	True	0.5896233010834223	0.43380363194683885	0.003666301083422363	-0.5896233010834223	2	"[0,0.43380363194683885,0.003666301083422363,2,""radial_mass__category__plus_ht_candidate_jets""]"	True	True	"{""ht_candidate_jets"":176.30469131469724,""r_hh_125_125"":36.061928916263554}"	7ad226ed8499031f640c5ccedeb10573e92f1be35bd8cd1052944a11419a3c56	c0db8b79f2636eab727366c16c77f853db9cf82b6a0e3523852b92a16159f045	1b333b2f2cefadb5a85b8dcb14aad66fb7519fb6a41ce999340223a297721429	047949e1722a09269b1c07c97bd1cd5e42f6a9a9242e151aa6c62efd312f935b	8961bffe98e56950c0c633d31723cbaba745374d146ed517a9781f3fabe6afe8	False
0	exact3tag	0	0	6	False	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	exact3tag::radial_mass__category__plus_ht_candidate_jets_and_max_drbb	0	True	0.5860469562487425	0.43570438069192835	8.995624874252872e-05	-0.5860469562487425	3	"[0,0.43570438069192835,8.995624874252872e-05,3,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	True	True	"{""ht_candidate_jets"":183.91476058959958,""max_drbb"":3.0533840519830155,""r_hh_125_125"":45.90026003102137}"	521cb0280ea77225cd7382eb50498f5ca6019aed9115e7fdf18894266f760ecb	c8d5b623e587ac23045dd004aa39f7767138a9a4ccab7c57c71d117d626cdc75	125b35de3652031b426da377067b771e4544ff7b96f3ba9c7bc3d2f621f67bb5	047949e1722a09269b1c07c97bd1cd5e42f6a9a9242e151aa6c62efd312f935b	8961bffe98e56950c0c633d31723cbaba745374d146ed517a9781f3fabe6afe8	False
0	exact3tag	0	0	7	False	symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	exact3tag::symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	0	True	0.5865981186009437	0.439057347916043	0.0006411186009437353	-0.5865981186009437	3	"[0,0.439057347916043,0.0006411186009437353,3,""symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta""]"	True	True	"{""abs_h_delta_eta"":7.417148506680969,""max_abs_mbb_minus_125"":32.554455100438666,""mhh"":199.100563616789}"	6a413b45e8a4b3323ba511dbd10fe8d9bd7c779a4bfb4037d437485a7dee08f5	f899e56dbccb8af31372a03c10776a89b5f061a8c5bade6d79a7af04c428dc8f	bcea45ace50693a5d39580f00b9881f034dc1b762f66b249262fd67b728cfdfc	047949e1722a09269b1c07c97bd1cd5e42f6a9a9242e151aa6c62efd312f935b	8961bffe98e56950c0c633d31723cbaba745374d146ed517a9781f3fabe6afe8	False
0	exact3tag	0	0	8	False	radial_mass__category__plus_mhh_and_abs_h_delta_eta	exact3tag::radial_mass__category__plus_mhh_and_abs_h_delta_eta	0	True	0.5871890821830599	0.4391239709519113	0.0012320821830599238	-0.5871890821830599	3	"[0,0.4391239709519113,0.0012320821830599238,3,""radial_mass__category__plus_mhh_and_abs_h_delta_eta""]"	True	True	"{""abs_h_delta_eta"":7.417148506680969,""mhh"":207.53196556295845,""r_hh_125_125"":35.708932654855516}"	4d77fb5f74391aa3bca5f3c334692ad52f122ebd34032a74a3983d3a953c5428	769af5ae5d4ee19194e0a02a4ad3d75251e71127a4287ed0adc10e88bcdbd727	05fd04c378b8f9164669633b754515cf14b393b62e186b2f9e0d046817830d9b	047949e1722a09269b1c07c97bd1cd5e42f6a9a9242e151aa6c62efd312f935b	8961bffe98e56950c0c633d31723cbaba745374d146ed517a9781f3fabe6afe8	False
0	exact3tag	0	0	9	False	symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	exact3tag::symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	0	True	0.5868823710500667	0.43913664561546184	0.0009253710500667367	-0.5868823710500667	3	"[0,0.43913664561546184,0.0009253710500667367,3,""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	True	True	"{""ht_candidate_jets"":148.61110496520993,""max_abs_mbb_minus_125"":32.554455100438666,""max_drbb"":4.218799037125796}"	31a7b9c706d56e747fad3cbe0aba1a19431a2729092feeedaf643a1f0c9cb0e3	cf248ed2f36fcfb9554e82cd08e77b33309e39e76ca2fa00abbd4805a1e0c984	fe5bfb208f2ecd492b77c789584203c19d858b987ded5e650824137aa69e92f0	047949e1722a09269b1c07c97bd1cd5e42f6a9a9242e151aa6c62efd312f935b	8961bffe98e56950c0c633d31723cbaba745374d146ed517a9781f3fabe6afe8	False
0	exact3tag	0	0	10	False	symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	exact3tag::symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb	0	True	0.5869306895071191	0.43942415040110433	0.0009736895071191798	-0.5869306895071191	3	"[0,0.43942415040110433,0.0009736895071191798,3,""symmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb""]"	True	True	"{""h2_pt"":1.8406657943106222,""max_abs_mbb_minus_125"":32.554455100438666,""max_drbb"":4.218799037125796}"	be636c062ce429c21049d06f98e72775cb65010cca43771126f3cd9986ec632a	fa9aa33ac4cc3b5dd62ebd53808fe19549bed3a35472190c589d57d7658a29c4	478a24852799da5629c2da9944b27e41c65a77346c992a865b84e55605f752e7	047949e1722a09269b1c07c97bd1cd5e42f6a9a9242e151aa6c62efd312f935b	8961bffe98e56950c0c633d31723cbaba745374d146ed517a9781f3fabe6afe8	False
