threshold,n_seeds,auc_mean,auc_std,S_over_sqrtB_mean,S_over_sqrtB_std,S_over_B_mean,S_over_B_std,median_background_test_rows,min_background_test_rows,median_signal_test_rows,min_signal_test_rows
0.84,20,0.7875032532331303,0.01695318662727959,0.17412482089635611,0.021167263584908325,0.0005128295336212169,9.644277475672395e-05,109.0,84,87.0,77
0.85,20,0.7875032532331303,0.01695318662727959,0.17193375897217564,0.026270095686152448,0.0005620862066098737,0.00013276204527842237,92.5,62,79.0,68
0.86,20,0.7875032532331303,0.01695318662727959,0.16741934880341486,0.02972013669229511,0.0006172980058214079,0.00016934179413213992,71.0,51,66.5,58
0.87,20,0.7875032532331303,0.01695318662727959,0.16606705583703257,0.035066644673375114,0.000723502801598873,0.0002629108737693027,57.0,35,53.5,47
0.885,20,0.7875032532331303,0.01695318662727959,0.1540241449542353,0.030824340016753264,0.0009420638550634908,0.0003433699078687299,30.5,16,38.0,27
0.91,20,0.7875032532331303,0.01695318662727959,0.19822072183458847,0.18323167549949643,0.009018535696187284,0.019350130371277523,4.5,1,10.0,5
