qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
0.525,0.725,115.85176285123968,652796.529688199,0.000177469942903304,0.14338830405042324,0.00177469942903304,181,585,91.3519349001218,177.34412293756918
0.525,0.75,104.12265756198347,594009.8112355088,0.0001752877740275264,0.1350978492422084,0.0017528777402752637,161,538,81.99667600055439,165.8393756117189
0.525,0.775,92.92381702479338,525755.1162033369,0.00017674353355955723,0.1281549209855155,0.0017674353355955723,148,470,73.45285961574824,137.89843315452322
0.525,0.8,82.47146962809919,467932.6268208414,0.00017624646135152967,0.12056245138687516,0.0017624646135152968,128,413,64.97674784244434,115.21764276514187
0.525,0.825,69.54135855371902,394046.2158026478,0.00017648020908427598,0.11078209917475358,0.0017648020908427597,109,349,54.85752886954224,96.41594670377829
0.525,0.85,52.78097380165289,285118.9925364981,0.0001851191088047086,0.09884718929745376,0.001851191088047086,90,278,42.104893723597286,88.18518344736258
0.525,0.875,43.756888512396685,216065.06096560074,0.00020251718772505809,0.09413565745842262,0.002025171877250581,72,201,34.73661605910766,56.723271580961615
0.525,0.9,22.48446111570248,109476.896092308,0.0002053808786900953,0.06795497318678197,0.002053808786900953,44,117,18.313307652869295,81.3798401603362
0.525,0.925,13.914888471074377,55898.40908385972,0.0002489317441968524,0.0588545449171873,0.0024893174419685234,32,64,11.667243661748529,43.82296681708125
0.525,0.95,0.8332731818181819,11087.247862161796,7.515599833047387e-05,0.00791362608805571,0.0007515599833047387,11,17,11.000000000000004,9.066845506197215
0.55,0.5,181.69229607438015,989612.6653043575,0.00018359940453925,0.18264336114029797,0.0018359940453924997,258,914,141.63980905127846,338.7355278853441
0.55,0.525,172.14897396694215,956569.8903164195,0.00017996486791989423,0.17601354312241446,0.0017996486791989421,250,883,134.5467682261069,324.01045298693964
0.55,0.55,163.73090553719013,907552.6054024779,0.0001804092727656039,0.17186789577235842,0.001804092727656039,240,843,128.10684674207513,301.8095876189623
0.55,0.575,155.31283710743804,850924.6110415633,0.0001825224409919574,0.168368875230061,0.001825224409919574,230,799,121.66726230813795,277.3185116489567
