canary_role	transport_row_index	population_kind	sample_class	process_or_mode	campaign	transport_id	source_index_or_target_index	generated_events	fourb_candidate_rows	transport_class	source_registry_family	source_access_mode	source_locator	source_checksum_kind	source_checksum	source_size_bytes	remote_bundle_path	remote_bundle_uri	bundle_sha256_expected	bundle_adler32_expected	source_size_evidence_kind	root_archive_member	root_basename	layout_rule	candidate_path	candidate_provenance_path	candidate_provenance_paths_json	candidate_path_relation	candidate_sha256	candidate_provenance_sha256	candidate_provenance_rows	candidate_identity_contract_verified	expected_checksum_contract_bound	live_payload_checksum_verified_in_current_step	root_payload_deserialized_in_current_step	validation_or_test_payload_opened	reconstruction_mode	sample_argument	final_output_path	node_local_scratch_policy	estimated_minimum_scratch_bytes	full_production_authorized	bounded_canary_selected	bounded_canary_authorized
signal_remote_bundle	354	ordinary	signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	ggf_shard_000	0	1000	58	uniform_member_constant	july25_root_map	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_bundle.tar.gz	bundle_adler32_size	375c4647	185192232	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_bundle.tar.gz		375c4647	reported_stat_size_legacy	root/HH4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_cluster_3586817_shard_16000_1000_pythia8_delphes.root	HH4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_cluster_3586817_shard_16000_1000_pythia8_delphes.root	nested_reconstruction_bundle_source_root_basename	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard000_train_v2_hh4b_candidates.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard000_train_v2_hh4b_candidates.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard000_train_v2_hh4b_candidates.parquet""]"	exact_path_string	8fa51f3f244d0380b908ac6dfe645cc83a2ae8bbd8eb85ec1a2fed7cf1227a74	8fa51f3f244d0380b908ac6dfe645cc83a2ae8bbd8eb85ec1a2fed7cf1227a74	58	True	True	False	False	False	threeb-control	ggf_hh4b::ggf_hh4b_ml_ext20k_frozen_v2_20260716::354	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_full_20260731_v1/0354_ggf_hh4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_threeb_control.parquet	one_source_per_job_extract_only_required_root_delete_archive_and_root_after_output	1444126288	False	True	True
ordinary_signed_remote_bundle	187	ordinary	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_bundle.tar.gz	1	10000	334	signed_exact_event_sidecar	july25_root_map	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_bundle.tar.gz	bundle_sha256	601ab5c7e9eab37ce985c38c14cf88cb5a3ab30f82ca7d05b55acec6b12c1035	871047263	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_bundle.tar.gz	601ab5c7e9eab37ce985c38c14cf88cb5a3ab30f82ca7d05b55acec6b12c1035		expected_and_reported_size_match	root/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_delphes.root	bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_delphes.root	standard_bundle_root_target_tag	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/bbh_hbb_4fs/0001_bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/bbh_hbb_4fs/0001_bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/bbh_hbb_4fs/0001_bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_hh4b_candidates_v2.parquet""]"	exact_path_string	41381ddeb2cd3a854656fa323a0110d1f08c0c554076c61d5d6849170412199f	41381ddeb2cd3a854656fa323a0110d1f08c0c554076c61d5d6849170412199f	334	True	True	False	False	False	threeb-control	bbh_hbb_4fs::bbh_hbb_4fs_scaleout40k_20260722_v1::187	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_full_20260731_v1/0187_bbh_hbb_4fs_bbh_hbb_4fs_scaleout40k_20260722_v1_threeb_control.parquet	one_source_per_job_extract_only_required_root_delete_archive_and_root_after_output	2815836350	False	True	True
ordinary_uniform_remote_bundle	186	ordinary	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_bundle.tar.gz	0	10000	344	uniform_member_constant	july25_root_map	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_bundle.tar.gz	bundle_sha256	8b59ca913149221d4434722d9d459ee5eaa3c175af7f69158dd5a1e4a8f4c297	856367444	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_bundle.tar.gz	8b59ca913149221d4434722d9d459ee5eaa3c175af7f69158dd5a1e4a8f4c297		expected_and_reported_size_match	root/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_delphes.root	bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_delphes.root	standard_bundle_root_target_tag	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/bbh_hbb_4fs/0000_bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/bbh_hbb_4fs/0000_bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/bbh_hbb_4fs/0000_bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_hh4b_candidates_v2.parquet""]"	exact_path_string	8521ad0f898c1e57f765044254a4b3d977f218229b8f3b2a2f0a4647e76a5779	8521ad0f898c1e57f765044254a4b3d977f218229b8f3b2a2f0a4647e76a5779	344	True	True	False	False	False	threeb-control	bbh_hbb_4fs::bbh_hbb_4fs_scaleout40k_20260722_v1::186	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_full_20260731_v1/0186_bbh_hbb_4fs_bbh_hbb_4fs_scaleout40k_20260722_v1_threeb_control.parquet	one_source_per_job_extract_only_required_root_delete_archive_and_root_after_output	2786476712	False	True	True
hard_qcd_remote_bundle	0	hard_qcd	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033	2	10000	0	qcd_variable_frozen_fragment	july25_root_map	remote_bundle_extraction_required	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz	bundle_sha256	a5994e5b40ec3b27b46b651cf58ff12ca997c85b81373f86bd93ab73259db65a	1606628831	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_bundle.tar.gz	a5994e5b40ec3b27b46b651cf58ff12ca997c85b81373f86bd93ab73259db65a		expected_and_reported_size_match	root/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_delphes.root	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_delphes.root	standard_bundle_root_target_tag	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0034_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_hh4b_candidates_v2.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0034_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_hh4b_candidates_v2.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0034_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_hh4b_candidates_v2.parquet""]"	exact_path_string	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	True	True	False	False	False	threeb-control	qcd_hardqcd::qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718::0	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_full_20260731_v1/0000_qcd_hardqcd_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_threeb_control.parquet	one_source_per_job_extract_only_required_root_delete_archive_and_root_after_output	4286999486	False	True	True
legacy_ttbar_local_direct_root	268	ordinary	background	ttbar_inclusive	ttbar_100k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard001_event_summary.parquet	324	10000	45	uniform_member_constant	pn_c5p_pn_c5t_legacy_ttbar_bridge	local_direct_root	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard001/root/ttbar_100k_shard001_pythia8_delphes.root	root_sha256	cd812441e240f0fd7b137129aadf4def052907f44830784879ca4e5a0d6f395c	916880175					frozen_local_root_size		ttbar_100k_shard001_pythia8_delphes.root	authoritative_local_legacy_root	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard001/parquet/ttbar_100k_shard001_pythia8_delphes_canonical72.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard001/parquet/ttbar_100k_shard001_pythia8_delphes_canonical72.parquet	"[""/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard001/parquet/ttbar_100k_shard001_pythia8_delphes_canonical72.parquet""]"	exact_path_string	f42a8bb61007940b71c3e83870cb234d39806dc7f6ac361adbe20842e3118db3	f42a8bb61007940b71c3e83870cb234d39806dc7f6ac361adbe20842e3118db3	45	True	True	False	False	False	threeb-control	ttbar_inclusive::ttbar_100k::268	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_full_20260731_v1/0268_ttbar_inclusive_ttbar_100k_threeb_control.parquet	one_source_per_job_read_direct_root_no_persistent_copy	1073741824	False	True	True
