grouping,category,n_rows,n_selected,mean_score,median_score,p90_score,p99_score,selection_fraction
analysis_group,qcd_bbbb,661,17,0.34245963327554996,0.3005058011129375,0.6299193772436119,0.8569049528548854,0.025718608169440244
analysis_group,signal,473,120,0.5660797117335991,0.581654543321141,0.8609903259794499,0.9128176928143579,0.2536997885835095
analysis_group,ttbar,83,9,0.4473006296384303,0.44322791463887223,0.7782051899849571,0.8669853653602188,0.10843373493975904
analysis_group,zbbbb,550,14,0.3652050328468038,0.32401951900195425,0.6531643628190656,0.8501123917960849,0.025454545454545455
analysis_sample,VBF_HH_ak4ak8_10k,227,60,0.5656301083995431,0.6008175199785241,0.8635660096884571,0.9094699570045108,0.2643171806167401
analysis_sample,ggF_HH_ak4ak8_10k,246,60,0.5664945896068947,0.5713202797006894,0.8592036830654601,0.9158328470577709,0.24390243902439024
analysis_sample,qcd_bbbb_ak4ak8_extra50k,661,17,0.34245963327554996,0.3005058011129375,0.6299193772436119,0.8569049528548854,0.025718608169440244
analysis_sample,ttbar_ak4ak8_extra50k,83,9,0.4473006296384303,0.44322791463887223,0.7782051899849571,0.8669853653602188,0.10843373493975904
analysis_sample,zbbbb_ak4ak8_extra50k,550,14,0.3652050328468038,0.32401951900195425,0.6531643628190656,0.8501123917960849,0.025454545454545455
