feature,importance
drbb1,0.1809458287162093
mbb1,0.13680131945696866
delta_mbb,0.10517167395457505
j1_pt,0.09754138266069523
mbb2,0.09489723539666854
mhh,0.07107945588473141
drbb2,0.06967225872538925
j2_pt,0.06622660389702863
j4_pt,0.058969651655999614
j3_pt,0.05472823784655649
avg_mbb,0.05360038316442933
n_selected_bjets,0.010365968640748468
