process,event_uid,score,u,n_selected_jets,HT,mHH,pT_H1,pT_H2,pt5
signal,signal|177|17,1.0,inf,6,410.2635498046875,331.3711791257478,74.41319245872542,150.40412436018426,52.92587661743164
signal,signal|46|1898,1.0,inf,5,330.9401550292969,305.2109337444776,79.41600618577364,36.824093197606146,36.355506896972656
signal,signal|27|710,1.0,inf,5,421.20989990234375,417.6077895312877,212.3286268894093,167.62411413837012,36.95409393310547
signal,signal|149|1345,1.0,inf,5,918.1214599609375,914.7405528493,448.14461572515694,386.23646692779323,30.51156997680664
signal,signal|46|2243,1.0,inf,6,433.69012451171875,685.9063264384018,102.39157563993942,153.26547129005974,35.536293029785156
signal,signal|151|1940,1.0,inf,5,350.18798828125,726.0483214362686,156.7363850546182,53.02555542741295,34.0496711730957
signal,signal|152|649,1.0,inf,6,423.1673583984375,362.0930715225259,126.21663230654936,84.04708470999579,37.53960418701172
signal,signal|176|139,1.0,inf,5,434.4275817871094,639.3880722139334,176.4752911479926,176.87539856160785,36.61043167114258
signal,signal|174|2254,1.0,inf,5,381.340087890625,476.37435024716126,116.62289784512897,153.26895082532076,32.49000549316406
signal,signal|63|70,1.0,inf,5,360.3053283691406,379.58420088606067,81.65673720065354,114.14224376442425,42.623291015625
signal,signal|195|600,1.0,inf,5,356.6573486328125,402.75415869444237,92.5900831403957,137.4165385172031,34.36445999145508
signal,signal|153|853,1.0,inf,5,430.8171691894531,584.2952143442159,129.11351693212367,206.87102692756287,33.816986083984375
signal,signal|97|1131,1.0,inf,5,431.86676025390625,511.7245321269826,97.6867698913869,155.56055045244804,59.99502182006836
signal,signal|97|915,1.0,inf,5,416.3702087402344,410.2057864443796,212.51253427760636,130.84366118225924,41.379188537597656
signal,signal|97|473,1.0,inf,5,449.1232604980469,1151.815931277565,76.02120152567586,71.72386926195176,32.5434455871582
signal,signal|96|1932,1.0,inf,5,350.080322265625,601.0340545190737,164.10880417894927,130.39308478813504,30.42264747619629
signal,signal|50|281,1.0,inf,5,446.44342041015625,448.0211941887196,174.65451327595332,198.64859262277298,56.101158142089844
signal,signal|95|895,1.0,inf,6,509.71942138671875,584.9062523209054,164.69587492845713,152.12470265641537,54.998626708984375
signal,signal|194|1625,1.0,inf,5,418.47845458984375,554.4516518350946,94.42616859390627,116.83680779268487,36.147586822509766
signal,signal|13|1262,1.0,inf,5,599.94482421875,595.386893664683,303.53627805069345,260.6833327018837,34.03435134887695
signal,signal|159|854,1.0,inf,6,455.2357177734375,415.24100168647715,201.49436833341514,156.8590225700005,34.416900634765625
signal,signal|56|1100,1.0,inf,5,339.78253173828125,316.4328576050848,15.794442455187792,38.038519070136836,42.77208709716797
signal,signal|84|1301,1.0,inf,6,532.3673095703125,595.6361368780125,69.35249708149749,84.35948621062441,41.56946563720703
signal,signal|61|5,1.0,inf,5,642.8014526367188,778.3736090030802,227.39368802441894,269.28176933179367,42.63576126098633
signal,signal|22|2293,1.0,inf,5,343.359130859375,344.60685414684565,50.4759073555457,46.72260199251347,39.585453033447266
signal,signal|61|1982,1.0,inf,5,415.2941589355469,465.96155800606715,148.37828822896827,96.93609974247389,50.213741302490234
signal,signal|69|811,1.0,inf,5,573.1137084960938,533.3614859772958,254.1806307093403,232.08978817583588,46.53466033935547
signal,signal|168|756,1.0,inf,6,591.595458984375,1177.1237454645377,191.4386992200713,225.74499082664394,35.90016555786133
signal,signal|67|226,1.0,inf,5,565.5809936523438,724.6276032930587,192.8638132316464,177.38827965365965,32.6204833984375
