process,event_uid,score,u,n_selected_jets,HT,mHH,pT_H1,pT_H2,pt5
signal,signal|143|1364,0.9999997615814209,6.622659904607587,6,542.259033203125,644.2038159352124,224.39364583824286,84.62300500536548,45.74180221557617
signal,signal|111|2455,0.9999997615814209,6.622659904607587,4,634.9403686523438,779.8768834836042,248.10380394484176,196.03907775485882,0.0
signal,signal|59|2282,0.9999997615814209,6.622659904607587,4,641.4913330078125,655.1038896267668,249.84034790281808,251.59581336983146,0.0
signal,signal|143|1267,0.9999997615814209,6.622659904607587,5,351.74639892578125,711.7363942984792,81.43468193514383,58.63249400271674,36.50919723510742
signal,signal|169|271,0.9999997615814209,6.622659904607587,5,344.12286376953125,662.9600291778761,61.119360975429565,85.52102669595784,39.0738525390625
signal,signal|189|1424,0.9999997615814209,6.622659904607587,4,533.055419921875,700.6533678866247,241.4014894228276,283.5358847952093,0.0
signal,signal|161|511,0.9999997615814209,6.622659904607587,4,436.5643310546875,446.77421711694194,173.9472226767884,144.43190677474044,0.0
signal,signal|164|2242,0.9999997615814209,6.622659904607587,4,461.13446044921875,511.22415823901224,199.25812786829565,166.33574900386023,0.0
signal,signal|83|1078,0.9999997615814209,6.622659904607587,5,489.4198303222656,947.0530965555181,151.4400309010422,176.05878314956635,36.80192184448242
signal,signal|98|706,0.9999997615814209,6.622659904607587,5,468.00628662109375,520.094017756674,179.45163036346497,174.75268269972676,50.027530670166016
signal,signal|86|1863,0.9999997615814209,6.622659904607587,5,369.15020751953125,386.57369266891885,163.96474506814562,102.48547079390063,37.56859588623047
signal,signal|86|1105,0.9999997615814209,6.622659904607587,5,709.4470825195312,906.6616844104963,333.9838689476503,273.9573010426373,37.774940490722656
signal,signal|158|1516,0.9999997615814209,6.622659904607587,4,423.3129577636719,452.76260896158266,200.06435445883028,197.1819613583136,0.0
signal,signal|86|187,0.9999997615814209,6.622659904607587,5,389.0024108886719,453.73297314245923,166.76913538243156,159.67450139162463,30.974517822265625
signal,signal|98|1770,0.9999997615814209,6.622659904607587,6,346.19525146484375,319.48138417648084,102.0487380120611,31.149673328364827,38.60490417480469
signal,signal|85|1076,0.9999997615814209,6.622659904607587,6,523.4478149414062,636.176346051719,96.14450998943664,165.78803096888024,54.95964050292969
signal,signal|10|2303,0.9999997615814209,6.622659904607587,6,416.87738037109375,494.4265583807843,168.5186532809931,131.98358125437127,43.71726608276367
signal,signal|97|1119,0.9999997615814209,6.622659904607587,5,531.7635498046875,864.9390808112196,223.02671957111357,90.13258081119768,34.35622787475586
signal,signal|159|674,0.9999997615814209,6.622659904607587,4,628.911376953125,817.0927261787655,280.1498528228557,297.4312400199107,0.0
signal,signal|84|2248,0.9999997615814209,6.622659904607587,4,822.687255859375,973.6313647008699,526.5229799132245,261.2518924142902,0.0
signal,signal|84|1831,0.9999997615814209,6.622659904607587,6,446.7105712890625,899.1264719754257,105.91486558809838,80.10484649991535,37.6782112121582
signal,signal|193|901,0.9999997615814209,6.622659904607587,4,470.06158447265625,497.38028679352027,179.86923953519863,197.05384973616532,0.0
signal,signal|16|2443,0.9999997615814209,6.622659904607587,5,672.257080078125,911.1024105442804,130.32154899571856,193.96491656295885,56.22240447998047
signal,signal|153|1226,0.9999997615814209,6.622659904607587,6,382.61224365234375,405.8344435143777,119.13340825153048,61.24500022797758,40.08382797241211
signal,signal|159|1599,0.9999997615814209,6.622659904607587,5,365.3825378417969,416.8988330254053,61.35321808404887,145.60812833693714,36.909908294677734
signal,signal|84|597,0.9999997615814209,6.622659904607587,5,391.55609130859375,419.47201705999515,179.95276749217354,166.88477791673378,33.01791763305664
signal,signal|84|437,0.9999997615814209,6.622659904607587,7,685.722412109375,559.4691257171812,237.17027155240203,214.06113202362295,62.61984634399414
signal,signal|99|427,0.9999997615814209,6.622659904607587,4,495.5838317871094,545.6529630817253,236.68621312687978,249.10394638018067,0.0
signal,signal|87|344,0.9999997615814209,6.622659904607587,4,418.78216552734375,433.02728014818166,119.5392668673464,79.51778078656967,0.0
signal,signal|157|2279,0.9999997615814209,6.622659904607587,6,394.16778564453125,322.977439532779,41.874653360784905,117.66448858020253,44.46723556518555
signal,signal|16|174,0.9999997615814209,6.622659904607587,5,414.9692077636719,408.9585496463057,138.32501671304115,115.84231358506523,40.921512603759766
signal,signal|89|1506,0.9999997615814209,6.622659904607587,5,485.68695068359375,764.6813335325985,89.076421223463,112.35929508209398,31.5323429107666
signal,signal|192|2053,0.9999997615814209,6.622659904607587,5,444.5121765136719,877.6766225778457,113.95883932310215,147.34982468679726,43.883052825927734
signal,signal|14|111,0.9999997615814209,6.622659904607587,5,609.89794921875,690.0757781371185,232.9332150801599,185.3311622348515,64.7593765258789
signal,signal|155|1767,0.9999997615814209,6.622659904607587,6,542.148193359375,861.2439899591,125.74701275251678,162.23582952942778,38.954036712646484
signal,signal|94|1830,0.9999997615814209,6.622659904607587,7,400.9241638183594,334.10109743696427,84.43879876880544,9.727734958949949,47.85447311401367
signal,signal|192|2015,0.9999997615814209,6.622659904607587,5,507.911865234375,1129.8058548726742,174.51231461171398,173.8394453276501,39.91613006591797
signal,signal|155|2109,0.9999997615814209,6.622659904607587,5,527.6822509765625,708.7558692498386,188.12518998341753,169.52366754236212,33.93781280517578
signal,signal|194|853,0.9999997615814209,6.622659904607587,4,813.0999755859375,812.6052713523533,429.1830729275368,348.1070433882546,0.0
signal,signal|154|1956,0.9999997615814209,6.622659904607587,4,454.7835693359375,468.8271536645988,240.37434488737762,138.90848968985563,0.0
signal,signal|154|1572,0.9999997615814209,6.622659904607587,5,684.4468383789062,1192.7872474668225,266.1727143115844,257.953924420336,32.23331832885742
signal,signal|16|160,0.9999997615814209,6.622659904607587,4,703.1444091796875,805.0419826125034,196.53327082651958,266.80119118910926,0.0
signal,signal|13|250,0.9999997615814209,6.622659904607587,5,367.1929626464844,695.7719237586709,142.81693472619133,141.93895705866223,52.92395782470703
signal,signal|12|1786,0.9999997615814209,6.622659904607587,4,353.84661865234375,443.07371385474454,174.071136400985,163.33539016296223,0.0
signal,signal|88|2413,0.9999997615814209,6.622659904607587,5,707.1905517578125,1208.092729681977,269.9739178506115,173.62202151573197,42.911033630371094
signal,signal|96|1282,0.9999997615814209,6.622659904607587,5,788.8369140625,813.7240156264734,425.34182921417175,308.3751050053594,31.613868713378906
signal,signal|96|1345,0.9999997615814209,6.622659904607587,4,502.9564208984375,516.5052313193357,265.43811616439183,207.4118265503894,0.0
signal,signal|96|1366,0.9999997615814209,6.622659904607587,5,680.4580688476562,796.7135069057813,286.16152590784003,313.17464521944277,31.077375411987305
signal,signal|88|618,0.9999997615814209,6.622659904607587,6,369.0008544921875,355.18826800309444,90.14868498440374,79.32539742483974,40.07673645019531
signal,signal|16|154,0.9999997615814209,6.622659904607587,4,536.9535522460938,637.378773666509,238.10269106891784,176.29804405611435,0.0
signal,signal|159|2429,0.9999997615814209,6.622659904607587,4,518.3240966796875,535.6110626225491,235.9504363511228,232.96547249565847,0.0
signal,signal|161|127,0.9999997615814209,6.622659904607587,4,416.9986572265625,420.39737888532375,170.2882976852537,171.70233986987495,0.0
signal,signal|108|1903,0.9999997615814209,6.622659904607587,5,427.351806640625,505.7803520440701,103.25155814235393,45.046665597483276,32.7288932800293
signal,signal|30|805,0.9999997615814209,6.622659904607587,4,374.3550720214844,380.437841963152,155.95483370021913,170.87514383404553,0.0
signal,signal|75|1711,0.9999997615814209,6.622659904607587,5,359.7360534667969,462.95515682187613,118.8736928723701,95.94767358912138,31.18603515625
signal,signal|75|171,0.9999997615814209,6.622659904607587,5,474.04949951171875,627.8669974625717,148.49977171850688,139.14907603522707,45.6523323059082
signal,signal|162|1084,0.9999997615814209,6.622659904607587,6,369.9693603515625,303.6928451056063,97.24937963924602,11.59634587033153,48.15798568725586
signal,signal|18|1895,0.9999997615814209,6.622659904607587,5,419.8287658691406,457.233495567615,178.1953747507748,159.618020574198,59.74563217163086
signal,signal|163|256,0.9999997615814209,6.622659904607587,5,451.02374267578125,456.67616631073196,210.1707883319753,197.7254261923088,32.9195671081543
signal,signal|72|2054,0.9999997615814209,6.622659904607587,6,540.9713134765625,751.9935773933554,175.94910756563593,164.86907226539148,42.27950668334961
signal,signal|72|1992,0.9999997615814209,6.622659904607587,5,538.1262817382812,840.2553542150047,98.54242260673352,125.67130524681227,43.65563201904297
signal,signal|25|1447,0.9999997615814209,6.622659904607587,5,428.3793640136719,441.180187868412,187.45778267223142,144.01791278414942,39.918548583984375
signal,signal|72|1258,0.9999997615814209,6.622659904607587,4,404.26446533203125,447.6555447826051,243.20999310792317,132.7315358222524,0.0
signal,signal|18|2116,0.9999997615814209,6.622659904607587,5,491.0923156738281,526.1241047632822,173.66108215469643,197.22491674634367,32.39874267578125
signal,signal|149|1278,0.9999997615814209,6.622659904607587,6,428.1583557128906,577.181623173483,87.47593115189196,21.53383591403062,39.966495513916016
signal,signal|165|454,0.9999997615814209,6.622659904607587,6,850.3250732421875,886.1812417687661,354.47235334590073,384.4874395943928,66.95686340332031
signal,signal|105|2274,0.9999997615814209,6.622659904607587,6,653.39111328125,631.9112394764131,251.1727453727199,195.76402269551957,39.05757522583008
signal,signal|71|1977,0.9999997615814209,6.622659904607587,5,502.28082275390625,569.3689990103874,207.3681128098919,129.48645111245864,37.71830749511719
signal,signal|71|1170,0.9999997615814209,6.622659904607587,4,674.0813598632812,873.4488871721923,198.7292020770332,255.96476636556665,0.0
signal,signal|189|1717,0.9999997615814209,6.622659904607587,6,440.45391845703125,435.981019578719,193.74259526900326,133.0647687635766,57.348052978515625
signal,signal|68|2275,0.9999997615814209,6.622659904607587,4,500.1437683105469,534.5365030933142,223.89253850108656,208.19300969007097,0.0
signal,signal|68|1495,0.9999997615814209,6.622659904607587,6,461.617431640625,438.97769422257994,151.23466852143943,88.42400667434602,64.75029754638672
signal,signal|189|1477,0.9999997615814209,6.622659904607587,4,475.5753479003906,599.0515525740462,212.28581727603807,203.95290086121346,0.0
signal,signal|75|2081,0.9999997615814209,6.622659904607587,4,819.1334228515625,984.6774389522697,362.1875047332982,395.14755476611805,0.0
signal,signal|11|2404,0.9999997615814209,6.622659904607587,6,630.1795043945312,766.8992596508164,212.6603884924499,228.70997906329052,43.633628845214844
signal,signal|76|376,0.9999997615814209,6.622659904607587,4,589.2662963867188,663.310757256004,267.4239777512665,263.39302463304074,0.0
signal,signal|160|422,0.9999997615814209,6.622659904607587,5,587.5026245117188,613.3844826524154,204.5283347894514,188.96344946540341,62.89202880859375
signal,signal|82|1709,0.9999997615814209,6.622659904607587,6,404.07806396484375,593.0071172690265,49.182388512255535,34.74915323532887,34.57965850830078
signal,signal|101|683,0.9999997615814209,6.622659904607587,5,346.35906982421875,339.55374291963494,108.91601755473776,4.299678861192337,31.397504806518555
signal,signal|81|364,0.9999997615814209,6.622659904607587,6,360.44427490234375,380.06206150302387,61.971851887363336,66.93088741784246,36.438514709472656
signal,signal|151|1299,0.9999997615814209,6.622659904607587,5,597.7454833984375,1284.938480378098,117.74414067132219,196.77559612058056,53.265724182128906
signal,signal|80|649,0.9999997615814209,6.622659904607587,4,445.4821472167969,454.9217386120517,157.5119834717472,185.43062289143884,0.0
signal,signal|17|1274,0.9999997615814209,6.622659904607587,5,743.6881713867188,940.6431176013734,328.955623073169,290.37841257378113,31.783117294311523
signal,signal|160|260,0.9999997615814209,6.622659904607587,4,447.6720275878906,445.1916533470479,121.54049661225172,194.36617199367055,0.0
signal,signal|79|2545,0.9999997615814209,6.622659904607587,5,344.1392822265625,398.05605629957,142.95770974685712,84.65039249605863,38.275882720947266
signal,signal|101|2017,0.9999997615814209,6.622659904607587,5,429.6815185546875,713.0926039902014,134.1834578646269,84.59024213280885,64.12947845458984
signal,signal|76|1647,0.9999997615814209,6.622659904607587,5,1116.39697265625,1106.2166249964403,478.40721704241554,377.0840779974369,40.608428955078125
signal,signal|150|1768,0.9999997615814209,6.622659904607587,5,636.7308349609375,1072.6012720035694,353.13067585255686,231.84119389412507,37.70232009887695
signal,signal|190|1107,0.9999997615814209,6.622659904607587,5,667.2978515625,690.5346296150952,283.4261869201707,271.9908148767531,32.050743103027344
signal,signal|102|208,0.9999997615814209,6.622659904607587,5,1072.0281982421875,1159.2571122248141,461.9819662345244,427.57325748716596,30.83385467529297
signal,signal|190|1035,0.9999997615814209,6.622659904607587,5,355.9945373535156,357.8745426518741,172.49360920019348,88.04226595449659,39.24913787841797
signal,signal|102|740,0.9999997615814209,6.622659904607587,7,456.0618591308594,713.5360349510785,119.44698546219956,104.49184282921172,56.58146286010742
signal,signal|149|2153,0.9999997615814209,6.622659904607587,4,504.2392883300781,602.6498903738486,114.58245686829787,197.9046866945993,0.0
signal,signal|103|1351,0.9999997615814209,6.622659904607587,5,347.11859130859375,391.1725379772888,49.34030922029277,29.181122886024802,51.466583251953125
signal,signal|76|2398,0.9999997615814209,6.622659904607587,5,446.1275939941406,701.4897968606509,193.95131140982534,114.32758491763289,36.71248245239258
signal,signal|72|1684,0.9999997615814209,6.622659904607587,6,436.59722900390625,517.1859140174971,25.229889326424207,157.60313325889098,34.5091667175293
signal,signal|61|960,0.9999997615814209,6.622659904607587,5,398.3057556152344,639.9785555020812,121.31781904105124,63.29059160813387,49.874446868896484
signal,signal|94|173,0.9999997615814209,6.622659904607587,4,334.9351501464844,345.34392543023193,180.15218853012053,121.19278503766878,0.0
signal,signal|50|1481,0.9999997615814209,6.622659904607587,5,503.33184814453125,505.01802083901754,203.2120743512353,164.60617759435488,34.01703643798828
signal,signal|180|2412,0.9999997615814209,6.622659904607587,4,375.0620422363281,562.6684671570824,184.17264438584886,155.5032545218613,0.0
signal,signal|125|2191,0.9999997615814209,6.622659904607587,4,421.50677490234375,537.3161528482522,106.11063947140295,144.87570978725526,0.0
signal,signal|131|1445,0.9999997615814209,6.622659904607587,4,779.0087890625,795.9152808970963,355.8153589640732,155.61814128645636,0.0
signal,signal|36|676,0.9999997615814209,6.622659904607587,5,339.03619384765625,325.0259388672023,39.42809370757625,56.88719473149397,37.055877685546875
signal,signal|179|541,0.9999997615814209,6.622659904607587,6,469.9522399902344,572.722319963493,131.12907160446278,149.47750565664174,47.85212326049805
signal,signal|131|2178,0.9999997615814209,6.622659904607587,4,570.88330078125,574.6102063562936,200.94464947861852,147.38064005844194,0.0
signal,signal|131|2521,0.9999997615814209,6.622659904607587,5,490.2008972167969,559.262669965401,209.273427271759,223.73293974504446,33.33652114868164
signal,signal|132|87,0.9999997615814209,6.622659904607587,4,417.44744873046875,431.9435265909164,149.16328351507596,72.0340331978683,0.0
signal,signal|198|2279,0.9999997615814209,6.622659904607587,5,670.588134765625,1001.5464614510171,185.33375760972544,114.04430285034157,36.54217529296875
signal,signal|118|893,0.9999997615814209,6.622659904607587,5,453.6786804199219,512.5444432111435,167.77624638026157,132.0801731194394,35.717445373535156
signal,signal|181|1299,0.9999997615814209,6.622659904607587,6,358.2574768066406,405.82255312835855,89.03655725115533,52.850111431453605,46.4863395690918
signal,signal|49|1590,0.9999997615814209,6.622659904607587,4,956.7964477539062,1114.0052401996911,482.604825390722,369.8474486571756,0.0
signal,signal|29|326,0.9999997615814209,6.622659904607587,5,556.614013671875,548.5907408629816,264.6124561600104,239.68291441745495,32.110687255859375
signal,signal|49|1891,0.9999997615814209,6.622659904607587,5,472.798095703125,609.4831743221633,229.10647047822656,170.34465690510052,32.29351043701172
signal,signal|129|1559,0.9999997615814209,6.622659904607587,6,402.7376403808594,436.7535168293026,183.43159637987765,71.90733998608039,33.652931213378906
signal,signal|185|1259,0.9999997615814209,6.622659904607587,4,330.0370788574219,665.8249794348743,58.415450312887906,87.95972440470042,0.0
signal,signal|50|467,0.9999997615814209,6.622659904607587,6,381.5811462402344,339.00273505662193,118.7107186830148,34.57812676063893,40.3188591003418
signal,signal|132|567,0.9999997615814209,6.622659904607587,6,339.00848388671875,398.2017132517604,148.657207495281,83.74208703409836,46.26951599121094
signal,signal|118|830,0.9999997615814209,6.622659904607587,5,544.3387451171875,567.943396121588,177.84658192823744,166.1837576451109,48.910484313964844
signal,signal|44|135,0.9999997615814209,6.622659904607587,5,374.4097595214844,448.7027346826824,202.4978617869248,104.82565778536899,48.649898529052734
signal,signal|33|1843,0.9999997615814209,6.622659904607587,6,543.465087890625,528.5448713582969,292.67765897183455,162.69174555492563,32.08048629760742
signal,signal|137|2480,0.9999997615814209,6.622659904607587,7,424.02471923828125,427.00470994591706,114.93188232189993,69.0203157153114,37.26247787475586
signal,signal|130|2472,0.9999997615814209,6.622659904607587,5,611.0352783203125,1086.9267424544482,97.2452844349076,40.0112690716611,78.89525604248047
signal,signal|183|1814,0.9999997615814209,6.622659904607587,5,388.1479797363281,823.0756617961448,101.3823391913211,149.15807707252,51.6871337890625
signal,signal|121|1516,0.9999997615814209,6.622659904607587,5,705.158203125,877.9277592892765,241.96061850438232,199.26034650594707,68.88151550292969
signal,signal|40|329,0.9999997615814209,6.622659904607587,4,433.19244384765625,434.7538623314707,210.96363013811387,135.88566656232763,0.0
signal,signal|46|1863,0.9999997615814209,6.622659904607587,5,351.17816162109375,375.54335429527436,91.89083385227752,71.85854784797374,34.423648834228516
signal,signal|139|1949,0.9999997615814209,6.622659904607587,5,373.1092529296875,694.6044207061042,167.05697561054788,135.99748287452329,31.179048538208008
signal,signal|39|1983,0.9999997615814209,6.622659904607587,5,630.7687377929688,651.7281880967975,319.7179536041278,251.03669109851617,30.23824691772461
signal,signal|124|543,0.9999997615814209,6.622659904607587,4,411.88623046875,422.30110152976965,121.42692664403357,151.4138232520901,0.0
signal,signal|124|1165,0.9999997615814209,6.622659904607587,6,434.61468505859375,506.459449113006,32.68053734195991,82.31080613119013,49.91386413574219
signal,signal|39|1970,0.9999997615814209,6.622659904607587,4,530.283203125,600.356237628527,190.53189213586927,185.18792765621055,0.0
signal,signal|140|852,0.9999997615814209,6.622659904607587,6,496.03057861328125,538.4312727926504,171.8888961140752,177.62456710622968,45.35146713256836
signal,signal|0|2192,0.9999997615814209,6.622659904607587,5,459.6741638183594,705.293730691592,104.17457332492168,149.5282106142447,53.288578033447266
signal,signal|121|1174,0.9999997615814209,6.622659904607587,5,359.4325866699219,335.8291440946283,146.05010199809433,60.16299676713855,33.53752899169922
signal,signal|135|1573,0.9999997615814209,6.622659904607587,5,598.0885009765625,1109.3912477195834,296.1995214147806,141.47404774334845,65.17770385742188
signal,signal|26|2242,0.9999997615814209,6.622659904607587,5,504.4049072265625,713.0531263219079,205.15385390114633,123.93098932495299,37.278160095214844
signal,signal|40|1600,0.9999997615814209,6.622659904607587,6,398.38671875,615.4867297954936,115.36296792136082,21.122653667556158,39.01910400390625
signal,signal|0|687,0.9999997615814209,6.622659904607587,5,448.127685546875,518.8064172286453,204.08306415247938,177.9184665256036,32.65703582763672
signal,signal|124|1775,0.9999997615814209,6.622659904607587,5,400.87640380859375,436.0363361326154,171.02421564002682,149.12228582699055,53.236244201660156
signal,signal|40|1799,0.9999997615814209,6.622659904607587,4,711.4378662109375,927.6363511987926,359.77725452108797,270.79285979061825,0.0
signal,signal|130|1314,0.9999997615814209,6.622659904607587,6,330.85107421875,391.27500066036583,81.7951272244733,93.17187177087366,36.75757598876953
signal,signal|135|1675,0.9999997615814209,6.622659904607587,5,724.311279296875,793.5918007354843,181.31881465022508,222.33060732387113,86.96353149414062
signal,signal|31|790,0.9999997615814209,6.622659904607587,6,598.980224609375,726.0083913277307,146.52725995008967,185.15055826277074,44.470680236816406
signal,signal|1|247,0.9999997615814209,6.622659904607587,4,633.9130859375,736.7549073876701,291.90380594545775,277.0792699996982,0.0
signal,signal|137|256,0.9999997615814209,6.622659904607587,6,396.38165283203125,379.9093153879394,71.88990000084138,77.68690390917342,47.20270538330078
signal,signal|34|321,0.9999997615814209,6.622659904607587,6,725.2080078125,889.9227849932543,331.8548066547113,266.92987316465167,45.85871887207031
signal,signal|170|1253,0.9999997615814209,6.622659904607587,5,663.2659912109375,676.5411995135983,278.96080242656234,258.2495919161457,38.78052520751953
signal,signal|184|1760,0.9999997615814209,6.622659904607587,5,797.4615478515625,1390.6379779241852,204.45471676131754,218.72569375035567,53.64687728881836
signal,signal|170|1943,0.9999997615814209,6.622659904607587,4,528.554931640625,572.7753125913936,213.21580322636285,155.75371160744817,0.0
signal,signal|170|1534,0.9999997615814209,6.622659904607587,4,384.8002014160156,402.684738626429,177.4055493498546,164.2772455779613,0.0
signal,signal|127|2323,0.9999997615814209,6.622659904607587,6,447.0262451171875,347.6262040430258,100.38631179919209,74.58810984485125,64.00182342529297
signal,signal|197|309,0.9999997615814209,6.622659904607587,5,390.02972412109375,353.2747365705919,83.16424076995946,50.958008957282615,38.997615814208984
signal,signal|28|1425,0.9999997615814209,6.622659904607587,5,330.1126708984375,344.08381046401934,54.05306260706619,57.954241003508635,33.04182052612305
signal,signal|29|1567,0.9999997615814209,6.622659904607587,5,367.488037109375,346.8653264469505,130.95865081532847,88.6958490166305,40.890777587890625
signal,signal|133|1148,0.9999997615814209,6.622659904607587,4,566.4691162109375,572.6988890078782,223.95232122375464,237.31807777767733,0.0
signal,signal|142|1589,0.9999997615814209,6.622659904607587,5,510.14532470703125,579.7459902428769,126.22103940960115,154.91248877780802,34.18347930908203
signal,signal|117|2262,0.9999997615814209,6.622659904607587,5,492.620849609375,795.5067619781316,97.74780555388033,93.66354220838521,72.37641906738281
signal,signal|33|129,0.9999997615814209,6.622659904607587,6,518.5368041992188,972.6215347143707,108.48690325001886,61.25899463266023,59.01576614379883
signal,signal|43|801,0.9999997615814209,6.622659904607587,6,565.9993286132812,871.2724999034122,69.70859725810811,89.21196458692525,36.712432861328125
signal,signal|127|938,0.9999997615814209,6.622659904607587,4,536.2556762695312,604.6769396278241,248.25000420362693,195.36474644983448,0.0
signal,signal|29|2286,0.9999997615814209,6.622659904607587,5,371.511474609375,585.0649066515351,73.43263271401993,55.34250771976595,43.61383056640625
signal,signal|198|1334,0.9999997615814209,6.622659904607587,4,414.54010009765625,543.3248718796143,126.4725218150708,71.40159499743798,0.0
signal,signal|30|424,0.9999997615814209,6.622659904607587,5,461.3659973144531,732.3007204899001,132.86936739417558,160.78807169467854,30.164207458496094
signal,signal|117|770,0.9999997615814209,6.622659904607587,5,358.3260498046875,395.85221907301786,91.10820555629628,74.00476200301527,34.282291412353516
signal,signal|198|1469,0.9999997615814209,6.622659904607587,6,486.0138854980469,606.7097426012385,82.29200741869931,91.32272657287383,37.555938720703125
signal,signal|127|1542,0.9999997615814209,6.622659904607587,5,399.9327087402344,864.0017019683058,131.37434230088755,129.71346586360923,30.560457229614258
signal,signal|142|258,0.9999997615814209,6.622659904607587,4,358.56158447265625,374.2659013427765,187.88737869141855,146.3391926531653,0.0
signal,signal|139|1983,0.9999997615814209,6.622659904607587,4,497.45068359375,835.2324691883358,32.77668350121193,76.10142556868848,0.0
signal,signal|26|829,0.9999997615814209,6.622659904607587,4,483.9686584472656,485.93554468783293,167.4055643529263,122.94983432021598,0.0
signal,signal|33|165,0.9999997615814209,6.622659904607587,5,673.1244506835938,701.8277548476806,314.4431304645967,209.73568936802374,58.42359161376953
signal,signal|185|1377,0.9999997615814209,6.622659904607587,4,375.4253234863281,393.83585551239776,150.4571064052977,171.21663529252206,0.0
signal,signal|137|2240,0.9999997615814209,6.622659904607587,5,1119.682373046875,1455.0511918203595,623.3693025323137,347.8287792992359,50.33614730834961
signal,signal|51|415,0.9999997615814209,6.622659904607587,4,637.0014038085938,787.5669643599994,208.8305281214187,216.60922448717906,0.0
signal,signal|173|511,0.9999997615814209,6.622659904607587,6,379.69085693359375,463.03514587797076,141.50935781393386,146.12389065906856,36.75865173339844
signal,signal|183|1285,0.9999997615814209,6.622659904607587,4,603.8273315429688,680.6400565786963,258.53460363131245,319.50490854457,0.0
signal,signal|41|757,0.9999997615814209,6.622659904607587,5,345.4064636230469,558.7880296438983,131.56240570446437,148.36592032170526,33.09809112548828
signal,signal|136|1541,0.9999996423721313,6.446568645551905,5,749.4315185546875,1005.0610262056521,266.5143829576073,236.2268117497299,56.907772064208984
signal,signal|79|1118,0.9999996423721313,6.446568645551905,5,600.1854248046875,569.448061103866,189.44157591718027,231.7830185607215,51.08993911743164
signal,signal|191|718,0.9999996423721313,6.446568645551905,5,386.77484130859375,987.1156766008069,169.40260822068566,134.2913478724239,30.784011840820312
signal,signal|103|1782,0.9999996423721313,6.446568645551905,4,353.063720703125,374.74006699980976,197.39197219568723,140.4544855007582,0.0
signal,signal|41|301,0.9999996423721313,6.446568645551905,4,797.1253662109375,964.6730612496185,336.82959078426575,389.671415117743,0.0
signal,signal|79|818,0.9999996423721313,6.446568645551905,4,430.4441223144531,458.55464580516445,206.3145029244984,178.20427843702026,0.0
signal,signal|151|734,0.9999996423721313,6.446568645551905,4,523.4651489257812,586.5596290151831,255.51519893540396,241.48396501861572,0.0
signal,signal|127|2106,0.9999996423721313,6.446568645551905,5,376.8736267089844,487.13619627364,109.67130536512705,89.0121282156776,35.364017486572266
signal,signal|151|795,0.9999996423721313,6.446568645551905,4,530.3909301757812,599.471455205047,256.7370221670498,187.9648771074926,0.0
signal,signal|41|2196,0.9999996423721313,6.446568645551905,5,630.2542724609375,627.1383586422777,305.65353984196105,199.3678249294198,39.36355209350586
signal,signal|179|1595,0.9999996423721313,6.446568645551905,5,426.1606750488281,600.1716711151774,203.32918763273673,143.93666221929,36.60308837890625
signal,signal|78|1584,0.9999996423721313,6.446568645551905,5,482.8904113769531,541.1942670014071,198.00624442671983,110.37472511290838,31.02849006652832
signal,signal|28|1486,0.9999996423721313,6.446568645551905,4,392.0177001953125,427.13569940363305,222.2866374278901,141.8436743615204,0.0
signal,signal|40|703,0.9999996423721313,6.446568645551905,5,667.8768310546875,670.060496659242,305.5592149427314,218.81877158041934,34.562713623046875
signal,signal|72|1888,0.9999996423721313,6.446568645551905,5,447.2008056640625,499.91311179472,167.93657928394902,196.90935871567606,34.86143112182617
signal,signal|105|286,0.9999996423721313,6.446568645551905,6,409.6079406738281,919.8045282395466,86.3398032715292,106.16641627979406,49.81393814086914
signal,signal|151|732,0.9999996423721313,6.446568645551905,6,573.0621948242188,612.6394121793539,162.4012137118982,71.61644182050543,53.45521545410156
signal,signal|105|281,0.9999996423721313,6.446568645551905,6,494.5152587890625,355.9203374928731,129.98278881621164,80.87020262205074,65.30429077148438
signal,signal|2|1514,0.9999996423721313,6.446568645551905,6,552.5031127929688,577.3632274074345,127.52197663555654,144.8048442458685,33.01123809814453
signal,signal|163|896,0.9999996423721313,6.446568645551905,5,407.8951416015625,801.7113549937978,86.16914195622908,89.20993795720821,30.65277862548828
signal,signal|179|329,0.9999996423721313,6.446568645551905,4,430.6185302734375,430.08232905378463,182.53101495496784,189.63364960421623,0.0
signal,signal|160|1861,0.9999996423721313,6.446568645551905,4,483.7682800292969,1004.3622384585078,173.90396807338513,140.44244386833032,0.0
signal,signal|102|1281,0.9999996423721313,6.446568645551905,4,565.2099609375,578.2833569142739,257.54903970670256,174.55209642919047,0.0
signal,signal|42|1853,0.9999996423721313,6.446568645551905,5,446.0101623535156,670.8440224005556,131.8810241265053,154.13082707969593,46.11610794067383
signal,signal|150|1041,0.9999996423721313,6.446568645551905,4,443.02392578125,542.8272442441256,245.02510583860467,178.38221474292826,0.0
signal,signal|42|823,0.9999996423721313,6.446568645551905,5,408.0694885253906,387.26375339389324,31.273963012787622,119.55397637562417,33.324073791503906
signal,signal|74|2412,0.9999996423721313,6.446568645551905,5,493.14794921875,522.7750982587181,227.27011178750277,195.1982541690349,65.66889953613281
signal,signal|105|69,0.9999996423721313,6.446568645551905,5,568.5582275390625,1127.114500432626,161.70563088015896,131.14903738069972,35.55592346191406
signal,signal|74|1686,0.9999996423721313,6.446568645551905,6,455.0193176269531,546.745826543305,187.34028426618883,157.32648924292013,40.408172607421875
