fpr,tpr
0.0,0.0
0.0010657940702194918,0.0
0.0010657940702194918,0.009721732371082538
0.001100041792175698,0.009721732371082538
0.001100041792175698,0.019443464742165077
0.001100041792175698,0.029165197113247616
0.001100041792175698,0.02970797768472374
0.0011375725725020912,0.02970797768472374
0.0011375725725020912,0.030250758256199866
0.0011718202944582974,0.030250758256199866
0.0011718202944582974,0.030793538827675992
0.0012093510747846906,0.030793538827675992
0.001277846518697103,0.030793538827675992
0.002343640588916595,0.030793538827675992
0.002412136032829007,0.030793538827675992
0.002412136032829007,0.040515271198758536
0.0034779301030484987,0.040515271198758536
0.003580673268917117,0.040515271198758536
0.0036182040492435097,0.040515271198758536
0.0036182040492435097,0.04105805177023466
0.003655734829569903,0.04105805177023466
0.003655734829569903,0.0507797841413172
0.003693265609896296,0.0507797841413172
0.003693265609896296,0.05132256471279332
0.0037307963902226894,0.05132256471279332
0.004796590460442181,0.05132256471279332
0.004830838182398387,0.05132256471279332
0.004830838182398387,0.061044297083875855
0.004868368962724781,0.061044297083875855
0.004868368962724781,0.07076602945495838
0.004905899743051174,0.07076602945495838
0.004905899743051174,0.07185159059791063
0.004905899743051174,0.08157332296899317
0.004943430523377568,0.08157332296899317
0.005184882734293163,0.08157332296899317
0.005287625900161782,0.08157332296899317
0.005287625900161782,0.08211610354046929
0.005356121344074195,0.08211610354046929
0.0053936521244005884,0.08211610354046929
0.005427899846356795,0.08211610354046929
0.005502961407009582,0.08211610354046929
0.005502961407009582,0.08265888411194541
0.005571456850921995,0.08265888411194541
0.006637250921141487,0.08265888411194541
0.006671498643097694,0.08265888411194541
0.006671498643097694,0.08320166468342154
0.0067057463650539,0.08320166468342154
0.0067432771453802935,0.08320166468342154
0.0068117725892927064,0.08320166468342154
0.0068117725892927064,0.09292339705450407
0.007877566659512197,0.09292339705450407
0.007911814381468405,0.09292339705450407
0.010043402521907389,0.09292339705450407
0.010043402521907389,0.11236686179666913
0.010146145687776005,0.11236686179666913
0.0103875978986916,0.11236686179666913
0.010490341064560217,0.11236686179666913
0.010490341064560217,0.11290964236814525
0.01052787184488661,0.11290964236814525
0.011593665915106102,0.11290964236814525
0.011651675953452406,0.11290964236814525
0.011651675953452406,0.12263137473922779
0.011651675953452406,0.12317415531070391
0.012717470023671898,0.12317415531070391
