member_index	sample_class	process_or_mode	check_name	rows_checked	failure_count	integrity_status
1	signal	ggf_hh4b	n_selected_bjets_equals_3	193	0	pass
1	signal	ggf_hh4b	n_selected_jets_at_least_4	193	0	pass
1	signal	ggf_hh4b	n_selected_untagged_jets_at_least_1	193	0	pass
1	signal	ggf_hh4b	candidate_category_constant	193	0	pass
1	signal	ggf_hh4b	promoted_jet_rule_constant	193	0	pass
1	signal	ggf_hh4b	promoted_jet_btag_nonpositive	193	0	pass
1	signal	ggf_hh4b	exactly_one_promoted_bjet_rank	193	0	pass
1	signal	ggf_hh4b	tagged_bjet_ranks_are_0_1_2	193	0	pass
1	signal	ggf_hh4b	promoted_raw_index_matches_candidate	193	0	pass
1	signal	ggf_hh4b	promoted_selected_index_matches_candidate	193	0	pass
1	signal	ggf_hh4b	promoted_pt_matches_candidate	193	0	pass
1	signal	ggf_hh4b	promoted_eta_matches_candidate	193	0	pass
1	signal	ggf_hh4b	promoted_phi_matches_candidate	193	0	pass
1	signal	ggf_hh4b	promoted_mass_matches_candidate	193	0	pass
1	signal	ggf_hh4b	promoted_btag_matches_candidate	193	0	pass
1	signal	ggf_hh4b	promoted_flavor_matches_candidate	193	0	pass
1	signal	ggf_hh4b	promoted_pt_is_highest_selected_untagged	193	0	pass
1	signal	ggf_hh4b	selected_untagged_count_matches_root	193	0	pass
18	signal	ggf_hh4b	n_selected_bjets_equals_3	195	0	pass
18	signal	ggf_hh4b	n_selected_jets_at_least_4	195	0	pass
18	signal	ggf_hh4b	n_selected_untagged_jets_at_least_1	195	0	pass
18	signal	ggf_hh4b	candidate_category_constant	195	0	pass
18	signal	ggf_hh4b	promoted_jet_rule_constant	195	0	pass
18	signal	ggf_hh4b	promoted_jet_btag_nonpositive	195	0	pass
18	signal	ggf_hh4b	exactly_one_promoted_bjet_rank	195	0	pass
18	signal	ggf_hh4b	tagged_bjet_ranks_are_0_1_2	195	0	pass
18	signal	ggf_hh4b	promoted_raw_index_matches_candidate	195	0	pass
18	signal	ggf_hh4b	promoted_selected_index_matches_candidate	195	0	pass
18	signal	ggf_hh4b	promoted_pt_matches_candidate	195	0	pass
18	signal	ggf_hh4b	promoted_eta_matches_candidate	195	0	pass
18	signal	ggf_hh4b	promoted_phi_matches_candidate	195	0	pass
18	signal	ggf_hh4b	promoted_mass_matches_candidate	195	0	pass
18	signal	ggf_hh4b	promoted_btag_matches_candidate	195	0	pass
18	signal	ggf_hh4b	promoted_flavor_matches_candidate	195	0	pass
18	signal	ggf_hh4b	promoted_pt_is_highest_selected_untagged	195	0	pass
18	signal	ggf_hh4b	selected_untagged_count_matches_root	195	0	pass
99	signal	vbf_hh4b	n_selected_bjets_equals_3	1871	0	pass
99	signal	vbf_hh4b	n_selected_jets_at_least_4	1871	0	pass
99	signal	vbf_hh4b	n_selected_untagged_jets_at_least_1	1871	0	pass
99	signal	vbf_hh4b	candidate_category_constant	1871	0	pass
99	signal	vbf_hh4b	promoted_jet_rule_constant	1871	0	pass
99	signal	vbf_hh4b	promoted_jet_btag_nonpositive	1871	0	pass
99	signal	vbf_hh4b	exactly_one_promoted_bjet_rank	1871	0	pass
99	signal	vbf_hh4b	tagged_bjet_ranks_are_0_1_2	1871	0	pass
99	signal	vbf_hh4b	promoted_raw_index_matches_candidate	1871	0	pass
99	signal	vbf_hh4b	promoted_selected_index_matches_candidate	1871	0	pass
99	signal	vbf_hh4b	promoted_pt_matches_candidate	1871	0	pass
99	signal	vbf_hh4b	promoted_eta_matches_candidate	1871	0	pass
99	signal	vbf_hh4b	promoted_phi_matches_candidate	1871	0	pass
99	signal	vbf_hh4b	promoted_mass_matches_candidate	1871	0	pass
99	signal	vbf_hh4b	promoted_btag_matches_candidate	1871	0	pass
99	signal	vbf_hh4b	promoted_flavor_matches_candidate	1871	0	pass
99	signal	vbf_hh4b	promoted_pt_is_highest_selected_untagged	1871	0	pass
99	signal	vbf_hh4b	selected_untagged_count_matches_root	1871	0	pass
108	background	bbh_hbb_4fs	n_selected_bjets_equals_3	1009	0	pass
108	background	bbh_hbb_4fs	n_selected_jets_at_least_4	1009	0	pass
108	background	bbh_hbb_4fs	n_selected_untagged_jets_at_least_1	1009	0	pass
108	background	bbh_hbb_4fs	candidate_category_constant	1009	0	pass
108	background	bbh_hbb_4fs	promoted_jet_rule_constant	1009	0	pass
108	background	bbh_hbb_4fs	promoted_jet_btag_nonpositive	1009	0	pass
108	background	bbh_hbb_4fs	exactly_one_promoted_bjet_rank	1009	0	pass
108	background	bbh_hbb_4fs	tagged_bjet_ranks_are_0_1_2	1009	0	pass
108	background	bbh_hbb_4fs	promoted_raw_index_matches_candidate	1009	0	pass
108	background	bbh_hbb_4fs	promoted_selected_index_matches_candidate	1009	0	pass
108	background	bbh_hbb_4fs	promoted_pt_matches_candidate	1009	0	pass
108	background	bbh_hbb_4fs	promoted_eta_matches_candidate	1009	0	pass
108	background	bbh_hbb_4fs	promoted_phi_matches_candidate	1009	0	pass
108	background	bbh_hbb_4fs	promoted_mass_matches_candidate	1009	0	pass
108	background	bbh_hbb_4fs	promoted_btag_matches_candidate	1009	0	pass
108	background	bbh_hbb_4fs	promoted_flavor_matches_candidate	1009	0	pass
108	background	bbh_hbb_4fs	promoted_pt_is_highest_selected_untagged	1009	0	pass
108	background	bbh_hbb_4fs	selected_untagged_count_matches_root	1009	0	pass
123	background	qcd_hardqcd	n_selected_bjets_equals_3	1	0	pass
123	background	qcd_hardqcd	n_selected_jets_at_least_4	1	0	pass
123	background	qcd_hardqcd	n_selected_untagged_jets_at_least_1	1	0	pass
123	background	qcd_hardqcd	candidate_category_constant	1	0	pass
123	background	qcd_hardqcd	promoted_jet_rule_constant	1	0	pass
123	background	qcd_hardqcd	promoted_jet_btag_nonpositive	1	0	pass
123	background	qcd_hardqcd	exactly_one_promoted_bjet_rank	1	0	pass
123	background	qcd_hardqcd	tagged_bjet_ranks_are_0_1_2	1	0	pass
123	background	qcd_hardqcd	promoted_raw_index_matches_candidate	1	0	pass
123	background	qcd_hardqcd	promoted_selected_index_matches_candidate	1	0	pass
123	background	qcd_hardqcd	promoted_pt_matches_candidate	1	0	pass
123	background	qcd_hardqcd	promoted_eta_matches_candidate	1	0	pass
123	background	qcd_hardqcd	promoted_phi_matches_candidate	1	0	pass
123	background	qcd_hardqcd	promoted_mass_matches_candidate	1	0	pass
123	background	qcd_hardqcd	promoted_btag_matches_candidate	1	0	pass
123	background	qcd_hardqcd	promoted_flavor_matches_candidate	1	0	pass
123	background	qcd_hardqcd	promoted_pt_is_highest_selected_untagged	1	0	pass
123	background	qcd_hardqcd	selected_untagged_count_matches_root	1	0	pass
184	background	qcd_hardqcd	n_selected_bjets_equals_3	2	0	pass
184	background	qcd_hardqcd	n_selected_jets_at_least_4	2	0	pass
184	background	qcd_hardqcd	n_selected_untagged_jets_at_least_1	2	0	pass
184	background	qcd_hardqcd	candidate_category_constant	2	0	pass
184	background	qcd_hardqcd	promoted_jet_rule_constant	2	0	pass
184	background	qcd_hardqcd	promoted_jet_btag_nonpositive	2	0	pass
184	background	qcd_hardqcd	exactly_one_promoted_bjet_rank	2	0	pass
184	background	qcd_hardqcd	tagged_bjet_ranks_are_0_1_2	2	0	pass
184	background	qcd_hardqcd	promoted_raw_index_matches_candidate	2	0	pass
184	background	qcd_hardqcd	promoted_selected_index_matches_candidate	2	0	pass
184	background	qcd_hardqcd	promoted_pt_matches_candidate	2	0	pass
184	background	qcd_hardqcd	promoted_eta_matches_candidate	2	0	pass
184	background	qcd_hardqcd	promoted_phi_matches_candidate	2	0	pass
184	background	qcd_hardqcd	promoted_mass_matches_candidate	2	0	pass
184	background	qcd_hardqcd	promoted_btag_matches_candidate	2	0	pass
184	background	qcd_hardqcd	promoted_flavor_matches_candidate	2	0	pass
184	background	qcd_hardqcd	promoted_pt_is_highest_selected_untagged	2	0	pass
184	background	qcd_hardqcd	selected_untagged_count_matches_root	2	0	pass
365	background	schannel_single_top	n_selected_bjets_equals_3	117	0	pass
365	background	schannel_single_top	n_selected_jets_at_least_4	117	0	pass
365	background	schannel_single_top	n_selected_untagged_jets_at_least_1	117	0	pass
365	background	schannel_single_top	candidate_category_constant	117	0	pass
365	background	schannel_single_top	promoted_jet_rule_constant	117	0	pass
365	background	schannel_single_top	promoted_jet_btag_nonpositive	117	0	pass
365	background	schannel_single_top	exactly_one_promoted_bjet_rank	117	0	pass
365	background	schannel_single_top	tagged_bjet_ranks_are_0_1_2	117	0	pass
365	background	schannel_single_top	promoted_raw_index_matches_candidate	117	0	pass
365	background	schannel_single_top	promoted_selected_index_matches_candidate	117	0	pass
365	background	schannel_single_top	promoted_pt_matches_candidate	117	0	pass
365	background	schannel_single_top	promoted_eta_matches_candidate	117	0	pass
365	background	schannel_single_top	promoted_phi_matches_candidate	117	0	pass
365	background	schannel_single_top	promoted_mass_matches_candidate	117	0	pass
365	background	schannel_single_top	promoted_btag_matches_candidate	117	0	pass
365	background	schannel_single_top	promoted_flavor_matches_candidate	117	0	pass
365	background	schannel_single_top	promoted_pt_is_highest_selected_untagged	117	0	pass
365	background	schannel_single_top	selected_untagged_count_matches_root	117	0	pass
398	background	wwz_zbb	n_selected_bjets_equals_3	110	0	pass
398	background	wwz_zbb	n_selected_jets_at_least_4	110	0	pass
398	background	wwz_zbb	n_selected_untagged_jets_at_least_1	110	0	pass
398	background	wwz_zbb	candidate_category_constant	110	0	pass
398	background	wwz_zbb	promoted_jet_rule_constant	110	0	pass
398	background	wwz_zbb	promoted_jet_btag_nonpositive	110	0	pass
398	background	wwz_zbb	exactly_one_promoted_bjet_rank	110	0	pass
398	background	wwz_zbb	tagged_bjet_ranks_are_0_1_2	110	0	pass
398	background	wwz_zbb	promoted_raw_index_matches_candidate	110	0	pass
398	background	wwz_zbb	promoted_selected_index_matches_candidate	110	0	pass
398	background	wwz_zbb	promoted_pt_matches_candidate	110	0	pass
398	background	wwz_zbb	promoted_eta_matches_candidate	110	0	pass
398	background	wwz_zbb	promoted_phi_matches_candidate	110	0	pass
398	background	wwz_zbb	promoted_mass_matches_candidate	110	0	pass
398	background	wwz_zbb	promoted_btag_matches_candidate	110	0	pass
398	background	wwz_zbb	promoted_flavor_matches_candidate	110	0	pass
398	background	wwz_zbb	promoted_pt_is_highest_selected_untagged	110	0	pass
398	background	wwz_zbb	selected_untagged_count_matches_root	110	0	pass
413	background	qcd_bbbb_general	n_selected_bjets_equals_3	984	0	pass
413	background	qcd_bbbb_general	n_selected_jets_at_least_4	984	0	pass
413	background	qcd_bbbb_general	n_selected_untagged_jets_at_least_1	984	0	pass
413	background	qcd_bbbb_general	candidate_category_constant	984	0	pass
413	background	qcd_bbbb_general	promoted_jet_rule_constant	984	0	pass
413	background	qcd_bbbb_general	promoted_jet_btag_nonpositive	984	0	pass
413	background	qcd_bbbb_general	exactly_one_promoted_bjet_rank	984	0	pass
413	background	qcd_bbbb_general	tagged_bjet_ranks_are_0_1_2	984	0	pass
413	background	qcd_bbbb_general	promoted_raw_index_matches_candidate	984	0	pass
413	background	qcd_bbbb_general	promoted_selected_index_matches_candidate	984	0	pass
413	background	qcd_bbbb_general	promoted_pt_matches_candidate	984	0	pass
413	background	qcd_bbbb_general	promoted_eta_matches_candidate	984	0	pass
413	background	qcd_bbbb_general	promoted_phi_matches_candidate	984	0	pass
413	background	qcd_bbbb_general	promoted_mass_matches_candidate	984	0	pass
413	background	qcd_bbbb_general	promoted_btag_matches_candidate	984	0	pass
413	background	qcd_bbbb_general	promoted_flavor_matches_candidate	984	0	pass
413	background	qcd_bbbb_general	promoted_pt_is_highest_selected_untagged	984	0	pass
413	background	qcd_bbbb_general	selected_untagged_count_matches_root	984	0	pass
428	background	qcd_bbbb_iht400to600	n_selected_bjets_equals_3	2958	0	pass
428	background	qcd_bbbb_iht400to600	n_selected_jets_at_least_4	2958	0	pass
428	background	qcd_bbbb_iht400to600	n_selected_untagged_jets_at_least_1	2958	0	pass
428	background	qcd_bbbb_iht400to600	candidate_category_constant	2958	0	pass
428	background	qcd_bbbb_iht400to600	promoted_jet_rule_constant	2958	0	pass
428	background	qcd_bbbb_iht400to600	promoted_jet_btag_nonpositive	2958	0	pass
428	background	qcd_bbbb_iht400to600	exactly_one_promoted_bjet_rank	2958	0	pass
428	background	qcd_bbbb_iht400to600	tagged_bjet_ranks_are_0_1_2	2958	0	pass
428	background	qcd_bbbb_iht400to600	promoted_raw_index_matches_candidate	2958	0	pass
428	background	qcd_bbbb_iht400to600	promoted_selected_index_matches_candidate	2958	0	pass
428	background	qcd_bbbb_iht400to600	promoted_pt_matches_candidate	2958	0	pass
428	background	qcd_bbbb_iht400to600	promoted_eta_matches_candidate	2958	0	pass
428	background	qcd_bbbb_iht400to600	promoted_phi_matches_candidate	2958	0	pass
428	background	qcd_bbbb_iht400to600	promoted_mass_matches_candidate	2958	0	pass
428	background	qcd_bbbb_iht400to600	promoted_btag_matches_candidate	2958	0	pass
428	background	qcd_bbbb_iht400to600	promoted_flavor_matches_candidate	2958	0	pass
428	background	qcd_bbbb_iht400to600	promoted_pt_is_highest_selected_untagged	2958	0	pass
428	background	qcd_bbbb_iht400to600	selected_untagged_count_matches_root	2958	0	pass
443	background	ttbar_inclusive	n_selected_bjets_equals_3	417	0	pass
443	background	ttbar_inclusive	n_selected_jets_at_least_4	417	0	pass
443	background	ttbar_inclusive	n_selected_untagged_jets_at_least_1	417	0	pass
443	background	ttbar_inclusive	candidate_category_constant	417	0	pass
443	background	ttbar_inclusive	promoted_jet_rule_constant	417	0	pass
443	background	ttbar_inclusive	promoted_jet_btag_nonpositive	417	0	pass
443	background	ttbar_inclusive	exactly_one_promoted_bjet_rank	417	0	pass
443	background	ttbar_inclusive	tagged_bjet_ranks_are_0_1_2	417	0	pass
443	background	ttbar_inclusive	promoted_raw_index_matches_candidate	417	0	pass
443	background	ttbar_inclusive	promoted_selected_index_matches_candidate	417	0	pass
443	background	ttbar_inclusive	promoted_pt_matches_candidate	417	0	pass
443	background	ttbar_inclusive	promoted_eta_matches_candidate	417	0	pass
443	background	ttbar_inclusive	promoted_phi_matches_candidate	417	0	pass
443	background	ttbar_inclusive	promoted_mass_matches_candidate	417	0	pass
443	background	ttbar_inclusive	promoted_btag_matches_candidate	417	0	pass
443	background	ttbar_inclusive	promoted_flavor_matches_candidate	417	0	pass
443	background	ttbar_inclusive	promoted_pt_is_highest_selected_untagged	417	0	pass
443	background	ttbar_inclusive	selected_untagged_count_matches_root	417	0	pass
543	background	tth_hbb	n_selected_bjets_equals_3	2755	0	pass
543	background	tth_hbb	n_selected_jets_at_least_4	2755	0	pass
543	background	tth_hbb	n_selected_untagged_jets_at_least_1	2755	0	pass
543	background	tth_hbb	candidate_category_constant	2755	0	pass
543	background	tth_hbb	promoted_jet_rule_constant	2755	0	pass
543	background	tth_hbb	promoted_jet_btag_nonpositive	2755	0	pass
543	background	tth_hbb	exactly_one_promoted_bjet_rank	2755	0	pass
543	background	tth_hbb	tagged_bjet_ranks_are_0_1_2	2755	0	pass
543	background	tth_hbb	promoted_raw_index_matches_candidate	2755	0	pass
543	background	tth_hbb	promoted_selected_index_matches_candidate	2755	0	pass
543	background	tth_hbb	promoted_pt_matches_candidate	2755	0	pass
543	background	tth_hbb	promoted_eta_matches_candidate	2755	0	pass
543	background	tth_hbb	promoted_phi_matches_candidate	2755	0	pass
543	background	tth_hbb	promoted_mass_matches_candidate	2755	0	pass
543	background	tth_hbb	promoted_btag_matches_candidate	2755	0	pass
543	background	tth_hbb	promoted_flavor_matches_candidate	2755	0	pass
543	background	tth_hbb	promoted_pt_is_highest_selected_untagged	2755	0	pass
543	background	tth_hbb	selected_untagged_count_matches_root	2755	0	pass
572	background	ww	n_selected_bjets_equals_3	1	0	pass
572	background	ww	n_selected_jets_at_least_4	1	0	pass
572	background	ww	n_selected_untagged_jets_at_least_1	1	0	pass
572	background	ww	candidate_category_constant	1	0	pass
572	background	ww	promoted_jet_rule_constant	1	0	pass
572	background	ww	promoted_jet_btag_nonpositive	1	0	pass
572	background	ww	exactly_one_promoted_bjet_rank	1	0	pass
572	background	ww	tagged_bjet_ranks_are_0_1_2	1	0	pass
572	background	ww	promoted_raw_index_matches_candidate	1	0	pass
572	background	ww	promoted_selected_index_matches_candidate	1	0	pass
572	background	ww	promoted_pt_matches_candidate	1	0	pass
572	background	ww	promoted_eta_matches_candidate	1	0	pass
572	background	ww	promoted_phi_matches_candidate	1	0	pass
572	background	ww	promoted_mass_matches_candidate	1	0	pass
572	background	ww	promoted_btag_matches_candidate	1	0	pass
572	background	ww	promoted_flavor_matches_candidate	1	0	pass
572	background	ww	promoted_pt_is_highest_selected_untagged	1	0	pass
572	background	ww	selected_untagged_count_matches_root	1	0	pass
