region,inclusive_qcd100k_yield_pb,iht_sliced_yield_pb,relative_difference
all_candidates,13.626023917388917,11.89426549357176,-0.12709198474304487
mhh_gt_600,1.7617765716552736,1.8257468213438979,0.03631008081150789
mhh_gt_800,0.5514221946716307,0.5687677694559098,0.031456069327438524
rhh_lt_30,3.395234770965576,2.8241459226608274,-0.16820305128482643
rhh_lt_55,8.156886804199218,6.73185694408417,-0.17470266467121176
avg_mbb_100_150,7.4944865577697755,6.046428929924968,-0.1932163886989109
mhh_normalized_shape_l1_distance,,,0.16131066062464272
avg_mbb_normalized_shape_l1_distance,,,0.14495700210213425
r_hh_normalized_shape_l1_distance,,,0.16413016934777794
