campaign,shard,tag,run_name,seed,events_per_shard,event_parquet,candidate_parquet,root_kept,hepmc_deleted,lhe_deleted
ttbar_100k,000,ttbar_100k_shard000,run_ttbar_100k_000,105000,10000,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard000_event_summary.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard000_hh4b_candidates.parquet,yes,yes,yes
ttbar_100k,001,ttbar_100k_shard001,run_ttbar_100k_001,105001,10000,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard001_event_summary.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard001_hh4b_candidates.parquet,no,yes,yes
ttbar_100k,002,ttbar_100k_shard002,run_ttbar_100k_002,105002,10000,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard002_event_summary.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard002_hh4b_candidates.parquet,no,yes,yes
ttbar_100k,003,ttbar_100k_shard003,run_ttbar_100k_003,105003,10000,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard003_event_summary.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard003_hh4b_candidates.parquet,no,yes,yes
ttbar_100k,004,ttbar_100k_shard004,run_ttbar_100k_004,105004,10000,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard004_event_summary.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard004_hh4b_candidates.parquet,no,yes,yes
ttbar_100k,005,ttbar_100k_shard005,run_ttbar_100k_005,105005,10000,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard005_event_summary.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard005_hh4b_candidates.parquet,no,yes,yes
ttbar_100k,006,ttbar_100k_shard006,run_ttbar_100k_006,105006,10000,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard006_event_summary.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard006_hh4b_candidates.parquet,no,yes,yes
ttbar_100k,007,ttbar_100k_shard007,run_ttbar_100k_007,105007,10000,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard007_event_summary.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard007_hh4b_candidates.parquet,no,yes,yes
ttbar_100k,008,ttbar_100k_shard008,run_ttbar_100k_008,105008,10000,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard008_event_summary.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard008_hh4b_candidates.parquet,no,yes,yes
ttbar_100k,009,ttbar_100k_shard009,run_ttbar_100k_009,105009,10000,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard009_event_summary.parquet,/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard009_hh4b_candidates.parquet,no,yes,yes
