tag,slice_label,n_generated,xsec_pb,n_ge4_jets,n_ge4_btags,candidate_rows,candidate_eff,effective_candidate_xsec_pb,median_mbb1,median_mbb2,median_avg_mbb,median_delta_mbb,median_mhh,median_ht_pt30_eta25
qcd_bbbb_iht100to200_2000,iht100to200,2000,199.1509246826172,336,31,31,0.0155,3.0868393325805665,117.09377629148372,98.1859075086825,105.87051439557156,30.792509957054094,242.13485540055746,120.33322
qcd_bbbb_iht200to400_2000,iht200to400,2000,122.99308776855469,1028,114,114,0.057,7.010606002807617,135.32964529144874,113.9060785643747,122.20550490010665,36.290164365155995,366.9830222642568,231.97545
qcd_bbbb_iht400to600_2000,iht400to600,2000,9.832332611083984,1540,298,298,0.149,1.4650175590515138,179.0087497381147,122.34446381717174,154.33931941990303,72.72607249217852,590.2950261247458,453.65222
qcd_bbbb_iht600plus_2000,iht600plus,2000,1.7696138620376587,1767,375,375,0.1875,0.331802599132061,240.2810908332536,167.34319013390675,218.71286869053574,107.45689597311608,857.0913664067775,711.12146
