tag,slice_label,n_generated,xsec_pb,n_ge4_jets,n_ge4_btags,candidate_rows,candidate_eff,effective_candidate_xsec_pb,median_mbb1,median_mbb2,median_avg_mbb,median_delta_mbb,median_mhh
qcd_bbbb_ptb25_2000,ptb25,2000,348.6047058105469,661,69,69,0.0345,12.026862350463867,128.86277446795702,119.01664230359385,123.22997937774389,32.4180511264443,371.6438028349989
qcd_bbbb_ptb25to40_2000,ptb25to40,2000,37.08570861816406,121,11,11,0.0055,0.20397139739990233,103.80120406549513,79.16551036292125,102.40137249813544,28.136358423104824,259.5427412152841
qcd_bbbb_ptb40_2000,ptb40,2000,41.19928741455078,1456,251,251,0.1255,5.170510570526123,141.59688679190205,118.94145053563511,134.65814678225945,43.53809440200487,439.9689140401919
qcd_bbbb_ptb40to60_2000,ptb40to60,2000,3.4989967346191406,1049,137,137,0.0685,0.23968127632141115,122.11995926036768,108.77676526883833,116.08996141872237,26.940958237554767,275.35161699440596
qcd_bbbb_ptb60_2000,ptb60,2000,5.846812725067139,1713,386,386,0.193,1.1284348559379578,159.5178974657416,126.87305386682573,148.99072201041284,52.85708537891712,553.2170834017082
qcd_bbbb_ptb60to80_2000,ptb60to80,2000,0.20811854302883148,1516,266,266,0.133,0.027679766222834586,135.7102802287538,123.84173326238951,130.93460153687658,25.709644051797063,359.0403456437708
qcd_bbbb_ptb80_2000,ptb80,2000,1.3042681217193604,1828,462,462,0.231,0.30128593611717225,182.75939230780972,143.6999648399659,172.20995375176608,80.10014605992191,691.4644371302506
qcd_bbbb_ptb80plus_2000,ptb80plus,2000,1.3216936588287354,1795,474,474,0.237,0.3132413971424103,208.18795162333157,140.8161545106193,178.98338365611426,88.80513236494875,716.8450741088761
