member_index	original_member_name	field	frozen_value	source_path	source_locator	verification
347	ttbar_100k_shard004	delphes_card_sha256	0e14b275c2adbe0fec937b4c6a6d1b0a3ff28d406bf9e327427d1bf87c87f5a9	data_release/hh4b_delphes_analysis_v0_2026_07_08/cards/delphes/delphes_card_CMS_lpc.tcl	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	reconstruction_builder_sha256	4d7eb8e3400ec50c1c254744e6f3a2b11bd033a4525c13ec22e85247ecf59c57	scripts/delphes/reconstruct_hh4b_candidates_v2.py	full_file_or_member_row	checksum_or_exact_value_verified
347	ttbar_100k_shard004	reconstruction_policy_sha256	4b2a951dba7ac8bd0e2e982e3447e998e07b86d63390c248600976b3f4912b68	configs/production/hh4b_rich_v2_reconstruction_policy_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	source_member_id	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard005_event_summary.parquet	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	member_name	ttbar_100k_shard005	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	seed	105005	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	event_count	10000	/uscms_data/d3/iturkmen/hh4b_delphes/logs/ttbar_100k_shard005_generate_events.log	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	legacy_rows	44	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/unresolved_ttbar_members.tsv	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	sealed_test	False	docs/checkpoints/hh4b_ttbar27_canonical72_recovery_20260727_v1/ttbar27_hold_inventory.tsv	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	process_definition	p p > t t~	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	generator_version	MadGraph5_aMC@NLO_3.5.3	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	process_card_sha256	9c771a8b9c596f02c9a21953936a2bacb2268f04253d38ef974e6ff6bea8bbf8	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/proc_card_mg5.dat	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	parameter_card_sha256	5315ff912514491596e9720b0540dbacd61d85d66dec2b4c94eaee0c15a52b41	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/param_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	run_card_template_sha256	5b6b7f660badb79d25218fb4920c801794e62861fb8cf53311d75588786ef04d	/uscms_data/d3/iturkmen/hh4b_delphes/mg5/TTbar_smoke/Cards/run_card.dat	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	pythia_version	8.312	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	pythia_settings	"{""Beams:LHEF"":""member_uncompressed_lhe_path"",""Beams:frameType"":4,""Check:event"":""off"",""Next:numberCount"":10,""Next:numberShowEvent"":0,""Next:numberShowInfo"":0,""Next:numberShowProcess"":0}"	data_release/hh4b_delphes_analysis_v0_2026_07_08/scripts_snapshot/run_existing_lhe_pythia_delphes.sh	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	delphes_version	3.5.2pre01-33-ga3b0385	configs/baselines/hh4b_ttbar27_canonical72_recovery_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	delphes_card_sha256	0e14b275c2adbe0fec937b4c6a6d1b0a3ff28d406bf9e327427d1bf87c87f5a9	data_release/hh4b_delphes_analysis_v0_2026_07_08/cards/delphes/delphes_card_CMS_lpc.tcl	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	reconstruction_builder_sha256	4d7eb8e3400ec50c1c254744e6f3a2b11bd033a4525c13ec22e85247ecf59c57	scripts/delphes/reconstruct_hh4b_candidates_v2.py	full_file_or_member_row	checksum_or_exact_value_verified
348	ttbar_100k_shard005	reconstruction_policy_sha256	4b2a951dba7ac8bd0e2e982e3447e998e07b86d63390c248600976b3f4912b68	configs/production/hh4b_rich_v2_reconstruction_policy_v1.yaml	full_file_or_member_row	checksum_or_exact_value_verified
