artifact_type	stable_path	size_bytes	sha256	copied_to_repository
original_qcd_source	/tmp/iturkmen_track_b_qcd_input_20260804_v1/qcd_forinfer2_mergeid0.root	971610279	c16330dd72aa7e056b6ef7f2052adbd47c75f748926b9165425d22019891cba2	false
deterministic_source_skim	/tmp/iturkmen_track_b_qcd_64_source_skim_20260804_v1/qcd_64_source_skim.root	329516	f1143b9a3f18251f7c654ad97aa4664ceb8812e0367a660bcd4c1a9148ad8ec3	false
ensemble_events_tree	/tmp/iturkmen_track_b_qcd_64_inference_20260804_v1/qcd_64_ensemble_events.root	139569	f4deb5be7b8304914fa17c096b48406ad72891aed1090bae16de8839e59ef53e	false
model_score_archive	/tmp/iturkmen_track_b_qcd_64_inference_20260804_v1/qcd_64_model_scores.npz	134979	db33458a8f46f6da71357bc55521d08350e61badc90dc79dbec95304426056e6	false
source_copy_receipt	/tmp/iturkmen_track_b_qcd_input_20260804_v1/qcd_source_copy_receipt.json	1470	aaeaadd1bd31d9d20c09c0b88bbb956093bb95e5bf603c5357133938be336dde	true
source_skim_receipt	/tmp/iturkmen_track_b_qcd_64_source_skim_20260804_v1/qcd_64_source_skim_receipt.json	4100	e7c66e08e4a90cd3c3766b8c6315965b7d8cf0c7d54a55cf10f9bc337e1a26b5	true
inference_receipt	/tmp/iturkmen_track_b_qcd_64_inference_20260804_v1/qcd_64_real_inference_receipt.json	21638	fa6d292d387f3559b4fff5550156d8c5537b83af562f3bb39997a1e88118b590	true
source_skim_memory	/tmp/iturkmen_track_b_qcd_64_source_skim_20260804_v1/memory_state.txt	751	4234b055aad81e4fe866fdca538f786f366d14b31c177e0e5791cec0967dee78	true
inference_memory	/tmp/iturkmen_track_b_qcd_64_inference_20260804_v1/memory_state.txt	824	99c9bd90136220fa9e026178813570e307638d04d27993e36b15af81c82d8bae	true
