sample_class	process_or_mode	campaign	campaign_role	source_tag	remote_bundle_path	bundle_basename	bin_index	pthat_min_GeV	pthat_max_GeV	shard_id	seed	n_events	sigma_gen_pb	sum_event_weights	sum_squared_event_weights	min_event_weight	max_event_weight	event_weight_convention	effective_events	weights_uniform_positive	metadata_complete	production_included	bin_total_generated_events	production_mixture_fraction	generator_coefficient_pb_per_event_weight	normalization_denominator_type	normalization_denominator	denominator_authorized	per_event_weight_transport_required	status	testfill_exclusion_reason	nominal_production_normalization_included	run2_yield_coefficient_per_generator_weight	hard_qcd_global_weight_contract_frozen	nominal_physical_yield_contribution
background	qcd_hardqcd	qcd_hardqcd_importance_testfill_bin3_10k_20260717	diagnostic_testfill_excluded	qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_testfill_bin3_10k_20260717/qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_bundle.tar.gz	qcd_hardqcd_importance_testfill_bin3_10k_20260717_bin03_pthat200to300_shard3909_seed1233909_bundle.tar.gz	3	200	300	3909	1233909	10000	51056.185427030367	10000	10000	1	1	pythia_info_weight_normalized_to_sigma_gen	10000	True	True	False						False	False	qcd_testfill_explicitly_excluded	diagnostic duplicate of nominal [200,300) pTHat bin	False	0	excluded_testfill	0
