population	members	generated_events	overlap_with	nominal_physical_addition_included	nominal_physical_yield_contribution	policy	hard_qcd_global_weight_contract_frozen
qcd_bbbb_general_and_qcd_bbbb_iht400to600	30	300000	qcd_hardqcd	False	0	retain_in_raw_inventory_but_never_add_to_nominal_qcd_hardqcd_prediction	True
