signal_efficiency	background_efficiency	background_rejection	threshold
0.011010834307906177	0.0002521646761417544	3965.6625	0.9142921
0.01103290010812242	0.0002521646761417544	3965.6625	0.9142297
0.01103290010812242	0.000253215362292345	3949.2074688796683	0.914212
0.011043933008230544	0.000253215362292345	3949.2074688796683	0.9141874
0.011043933008230544	0.00025426604844293565	3932.8884297520663	0.9141742
0.01106599880844679	0.00025426604844293565	3932.8884297520663	0.9141601
0.01106599880844679	0.0002553167345935263	3916.7037037037035	0.9141509
0.01107703170855491	0.0002553167345935263	3916.7037037037035	0.91413647
0.01107703170855491	0.0002574181068947076	3884.730612244898	0.9141225
0.0111211633089874	0.0002574181068947076	3884.730612244898	0.91404533
0.0111211633089874	0.0002616208514970702	3822.325301204819	0.9139719
0.011132196209095523	0.0002616208514970702	3822.325301204819	0.9139604
0.011132196209095523	0.0002626715376476608	3807.036	0.91395074
0.011187360709636135	0.0002626715376476608	3807.036	0.9138628
0.011187360709636135	0.00026372222379825145	3791.868525896414	0.9138611
0.011198393609744258	0.00026372222379825145	3791.868525896414	0.9138609
0.011198393609744258	0.0002658235960994327	3761.8932806324115	0.91378623
0.01125355811028487	0.0002658235960994327	3761.8932806324115	0.91375905
0.01125355811028487	0.0002668742822500234	3747.082677165354	0.91374516
0.011286656810609237	0.0002668742822500234	3747.082677165354	0.9137132
0.011286656810609237	0.00026792496840061404	3732.3882352941173	0.91370004
0.011408018711798583	0.00026792496840061404	3732.3882352941173	0.91357
0.011408018711798583	0.00026897565455120465	3717.80859375	0.9135609
0.011441117412122951	0.00026897565455120465	3717.80859375	0.91351527
0.011441117412122951	0.0002700263407017953	3703.3424124513617	0.9134696
0.011463183212339195	0.0002700263407017953	3703.3424124513617	0.91346085
0.011463183212339195	0.000271077026852386	3688.988372093023	0.9134388
0.011540413513096053	0.000271077026852386	3688.988372093023	0.9133226
0.011540413513096053	0.0002721277130029766	3674.745173745174	0.91332084
0.011606610913744786	0.0002721277130029766	3674.745173745174	0.9132338
0.011606610913744786	0.00027317839915356725	3660.611538461538	0.9132223
