fold	rejection	variant
0	5.739446758892807	global_mass_plane_blind
1	5.943915663645971	global_mass_plane_blind
2	5.407418239757105	global_mass_plane_blind
3	5.207584319594568	global_mass_plane_blind
4	4.700082247299754	global_mass_plane_blind
0	6.127798188099975	global_mass_aware
1	6.31138798483758	global_mass_aware
2	5.65089120510102	global_mass_aware
3	5.526927808209498	global_mass_aware
4	4.953760781845893	global_mass_aware
