sample,group,test_rows,xsec_pb,expected_events_450fb,median_bdt_qcd,q90_bdt_qcd,q99_bdt_qcd,median_bdt_top,q90_bdt_top,q99_bdt_top
VBF_HH4b_SMnorm,signal,251,4.07378e-05,18.33201,0.6601253235685459,0.8787337419877115,0.9227948406328228,0.6489466935306305,0.8552709851170983,0.9203549181902082
Zbbbb_100k,background,1212,0.23981169248,107915.261616,0.3894014937475456,0.7331578861511241,0.8709875800666522,0.5052555118860965,0.7560725671819982,0.8731640689375911
ggF_HH4b_SMnorm,signal,216,0.0006762550000000001,304.31475,0.714943005766151,0.888803451306156,0.9389901892260202,0.6672510210905671,0.8351933180923803,0.9051199397987179
qcd_bbbb_iht100to200_20000,background,107,3.248278644561768,1461725.3900527954,0.2668311233828988,0.5430208299759998,0.6197065586620083,0.5479427746625313,0.7894074162837629,0.8653899370504008
qcd_bbbb_iht200to400_combined120k,background,2862,8.684612306722004,3908075.5380249023,0.36711157296085084,0.7219152786862824,0.8590204974075925,0.48669917355031406,0.7476557241685369,0.8581184450884992
qcd_bbbb_iht400to600_20000,background,1025,1.4188219534397122,638469.8790478705,0.25434921642251407,0.6274800592122524,0.8687673376011273,0.34603837861152603,0.6511543319098363,0.8446032260019786
qcd_bbbb_iht600plus_20000,background,1314,0.3294708356022835,148261.8760210276,0.12967390448919203,0.4591171203194701,0.826518577435175,0.3534640240140452,0.6410871908651089,0.8732247055992842
ttbar_200k,background,262,1.9287139732360843,867921.2879562379,0.47611338476128173,0.8265502243813238,0.9049410649745859,0.4679024137158736,0.7475910716701792,0.8795050019722107
