qcd_threshold,top_threshold,signal_xsec_pb,background_xsec_pb,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
0.675,0.925,6.586224354434116e-06,0.005170888792188369,2.963800959495352,2326.899956484766,0.0012737122415751594,0.061441269222741755,0.012737122415751593,4,5,2.2068052410682277,2.3635699853705026
0.675,0.95,3.1308101851851853e-06,0.00025073883987997223,1.4088645833333333,112.8324779459875,0.012486339119555202,0.13263318197581947,0.12486339119555201,1,1,1.0,1.0
0.7,0.5,0.00034658828856795035,1.5508242271594739,155.96472985557764,697870.9022217633,0.00022348650639974176,0.18669765021821388,0.0022348650639974176,215,655,116.38687415340819,385.5658111950317
0.7,0.525,0.00034313287439870146,1.5388458435782546,154.40979347941567,692480.6296102146,0.00022298066816154883,0.18555430181142898,0.002229806681615488,212,644,115.177463965101,381.45880606600826
0.7,0.55,0.00033028502967389695,1.4923403533865833,148.62826335325363,671553.1590239624,0.00022132017600701994,0.18136822600709257,0.002213201760070199,206,625,110.97595883405769,370.7406798777262
0.7,0.575,0.000326829615504648,1.4228666020683818,147.0733269770916,640289.9709307718,0.0002296980019276191,0.18380002541753182,0.002296980019276191,203,596,109.7664930044816,352.71370507554246
0.7,0.6,0.00031381946878781164,1.3178787589156338,141.21876095451523,593045.4415120352,0.00023812468837878986,0.18337849777313794,0.0023812468837878984,196,567,105.45899112618848,331.71005731764023
0.7,0.625,0.000303290924288033,1.2235138048181957,136.48091592961484,550581.2121681881,0.00024788516737095546,0.18393366926192134,0.0024788516737095545,186,530,101.72475666207573,307.3860153703656
0.7,0.65,0.0002935738897484137,1.0964538776002857,132.10825038678618,493404.24492012855,0.00026774850793626965,0.18807388688261092,0.002677485079362697,181,474,98.52049262795664,272.8391555464874
0.7,0.675,0.00024266941682529142,0.9343957855512001,109.20123757138114,420478.10349804,0.00025970731094655006,0.16840534362572573,0.002597073109465501,160,412,82.03610241884564,235.15804731458337
0.7,0.7,0.00020973829505312086,0.7729692021944721,94.38223277390439,347836.1409875124,0.00027134107601916154,0.16003054895226157,0.0027134107601916153,140,349,71.00309647491582,200.01506220149062
0.7,0.725,0.00019262352619890804,0.6158764435750955,86.68058678950862,277144.39960879297,0.0003127632631648477,0.16465267437041678,0.0031276326316484766,126,284,65.0595390880476,159.14936517519698
0.7,0.75,0.0001697340429504205,0.47485282700270387,76.38031932768922,213683.77215121675,0.00035744557744720764,0.16523258561097443,0.0035744557744720766,113,221,57.44307905658548,121.15081322093839
0.7,0.775,0.00013334750700900102,0.36432708820632076,60.00637815405046,163947.18969284435,0.0003660104102209536,0.1481990522373125,0.003660104102209536,90,167,45.20014926752933,91.16365340723902
0.7,0.8,0.00010057868722886233,0.24233346025539562,45.26040925298805,109050.05711492803,0.0004150425084627698,0.137058359067996,0.004150425084627697,71,116,34.2755981018595,60.236384737261496
0.7,0.825,6.748526346465989e-05,0.13821965391066462,30.36836855909695,62198.84425979908,0.0004882465087655159,0.12176719560654892,0.004882465087655159,50,71,23.138076400766213,29.437232397044504
0.7,0.85,5.0857400586542735e-05,0.07929496474289606,22.885830263944232,35682.734134303224,0.0006413698619003295,0.12115395905978597,0.006413698619003295,39,45,17.516211518810405,15.833690860553835
0.7,0.875,3.142333150730413e-05,0.047635833185789504,14.14049917828686,21436.124933605275,0.0006596574344516386,0.0965809785093018,0.006596574344516387,29,26,11.126602283608394,8.972497990245232
0.7,0.9,1.6952466862180903e-05,0.007755925124388715,7.628610087981406,3490.1663059749217,0.0021857440073619863,0.12912857462353775,0.021857440073619866,13,11,5.838737172936797,4.449527467395359
0.7,0.925,6.586224354434116e-06,0.0021364330595810997,2.963800959495352,961.3948768114949,0.0030828133485846297,0.09558684616870777,0.030828133485846294,4,4,2.2068052410682277,2.168680293104377
0.7,0.95,3.1308101851851853e-06,0.00025073883987997223,1.4088645833333333,112.8324779459875,0.012486339119555202,0.13263318197581947,0.12486339119555201,1,1,1.0,1.0
0.725,0.5,0.00031381946878781164,1.3209810012404,141.21876095451523,594441.45055818,0.00023756546724982072,0.18316304466403738,0.0023756546724982073,196,549,105.45899112618848,320.08830234223797
0.725,0.525,0.00031036405461856275,1.3124856766644073,139.66382457835323,590618.5544989833,0.00023647043174393473,0.18173157374835103,0.002364704317439347,193,541,104.249512084834,317.1802222221488
0.725,0.55,0.0003006470200789434,1.2752814181032968,135.29115903552454,573876.6381464836,0.00023574954971592886,0.17859123669198057,0.0023574954971592884,188,526,101.04542055093513,309.31158658399437
0.725,0.575,0.0002971916059096945,1.2126680359812672,133.73622265936254,545700.6161915702,0.00024507251538893985,0.1810388700963009,0.002450725153889398,185,503,99.83592992337441,293.5650248993542
0.725,0.6,0.00028434376118489,1.1227843132715694,127.95469253320051,505252.9409722062,0.0002532487832470415,0.1800121390206292,0.0025324878324704155,179,481,95.63463041082544,277.3072868623037
0.725,0.625,0.0002771083288623284,1.0528928694677289,124.69874798804778,473801.79126047797,0.00026318758241986723,0.18116059729907766,0.0026318758241986725,171,453,93.0034939485311,260.6061980190317
0.725,0.65,0.0002673912943227091,0.9451347476234404,120.3260824452191,425310.63643054815,0.0002829134099609285,0.18450436930278036,0.0028291340996092853,166,408,89.79930836415546,232.2860324861191
0.725,0.675,0.00022604155394717425,0.8102269746573204,101.7186992762284,364602.1385957942,0.00027898547075993964,0.16845782618408475,0.002789854707599396,149,355,76.41280542623066,201.15451909677358
0.725,0.7,0.00019985895852146968,0.6627181596364411,89.93653133466135,298223.1718363985,0.00030157459187644687,0.164689321851885,0.0030157459187644684,134,299,67.69326096728108,170.4484455985388
0.725,0.725,0.00018274418966725687,0.5274449006306883,82.2348853502656,237350.20528380972,0.00034647067295321635,0.1687956636514609,0.003464706729532163,120,246,61.74955640079016,136.90161769042587
0.725,0.75,0.00015985470641876934,0.4019892915868116,71.9346178884462,180895.18121406523,0.0003976591162111787,0.16913147718419644,0.003976591162111787,107,190,54.13322615392536,103.84672392142532
0.725,0.775,0.00012692358464659877,0.31160934714085764,57.11561309096945,140224.20621338594,0.0004073163588036566,0.15252581275001337,0.004073163588036566,87,144,43.10078760899606,78.1765790616062
0.725,0.8,0.00010041638523683045,0.2087196601308146,45.1873733565737,93923.84705886658,0.00048110650033587963,0.14744469829380757,0.0048110650033587965,70,103,34.16811713305693,53.35871243893926
0.725,0.825,6.748526346465989e-05,0.12245494123848814,30.36836855909695,55104.72355731967,0.0005511028202057473,0.12936805462696685,0.0055110282020574735,50,63,23.138076400766213,26.112894893427455
0.725,0.85,5.0857400586542735e-05,0.07859562263039684,22.885830263944232,35368.03018367857,0.0006470767567515097,0.12169177795873715,0.006470767567515096,39,42,17.516211518810405,15.562093727989325
0.725,0.875,3.142333150730413e-05,0.047385094345909526,14.14049917828686,21323.292455659288,0.0006631480203018044,0.0968361711147246,0.006631480203018045,29,25,11.126602283608394,8.880497852417808
0.725,0.9,1.6952466862180903e-05,0.007505186284508743,7.628610087981406,3377.333828028934,0.0022587669672066695,0.13126786534575766,0.022587669672066695,13,10,5.838737172936797,4.185949463626813
0.725,0.925,6.586224354434116e-06,0.0018856942197011273,2.963800959495352,848.5623988655072,0.00349273189980823,0.10174360990210468,0.034927318998082296,4,3,2.2068052410682277,1.7415274605710187
0.725,0.95,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.75,0.5,0.0002991863021506566,1.1063780640376941,134.63383596779548,497870.12881696236,0.0002704195897185317,0.19080782658120538,0.0027041958971853164,179,454,100.09245845194775,263.3838855510991
0.75,0.525,0.0002960554919654714,1.0981334783015813,133.22497138446212,494160.0652357116,0.0002695988218329916,0.18951858833366453,0.002695988218329916,178,447,99.09473099339249,260.6220623741404
0.75,0.55,0.0002863384574258521,1.0702304513710321,128.85230584163344,481603.70311696443,0.00026754841170799674,0.18567237213124105,0.0026754841170799674,173,436,95.89024984585753,255.57907765033332
0.75,0.575,0.00028320764724066693,1.0169183008795635,127.44344125830013,457613.2353958036,0.00027849596864931237,0.18839449201405026,0.0027849596864931237,172,417,94.89262536593375,242.7170954636536
0.75,0.6,0.00027035980251586243,0.9495683605475438,121.66191113213809,427305.7622463947,0.00028471862979929794,0.18611666404786625,0.0028471862979929795,166,401,90.69074316262727,231.34637579219194
0.75,0.625,0.00026361127616939645,0.8902942066942197,118.6250742762284,400632.39301239885,0.0002960945653552212,0.187414620048839,0.002960945653552212,161,380,88.37804528847417,218.37658952865166
0.75,0.65,0.0002538942416297772,0.819238374403338,114.25240873339973,368657.26848150213,0.0003099149765960263,0.18817155092800614,0.003099149765960263,156,349,85.1737376504039,199.71911888369553
0.75,0.675,0.00021880612162461266,0.7264934166727202,98.4627547310757,326922.0375027241,0.0003011811485184912,0.17220663621417118,0.003011811485184912,141,310,73.77976439651636,178.04776822147605
0.75,0.7,0.00019591663837612513,0.5950540868601156,88.1624872692563,267774.33908705204,0.00032924173231026123,0.1703724450529231,0.0032924173231026117,128,263,66.16287173684194,152.37641409378836
0.75,0.725,0.00017912647350597607,0.4694777883504026,80.60691307768923,211265.00475768116,0.00038154408568586427,0.1753712945444233,0.003815440856858643,116,216,60.43302634024208,121.98075334470039
0.75,0.75,0.00015639929224952042,0.3612785079499462,70.3796815122842,162575.3285774758,0.00043290505470972815,0.17455004977234648,0.004329050547097282,104,168,52.92307635568477,92.37994002550482
0.75,0.775,0.00012346817047734985,0.2815840116744944,55.560676714807435,126712.8052535225,0.0004384772052330749,0.15608360018518008,0.0043847720523307486,84,127,41.89042653211626,70.26519401622826
0.75,0.8,9.71232730596134e-05,0.18496110056240533,43.70547287682603,83232.4952530824,0.0005251010767361016,0.151491883831715,0.005251010767361015,68,89,33.06498948694049,47.43189144225519
0.75,0.825,6.732296147262801e-05,0.10704671622047307,30.295332662682604,48171.022299212884,0.0006289119727313246,0.13803295776530852,0.006289119727313246,49,56,23.02999826010874,22.936144930647668
0.75,0.85,5.0857400586542735e-05,0.0664197177777283,22.885830263944232,29888.872999977735,0.0007656973303731218,0.13237680739644123,0.007656973303731217,39,37,17.516211518810405,13.305944214736305
0.75,0.875,3.142333150730413e-05,0.036989134898660715,14.14049917828686,16645.11070439732,0.0008495286952072484,0.10960273635502538,0.008495286952072485,29,23,11.126602283608394,7.222296955832399
0.75,0.9,1.6952466862180903e-05,0.007505186284508743,7.628610087981406,3377.333828028934,0.0022587669672066695,0.13126786534575766,0.022587669672066695,13,10,5.838737172936797,4.185949463626813
0.75,0.925,6.586224354434116e-06,0.0018856942197011273,2.963800959495352,848.5623988655072,0.00349273189980823,0.10174360990210468,0.034927318998082296,4,3,2.2068052410682277,1.7415274605710187
0.75,0.95,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.775,0.5,0.00026296206820126895,0.88585236468445,118.33293069057103,398633.5641080025,0.00029684638059857617,0.18742118925329168,0.002968463805985762,157,358,87.95506222373112,206.70588745976548
0.775,0.525,0.00026296206820126895,0.881037963546423,118.33293069057103,396467.0835958904,0.0002984684872633336,0.18793256986656579,0.002984684872633336,157,354,87.95506222373112,205.0703131175904
0.775,0.55,0.00025653814583886676,0.8669610806612085,115.44216562749004,390132.4862975438,0.0002959050314498684,0.18482401805675408,0.0029590503144986836,154,348,85.85391593628316,202.4607642671719
0.775,0.575,0.00025340733565368153,0.8245322427729814,114.03330104415669,371039.50924784166,0.0003073346589836781,0.18720679926004025,0.0030733465898367804,153,335,84.8562272183413,193.079979627675
0.775,0.6,0.00024369030111406225,0.7632512139061762,109.66063550132802,343463.0462577793,0.00031927928403402216,0.1871159244681753,0.003192792840340222,148,321,81.65179391952441,183.39811518951274
0.775,0.625,0.00023694177476759625,0.7085935967581399,106.62379864541832,318867.118541163,0.00033438317231713593,0.18882056041532796,0.0033438317231713594,143,303,79.33921627728716,171.97225519314892
0.775,0.65,0.000227224740227977,0.6626048680590735,102.25113310258965,298172.19062658306,0.000342926457654276,0.1872554908834637,0.0034292645765427597,138,284,76.13478081685385,161.15514302891884
0.775,0.675,0.00019839824059318277,0.588910976862197,89.27920826693224,265009.93958798866,0.0003368900366746046,0.17342801315625586,0.0033689003667460456,125,255,66.73418404842711,145.49815053042445
0.775,0.7,0.0001788018695219123,0.4676172108182514,80.46084128486054,210427.74486821314,0.000382368025353556,0.1754014053546265,0.0038236802535355596,114,216,60.22017291835323,123.47457244059453
0.775,0.725,0.00016562942081304406,0.37195966447138634,74.53323936586983,167381.84901212386,0.0004452886606627892,0.18217795237648063,0.004452886606627892,106,180,55.806690177219416,101.03966894260788
0.775,0.75,0.0001460330497417736,0.2935875119432638,65.71487238379812,132114.38037446872,0.0004974089285173502,0.180795918814777,0.004974089285173501,95,141,49.29302295996118,76.66051556961786
0.775,0.775,0.0001134265319536668,0.22741505513818233,51.041939379150065,102336.77481218205,0.0004987643930818318,0.15955532556502597,0.004987643930818317,77,105,38.47364586329363,58.86021762227567
0.775,0.8,9.021244472111553e-05,0.1579037132256853,40.59560012450199,71056.6709515584,0.0005713130038441755,0.15229180624704078,0.005713130038441754,62,74,30.643992652978277,40.42711259357755
0.775,0.825,6.68360554965324e-05,0.09426358487376318,30.07622497343958,42418.613193193436,0.0007090336696407054,0.1460310109595126,0.007090336696407053,46,49,22.707197007976685,20.472030591645588
0.775,0.85,5.037049461044711e-05,0.05667104216362569,22.6667225747012,25501.96897363156,0.000888822451244375,0.14193904297451823,0.008888224512443749,36,31,17.191619187854986,11.670498832801886
0.775,0.875,3.0936425531208506e-05,0.028875414664379255,13.921391489043828,12993.936598970664,0.0010713759747101302,0.12212716477465461,0.010713759747101299,26,19,10.79407127537004,6.173464777701488
0.775,0.9,1.662786287811716e-05,0.0067529697648688256,7.482538295152722,3038.8363941909715,0.002462303765170219,0.1357360755922496,0.024623037651702193,11,7,5.623297860301617,3.4370902330091018
0.775,0.925,6.423922362402243e-06,0.001634955379821155,2.8907650630810093,735.7299209195197,0.0039291117309298955,0.10657456976555849,0.039291117309298955,3,2,2.1021994740074974,1.350773051067926
0.775,0.95,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.8,0.5,0.0002265755322598495,0.6960115920093615,101.95898951693228,313205.21640421264,0.00032553413601307097,0.18218433401684217,0.0032553413601307092,134,269,75.7121138873457,159.6784659416656
0.8,0.525,0.0002265755322598495,0.6944295110366809,101.95898951693228,312493.2799665064,0.00032627578272358506,0.18239174627801247,0.0032627578272358504,134,267,75.7121138873457,159.0558787647872
0.8,0.55,0.00022015160989744724,0.680748357016945,99.06822445385126,306336.7606576253,0.0003233964615972878,0.17899249494071362,0.003233964615972878,131,263,73.6108804827725,156.60405838519245
0.8,0.575,0.00021702079971226208,0.644784159459411,97.65935987051793,290152.87175673497,0.00033657898775648113,0.18130109897671562,0.0033657898775648113,130,254,72.6131068394033,149.2092363984294
0.8,0.6,0.0002135653855430131,0.5895720420578203,96.1044234943559,265307.41892601916,0.0003622379799381131,0.18658154311108163,0.003622379799381131,127,242,71.40408514981286,141.29382807137435
0.8,0.625,0.00020714146318061085,0.5576989461273418,93.21365843127488,250964.5257573038,0.0003714216507293047,0.18606872624130494,0.0037142165072930463,124,231,69.30290589562561,135.01646508300817
0.8,0.65,0.00019742442864099154,0.5364196740768514,88.8409928884462,241388.85333458314,0.0003680409913762915,0.18082346943225538,0.0036804099137629142,119,223,66.09839148872203,130.16572235342235
0.8,0.675,0.0001685979290061974,0.4904696952611586,75.86906805278883,220711.36286752135,0.00034374790254151113,0.16149251688832314,0.003437479025415111,106,206,56.69750812801285,121.4088851553846
0.8,0.7,0.00014900155793492694,0.3978167049823449,67.05070107071712,179017.5172420552,0.00037454826825721065,0.15847310172855517,0.003745482682572106,95,176,50.183477431961066,104.39814743631999
0.8,0.725,0.00013599141121809058,0.3249288873681364,61.19613504814076,146217.99931566138,0.00041852668846896235,0.16003816966210827,0.004185266884689624,88,148,45.87644510623865,84.93133384916155
0.8,0.75,0.00012594977269440755,0.2590221284159358,56.6773977124834,116559.95778717111,0.00048625101440043125,0.16601036754152354,0.004862510144004312,81,117,42.459904197673495,65.15526110117304
0.8,0.775,9.976717726870295e-05,0.19683420829584092,44.89522977091633,88575.39373312841,0.0005068589354079823,0.1508494228248269,0.005068589354079822,66,86,33.73978716180969,48.82855097176488
0.8,0.8,8.000850420540063e-05,0.14163636358467116,36.00382689243028,63736.363613102025,0.0005648867436332549,0.14261165636651288,0.005648867436332549,54,64,27.12008956051761,35.16542132751764
0.8,0.825,5.9762925166002674e-05,0.0933663783285247,26.893316324701203,42014.870247836116,0.0006400904290805536,0.13120272247814466,0.006400904290805536,39,45,20.17986201509586,20.09362315300418
0.8,0.85,4.6752778449166295e-05,0.05597170005112647,21.038750302124832,25187.265023006912,0.0008352931643394912,0.1325651700621633,0.008352931643394913,32,28,15.873596350259263,11.391064699846861
0.8,0.875,2.7643313353991442e-05,0.028373936984619312,12.43949100929615,12768.271643078691,0.0009742501849135733,0.11008713101919546,0.009742501849135733,24,17,9.692788246304966,5.966453056651067
0.8,0.9,1.662786287811716e-05,0.0067529697648688256,7.482538295152722,3038.8363941909715,0.002462303765170219,0.1357360755922496,0.024623037651702193,11,7,5.623297860301617,3.4370902330091018
0.8,0.925,6.423922362402243e-06,0.001634955379821155,2.8907650630810093,735.7299209195197,0.0039291117309298955,0.10657456976555849,0.039291117309298955,3,2,2.1021994740074974,1.350773051067926
0.8,0.95,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.825,0.5,0.00019331980650361515,0.5111985352459838,86.99391292662682,230039.3408606927,0.00037816971914951113,0.18137933625189914,0.003781697191495111,112,188,64.46738322585605,111.26930114110067
0.825,0.525,0.00019331980650361515,0.5111985352459838,86.99391292662682,230039.3408606927,0.00037816971914951113,0.18137933625189914,0.003781697191495111,112,188,64.46738322585605,111.26930114110067
0.825,0.55,0.0001868958841412129,0.500551836958855,84.1031478635458,225248.32663148473,0.00037337967886945465,0.17720724122112222,0.0037337967886945465,109,185,62.36597232559417,109.64558458081495
0.825,0.575,0.00018376507395602773,0.4706565508665356,82.69428328021247,211795.44788994102,0.00039044410115549017,0.17968721464266743,0.0039044410115549014,108,178,61.36800887616908,103.96537526232176
0.825,0.6,0.00018360277196399584,0.42454780066276676,82.62124738379813,191046.51029824503,0.00043246666612657355,0.18902628231886187,0.004324666661265735,107,169,61.262588484548104,98.38126691927607
0.825,0.625,0.00018047196177881065,0.40650084877762294,81.2123828004648,182925.38194993034,0.00044396453862643266,0.18988264286332648,0.004439645386264327,106,163,60.26461871046037,94.51668400172728
0.825,0.65,0.00017404803941640845,0.38541944115987187,78.3216177373838,173438.74852194235,0.00045158085148126547,0.18806526214917513,0.004515808514812655,103,156,58.16332885785542,89.74009372242672
0.825,0.675,0.00015180776413604836,0.36200324472185674,68.31349386122176,162901.46012483555,0.00041935470565378224,0.16925597510975532,0.004193547056537822,94,145,50.96834030049692,85.85652044343071
0.825,0.7,0.0001322113930647779,0.30032648698957304,59.49512687915006,135146.91914530785,0.0004402255505002066,0.16183718664896973,0.004402255505002065,83,129,44.45406102091978,76.33367082274897
0.825,0.725,0.0001224943585251586,0.24115857327847412,55.12246133632137,108521.35797531335,0.0005079411312643243,0.16732891372755954,0.005079411312643243,78,107,41.250155794690144,61.37427954759178
0.825,0.75,0.00011558353018666076,0.19717755408212245,52.01258858399734,88729.8993369551,0.0005861901002105006,0.17461175365438875,0.0058619010021050055,72,87,38.83097695485977,46.99103644763707
0.825,0.775,8.956323675298803e-05,0.15039785898004254,40.303456538844614,67679.03654101914,0.0005955087217356789,0.15492275457458418,0.005955087217356788,58,63,30.21651317012104,33.976324473638016
0.825,0.8,7.309767586690276e-05,0.1080371793118011,32.893954140106246,48616.73069031049,0.000676597411488678,0.1491843296892243,0.006765974114886779,48,48,24.699822560316065,24.329554404191057
0.825,0.825,5.317670081156855e-05,0.07935814499123942,23.929515365205845,35711.16524605774,0.0006700849776344807,0.12662862539054082,0.006700849776344807,35,36,17.973206421170598,15.733563645426445
0.825,0.85,4.3297364279917384e-05,0.04638213898638965,19.483813925962824,20871.962543875343,0.0009334921852703374,0.13486284899536888,0.009334921852703374,29,21,14.663309311806938,8.51701736932851
0.825,0.875,2.7318709369927692e-05,0.025104026224977,12.293419216467461,11296.81180123965,0.0010882202370688736,0.11566307783442072,0.010882202370688735,22,13,9.472818286391814,4.811637684024273
0.825,0.9,1.662786287811716e-05,0.004867275545167698,7.482538295152722,2190.273995325464,0.003416256738253815,0.15988205612281103,0.03416256738253815,11,4,5.623297860301617,2.110313280211394
0.825,0.925,6.423922362402243e-06,0.00025073883987997223,2.8907650630810093,112.8324779459875,0.02561997321786027,0.2721421016587871,0.2561997321786027,3,1,2.1021994740074974,1.0
0.825,0.95,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.85,0.5,0.00016368179690866167,0.28721378111396817,73.65680860889775,129246.20150128567,0.000569895345111284,0.20488209380510436,0.0056989534511128394,94,115,54.53702302035569,63.036702538226514
0.85,0.525,0.00016368179690866167,0.28721378111396817,73.65680860889775,129246.20150128567,0.000569895345111284,0.20488209380510436,0.0056989534511128394,94,115,54.53702302035569,63.036702538226514
0.85,0.55,0.0001635194949166298,0.2798522773993266,73.58377271248341,125933.52482969698,0.0005843064649543683,0.20735350036022274,0.005843064649543683,93,114,54.43184078110403,62.432136995610804
0.85,0.575,0.0001603886847314446,0.2737833659341121,72.17490812915007,123202.51467035046,0.0005858233358488376,0.20562525488081973,0.005858233358488376,92,112,53.433655638469546,60.64396211999312
0.85,0.6,0.0001603886847314446,0.24562994332497295,72.17490812915007,110533.47449623783,0.0006529687812501239,0.21708975516576265,0.006529687812501239,92,107,53.433655638469546,57.18695986990204
0.85,0.625,0.00015725787454625941,0.23936316742701913,70.76604354581674,107713.4253421586,0.0006569844318015499,0.21562047423608027,0.006569844318015499,91,104,52.43554593327836,55.27300820883525
0.85,0.65,0.00015083395218385716,0.22738512700708985,67.87527848273572,102323.30715319043,0.0006633413282969655,0.21218972026765187,0.006633413282969654,88,100,50.33413159289935,53.23601787701231
0.85,0.675,0.0001348552972738675,0.21819080347988787,60.68488377324037,98185.86156594954,0.0006180613257895538,0.19366718803213392,0.006180613257895538,81,96,45.133760211149706,52.02905846370013
0.85,0.7,0.00012184515055703113,0.19720102015265098,54.83031775066401,88740.45906869294,0.000617872820651294,0.184060215923511,0.006178728206512939,74,91,40.82589695976221,49.33967911646097
0.85,0.725,0.00011542122819462889,0.15817890079198121,51.939552687583,71180.50535639154,0.0007296878889455535,0.19467835666395686,0.007296878889455533,71,77,38.724965877429476,38.77212984984586
0.85,0.75,0.0001086727018481629,0.14420825804899173,48.902715831673305,64893.71612204628,0.0007535816833127796,0.19196924471122684,0.007535816833127797,66,70,36.41228647762575,34.29006410977852
0.85,0.775,8.92386327689243e-05,0.12016020975732894,40.157384746015936,54072.094390798025,0.0007426637565725567,0.17269462704324556,0.007426637565725567,56,53,30.00383711769797,26.486913261418444
0.85,0.8,7.277307188283903e-05,0.08819548953633634,32.74788234727756,39687.970291351354,0.0008251337144951918,0.16438181713030384,0.008251337144951916,46,40,24.48690467389047,18.409621553052666
0.85,0.825,5.301439881953667e-05,0.06887056125347643,23.856479468791502,30991.752564064394,0.0007697686479484094,0.13551372604094622,0.007697686479484094,34,32,17.866652262597118,12.793995721442398
0.85,0.85,4.3297364279917384e-05,0.043347683253782375,19.483813925962824,19506.457464202067,0.0009988391773195723,0.13950339305141052,0.009988391773195724,29,20,14.663309311806938,7.720499655447542
0.85,0.875,2.7318709369927692e-05,0.025104026224977,12.293419216467461,11296.81180123965,0.0010882202370688736,0.11566307783442072,0.010882202370688735,22,13,9.472818286391814,4.811637684024273
0.85,0.9,1.662786287811716e-05,0.004867275545167698,7.482538295152722,2190.273995325464,0.003416256738253815,0.15988205612281103,0.03416256738253815,11,4,5.623297860301617,2.110313280211394
0.85,0.925,6.423922362402243e-06,0.00025073883987997223,2.8907650630810093,112.8324779459875,0.02561997321786027,0.2721421016587871,0.2561997321786027,3,1,2.1021994740074974,1.0
0.85,0.95,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.875,0.5,0.00010473038170281834,0.09710776905673618,47.128671766268255,43698.49607553128,0.0010784964243347882,0.225450890403139,0.01078496424334788,60,40,34.886859816901655,17.897661825593726
0.875,0.525,0.00010473038170281834,0.09710776905673618,47.128671766268255,43698.49607553128,0.0010784964243347882,0.225450890403139,0.01078496424334788,60,40,34.886859816901655,17.897661825593726
0.875,0.55,0.00010456807971078648,0.08974626534209465,47.055635869853916,40385.819403942594,0.001165152436284608,0.23415163628444216,0.011651524362846081,59,39,34.78172856236489,17.03954585674073
0.875,0.575,0.0001014372695256013,0.08974626534209465,45.64677128652058,40385.819403942594,0.001130267305708409,0.22714104251830755,0.01130267305708409,58,39,33.78349587798438,17.03954585674073
0.875,0.6,0.0001014372695256013,0.0823847616274531,45.64677128652058,37073.142732353896,0.0012312625238184742,0.23707205406459445,0.012312625238184742,58,38,33.78349587798438,16.218175442017078
0.875,0.625,9.830645934041612e-05,0.07935030589484583,44.23790670318725,35707.63765268063,0.0012388920021391065,0.23410678932050358,0.012388920021391065,57,37,32.78538073036247,15.383941921926448
0.875,0.65,9.501334716319905e-05,0.07198880218020429,42.75600622343957,32394.96098109193,0.0013198350894262569,0.2375518412840089,0.013198350894262568,55,36,31.682002916052706,14.594295621624337
0.875,0.675,8.216550243839457e-05,0.06437655962568278,36.97447609727756,28969.451831557253,0.0012763263976227608,0.21723604645920794,0.012763263976227608,49,34,27.479355699834038,13.775798596801167
0.875,0.7,7.277307188283903e-05,0.06134210389307552,32.74788234727756,27603.946751883985,0.0011863478306790496,0.19710499532489142,0.011863478306790494,46,33,24.486904673890468,12.902645909426498
0.875,0.725,7.261076989080715e-05,0.06134210389307552,32.67484645086322,27603.946751883985,0.001183701980900001,0.19666540231949836,0.01183701980900001,45,33,24.380772265003863,12.902645909426498
0.875,0.75,6.915535572155822e-05,0.05995788735313433,31.1199100747012,26981.04930891045,0.001153398806636623,0.18945624070692257,0.01153398806636623,42,32,23.17145503121639,12.408430279746451
0.875,0.775,5.614520900472186e-05,0.055683370616950716,25.26534405212484,25057.51677762782,0.0010082940091925858,0.1596085682159545,0.010082940091925856,35,25,18.863791193856798,11.063761931190596
0.875,0.8,4.3297364279917384e-05,0.03440409856646037,19.483813925962824,15481.844354907167,0.0012584943679392554,0.15658949547080303,0.012584943679392552,29,17,14.663309311806938,6.321729422285236
0.875,0.825,3.0124915571049133e-05,0.0313696428338531,13.55621200697211,14116.339275233895,0.0009603206428139278,0.11409780992051224,0.009603206428139279,21,16,10.250435139917073,5.527589566223923
0.875,0.85,2.0570183023461707e-05,0.008813062346780677,9.256582360557768,3965.8780560513046,0.0023340562240519937,0.14698769905032785,0.023340562240519933,17,7,7.1594078622491555,1.4239569218628187
0.875,0.875,1.1015450475874278e-05,0.008060845827140761,4.9569527141434255,3627.3806222133426,0.001366537794183509,0.0823034824770952,0.013665377941835088,13,4,4.089749318245502,1.1953875504930669
0.875,0.9,7.073130330529734e-06,0.00019786443273927393,3.18290864873838,89.03899473267327,0.03574735606904148,0.3373137542432602,0.35747356069041475,7,1,2.5349639474150996,1.0
0.875,0.925,3.2931121772170576e-06,0.0,1.4819004797476758,0.0,,,,2,0,1.1034026205341136,0.0
0.875,0.95,3.1308101851851853e-06,0.0,1.4088645833333333,0.0,,,,1,0,1.0,0.0
0.9,0.5,4.923438066622401e-05,0.03747745234909478,22.155471299800805,16864.85355709265,0.0013137067111076777,0.17060419494930906,0.013137067111076777,29,12,16.445393422838592,6.056658493878814
