category,qcd_threshold,top_threshold,signal_xsec_pb,background_xsec_pb,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
CAT0_tight,0.875,0.875,1.1015450475874278e-05,0.008060845827140761,4.9569527141434255,3627.3806222133426,0.001366537794183509,0.0823034824770952,0.013665377941835088,13,4,4.089749318245502,1.1953875504930669
CAT1_qcdtight_topmedium,0.85,0.8,6.175762140696473e-05,0.08013464370919557,27.790929633134127,36060.589669138004,0.0007706731888779578,0.14634795646762688,0.007706731888779577,33,36,20.438777028818638,17.442122446334956
CAT2_qcdmedium_toptight,0.8,0.85,3.4554141692489303e-06,0.01262401679734409,1.5549363761620187,5680.8075588048405,0.00027371748823844244,0.02063039697275973,0.0027371748823844244,3,8,1.2115985307881207,5.036131806257422
CAT3_medium,0.8,0.75,4.972128664231961e-05,0.1582026220822555,22.374578989043822,71191.17993701497,0.0003142886381267919,0.08385747408029241,0.003142886381267919,32,69,16.763289558214844,43.484198417210926
CAT4_loose,0.7,0.7,8.37885223587133e-05,0.5139470737785361,37.70483506142099,231276.18320034124,0.00016302947644530893,0.07840280300805699,0.0016302947644530892,59,232,28.545074301941803,134.9416896802624
