feature,importance_top
r_hh,0.19690075617301164
mbb2,0.10465809931848129
drbb2,0.07215120116660004
pt_asym_34,0.06527612360602984
drbb1,0.06425849252340234
mhh,0.06220680674299081
delta_mbb,0.060615589625447705
pt_asym_12,0.060562405486334174
j4_pt,0.05803190627434114
mbb1,0.05461986889385647
avg_mbb,0.05141105544339619
j2_pt,0.043161435286469006
j1_pt,0.04186403272871948
j3_pt,0.03607853996461536
pt_sum4,0.028203686766304453
