feature,importance_qcd
r_hh,0.35745954613766745
drbb1,0.11038422999397292
mbb2,0.07555773532289761
mhh,0.06293077722632553
drbb2,0.052132377863268596
mbb1,0.05010416660708805
avg_mbb,0.04706267862665501
pt_sum4,0.04372766097293403
pt_asym_12,0.03859325941113138
j3_pt,0.03551418395693342
j2_pt,0.030016177876008413
delta_mbb,0.028412080495477884
j4_pt,0.024125887146293545
j1_pt,0.02376139833109058
pt_asym_34,0.0202178400322556
