seed,qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
27,0.825,0.525,61.22757539782108,141244.68196051745,0.0004334858810113375,0.16291497617933276,0.004334858810113374,92,132,49.751479646407816,43.69175991369574
27,0.8,0.775,41.08810361010235,85372.3839321364,0.0004812809683604924,0.14062333481171005,0.004812809683604923,70,88,33.95443327560919,44.46346868883793
27,0.825,0.775,29.020088922086494,54674.773851103535,0.0005307765698513403,0.12410956149646953,0.005307765698513403,57,64,24.521788808462524,32.48426121942731
27,0.875,0.775,17.631410737867274,25358.49960125731,0.0006952860388077962,0.11071979827711473,0.006952860388077961,37,26,15.073548689080829,12.379430983189792
27,0.85,0.775,23.32574982997688,41092.90862884116,0.0005676344315429071,0.11506736611677086,0.005676344315429071,47,45,19.797033170077047,24.218104925929822
28,0.875,0.75,27.797372482382734,50819.20920855751,0.0005469855378564587,0.12330758589102475,0.005469855378564588,49,37,23.69318748548527,20.89188989274082
28,0.85,0.75,37.11237455516405,72011.96428868141,0.0005153640082138024,0.13829816378058415,0.005153640082138024,61,57,31.307490304004773,30.634969805567
28,0.8,0.5,91.48789286115394,223160.78881023536,0.00040996401450682545,0.19366657903760526,0.004099640145068254,129,192,75.65147950686577,81.26644948006994
28,0.825,0.525,76.8385462392645,185742.97453196472,0.0004136821133228986,0.1782883400363529,0.004136821133228987,110,148,63.65404045246702,62.23211060174823
28,0.8,0.775,51.68131762442192,96499.28113911924,0.000535561685168566,0.1663686675990023,0.00535561685168566,79,95,43.168692799780544,49.06210657018824
28,0.825,0.775,42.3663155516406,81077.49650845159,0.0005225409931993188,0.1487888994735495,0.005225409931993189,67,71,35.5486469776411,38.05617769607874
28,0.875,0.775,26.363281904316235,44182.65138543596,0.0005966885435265307,0.12542196092417704,0.005966885435265307,46,35,22.435780576935347,19.214591171154712
28,0.85,0.775,34.405000504294215,60870.34063084467,0.0005652178080117438,0.1394500590522647,0.005652178080117438,57,52,29.056408011308385,27.33707829463331
29,0.875,0.75,26.763399881673088,37350.59329428955,0.0007165455089508547,0.13848174605148755,0.007165455089508547,40,33,21.453650239334124,16.057263900443992
29,0.85,0.75,33.8430394441387,51263.37904105865,0.0006601796463130651,0.14947403055511216,0.006601796463130651,51,50,27.156295476941516,25.41785045339032
29,0.8,0.5,82.15475902586682,270519.1163063215,0.0003036929890486524,0.1579551339245966,0.0030369298904865238,128,240,66.20021961441947,104.24886465517652
29,0.825,0.525,70.64169511832694,193670.51855371636,0.00036475192840842107,0.16052007513220737,0.0036475192840842107,108,162,56.7862929664008,67.8099399369675
29,0.8,0.775,42.555187627958176,82556.80510331372,0.0005154655340005408,0.14810716564413307,0.005154655340005408,67,92,34.3373408367078,50.75267332610747
29,0.825,0.775,39.44487089157953,65020.8584644321,0.0006066494940720719,0.15469069451688072,0.006066494940720719,59,65,31.622230334588934,37.0981171894733
29,0.875,0.775,23.962484157952673,33932.662055171786,0.0007061775500840929,0.13008369750507517,0.007061775500840929,36,31,19.22067676607333,15.195178136068732
29,0.85,0.775,31.04212372041828,46481.40254501567,0.0006678396524363703,0.14398319734028325,0.006678396524363702,47,47,24.92334992831732,23.893307479741303
