job_index	replica	outer_fold	category_id	payload_key	receipt_sha256	runner_log_sha256	bundle_sha256	elapsed_seconds	structures	pooled_support_pass_results	pooled_feasible_results	receipt_bundle_sha_was_null	validation_payloads_opened	test_payloads_opened
984	98	4	exact3tag	replica_0098__exact3tag	970cfef5abd687b75b05b9262ec237993c9408a36f475ccecb13abfa67a9ba56	20590d96bfc260d8baa43d2af65815a9254bf1ff06b26eaf2c2268866726d62d	148260c814060e20b4dbbc692b98c14a978cf1f3de1eb6d9bbfe79ec393952ed	6493	27	27	2	True	0	0
985	98	0	ge4tag	replica_0098__ge4tag	fc120dc9cef895dd37bf3b1872b2b6e9e96e69cbcb9370b3a6e60b528061dc9e	7a200e3008ce4a3e83accb3bf5bd4aeab3d3b511d7f987de50b822445689a5dd	61822d4a3878372b433172040b160c832b2de81ab45abe18209909a5568dbfb8	1155	27	27	4	True	0	0
986	98	1	ge4tag	replica_0098__ge4tag	185e8ca1399ec99c292234f61938c436191d44aaf2ebc5fdcf3c8f1f2d555930	03c70d8e5b1171beff9c0c51efd214e3f00ea879b1daa470008fc808a2fbdd8f	e8074bebaba3051f1a0a17e391c5e5bde5b17a31555cb36ec6dc3ea4cfbeba55	1939	27	27	1	True	0	0
987	98	2	ge4tag	replica_0098__ge4tag	4a23782f61d152ba2294de68fb7fe5109b7385f62221e5da742e273b36d0d0bf	43056278f7712a5f917b28585d086c58b490c9322eda4d20b60f74df4f230e1b	86b77176518bb33e1b0d713fbd5c1a4ebbcb40ed26d30d48591afafa4c58a8d0	1623	27	27	0	True	0	0
988	98	3	ge4tag	replica_0098__ge4tag	616d0d07ef4d881f5897585f2ff4e85e5f352ea7b8ffb817e2d80a1b0aeaf828	7eb67417603933776be149bfa1bbb48a7fe96726a7f2cc09f036a47c54960bdc	c83322c799b3d5a24f08d09689b7a9525851ba705558b2c0359a4f53b3fbe2ac	884	27	27	0	True	0	0
989	98	4	ge4tag	replica_0098__ge4tag	dfde3c9863c5780863da63be71df7ea687193a734a7b233aee6a84905702f38c	22378b2f5aeda88aca337a0ba1e23aee1002f182b005473b8439535513216668	2e227b89e75e3574a9c70b10f0fafd419d06c0dbd5084d84b5b5485ec314dca7	1024	27	27	3	True	0	0
990	99	0	exact3tag	replica_0099__exact3tag	646a5e1d9552cfc93824a8668b2d99e60fab861cec26c80b13d065a6a2b33cba	627a518bacd0985f0ab878d500c094321bb984581232de69f11b3d98f8a2e083	e92281fd2b5daf29a38614750e3fd51fb7fd0e28db1c40120c3b11afc41f957b	5579	27	27	18	True	0	0
991	99	1	exact3tag	replica_0099__exact3tag	3864837a1cc7f01b036b1efe42b48e27628fb626546e1cb3669503fd0cd5449a	25bde80cba6ab2f832afefc70ce241d5a21e465ca6b3d661642f2321e0d13626	f4c4f113895bdc8f17468a222a7bc3e3dd8c00e10f3190a775dc87cd9e804e42	6137	27	27	11	True	0	0
992	99	2	exact3tag	replica_0099__exact3tag	b104cc01a0e0bcf8885145c1d90c987a13df088b579ce39e62732e5353d486d9	fef611749bf59ca18e2609153b5062bd3adf6b996e2f11f0da5f475732f095be	e81484080689fe6510677665bc6f4e59fb2e74b0601a4710e30b7d807cc5bdc2	5869	27	27	10	True	0	0
993	99	3	exact3tag	replica_0099__exact3tag	cd3460ac6503b8984aedf48d9e79bcab448e697620122e534e7b6ace493079c0	0a978321dc10cca948b4ef168e61dccb548392ba9ac4e0dbc034f213c2899169	576153b31533291eb06adbe21ecb79ac7743d886f8e5e4abbe327d727f8713e1	5429	27	27	14	True	0	0
994	99	4	exact3tag	replica_0099__exact3tag	d74498fb5bad709615e4826ae572b971e198df06b80a4886d02cec685a008453	61f17fb7ba79a64f25588afa7f9fb8d945f7a7596c3266b6e4b115d267571a33	dd6a59d3685f24692cf32856044579bb56d61d15df2d3b8d3254f7334a1b3115	3590	27	27	10	True	0	0
995	99	0	ge4tag	replica_0099__ge4tag	aff3d439d6848bacc6ba0aef8bb12b69a42bbdfaf2ed4cdebb9c525c4703c402	9c1bffaf2fbba7ef6f92587aa670a14aa6ea38318f59750f579fc2be7a8e1e9f	a3dbcf6c5b4ed2223c0a9ed972e8303ddab097b45ecf6398602580563e30f2ef	1539	27	27	8	True	0	0
996	99	1	ge4tag	replica_0099__ge4tag	b34d1c3e46ec029a588d93f55bf278a6466a5e16a6f5a141fb5c4208629b96bd	ca1d18dafee986be704cef79a0892dd0aeb37eafe7591db1337ec4ef28da5c17	a42edba0b4dd4ff47f3090b149f1d083904ae1765136ac8bd5d44eb720c17bd1	804	27	27	12	True	0	0
997	99	2	ge4tag	replica_0099__ge4tag	76e87592fbb752f61774f537668d92c290c9099afc324bf0667850572d309560	24fdd6088cd963e92be40231fe98a0129219a9d3aa3066614f4d4f90c0fa748a	dcaff2c1638fea2058b3d5adc781a05e83a43fd729fe13fa5c2d8ac097601159	1492	27	27	10	True	0	0
998	99	3	ge4tag	replica_0099__ge4tag	68d8edb71f1c1e18eddd686b08270bf7025fe2ed30c3f44d27dfbac20efd4563	4f17d0df4eeb96a63332c5dd3c9b73f51a4ee43483bc35a1a8c3a20f079f42b7	42c60856a42ce2de140d7a8b9260841c21b15a54b704e2dabd198a53c94038ef	1214	27	27	14	True	0	0
999	99	4	ge4tag	replica_0099__ge4tag	aa7aad8419b85453748a71b0f346a0eb42ca82ad4aea6a855d4cab4f337b4513	89ae3b797ad3662cf0e520eca7919d1d60bfe9743e0f7e4f8ea502c8f1d9f340	2a3f5f230e588eee67e843a83fd6fd413b7515079b95bcbf4c71203b68f5856a	1053	27	27	7	True	0	0
1000	100	0	exact3tag	replica_0100__exact3tag	e92d3c1ea35d66f3a10d273cdc1285e1eb2520d57769364b15d7c520e2d27905	ab6787126752efd24b7f531038f1f0b3918fe01eb110c5c66eb53bd589a0d42b	cd73579c4ec5db0c09378034438707fb79a1ccae3374ad4665f84b239b96b2ed	4005	27	27	0	True	0	0
1001	100	1	exact3tag	replica_0100__exact3tag	481c198c54af7a00430995defd30fe24d036ef040eff94684af8dd8f4b6a2d71	893a00c63c79d72c55c8e483588e23887e7adb0d94a22a4dca443df34288acff	d70dcebe14194a3190d5b5835c6a16833c090488441f8166f1974702af50552c	6174	27	27	1	True	0	0
1002	100	2	exact3tag	replica_0100__exact3tag	4453079e2bcfa86256a0a88938ab2e9c8f228d0fa8982bd768213ea7b9971ac1	bda1f9374e8ce14f0a50d1fccfa088b82ce6f6bddf5f1cc265a9ccaf0959fa01	72e263a36606e6409d7355e34247f4c534e8fc5b56e15f1e77c4d8ec2ad5e53e	6518	27	27	0	True	0	0
1003	100	3	exact3tag	replica_0100__exact3tag	3290f1adf453b3555271eb3221dc549a23b6756d4b9f2ae3b5613bdb5c0dd0b2	77c31cc4acf28c5e22a923a0a02228a1ff4257c0a1f9f492ea50893df83888da	48f29300b1a4af945bc593961db0d34063f687df677020e66a25414a0b0b6c26	3533	27	27	0	True	0	0
1004	100	4	exact3tag	replica_0100__exact3tag	05749ea0c57a9cd48f6218b628237d75a28dae0ebfaa928e257025d24628f6ba	4849f828bcf3765dc99f31d6a2e5c602924c0a6767f1a18bbdabd36b5ab247c4	6421a1bcc9b566d1afce89f56ec67b70c8112e0542ac30b5a11e694ff283d668	6160	27	27	0	True	0	0
1005	100	0	ge4tag	replica_0100__ge4tag	ddd63ea6a7d223b1d5704e04ad5b9b7cddf39a2846d4b3ec6cb7253b54a4702c	2897931fae467c0c8e40a2c88414c3a3eca3586f4ea6d0ed5fdc1300618f2198	1f12b59aa112f25294a35584d2cb71e81ffa13bdc9396f928587bb79cf85e9e1	915	27	27	4	True	0	0
1006	100	1	ge4tag	replica_0100__ge4tag	ae83c85009b331bf5bf71e8e81f0c04266e111f9f39ebe3ac940b49cc5af1ce7	d3595c5d01549c913435dbdf8608a32ed24f021b586fba0a605714c8c49a3641	c806cecce643f6ef9bdb2c778cca20e909e4ac002425e7a3ec94e4c328483eda	1563	27	27	5	True	0	0
1007	100	2	ge4tag	replica_0100__ge4tag	ec268a99fbb5855cc40d855ea1bf0247038ef5944cd26cb1a9c328080ee5855f	b7f578768aa684b30897e98cc78ad05a5eda99b86358b241f89d5557663cf2c6	08c8291ea9bd6c65c77199142ff6046cd4f9a9a7d642e44b1eb1915dba3e3556	933	27	27	0	True	0	0
1008	100	3	ge4tag	replica_0100__ge4tag	59af720a576cf69410de3e0776b36c8c347497b8de4a0a6528f0927cef23b998	48e223bd0b8f7e4b1304f4c1e7ea317c312433f1570df4228a4a3308f7632583	31cb9c963d8ea44ae09ad5c3cc957f8cc70dbfcaab512be376b0110954773375	1521	27	27	8	True	0	0
1009	100	4	ge4tag	replica_0100__ge4tag	30fcb1fc9c5ad5383c48ff3b112c826272cb378111010e632b145016c1d6e204	d071ab4e75a07216ceb3737395601767b49f4b4026cacb7ea647e586d890efdf	022cfc73af0379e7124fd6a001f6b5924cf9f7a18c13f679cf47c84643040acd	1652	27	27	0	True	0	0
1010	101	0	exact3tag	replica_0101__exact3tag	91b4b7529dc4e48ef4a3cb7dd2ed83d28f69b6444b8ae1cea40720ae44aea421	9218e8bf122fbc409acba2e27d8ef8fd78bfeea8b38c7f3d4debf2d2c3c32044	027b98eaa7827d452683672dd8d66b1ccd14f8f50b9e040dcce0a4f3c2dacd0a	6177	27	27	0	True	0	0
1011	101	1	exact3tag	replica_0101__exact3tag	1167921e7f365ba924d387d9697f45fe2cdc0aec6b7a603bb56d14ccc7b154db	fce932668d2ed25362616df1d43a0fad0dd8f6e034d492e44bc2be832b32fd99	48483c48403ff94e82262f039dbd7efdd3cef13046cb692033bb4601261fa26a	5844	27	27	0	True	0	0
1012	101	2	exact3tag	replica_0101__exact3tag	abefacd6758bf4fa7b3f05d7c7a1b76a564e3bb12045135731cebb06217502b6	c2d7e3567264a18afc4626a18e8b1c1c0264d78359bb3ed5bb64af11ae86de70	05d092787f8b88e27345317212d683a49f6eaae61aa85d7cf0312d6493e0a1f0	5522	27	27	0	True	0	0
1013	101	3	exact3tag	replica_0101__exact3tag	66f20dc6a585907911a308b550140068badc3d0c03f38ded2072f69c53d39172	dbcdf8a87d64f22d4b72491f944bbdf219b24b0c79453366283ba209e27edefa	06c479c0e08c44d5ca55f67a6afa045c9fb24901be80d04fa57a0353a834829d	5653	27	27	0	True	0	0
1014	101	4	exact3tag	replica_0101__exact3tag	b97a60215dcfd3397cd8a254ef82d5fcfc5ab6404a34ab9c659346716c9fd838	286971408d5d160dc062dc2aec8ad6d6bba85b6061c83e06a3c41695efa3bfc7	8e8c7b2aec8a39fdfb94ad863135ecd2eda9bd8fd3d9d9c41e7248c8edbc1cbb	4222	27	27	0	True	0	0
1015	101	0	ge4tag	replica_0101__ge4tag	78413c42f98a61565682c89c0644c63b9de2f27d27217d6458901b0d5d37c72b	4f3eaaf623008b1091eb3e2ea463efd4fc7b2b1ef98f69116f579f11b336d6e0	591c0f7ea9534385124876ffde7a33f8942bb2dee47a91b339caedc342fe3fd5	1159	27	27	3	True	0	0
1016	101	1	ge4tag	replica_0101__ge4tag	349ff10cc0746e4d8c57d58faf447d5f30e2edf1f62ac08b18c7c3fe6217c5c0	26eba2fee055865d7ce1e9ecf47b05c92efea6b59bbb481ba86ea111be5ddfed	9501b433891f7df0f4f1d6e17fbea63ac6fed14b09926016195382228a83caef	1175	27	27	1	True	0	0
1017	101	2	ge4tag	replica_0101__ge4tag	36d8c6e523d79ff02f9042423648688305f8333738594ebe3d822a7ff5160fc3	6818849773f9e4f613b90aae0475e48cc717e9fe13cef9286b18fec94950a719	c22a0f08305bab1d24ae9d2c58c1011caf4fa355a6cd4c42bc2f8fa1ba4c4ae3	1082	27	27	3	True	0	0
1018	101	3	ge4tag	replica_0101__ge4tag	8266b7668c9806f62cec1aa7b8e205b2606a117bfcce33f590a6ba7806a95c2c	5e366ee5bacabcc9d2a808fc574a41a2f0eeae11ed7f738e946c07b005e57968	12880d606fd3b369d274441358abdf624df5d7ac0681b076bb00d1223358f118	1082	27	27	2	True	0	0
1019	101	4	ge4tag	replica_0101__ge4tag	2e63fee62eaae33f23c69756ef51b0b1066da82145cbd3ad4b5db78d0cb486dc	f10dbd25774ea110a5b0c745394afd40f54b5d6df62488926a12836e44aa3ac5	8b86786c9a384221106b7f340414aa0f7ee2c88cb89c7f78735e1d4e4c014f75	832	27	27	2	True	0	0
1020	102	0	exact3tag	replica_0102__exact3tag	c04529c16b843051e38646fbcf8e6f343f3cad08865624e7806e195e26c613d9	edaad3fbe505c883ba1725ec1b5f05a55ff95967d4af57ee01a931bad5c0b611	46d590d592d7901271058616b4450279b752a1fba2514cd27da9c778de4c3515	5359	27	27	4	True	0	0
1021	102	1	exact3tag	replica_0102__exact3tag	2a69abc06924f3296e2651a92a69dae63e9cc84c5f59ae4aeadea87304940aa5	dc52c6fc49c5881e9ecc9f1abfa775a2b20550d77751ea55ba3334cdf9cf3aa4	ebb3da427d6a84df8fbec8eb7772be793e0347af38a10e1a6a651510276d42ce	3858	27	27	0	True	0	0
1022	102	2	exact3tag	replica_0102__exact3tag	d0e7f382d09b76b0ed483c32bc3d511658aca25c05130e27cab46496be6910b5	66da190adc543a9a15cdec647dbd234457cb0702dd1a0c78352e93841af04615	21dd91c2d046c9ace635b05b56a29d41b69a7090aff38e6e7dc3f29aea8a053f	3260	27	27	1	True	0	0
1023	102	3	exact3tag	replica_0102__exact3tag	60a23e727aef9621343b27be9aebf6730488cc25380b9528fca1d64e1ff9e894	f676ff4f1e47a9cdddd5fa82b85726820c2edf394b3e050d19e8e77794798ae7	08d6b7f5ce9a1a5437c6689d649690f5b1aa22f0507bd605c53fa2e3f6c939ae	4009	27	27	6	True	0	0
1024	102	4	exact3tag	replica_0102__exact3tag	04ef1dbc748c31887b55b5b6b5bb43fc923e416f344cfa1c837d5a9664b4ffb7	89f22fec91dcdb58df5e8e9b15b02e389e179497796522c3b372ed974d8fc031	49bc11fb725c974445f8a2355bfaffe1ca06b2d0c5511b0993fc9b4d5faae8a8	4622	27	27	0	True	0	0
1025	102	0	ge4tag	replica_0102__ge4tag	10bcaf217ba7e741c2a381990678a33d2c2bfbe922aaa6b029fe065bf75c2c5d	f12cecf2e18bc6798b24d2fcb9e5949de4215a804eb25c79fc2f42f1ce6b5670	91efb67d0f85dd29e9533cd008b31c7faf93aaf82af22271e832e150003ddb6f	1854	27	27	11	True	0	0
1026	102	1	ge4tag	replica_0102__ge4tag	f973527089f81736ddd556af2fbfa7c582c4a6bf2c34224b36afdcf7a654f7a2	44d3cfc336163a688875d9d54c88537d140aa1b92ee5ede1f67207769168a988	c919e05bce98f3fdfd2e8bf07290e7bb9b9008c0b0a2fcd56d50d9abbedba67d	1616	27	27	7	True	0	0
1027	102	2	ge4tag	replica_0102__ge4tag	75ef71c17d292a775025df007f2115a9fda9afe35954e38eba69f49235ce6dbb	5a02bc41e43ef07f3cf204c4bb3a2c74a676de53e94fabc0bd0311a50513900d	5a1ca9d7f9e3130d6ca276e0545edf6b23e30444e42fbdf21b4a421c9545e068	1586	27	27	5	True	0	0
1028	102	3	ge4tag	replica_0102__ge4tag	bff91cbfcd704d26bc7d207d19e1ed1b9de804bb5c8d9fdd2583052305cba85f	6fac69dc6d1fb09237935a6935889dc442b75730c7ba0e9503119bd9fd449b45	dac1a7c6f33a44493368b0c6e10f803464f567848a17fcd40e4cabec0ac43c36	1526	27	27	11	True	0	0
1029	102	4	ge4tag	replica_0102__ge4tag	dc73167a258f7c6aa34b1214b8f8b702142d1ef641a752db359e14edf42f8860	43be06169a49af57b65fe0c4addaa9b8499b5f81a3d0d1cee5c89ef060fe77ec	4017469ec4775b1afb02ac46f4ec3714c266613de6c4fb3076a0309b9d642b9b	1696	27	27	10	True	0	0
1030	103	0	exact3tag	replica_0103__exact3tag	c1ad2fc4a68cb931b287a19d02584e77cd5d8c9ada5b94b5bcf39312541facbd	0ec0fa4d3da9a87f33f57afce89974587cf03b55c964c0a54c355c027935a55f	39be246f83749b6700da99a3a8f027c2a4a8f9eb972c756579237998e55e61b7	4113	27	27	8	True	0	0
1031	103	1	exact3tag	replica_0103__exact3tag	17bdaf90838c85134313516918e789eef8900f581689785325d924f442097afa	6f05cb222a6732ab4c9d2044bb14eef7d630207bd8d0aa3c4139b5b4c8c562e6	0fd9baa72311d1cfec5967a6040ccbf2776d0c32a9684c8226e14ee0dd5d34a3	6000	27	27	2	True	0	0
1032	103	2	exact3tag	replica_0103__exact3tag	b95497b0969b41cbfbc1ccce77fbecc3205675af46da43397a5c822e9a238e2b	a6a32686e561fd785e2723cf072fac10b26538b20ba7fdc384569eb3feb28954	7f7f6f1f37b20e594fc7027fabc72fb31693b20f1e5eeba9cf1b8f0c548718ff	3533	27	27	2	True	0	0
1033	103	3	exact3tag	replica_0103__exact3tag	58718876fad1fc44e20cfd9658e2a8d5711a5e76798fe353c1adb3023a292500	8cf58bf164366bfad83bb9322d7bf8d20a64b5ae5c49ea25123aecc93a59734a	cbc2d4d7a43a6d453ced39647ce67a31a18bf330c3ec383b53ecd7616d761752	6144	27	27	0	True	0	0
1034	103	4	exact3tag	replica_0103__exact3tag	14e8ac11dcf0413f63797f0a4fc1f4a0d7d7abf009ad837aa5e33794e3eaa5a8	44385164a91a32bc7ae242d8a1c8e236ccf09087c41d0112ee0ea8fe3fe1ba3a	74a09e5b04b596b9b48d505d8964afdb5dd68f71e4cb1db1e8149c3a6cb8d591	3306	27	27	12	True	0	0
1035	103	0	ge4tag	replica_0103__ge4tag	f99e543735d5f2cdce3111885a5106a704e09544ec4799911342c6524ac3e53e	6171507779d474ea07c4982b94f8e06b6050dc97e765f3d21173e6a9fc1a8936	48d9f3960c920f1061b9d5160927383589bf91074a23fe8d86cadb8fb4020092	1457	27	27	2	True	0	0
1036	103	1	ge4tag	replica_0103__ge4tag	334662dfe7b9290cdca5e8f853709f71bf8d8279458cbc49f4cf40c375565485	7c077614c9a586d44a3d3d3219568517c41d595f234d8fdbc64eadd516342012	20d6f8720d1a6611b1576d5c786cf41a97de055444b7df7968698c6d7995a9d8	1559	27	27	1	True	0	0
1037	103	2	ge4tag	replica_0103__ge4tag	ace74c56290d86470045398032d10276c32c8af7cff7d8ba9a7c40238d3c4053	d5aba852cf04a7c44b413e9f936497e7c1bb652fa5213fabaedc64daeb04eb45	e5a4b72d5ba248b0c75e28a6810237e365adc2cb262cc4cc69a4fc3f4921c108	955	27	27	4	True	0	0
1038	103	3	ge4tag	replica_0103__ge4tag	77bf95e466d9fdacb686e6ade40c02099db520e441802de49ad065c13b285dc3	949d86366a9f2cf90ef7867180c1397585d790872dc7fe8c853c6e935bc4cd69	996e716f77f02073fb0294a15b792dfa9cf2a52221c87b52610f3b6a37ffe78a	943	27	27	1	True	0	0
1039	103	4	ge4tag	replica_0103__ge4tag	187fd95cf18f8fbdb6c9a92ec99f93e85d1b06ce0259df79eb79558b55b79aff	4b579278a5fc0bb4ae28d512b9c7e2ddec072cd81984d89856c17cb4f10ebf4e	7c8054aabd383ebf1bb8c328d62bf0aee7f3412f5fdbf2ded173f7b279785d51	1689	27	27	8	True	0	0
1040	104	0	exact3tag	replica_0104__exact3tag	96e3c8c50bf7893b2ed764ef1118ab4595a5ede4459b36ec719f5449c77ef7d2	561cbe71f76bc437126c88684c85b4f5d4d53327cbc525133397d6dfc7dae344	9e8ad31181aa13ddb89cf706dde3d06a06b4c2b1c3d987d6618842dbdf1e2a16	6148	27	27	14	True	0	0
1041	104	1	exact3tag	replica_0104__exact3tag	e6449758c3c05997f85749ac8f9bacd32538772be327ceb264dd37c8043b7de0	cf4ef4139d90dd0e7920e4ea1c764c91401ea305584cf73ef1d33acb6740bbe7	4719aea99f28fc461403d7ed19203d6daaa025b460eca3c8696a6853981b7757	4629	27	27	1	True	0	0
1042	104	2	exact3tag	replica_0104__exact3tag	0680918a71a589a119c8991c3fbdaae4bce6a2fddd41a733dde5de80073edcce	7bebe6f3c60fd756f149237f269070fdec4935ed30e51b210f45c84f2c5c437d	8216b5864e0c424eb0f38575b5f6656be8e4aad32a3fbe1b17e1d728a7d69572	3875	27	27	7	True	0	0
1043	104	3	exact3tag	replica_0104__exact3tag	725e40014461ae6698c4a2367e76b96e8804215b1c2b8bc6203bfa3028cfb40c	d38f489d37ebbe8fbb6aba20a5d458a6ac9ba925292a4569448197a581eb7ebd	25e6d627270f50f58f9bd2fe66eb2adc9e9e99d94b3f832861f84e01db5d41b4	4120	27	27	6	True	0	0
1044	104	4	exact3tag	replica_0104__exact3tag	7b18db31576d686f0d92666a275c5868bf027fa21ae44e2adf6b81bb4ed1edfd	da81cbb4552b25e44dc28b39ffd6b4179080e9cdd3ca53245d12f82af7bcca58	ae44a634bf8c4273803c760f9b1153a927ce9af9de5a3cd9f246775331fa73e3	6738	27	27	8	True	0	0
1045	104	0	ge4tag	replica_0104__ge4tag	42e21340d02229fd9bb843bafc912ac086e45487d2f8a2b109871d1ddce2aad3	cd9b1c968818ff74d479b66f6c45751fb3ae48ef9c95745f29475205c35458ea	43c6a273cd02c6626fb9fa06d63a3b2ffadf6a3d6ab77ed3babc83576a9478f4	1844	27	27	11	True	0	0
1046	104	1	ge4tag	replica_0104__ge4tag	8e39e40a707055c25e5d478924e65d02d0859bc4fcd9c0f16ce00063c6e4b5cf	23860b6429e96475c9f3d1e5fd5a98665ece3333780a562f9ca1992d41eecb78	960a78a02dfac7e72a93e9e05c435aa3c712cf102b06ac1b3340df57c8488e83	1743	27	27	7	True	0	0
1047	104	2	ge4tag	replica_0104__ge4tag	6da8eec0dcfab5daff665e71b29e5a0041133565b8e3b557c325a08942e33291	a461a8a906d2a3ac6367383cfeded73e006916c37ce231a51a31ae72b3fa32d0	624f47fabb80b657302164e53db900aba049d70e50fd8b542e5a8700a4ac6160	1740	27	27	9	True	0	0
1048	104	3	ge4tag	replica_0104__ge4tag	e3b3d145467a9a84ac005f2251c639d5dfeb7e1fc4458de44e645e62ed39f9f0	9b8d3bc9e73a5e2d63097cf8df35ece08812182a7ec2bce1e27c940867ac41a8	61494733cfc3e20582f22eff9124d1a24f62b94ae8a6bd278b365fe5b25635a6	1891	27	27	9	True	0	0
1049	104	4	ge4tag	replica_0104__ge4tag	3627faa045f117708c65e81045532b7fd74fc1b98572257c48c650b26e1f48c6	9485372193dc9e2840ca3e72d201574cbc327fc985760ee5e9d945dc0ad5e4ca	dfcbac1b15ab83c08773cd5b914644ef4eca4f39b5b1b9c88d2db17d0efdc4e3	1240	27	27	15	True	0	0
1050	105	0	exact3tag	replica_0105__exact3tag	96c873c27dcf0875fe62f605cc49d81dbbb4a420b0b2d631519e70a314d69fae	14964091aaf9133ae487a1d86448b67c38089d55c2b85a38099f8fd6feb5f333	78b59cd25a0ec11663c619705ecb156ea760a866cb93d020c63b6d1d2509da7f	6018	27	27	4	True	0	0
1051	105	1	exact3tag	replica_0105__exact3tag	852826a0190b72adb50c64fb11db9027132bb1053ee6c3ae01337d27e9f04d4c	0ed8774d1e9c8c28061a1c07a81fb75c7c66c4de10a7f71a66a3dce604d4c0f3	0e337aaa6d376f2b831a9d3fdc22f3804d63340e6152ced3f7dc78b3e879a15b	5946	27	27	0	True	0	0
1052	105	2	exact3tag	replica_0105__exact3tag	5469a78cace1641bafd566e6d348d4779e2156cca9cb8b47fa4cc328cff02ec2	0abb54016c15c36cca680c82c0f4a4c977fc9f50984d3d28f457cb92a08f6076	9eb0095e903f42d209bfc385cf15b224fed8fa8e35128c456b4012ab35c021f4	6086	27	27	0	True	0	0
1053	105	3	exact3tag	replica_0105__exact3tag	10a93e76217131f746e0f1dc14ebd3ab47bbfd2b7331c957fe21347c164fc6b9	a9ba60de83145c4ee895d94006efec01c716953b5245c1aa78e7de86cb6d1cf8	f7f3f355bd0f6710c5efd7cb2dc3c679e5cd2cc5835bbf63802594b4aff88260	6172	27	27	0	True	0	0
1054	105	4	exact3tag	replica_0105__exact3tag	657987a19fae0393de049b904d5c77ac09d806506bc8d59b914fbcca41066c8a	b3ce2c0eda7d0122f4eeef9de2b9adfa49b894649d73a78e72bbe6592856ffaa	e35a69eaba6ea776685c4938205be321c09f447bef7c0a18ea1ff8c9a8f37cae	3734	27	27	0	True	0	0
1055	105	0	ge4tag	replica_0105__ge4tag	bd470b493fc61b98ab77fd05dbbb2b1a56da2e2491b2ed64aa96c54369838892	a9c9550d1cac71eeefd26633136582405631abdb1f0301bca3e75e29d52dd706	2f7ae364d96e389f59aba549ba5bd70fd270747482cff49e2998c56c67c6f9ee	1374	27	27	7	True	0	0
1056	105	1	ge4tag	replica_0105__ge4tag	fd11fa97cada2801087107626e693b8c37be33f5328d3513cfbd1d4816c2ea7f	70db8051768d82873e09f4c81b0ad2f946cff68f529a918a3ec30af50c7a5645	999c75c0e613ec5761ecf4f60b9451c4cd192eb3bce88fb4cd38c7033cd34304	1005	27	27	9	True	0	0
1057	105	2	ge4tag	replica_0105__ge4tag	46bdea1a66e0a1bedaa88652027c3bd895e5fff34fc3a54afe6fe59ccfe90589	749142a907def22729e5376bd63cc75b18bd7e8399516d7e017339f615668aa9	38a37fddfc42a42f8d7bb08e91e576df7a61439537a11b3690fe0f19e0cce0dc	1988	27	27	3	True	0	0
1058	105	3	ge4tag	replica_0105__ge4tag	900ce7077edf1c134b05b3345a44e49301d6b3ecab39c2317e5d6e4043455f1c	746d21f4faf066b79a1d10bccf79adadccbd6ffb129438119e6fb67ab16273e1	df9c15c89abba53a7de23bff9a42c13791b45beabac8223770cf26ac57e852cb	1068	27	27	5	True	0	0
1059	105	4	ge4tag	replica_0105__ge4tag	e75921690197cbaccbece2a80392b620284cf8b901157850de25ce3208c85509	68c8053d11986d4206889efc6f5cab2e25309e2a3eede277db80bb33eb7db920	aa413b7410657ea6e4a7cb9b68c079674bb4d40a0af36e4ebeb0a00ebeaa570a	1120	27	27	2	True	0	0
1060	106	0	exact3tag	replica_0106__exact3tag	4b8c19551240acf692115569c74f3b94d2975f6eee541c4e46d8d921f3e7e717	2baeb7b483a06cfe87f0b3af2d213f54decff4c259186a8a6111c3fbc41ad00a	584f7cbe981c86b3c5364a9be5589777dde5fd67667b4f7dd33fc6df02f59e33	3436	27	27	0	True	0	0
1061	106	1	exact3tag	replica_0106__exact3tag	bfcad09dade0ef08cfd96bd942a83f09f31afb7fb6fa75133e63ea11e040fad4	452e8ebb7d8aabca09b31a196a61dc8d6cda1ad0ee82704c87c23bfc11d5dcc2	4b4d0ff244e5a78bb8a2bc29eb66c88cac45a514fa6eb5df1c7394446233d2c6	3466	27	27	1	True	0	0
1062	106	2	exact3tag	replica_0106__exact3tag	816f5d7ad74455a0198e2c242be56149ac3931fc0fdf510533fdcc0c7e905702	f6c884d7e41686824b5fe31fd9a8752cc94b49cd3aa578d763482c5ba2aa9e83	2a35fc2472d5c5c701a3a8bc842f749a7100122ba0d58bb2d1a6d1105ff84a84	6714	27	27	1	True	0	0
1063	106	3	exact3tag	replica_0106__exact3tag	2dbdf5d963b9125a2cbfa52abe2d405e1102676a2c4887cdb7de63095fb47b59	08c76383a68d7d5ea3f2d1b628bedd7853c2beeab79d32658cf9e1b2e7f11a14	acbe983273b0d56439ac4fac9e610c73e864f501da7152e8efe91c16a724cc0c	3733	27	27	3	True	0	0
1064	106	4	exact3tag	replica_0106__exact3tag	9d9731d9f6cac464261a68830bbd44125baa92aba5a552d032dda1fce15fa744	84f3840b6762986a22d573852fdaff29959edc2c6543e62066028e1db4a462de	deb58074d343ee50283c45c2020a3b4e9974117a206d041f26c0c7597d1f7e90	6222	27	27	0	True	0	0
