job_index	replica	outer_fold	category_id	payload_key	receipt_sha256	runner_log_sha256	bundle_sha256	elapsed_seconds	structures	pooled_support_pass_results	pooled_feasible_results	receipt_bundle_sha_was_null	validation_payloads_opened	test_payloads_opened
0	0	0	exact3tag	replica_0000__exact3tag	c79228acf1da26d7a1bb2b7ee56647067763f49f5323b0d5ae0fa3eb40a7fd71	917c49c625e166d9c3e2b78fa122a125423955d43cbc8e611d81fc4658d475af	8961bffe98e56950c0c633d31723cbaba745374d146ed517a9781f3fabe6afe8	3619	27	27	23	True	0	0
1	0	1	exact3tag	replica_0000__exact3tag	dda6240b79b3765386fe6f8bca07e60ec5617003131b77cc521f2e5d74ac65ad	89ac2c795b080ae18fe79ff9e9144b56cc431c90232a742c153ffab510dce597	53ab5e1b55580b29db1cc6049de9007392b8fd2c0f540c688f7739f9dcd5f967	4600	27	27	9	True	0	0
2	0	2	exact3tag	replica_0000__exact3tag	a246b63a23b9f686223016359d4dd5f6ab6f2221141f1d582d9995f8c2ccbb5e	8595ce52379a1b862d01a8f1d8f86cc4979c537d1a3a3044ad067fd745fbbed6	aa957d040a0c0d51ca1928079011d00b31034add6e53fb3198294fc961b40471	4511	27	27	10	True	0	0
3	0	3	exact3tag	replica_0000__exact3tag	4d79e9b6a6cffcb4951ff5b8722c695f4a3e4af426c0fc42a49b0bbe5e885bb8	0eb4f46fb3238b45f646af4891399beb25fc0a752cb1825183e4ee49d3568b98	218e68d5d01d8d8fee48ca7d7bd6514a504049a2e01aa94ddd88e075f09e68c0	6349	27	27	24	True	0	0
4	0	4	exact3tag	replica_0000__exact3tag	db12994bc522d69614717d20e16f3aaab8ff1fd8ed9a3bcdfc1381674d727d09	a1291b2f331f50b4133a6ad68b2dd60e189641c4556f3559ea9a3d566020683a	1ab482259bf25d1a8933e8aa72df04383ae2e0ef0beab27ac87b9ca0f3b6e556	6199	27	27	7	True	0	0
5	0	0	ge4tag	replica_0000__ge4tag	89dd9844eb3df2015ea0b548fa854351854dc547dadc9d5dde1ace36b89495eb	c24de0a7f4a5a4a39d04cffdba84b3368375b2911d1318bf890e19830ae3020a	afc80f14ab8f41fa7feeb450699846f0f538d7821b7cd6c3bdc825b23de7fdb2	1627	27	27	11	True	0	0
6	0	1	ge4tag	replica_0000__ge4tag	ece37fec6778593bcfa0ac51613219cf21cdd605b372197ef129012c7193a626	1d0a3c91f774abf4fa1b8482987606f84d6e5082d34a6f85163d5f58c5ba864f	71c99488f35209f2fa4ded7e9fe1a21015a6b89cb646962448f157c938da1557	1310	27	27	6	True	0	0
7	0	2	ge4tag	replica_0000__ge4tag	72d2f26bd8c563df3ff369406a55092fff74b5df74493bb0bcde832c10d711c6	3e60f400e4e69d93734999390858d4b7d2f8eb01ea73c87d2c0c8bb4511f00d4	03984b2e61d5d098f9788fc4f228bbe36d276fb3fba5fe04d1874c8b0fb933d3	962	27	27	5	True	0	0
8	0	3	ge4tag	replica_0000__ge4tag	a8df89ad22bc8554505ee3dcfb1e5939572ff11350cfd2c1e1ed9bbebdd13f70	25a7894e80ffd108df1ea16f96affa7dec5218d730464a20c7bd0e1e16c74bb5	88076282a457738f2a99f47587c478dd9c55f6944db6cc4d18790e5c2bbb3b7a	884	27	27	8	True	0	0
9	0	4	ge4tag	replica_0000__ge4tag	1e797907f1295bf3dde103f3217f003b12304df185b73c677edb2634484630a3	c6cd98a381d89d3817b9a11c4b78978661582e9619a9a2de49a369a5e059ba2a	4c0e3b2ed623951403a596c785baf1e48d73e1c6e102ab20383c68e8dd47fa61	1699	27	27	7	True	0	0
10	1	0	exact3tag	replica_0001__exact3tag	7b2a4c1f9aaec2a6314152c0d995d11d187ba69a9885f5f387014f7bbd43aee7	eb6d3682a6c23bce4fb4d945fae904e555ddfcd696a72ca3a4f235b66212d565	8481a3b7742dbde9a43483ae3efa8f3032f221ca0654bb1b37accf7010ba0769	3400	27	27	0	True	0	0
11	1	1	exact3tag	replica_0001__exact3tag	788079b03956bd118a9d4d42308a9a0781fb07c93f0e00f45a3967ec4a6f6116	09efe6eff7e4f735840af56b9547738a68d8b9d1b312634ec0ca3bf0143c3cf6	db4b6f13dbd65a791a61d65f9d5e68e4ef4605bb09ffed27b1a14324876f9a4d	5361	27	27	0	True	0	0
12	1	2	exact3tag	replica_0001__exact3tag	dd4f6b3f92e1c3a89fe7b4cf62ff0120a859344073da7661f57d83bb2156ea42	b856586d74f86358bb31e84490d7bf1ac448364d5239e83c7fe549be9f3ca6e3	fa711b485dac30261a5ec142c72ea9234c746ee897fdaf1a741d12f1737f06c0	5999	27	27	0	True	0	0
13	1	3	exact3tag	replica_0001__exact3tag	24cf9fa5eb9e8c68594ed8b2cf8d435cee47bd952465896f937da0e733dc04b4	5534d51b627fd3cd5e52373312d7e68791abc08c288ad59c8b35b0cb13aaeb3c	de6041e2e4d3c0883a2103c17ea473c431b02b5b8dcaddede228c24dde80205c	4598	27	27	0	True	0	0
14	1	4	exact3tag	replica_0001__exact3tag	832609f84c2f48cfcec29ce282317c30b061193f4920349ca27cddae084ebe23	3c43dc08dbe96d07d3197ebbd3bad654f098f7ddf00dddd2e33623154ce646c6	70f078d0517a6d1454d290ff0235f2e518b3a670956944df0fc616d31c498cf3	6452	27	27	0	True	0	0
15	1	0	ge4tag	replica_0001__ge4tag	68bad9f926a5bfba354ab1ccd43d85b1bcb929f8a3cacbfd34771eedcc2036ce	612e9f7afe7700102adaa9236fab1fb4d8a62cc5c505ccd462ac88c1267cc57f	011a853bdb1c8eb871e0786d370f15ba301002f0185fa58400eec1ee247c66e2	966	27	27	1	True	0	0
16	1	1	ge4tag	replica_0001__ge4tag	7385aeccf550af4aca00bfe5fd00d23f7a3fb15f6db6a99642f1774e6d546740	3d1daed8e3596d8fbc036141c400cc7a6a37af6d316be816ed2af8bb592ce913	d413ee8ba353912b522b6b26bc247d884518f598e66a5ad5200440adf3bebb0a	1348	27	27	1	True	0	0
17	1	2	ge4tag	replica_0001__ge4tag	05cc8326a10e46f78eac6b7986a20e85826cef106b6a7231e89fa8fb05ca6fbc	16cf638eddeb94770dc90878c156a2cef1adb23cefa2ce97e30abcea9bc18ba9	f558d76621a5ab9d35fffac1b5e679fff6493b73dfcc81bd4279fc76ea47a401	1438	27	27	3	True	0	0
18	1	3	ge4tag	replica_0001__ge4tag	aeec7c5666e2aa7c0e49bab5c7ba96aaaa92bb105d1f9d9f2116f127be132b1d	6331963571b3652a58188158928f25dbc92cef5860a440718d2059329dea1b99	b36353b580e6b5e024ce0f613c1e66b5c19495b621c175b86751ecd50f22b077	1081	27	27	0	True	0	0
19	1	4	ge4tag	replica_0001__ge4tag	a43f6bc74bc9f19997f33c30275f823898442c7ec417939869fdf1fe1448b307	bad78e127c806d455f7d0e08fdf0d7c4d23db6a243830e572a478a8b349d72fc	e813ab1654aab8ef4e822bd9f21a9c19ca68471a74ab27cf46c575a940eb6da3	1147	27	27	1	True	0	0
20	2	0	exact3tag	replica_0002__exact3tag	82a12cf524966fb6540628c1cf240671832c133b78ad020879e97165e363441d	92ae583c47c4c3ac10ebd6d63a1a8be5abd9e5676b625edbd96b7df70bcb9c89	4f567114db6ed7e6dccb1dffcfdea53bad248a84bb479a02498a87afa11dec18	3420	27	27	0	True	0	0
21	2	1	exact3tag	replica_0002__exact3tag	039a274053c81db7c63e1ad83ca74db60ee1526c4682a7e4aa69fe8bd8e82332	aa2a7b2d3e3c09188e8859b32ec0ac216b94af29098ca0fba230e991dd4957c2	81983e1ab07914dc44a2b5581ea98cafb4f805391075851de8148539726a9af9	3408	27	27	0	True	0	0
22	2	2	exact3tag	replica_0002__exact3tag	2f61af05248dc91cd06de30edfb9d5a6172e032388f9f3e96e23f2457a2fd6d1	bc94f2ce9af63b05b891fd8c025cfb0c9bffd4548eaac0d0b4313a8a94ef06f8	799bcd7d61a1f4ebf39a62cf770588f724a53d81975af7c9cff742708e4226be	3761	27	27	0	True	0	0
23	2	3	exact3tag	replica_0002__exact3tag	8e1fa7946bbc219db953146f9ca7b1a57936c3356b483bdd2cf683bcbc867481	d25de2fe31c2a5ff351525ace5488c1a27ad06dff7a9958a505238dcb3d26ace	0ed0b66b380d07c7758ae9a4c42d89ab0af38bc8528ed0e51dbfae154f44c551	3293	27	27	0	True	0	0
24	2	4	exact3tag	replica_0002__exact3tag	dd79344204e206b8a5323dd07bc03f859594f0551123181bcfba2ef13deb1660	31641f0c380c28f30c1cbfe17a42c18cacce16dacdd5ecf6097b2ea69605ea2e	3797729f1de444966729a5c3ae9393cbef301592452836f0ed714a279bab534d	3647	27	27	0	True	0	0
25	2	0	ge4tag	replica_0002__ge4tag	929fcf4c325f67aa51f10be13ea4b3c8abb352c4db4308fb44141826c81df457	180ea25031e36ce321c7d8352f6b82d5f03d2125c16bb3320142c253ede642da	a7fe66ce505329f1ff172589f58f96cbd57f717ec4485a2358899ecb92c6a463	1789	27	27	0	True	0	0
26	2	1	ge4tag	replica_0002__ge4tag	2b425dbd4977837726709a8d95655c963d36cc410cf6136189ac6a0b77f492cc	12939757e8b05983f3f4ef30811251002b3eeeaff97bffa61419dcaa72fb4f54	e0dc1bf784d0385d68e18cb819b94e78d2ba3d288b6a320db729d06d9c55f592	1395	27	27	0	True	0	0
27	2	2	ge4tag	replica_0002__ge4tag	3d56b980d0a4e3ed86e9bb3558be00878792dadee92b94fcfebdeeb8b164077b	666aaf05d51b7950f16afbda7756b66c48326ff37a1949056a6c51fc72a9c595	0306ce5ca6bf7f9436ef5624fb8fa2b40b0ef20d91d46d46c1ed27b8ce68d3a7	1565	27	27	0	True	0	0
28	2	3	ge4tag	replica_0002__ge4tag	833a49289fe56d05644a9a6e0c57d110e78668f76593037afa29431ef4fc465f	8272d36f30c57b2877597bc9f4185ed101afa2268fc1f1405ce71764e0c5b500	84eac9d924357a528785f96e6efeae5838241c8ec227f0f39c972e6d9e5e721f	829	27	27	2	True	0	0
29	2	4	ge4tag	replica_0002__ge4tag	d0da4cf35052483f8ddce887390fe5eac8f11ecce5a247fc240867201da99ffc	097610cd5f2780cb0bcb6b8ab5e257b9a07e985034e0684644f4441fed6c1b3b	9266ea7d442f4f97ea911dfc3544fca842c528266cc6059806bd84db411c53a5	1129	27	27	4	True	0	0
30	3	0	exact3tag	replica_0003__exact3tag	8cf6d92a8a9781c3f2b0c0c6f8feb7c8b2423930fa66b81a9107eafe1104e27d	dfeb6331300779f475473a5c4202ddbb4500c577d73d9703d83ff9fbc53bb12f	ba2d3e2b7e683d5ed61a53a417d145c3624bfaf9376ffa87e2e361b34fdfce05	3933	27	27	0	True	0	0
31	3	1	exact3tag	replica_0003__exact3tag	de1655326f66cab88ff26891cbf4b9a8582580f02f80794898f7100fb4de755d	6b0a1fb74a8f691c14e5f58db606c93f8cd4e8302af933d24fbc96a75766a78a	ff4417f1a2ba928eab4348df0e57a2fccf3bff8450ab38360d988df43108775a	3993	27	27	0	True	0	0
32	3	2	exact3tag	replica_0003__exact3tag	38b8fac8e8ca07a59b757c13056ce01174753f40061cdf17655e5aa2763342c8	30cbea3ccef03b1530b7613723bbc7a37538221fe1792ae9edcb57136dbda111	034ba47503e23e66465673968de1e42803789ae26f10606c38b04746244fdd61	5853	27	27	0	True	0	0
33	3	3	exact3tag	replica_0003__exact3tag	ca5700269bd561493eaae7bd13dcabcf0f7c73d0db1649be33d9dbc3c85343de	f2088e34192392f5ce6e2212d822cd0872ed29b017321fd0c129beff447a2cb4	0bb17cf72021082057fdc340caf1dd1263e6b8fa5c87239a5bee4d4490ed06ae	3090	27	27	0	True	0	0
34	3	4	exact3tag	replica_0003__exact3tag	f868f2d84115742589941c49bc49e61556d8b7a5bf6876bcc9885de1a1052555	cdc97acda2d039770febad6378c3a1961f91746b01a6b5e72bf15443e6f9731d	9d93f37237f997bac53e2fc96e3f3843d78f4eacd88ae204de4432d1cbc1c0bf	4299	27	27	0	True	0	0
35	3	0	ge4tag	replica_0003__ge4tag	532a0015958a080202b0c3d7a3eba9969b10b439d6e081e5fa26eb44e62b2c7f	43e6001f513e28dfc45534ef14d4a609755e27c05fb0384c9ceeb923b356467c	253881f3395e8cee6bbf203a017fb73a8cc4ffcf75a5690c1cc6978b15b076a0	793	27	27	2	True	0	0
36	3	1	ge4tag	replica_0003__ge4tag	fc9ced21c88f082f0506006f34ee56633945fa0b39afb984c6e4f2cc1d31841e	d8706061c1cb46d40f8379cfa2bc2a8858db39b7c8a646b990fa213d7e71e824	e4084945336a9c11a46eb50854c9aa3db10990122fc03fa3ef7f8e98d97f8af4	1273	27	27	4	True	0	0
37	3	2	ge4tag	replica_0003__ge4tag	f1dd67b275d4f34d60ba7843b8d5230ad1132fd8267490a1acd25a7ca80d4a65	25eb8a2b6099543df3a20b24dbabe48e089b128dc916fd019359aff72863f66a	1bc5b77de691622ef9c6a0df806875160947f44a2d6dcbd4243a5e556cb19e01	1702	27	27	7	True	0	0
38	3	3	ge4tag	replica_0003__ge4tag	07d2c8aaa3f52b1a6ce52c11820788fd7c2c3a15ae90bf78e82959e5fe1870cb	7657607e470296efc7caf45de758034803e7b4d50b173a2f1ef5da3b77f98d42	2d90165309c97f613672478281caabe2f2231b71f2cb4823a3a334de5d304e11	1014	27	27	3	True	0	0
39	3	4	ge4tag	replica_0003__ge4tag	51f0432db5163f7b23f3c8e9675c2300f90e24063898669cb1eb0565e90bded6	da5cfac7574be5eb3075528b3f70c97b485dc950d2137a4f50869f31ecd760f5	10bc5f544365a425807b56450102285a588559d0eb594a851830f33d1ddc050c	1556	27	27	1	True	0	0
40	4	0	exact3tag	replica_0004__exact3tag	1c1e5cc8898f1e73b555a798ce213559eb7f44a7c0211afd10afc2961017a683	7ae1dcca7f41c3857a5055acd2adb0a4baa56ef7e8eadcd970b77976f58129e5	b8e32c40d3d34f7f4e8f3d17b56edf80150770783c89c94145c72cd4892e4400	6287	27	27	1	True	0	0
41	4	1	exact3tag	replica_0004__exact3tag	969529afe6dd5188d12acd10a29a15403be9836a7cec0953061f2fd68696c7ed	98da7ef4e2b407eaa4726198a13dcc78f4f9b8aa7e3b9601098584ec8f15cda0	a57105fd6c2e87e5313fb1a942dcda0b7a778ad1c0ee01c87c0e90eac67e22a5	5411	27	27	0	True	0	0
42	4	2	exact3tag	replica_0004__exact3tag	79a8e920bd851a7adc01efb7c72809f62233760962e40b1707d09d0543f85297	454863f107102418f143fc2697aa8935072074c3f33c04eacd536a29a0fd7d80	f0b39987aa943f40b72561eab4fb4b7962c104654557e81f2291102dfde87f94	4607	27	27	7	True	0	0
43	4	3	exact3tag	replica_0004__exact3tag	0d77b80ef490b64af35725d7282b75c70f932ef8cf8698e895b648a05404a59f	39604fb0d355183f2c773a5032b8c4772e3cf506a5549826d1b542bb10b57844	f1b7f63473ab3d881ed6d6c87fc5ca2d5c77da47999c54b4f6c9b3ffe5d256b6	6164	27	27	0	True	0	0
44	4	4	exact3tag	replica_0004__exact3tag	e63beb215c0aa05866e7728ee61069282a3e4815181c912b5018d5fe1f07782a	daa525af8132aad6b0041e63130c8c870e1c9ba9f8e1a2885f171ac5210b1532	0cf96b3054f77195895f2b31b5bfd1c1b188806867bdd57720108e0f999f9f8a	3840	27	27	1	True	0	0
45	4	0	ge4tag	replica_0004__ge4tag	bd47d96f9ce239ea8a73a2995eea3fd427c9e85376e049943074d03bcf38b927	e5392d2b12e9ff9ed8fe2e49df365b71719d674f917803e380aa012a7101718f	39e6e2f1062c732ab956eb8244f264219a6fae9f2975c6aad0bfc38e516b2f1e	1729	27	27	2	True	0	0
46	4	1	ge4tag	replica_0004__ge4tag	4b81996e02af144d7468de7e59bcb099c04ae47a50ac2c92e0012e34a3bb7f5c	9fba4813ac1951ed66f4f76699dd5e365b13b20ee36475027afbd4e3141ed298	b10179a593d801d83d627e77122be21148342adc3f99ddf6f625b03fa2380788	1961	27	27	0	True	0	0
47	4	2	ge4tag	replica_0004__ge4tag	015697e21a7d8049ddbb76263d95c6280a6c54363edfbd45be78c2c5eaf386ae	c547be05e354b8ca7e933912159fcd75d97cfc78202a39e9579b166dd235fbe9	b4da1b7f8eeadc459acc2a5bf76eaa767ac3491be7bd3ecaed50c69735e46c62	1935	27	27	0	True	0	0
48	4	3	ge4tag	replica_0004__ge4tag	3cca24aa1123fc972436a8b114f9de0fc52cd5db7902d83132052111ca640067	62b2013f259738b8c023939e6a951c841445b939421539de73be33505d634685	cd3e752db3c3c260103ba6bbb6bb2aaac7ddba6fcdb7a37e9789c83b249264b1	1839	27	27	3	True	0	0
49	4	4	ge4tag	replica_0004__ge4tag	4032eb554188558c4033f3b0d1b628deb67cc1c3a4fb4397d37896c576856770	52d0c3171e9fbc9f7a0eef73fc16952cc034ddc2ea8032baa103d8044424bfb7	5c7c885edbb5901a7426d76f654bd74245de37cd4e2443a0be5a8d5530788790	1262	27	27	3	True	0	0
50	5	0	exact3tag	replica_0005__exact3tag	3957b53e16035da6c6ad51cdbf0b02c13daa3db308e12eae9ee33ea2e902013e	cc24bba9ac65d3456330a81e6f0ec8b1f22544df05ad041d579ba9b8febd0539	0e0f6e77054fa145c9f1505c7c297e6eb54e4fb44429306f2b7c5160461ee957	3245	27	27	0	True	0	0
51	5	1	exact3tag	replica_0005__exact3tag	8b9a9e9d343300274ef9707fc1873a48ed898fd8f1544cf375790b35a66f5721	02338330142fb1536c533bf111d2ee56534b9472e3c0362b51e8f6074d97b2c4	58c7fa368c778cb251f3f40587e7a37542569abf79760a2fe9e329a9da57bb6b	3201	27	27	2	True	0	0
52	5	2	exact3tag	replica_0005__exact3tag	89fbb6871c2f1b086c305993d0c8914e4103615c8a82a3152ee1b3b993ba07a7	0f4aeb5a57e5d3b717c2e78b29653b72b7ce54b6d7937341991e65f1658d46b6	a704ead4a5217df162aea8793417109fb64ef270c83391908d4bb752ec0d2ae4	6336	27	27	1	True	0	0
53	5	3	exact3tag	replica_0005__exact3tag	ab0fabf9cf78aef6e8361c679f74f34fa644ba8441a72b00ba58ba6006e61397	111faa5fac66598e311b2c607b91bd1072621941749391df39c9058064bbbf3b	c1f42ce2452659f24e9ad23ea5651a0b45f359017df5e8ac86e521e92d9923ff	6266	27	27	15	True	0	0
54	5	4	exact3tag	replica_0005__exact3tag	1540a310d348142142c4d98676d05c12bd1328d45932181ed875f0a5c8e32dea	9c6ffed561967358b88e58c5f76d0ad15f4b25a30e6acd05551af1fe590a434c	3a23d4d3d6d6375403e13523a0f0f1ab0bc81500f12f548a68d5fb0d1fe94f23	3341	27	27	1	True	0	0
55	5	0	ge4tag	replica_0005__ge4tag	fbf27c4fdd04b98cea5f91600ec96dc739abb7fa034cd7762157fffbd96ad8a6	f8b058fa93098a7986a32ec560a16e5553689e740352e06a8d7d2b0762476857	7a591547497c308ef5b1ca5e209d35ae2d76b45b528425f770e325716161e0d8	1788	27	27	6	True	0	0
56	5	1	ge4tag	replica_0005__ge4tag	ac0b699a0c68d6fdb40d00665b8dcddb371e4bd84239f30c62779a4d5a3975d9	9f20c3c58406028fa1542c471cc044204fbc4826cb40d511bbd7b8a408473ef1	3de511d917ffa980ea74c7bd12ec7b11c43c8dca1b939c621f8cafad2ec63f8d	987	27	27	21	True	0	0
57	5	2	ge4tag	replica_0005__ge4tag	96ea7006ccd9b4ba11ecf213311d6edcff371762393911d8625d7601b894ed0c	05f51973f8ea1ad960d3af588970cc460df166edb1008d04842e6e420c2f6ca9	b31c36f6ba8ab24c3edd041501eb76741721dc2dedeee0cf64586512a93ebafd	1677	27	27	6	True	0	0
58	5	3	ge4tag	replica_0005__ge4tag	679ec1fdb88cae1ea5d56f9d4e7b186e4165b79f5160017ea93ff57ef42d4205	47d7fe8b5a6406a509b47c7cd48e1b775ea5f5d796fa588d978a728abd016a60	af0c4aa9601194ec41525ad564b93f3468fb8fe5d5334f8f1b9390a276c8cd16	1963	27	27	9	True	0	0
59	5	4	ge4tag	replica_0005__ge4tag	35976999d3ad724e06828b40ae42ca709cb6deba271f2094918f93991145cd59	b72c9cd4d001147c70cd39db13388c72ad0e18fa9080e1e6f2fe5cd02983dc0e	ab79b710e86c80d84d26ae5d56ae39005fca21c7a79e38c01f69b725b2bdd25e	1628	27	27	4	True	0	0
60	6	0	exact3tag	replica_0006__exact3tag	9197bc8f8d8e48be00ad1aec0dd01650e81695e5f0c5bfb65c6697233fbea628	04d64af0b412482ca20369ba9849c59b1a9112eab3eafc6a7c729f33f13f3a66	083b7e1c836826f4770419d3c9d235c3d23478fc5a8389ac04f77b9f3e0d980f	6737	27	27	1	True	0	0
61	6	1	exact3tag	replica_0006__exact3tag	30a5050da2d71cf34ff3d7ca7da759f8ba4473d6be3f99f66f4580a4fe6a4301	d76c8485ce1ac0e31dde514e4abf3eadb5f864c767ad676a22da4cce7702ae70	f8185e6a888efd96091c5b8258ea72330489b8b6554a1c1caffc2ea58363c5f5	5285	27	27	1	True	0	0
62	6	2	exact3tag	replica_0006__exact3tag	a298d4c881aff2811ccf1c319e541879bb7455db196e45223cb469f559b4ac97	8b2044026c1243b2cbc411ec63d2d9c661a3bc0f8582b15babbd47148556952e	661f5641ced70b67e12a5ec31a18b9d9bd8b479a9628f531508b3b980bb54930	6039	27	27	0	True	0	0
63	6	3	exact3tag	replica_0006__exact3tag	4b16e2bd01ead5464aaa7101e458e22ffc28c87047a5ad98180260a3e243353d	ad24a173ffcfec00fb197e33c5d491d27d5fdfea93aacb550477a480ea6937a2	048ee64240588e0d001ee6513dafc24c5a5a89db8acbe2ef53a425c3a25c2216	6825	27	27	0	True	0	0
64	6	4	exact3tag	replica_0006__exact3tag	bc5c9315b52019feae263278b30dd16766676618b80be8786080fb4722c042cb	47e54f685551e7faf23183dbb3c792e1f5741743a849967296376a7cead4928e	75362e5382dcbb3156163a90ad2afaa45a4e18fe91a12aaa7684894d9b8ee2e0	6549	27	27	0	True	0	0
65	6	0	ge4tag	replica_0006__ge4tag	c6f503762f3f5f87bd5aed9931a24acfe00504dbaf22be893adbb07c0dca429c	a9436023fc0d8a1642e562acc9f5079fe7d227c9cd2e07ec99dfac2affc75542	b7445e56ed26761d75b785a34e11a5ff290bead79f9a6531fdebc43ce00ebb4e	1717	27	27	5	True	0	0
66	6	1	ge4tag	replica_0006__ge4tag	42442be28c20bfd2246bd769bdd174de5d4a71646f931b84e20433024202095e	d0ae5fa7dd050378d0391f365f391849a35fd08f2ab47f26a029f6a9dfc19c04	eef4b35e1164146a01d292ffba940d474a2426ae91c9235bd29465b04346f7e7	1128	27	27	6	True	0	0
67	6	2	ge4tag	replica_0006__ge4tag	8c758e48cfe5f814a5ab28540e834df94098c9154cfe2efb59f7f4ef233b5882	a253fbb461abaf5e73e7ac4d6d6fa9572c53e3327ffb3fcf8dd4ac94b91fe8ec	dad28053d0f5a9ca4ee14ba15bfd70bbb4fc7a6b5accac79e20a7edcd8ae42a7	1114	27	27	7	True	0	0
68	6	3	ge4tag	replica_0006__ge4tag	e629716996fcbe2ad5d8e1295188a7f0b53a7ca57dcfb79c053be00d14a80bb9	78d53e777af490aefefefc99a94b13a8cbf15dacd58ec88e28973dfcada14336	f3a122bed1b7884e75f70a36f3e0477be80922d8b838da44a41a0e18c2eee53b	1960	27	27	0	True	0	0
69	6	4	ge4tag	replica_0006__ge4tag	99a694ec2da800873fc2ae00430000cd4ee4fc909ce586dd3a5267663eaa105d	7f874781ecf00f69ed2eaa4951a793cc5e4d19a7f32cd7a5fc59b6db2308e4e3	a245f183aff4084cf81780d70c10c2826d70750bbe056aef63072ff60985174d	1668	27	27	4	True	0	0
70	7	0	exact3tag	replica_0007__exact3tag	5914204836f77f971a042d3f4780cddc89ae9da3477052a8222573568c3eeaab	1600ce71641544d5f111f9986679498ba9780c15a0bba72d71e68491634ac5e7	6d05558ff060b6700f224ddc474097f25c4296d0b1966c84a9f3ebffde91cfa4	6170	27	27	0	True	0	0
71	7	1	exact3tag	replica_0007__exact3tag	04b155422decdcf962f62eb9b4492dee8500cb7be753a7242ebfc0de8f8f96e1	674c320efa223ec507959aa15341e4d22efd0afdd096f3c0df5a4bb018171f34	81d92b7c6d7c00be57f963aa29ee8c86d22dba1d54a61c95487d23a0794d4f84	4219	27	27	1	True	0	0
72	7	2	exact3tag	replica_0007__exact3tag	3ba33ac2518c6ee06dbb61c9b79ccb686a297bc4251851d469056198bec11045	6152aed68a421ced94ce6e5613a494193fcb1fe3eb10d68a0eb17aeca2b3edd2	0b28a69fbbe2b8ac8e941caf0e0d65bb32c378689baf12b62e39b6fa3a6f81e9	5959	27	27	0	True	0	0
73	7	3	exact3tag	replica_0007__exact3tag	aab5c1c421fe4f8bf8b3083666d7fe72a03af3a7bfc1a35af57d990f93c41c68	a2f540d6f3bfe8dae3b26c8b4ae9c5f2cfc6dbbd6d546d7cdc672215cbda2f9b	4279950e13d5d5870926cf5ff014332a614d2aec3a3649696dcda38d7865807d	4370	27	27	0	True	0	0
74	7	4	exact3tag	replica_0007__exact3tag	2d078012824b022159699b9a5decf916ebcbc60fa15d845947bc50114a4e8733	fa6a97833fc1266d5a8532a87c60c550dc3bcc1ac42d2a6f65b4da82f67bc9dd	722dab4526c954c9c4a212b0f7b12ea5dd6878024143470c1bbefea0738bfa7b	6095	27	27	0	True	0	0
75	7	0	ge4tag	replica_0007__ge4tag	cee8b8b6a6654ca2837731a8a95b84353b404a55e58b39a690aa059d31e23753	84b1bc826e3c9b13cb84918ff402789bb57c52427a8fe84f368221f594820821	94d67f361709e7341a300f81f3228abf31ab464a1a9621257a46484c79356923	1224	27	27	1	True	0	0
76	7	1	ge4tag	replica_0007__ge4tag	14a5c5c0a5aec63492c918172dbb84f38adde022ead9ab7f9b893a0c78742c65	3674406d4674b5196626e08ed0e56260dfdb39a934eecac791396b9c6d44130a	b6f6fb94876030163513b7dd0a8ef5b5fe6a8b69d28222c62953a821a53b5447	1523	27	27	0	True	0	0
77	7	2	ge4tag	replica_0007__ge4tag	1430fe9af529d1b546468a1ab0ce626728b63478ff52e929da913c2bce6a8d57	6c3a4bd6e8d740a4562f7e11ac8a3e68791aca3a8b9e43f14f896d7566968975	6a25ca7177c2f05c2b77a5b173f2614f9b3d326b98baa7f1bc482641a19a3851	1788	27	27	2	True	0	0
78	7	3	ge4tag	replica_0007__ge4tag	3a9839eae26e8e8cf6bc50abe694f0d26b3b2c071be219acbd8adf9e6d950e96	5c05c714506ccbd94dd7d4ade0efc32589758dda50eb7b221860263ead00ee5a	783fe43b5c12526570e647053d558268f1776903185a71958ccbccc6fc33bebc	1730	27	27	1	True	0	0
79	7	4	ge4tag	replica_0007__ge4tag	f71e10d4bb427b4f0cd0ae004e6b25ea5e7f15eed8cf144b5f342e345293bba6	a2c59ec05a82b05b4bc5f3ffcc698a9297e81801f8bb20f64192664295ca361d	3331f34b374ef333bd8ac0589d64c5cada94d04405cea6df646d9036235da09b	1731	27	27	0	True	0	0
80	8	0	exact3tag	replica_0008__exact3tag	12943e1c50461d5baa7773132e64d66711530b66884deb5c82bfb41f82e6a656	c488847756d2fa8dfffbd0e3acd0b9abcf46996a11dacd84491e8f1fe460aa32	abd986a4a5562ea7b2a51073df13c9f9052c015600902b8b641364bd79006c5b	3673	27	27	0	True	0	0
81	8	1	exact3tag	replica_0008__exact3tag	895148a843c46ddb4e02fad3932b865a7b3984b981e30d5530331a62ed794d96	b6c59fceeef61151c93248522b5f4c03ad9e233f856ea359c43611b4cec171bc	08b577fb72b251155678c2e267c6f070d0b3e6485a2fe5fb0aee15888dd2b6d9	6008	27	27	0	True	0	0
