canary_role	transport_id	source_access_mode	source_checksum_kind	source_checksum_expected	source_size_expected	source_live_checksum_verified	root_archive_member	archive_extraction_mode	expected_container_member	resolved_container_member	container_member_relation	resolved_root_member	root_member_relation	nested_archive_removed	root_sha256_observed	root_size_bytes_observed	root_events_observed	fourb_candidate_sha256_verified	fourb_reference_rows_observed	fourb_reference_schema_mode	fourb_reference_columns_json	threeb_output_remote_verified	generator_weight_sidecar_remote_verified	existing_signed_sidecar_rows	existing_signed_sidecar_full_member_event_coverage	existing_signed_sidecar_root_weight_closure	existing_signed_sidecar_fourb_subset_closure
hard_qcd_remote_bundle	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033	remote_bundle_extraction_required	bundle_sha256	a5994e5b40ec3b27b46b651cf58ff12ca997c85b81373f86bd93ab73259db65a	1606628831	True	root/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_delphes.root	direct_root_member			not_applicable	./root/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_delphes.root	normalized_member	True	4361d02c0e977acfcd5d359be5d4ad13f555211f7f8af61b3d346399a0d0a108	782431250	10000	True	0	zero_row_empty_schema	[]	True	True	0	False	False	False
ordinary_uniform_remote_bundle	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_bundle.tar.gz	remote_bundle_extraction_required	bundle_sha256	8b59ca913149221d4434722d9d459ee5eaa3c175af7f69158dd5a1e4a8f4c297	856367444	True	root/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_delphes.root	direct_root_member			not_applicable	./root/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_delphes.root	normalized_member	True	807ce8882077143064e5781fc883d0fe789a0930fec90df226ccc49679a624dc	869868967	10000	True	344	nonzero_event_schema	"[""sample"", ""event"", ""n_selected_jets"", ""n_selected_bjets"", ""n_extra_selected_jets"", ""n_extra_selected_bjets"", ""ht_selected_jets"", ""ht_selected_bjets"", ""ht_candidate_jets"", ""pairing"", ""pairing_combo_bjet_ranks"", ""pairing_score_125_125"", ""higgs_ordering"", ""mbb1"", ""mbb2"", ""avg_mbb"", ""delta_mbb"", ""r_hh"", ""r_hh_125_125"", ""r_hh_125_120"", ""mhh"", ""hh_pt"", ""hh_eta"", ""hh_phi"", ""h1_pt"", ""h1_eta"", ""h1_phi"", ""h2_pt"", ""h2_eta"", ""h2_phi"", ""h_delta_eta"", ""h_delta_phi"", ""h_delta_r"", ""h_pt_balance"", ""drbb1"", ""drbb2"", ""j1_pt"", ""j2_pt"", ""j3_pt"", ""j4_pt"", ""j1_eta"", ""j1_phi"", ""j1_mass"", ""j1_btag"", ""j1_flavor"", ""j1_raw_index"", ""j1_selected_index"", ""j1_bjet_rank"", ""j2_eta"", ""j2_phi"", ""j2_mass"", ""j2_btag"", ""j2_flavor"", ""j2_raw_index"", ""j2_selected_index"", ""j2_bjet_rank"", ""j3_eta"", ""j3_phi"", ""j3_mass"", ""j3_btag"", ""j3_flavor"", ""j3_raw_index"", ""j3_selected_index"", ""j3_bjet_rank"", ""j4_eta"", ""j4_phi"", ""j4_mass"", ""j4_btag"", ""j4_flavor"", ""j4_raw_index"", ""j4_selected_index"", ""j4_bjet_rank""]"	True	True	0	False	False	False
ordinary_signed_remote_bundle	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_bundle.tar.gz	remote_bundle_extraction_required	bundle_sha256	601ab5c7e9eab37ce985c38c14cf88cb5a3ab30f82ca7d05b55acec6b12c1035	871047263	True	root/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_delphes.root	direct_root_member			not_applicable	./root/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_delphes.root	normalized_member	True	ba7c2abfcc27bd25798a9dd0ee265ec8bd4155717c65b501286e8e140e1e2cb2	884994391	10000	True	334	nonzero_event_schema	"[""sample"", ""event"", ""n_selected_jets"", ""n_selected_bjets"", ""n_extra_selected_jets"", ""n_extra_selected_bjets"", ""ht_selected_jets"", ""ht_selected_bjets"", ""ht_candidate_jets"", ""pairing"", ""pairing_combo_bjet_ranks"", ""pairing_score_125_125"", ""higgs_ordering"", ""mbb1"", ""mbb2"", ""avg_mbb"", ""delta_mbb"", ""r_hh"", ""r_hh_125_125"", ""r_hh_125_120"", ""mhh"", ""hh_pt"", ""hh_eta"", ""hh_phi"", ""h1_pt"", ""h1_eta"", ""h1_phi"", ""h2_pt"", ""h2_eta"", ""h2_phi"", ""h_delta_eta"", ""h_delta_phi"", ""h_delta_r"", ""h_pt_balance"", ""drbb1"", ""drbb2"", ""j1_pt"", ""j2_pt"", ""j3_pt"", ""j4_pt"", ""j1_eta"", ""j1_phi"", ""j1_mass"", ""j1_btag"", ""j1_flavor"", ""j1_raw_index"", ""j1_selected_index"", ""j1_bjet_rank"", ""j2_eta"", ""j2_phi"", ""j2_mass"", ""j2_btag"", ""j2_flavor"", ""j2_raw_index"", ""j2_selected_index"", ""j2_bjet_rank"", ""j3_eta"", ""j3_phi"", ""j3_mass"", ""j3_btag"", ""j3_flavor"", ""j3_raw_index"", ""j3_selected_index"", ""j3_bjet_rank"", ""j4_eta"", ""j4_phi"", ""j4_mass"", ""j4_btag"", ""j4_flavor"", ""j4_raw_index"", ""j4_selected_index"", ""j4_bjet_rank""]"	True	True	10000	True	True	True
legacy_ttbar_local_direct_root	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard001_event_summary.parquet	local_direct_root	root_sha256	cd812441e240f0fd7b137129aadf4def052907f44830784879ca4e5a0d6f395c	916880175	True		local_direct_root			not_applicable	ttbar_100k_shard001_pythia8_delphes.root	local_direct_path	True	cd812441e240f0fd7b137129aadf4def052907f44830784879ca4e5a0d6f395c	916880175	10000	True	45	nonzero_event_schema	"[""sample"", ""event"", ""n_selected_jets"", ""n_selected_bjets"", ""n_extra_selected_jets"", ""n_extra_selected_bjets"", ""ht_selected_jets"", ""ht_selected_bjets"", ""ht_candidate_jets"", ""pairing"", ""pairing_combo_bjet_ranks"", ""pairing_score_125_125"", ""higgs_ordering"", ""mbb1"", ""mbb2"", ""avg_mbb"", ""delta_mbb"", ""r_hh"", ""r_hh_125_125"", ""r_hh_125_120"", ""mhh"", ""hh_pt"", ""hh_eta"", ""hh_phi"", ""h1_pt"", ""h1_eta"", ""h1_phi"", ""h2_pt"", ""h2_eta"", ""h2_phi"", ""h_delta_eta"", ""h_delta_phi"", ""h_delta_r"", ""h_pt_balance"", ""drbb1"", ""drbb2"", ""j1_pt"", ""j2_pt"", ""j3_pt"", ""j4_pt"", ""j1_eta"", ""j1_phi"", ""j1_mass"", ""j1_btag"", ""j1_flavor"", ""j1_raw_index"", ""j1_selected_index"", ""j1_bjet_rank"", ""j2_eta"", ""j2_phi"", ""j2_mass"", ""j2_btag"", ""j2_flavor"", ""j2_raw_index"", ""j2_selected_index"", ""j2_bjet_rank"", ""j3_eta"", ""j3_phi"", ""j3_mass"", ""j3_btag"", ""j3_flavor"", ""j3_raw_index"", ""j3_selected_index"", ""j3_bjet_rank"", ""j4_eta"", ""j4_phi"", ""j4_mass"", ""j4_btag"", ""j4_flavor"", ""j4_raw_index"", ""j4_selected_index"", ""j4_bjet_rank""]"	True	True	0	False	False	False
signal_remote_bundle	ggf_shard_000	remote_bundle_extraction_required	bundle_adler32_size	375c4647	185192232	True	root/HH4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_cluster_3586817_shard_16000_1000_pythia8_delphes.root	nested_reconstruction_archive	products/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_reconstruction.tar.gz	./products/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_reconstruction.tar.gz	normalized_member	./root/HH4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_cluster_3586817_shard_16000_1000_pythia8_delphes.root	normalized_member	True	fc8a67f580b5fed2218e8f23dc8c39b293b4bb277787e7cd09dcb4617bbfdf6e	92915298	1000	True	58	nonzero_event_schema	"[""sample"", ""event"", ""n_selected_jets"", ""n_selected_bjets"", ""n_extra_selected_jets"", ""n_extra_selected_bjets"", ""ht_selected_jets"", ""ht_selected_bjets"", ""ht_candidate_jets"", ""pairing"", ""pairing_combo_bjet_ranks"", ""pairing_score_125_125"", ""higgs_ordering"", ""mbb1"", ""mbb2"", ""avg_mbb"", ""delta_mbb"", ""r_hh"", ""r_hh_125_125"", ""r_hh_125_120"", ""mhh"", ""hh_pt"", ""hh_eta"", ""hh_phi"", ""h1_pt"", ""h1_eta"", ""h1_phi"", ""h2_pt"", ""h2_eta"", ""h2_phi"", ""h_delta_eta"", ""h_delta_phi"", ""h_delta_r"", ""h_pt_balance"", ""drbb1"", ""drbb2"", ""j1_pt"", ""j2_pt"", ""j3_pt"", ""j4_pt"", ""j1_eta"", ""j1_phi"", ""j1_mass"", ""j1_btag"", ""j1_flavor"", ""j1_raw_index"", ""j1_selected_index"", ""j1_bjet_rank"", ""j2_eta"", ""j2_phi"", ""j2_mass"", ""j2_btag"", ""j2_flavor"", ""j2_raw_index"", ""j2_selected_index"", ""j2_bjet_rank"", ""j3_eta"", ""j3_phi"", ""j3_mass"", ""j3_btag"", ""j3_flavor"", ""j3_raw_index"", ""j3_selected_index"", ""j3_bjet_rank"", ""j4_eta"", ""j4_phi"", ""j4_mass"", ""j4_btag"", ""j4_flavor"", ""j4_raw_index"", ""j4_selected_index"", ""j4_bjet_rank"", ""analysis_sample"", ""source_root"", ""source_root_index""]"	True	True	0	False	False	False
