canary_role	transport_row_index	population_kind	sample_class	process_or_mode	campaign	transport_id	transport_class	source_access_mode	source_checksum_kind	source_checksum	source_size_bytes	live_source_checksum_verified	root_archive_member	archive_extraction_mode	expected_container_member	resolved_container_member	container_member_relation	resolved_root_member	root_member_relation	nested_archive_removed	root_sha256_observed	root_size_bytes_observed	root_events	event_weight_branch	fourb_candidate_path	fourb_candidate_sha256	fourb_rows	fourb_reference_schema_mode	fourb_reference_column_count	fourb_reference_columns_json	threeb_rows	threeb_fourb_event_overlap	threeb_schema_exact	exactly_three_selected_bjets	promoted_jet_contract_exact	threeb_event_identity_unique_and_in_range	generator_weight_transport_provenance	generator_weight_rows	generator_weight_event_order_exact	signed_sidecar_path	signed_sidecar_sha256	signed_sidecar_rows	signed_sidecar_expected_generated_events	signed_sidecar_full_member_event_coverage	signed_sidecar_root_event_weight_closure	signed_sidecar_fourb_subset_rows	signed_sidecar_fourb_subset_closure	threeb_output_eos_path	threeb_output_sha256	threeb_output_adler32	threeb_output_bytes	threeb_output_remote_adler32	generator_weight_sidecar_eos_path	generator_weight_sidecar_sha256	generator_weight_sidecar_adler32	generator_weight_sidecar_bytes	generator_weight_sidecar_remote_adler32	temporary_archive_removed	temporary_extracted_root_removed	candidate_temporary_copy_removed
hard_qcd_remote_bundle	0	hard_qcd	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033	qcd_variable_frozen_fragment	remote_bundle_extraction_required	bundle_sha256	a5994e5b40ec3b27b46b651cf58ff12ca997c85b81373f86bd93ab73259db65a	1606628831	True	root/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_delphes.root	direct_root_member			not_applicable	./root/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_delphes.root	normalized_member	True	4361d02c0e977acfcd5d359be5d4ad13f555211f7f8af61b3d346399a0d0a108	782431250	10000	Event.Weight	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_hardqcd/0034_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1033_seed1201033_hh4b_candidates_v2.parquet	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0	zero_row_empty_schema	0	[]	1	0	True	True	True	True	ROOT_Event.Weight_exact_event_transport	1	True			0	0	False	False	0	False	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_canary_20260731_v5/0000_qcd_hardqcd_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_threeb_control.parquet	f72cb653e770f22c1f4503613b843a286283806e783c7000bec56002e5ec5a9a	6857eb05	49334	6857eb05	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_canary_20260731_v5/0000_qcd_hardqcd_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_threeb_control_generator_weights.parquet	1a680afaf99bc4f9b317947a6f00f8b14f29fa1b7d9271db9512bb78ebbe0131	73911fa1	2083	73911fa1	True	True	True
ordinary_uniform_remote_bundle	186	ordinary	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_bundle.tar.gz	uniform_member_constant	remote_bundle_extraction_required	bundle_sha256	8b59ca913149221d4434722d9d459ee5eaa3c175af7f69158dd5a1e4a8f4c297	856367444	True	root/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_delphes.root	direct_root_member			not_applicable	./root/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_delphes.root	normalized_member	True	807ce8882077143064e5781fc883d0fe789a0930fec90df226ccc49679a624dc	869868967	10000	Event.Weight	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/bbh_hbb_4fs/0000_bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_hh4b_candidates_v2.parquet	8521ad0f898c1e57f765044254a4b3d977f218229b8f3b2a2f0a4647e76a5779	344	nonzero_event_schema	72	"[""sample"", ""event"", ""n_selected_jets"", ""n_selected_bjets"", ""n_extra_selected_jets"", ""n_extra_selected_bjets"", ""ht_selected_jets"", ""ht_selected_bjets"", ""ht_candidate_jets"", ""pairing"", ""pairing_combo_bjet_ranks"", ""pairing_score_125_125"", ""higgs_ordering"", ""mbb1"", ""mbb2"", ""avg_mbb"", ""delta_mbb"", ""r_hh"", ""r_hh_125_125"", ""r_hh_125_120"", ""mhh"", ""hh_pt"", ""hh_eta"", ""hh_phi"", ""h1_pt"", ""h1_eta"", ""h1_phi"", ""h2_pt"", ""h2_eta"", ""h2_phi"", ""h_delta_eta"", ""h_delta_phi"", ""h_delta_r"", ""h_pt_balance"", ""drbb1"", ""drbb2"", ""j1_pt"", ""j2_pt"", ""j3_pt"", ""j4_pt"", ""j1_eta"", ""j1_phi"", ""j1_mass"", ""j1_btag"", ""j1_flavor"", ""j1_raw_index"", ""j1_selected_index"", ""j1_bjet_rank"", ""j2_eta"", ""j2_phi"", ""j2_mass"", ""j2_btag"", ""j2_flavor"", ""j2_raw_index"", ""j2_selected_index"", ""j2_bjet_rank"", ""j3_eta"", ""j3_phi"", ""j3_mass"", ""j3_btag"", ""j3_flavor"", ""j3_raw_index"", ""j3_selected_index"", ""j3_bjet_rank"", ""j4_eta"", ""j4_phi"", ""j4_mass"", ""j4_btag"", ""j4_flavor"", ""j4_raw_index"", ""j4_selected_index"", ""j4_bjet_rank""]"	1009	0	True	True	True	True	frozen_uniform_constant_validated_against_ROOT	1009	True			0	0	False	False	0	False	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_canary_20260731_v5/0186_bbh_hbb_4fs_bbh_hbb_4fs_scaleout40k_20260722_v1_threeb_control.parquet	8a5942bdebee5f2c15c8566b1693229c107e8aa13f693f09b2bb18ea8d232e2d	6d5036d7	455366	6d5036d7	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_canary_20260731_v5/0186_bbh_hbb_4fs_bbh_hbb_4fs_scaleout40k_20260722_v1_threeb_control_generator_weights.parquet	81d974d858c7e2fd1535247c79644172f5275e180a9a0dba73013357411b9158	cc28e1e1	4931	cc28e1e1	True	True	True
ordinary_signed_remote_bundle	187	ordinary	background	bbh_hbb_4fs	bbh_hbb_4fs_scaleout40k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_bundle.tar.gz	signed_exact_event_sidecar	remote_bundle_extraction_required	bundle_sha256	601ab5c7e9eab37ce985c38c14cf88cb5a3ab30f82ca7d05b55acec6b12c1035	871047263	True	root/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_delphes.root	direct_root_member			not_applicable	./root/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_delphes.root	normalized_member	True	ba7c2abfcc27bd25798a9dd0ee265ec8bd4155717c65b501286e8e140e1e2cb2	884994391	10000	Event.Weight	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/bbh_hbb_4fs/0001_bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_hh4b_candidates_v2.parquet	41381ddeb2cd3a854656fa323a0110d1f08c0c554076c61d5d6849170412199f	334	nonzero_event_schema	72	"[""sample"", ""event"", ""n_selected_jets"", ""n_selected_bjets"", ""n_extra_selected_jets"", ""n_extra_selected_bjets"", ""ht_selected_jets"", ""ht_selected_bjets"", ""ht_candidate_jets"", ""pairing"", ""pairing_combo_bjet_ranks"", ""pairing_score_125_125"", ""higgs_ordering"", ""mbb1"", ""mbb2"", ""avg_mbb"", ""delta_mbb"", ""r_hh"", ""r_hh_125_125"", ""r_hh_125_120"", ""mhh"", ""hh_pt"", ""hh_eta"", ""hh_phi"", ""h1_pt"", ""h1_eta"", ""h1_phi"", ""h2_pt"", ""h2_eta"", ""h2_phi"", ""h_delta_eta"", ""h_delta_phi"", ""h_delta_r"", ""h_pt_balance"", ""drbb1"", ""drbb2"", ""j1_pt"", ""j2_pt"", ""j3_pt"", ""j4_pt"", ""j1_eta"", ""j1_phi"", ""j1_mass"", ""j1_btag"", ""j1_flavor"", ""j1_raw_index"", ""j1_selected_index"", ""j1_bjet_rank"", ""j2_eta"", ""j2_phi"", ""j2_mass"", ""j2_btag"", ""j2_flavor"", ""j2_raw_index"", ""j2_selected_index"", ""j2_bjet_rank"", ""j3_eta"", ""j3_phi"", ""j3_mass"", ""j3_btag"", ""j3_flavor"", ""j3_raw_index"", ""j3_selected_index"", ""j3_bjet_rank"", ""j4_eta"", ""j4_phi"", ""j4_mass"", ""j4_btag"", ""j4_flavor"", ""j4_raw_index"", ""j4_selected_index"", ""j4_bjet_rank""]"	955	0	True	True	True	True	ROOT_Event.Weight_exact_event_transport	955	True	/uscms/homes/i/iturkmen/physical_weight_sidecars/ordinary_train_signed_event_weights_20260731_v4/background_0001_bbh_hbb_4fs_bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_delphes_event_weights.parquet	b81ce5500ab114b67c1969756a392a374af47582904b5536ba2dfef014c05f99	10000	10000	True	True	334	True	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_canary_20260731_v5/0187_bbh_hbb_4fs_bbh_hbb_4fs_scaleout40k_20260722_v1_threeb_control.parquet	85f5178edba85eee47f03071e3a790e8fe2e3c35c89a70625d15eb29218725fb	8a0f8a26	433700	8a0f8a26	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_canary_20260731_v5/0187_bbh_hbb_4fs_bbh_hbb_4fs_scaleout40k_20260722_v1_threeb_control_generator_weights.parquet	62027a9bf99df91361b242beeae25806141a7d992c85ed3d89e7bb37283572de	203c7912	4769	203c7912	True	True	True
legacy_ttbar_local_direct_root	268	ordinary	background	ttbar_inclusive	ttbar_100k	event_parquet:/uscms_data/d3/iturkmen/hh4b_delphes/parquet/ttbar_100k_shard001_event_summary.parquet	uniform_member_constant	local_direct_root	root_sha256	cd812441e240f0fd7b137129aadf4def052907f44830784879ca4e5a0d6f395c	916880175	True		local_direct_root			not_applicable	ttbar_100k_shard001_pythia8_delphes.root	local_direct_path	True	cd812441e240f0fd7b137129aadf4def052907f44830784879ca4e5a0d6f395c	916880175	10000	Event.Weight	/uscms_data/d3/iturkmen/hh4b_delphes/reconstruction_return/hh4b_ttbar7_reconstruction_only_recovery_20260728_v1/members/ttbar_100k_shard001/parquet/ttbar_100k_shard001_pythia8_delphes_canonical72.parquet	f42a8bb61007940b71c3e83870cb234d39806dc7f6ac361adbe20842e3118db3	45	nonzero_event_schema	72	"[""sample"", ""event"", ""n_selected_jets"", ""n_selected_bjets"", ""n_extra_selected_jets"", ""n_extra_selected_bjets"", ""ht_selected_jets"", ""ht_selected_bjets"", ""ht_candidate_jets"", ""pairing"", ""pairing_combo_bjet_ranks"", ""pairing_score_125_125"", ""higgs_ordering"", ""mbb1"", ""mbb2"", ""avg_mbb"", ""delta_mbb"", ""r_hh"", ""r_hh_125_125"", ""r_hh_125_120"", ""mhh"", ""hh_pt"", ""hh_eta"", ""hh_phi"", ""h1_pt"", ""h1_eta"", ""h1_phi"", ""h2_pt"", ""h2_eta"", ""h2_phi"", ""h_delta_eta"", ""h_delta_phi"", ""h_delta_r"", ""h_pt_balance"", ""drbb1"", ""drbb2"", ""j1_pt"", ""j2_pt"", ""j3_pt"", ""j4_pt"", ""j1_eta"", ""j1_phi"", ""j1_mass"", ""j1_btag"", ""j1_flavor"", ""j1_raw_index"", ""j1_selected_index"", ""j1_bjet_rank"", ""j2_eta"", ""j2_phi"", ""j2_mass"", ""j2_btag"", ""j2_flavor"", ""j2_raw_index"", ""j2_selected_index"", ""j2_bjet_rank"", ""j3_eta"", ""j3_phi"", ""j3_mass"", ""j3_btag"", ""j3_flavor"", ""j3_raw_index"", ""j3_selected_index"", ""j3_bjet_rank"", ""j4_eta"", ""j4_phi"", ""j4_mass"", ""j4_btag"", ""j4_flavor"", ""j4_raw_index"", ""j4_selected_index"", ""j4_bjet_rank""]"	439	0	True	True	True	True	frozen_uniform_constant_validated_against_ROOT	439	True			0	0	False	False	0	False	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_canary_20260731_v5/0268_ttbar_inclusive_ttbar_100k_threeb_control.parquet	0448ea9bbf83e7c2c77b70fa4679e09b3b4a18c1fcf0ea91afc257709e4a5f64	ca52ecaf	225296	ca52ecaf	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_canary_20260731_v5/0268_ttbar_inclusive_ttbar_100k_threeb_control_generator_weights.parquet	315832308c0987ccefd9951fee4cc704612300f2174ffc5b1163061266058464	b2cf7447	3230	b2cf7447	True	True	True
signal_remote_bundle	354	ordinary	signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	ggf_shard_000	uniform_member_constant	remote_bundle_extraction_required	bundle_adler32_size	375c4647	185192232	True	root/HH4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_cluster_3586817_shard_16000_1000_pythia8_delphes.root	nested_reconstruction_archive	products/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_reconstruction.tar.gz	./products/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_reconstruction.tar.gz	normalized_member	./root/HH4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_cluster_3586817_shard_16000_1000_pythia8_delphes.root	normalized_member	True	fc8a67f580b5fed2218e8f23dc8c39b293b4bb277787e7cd09dcb4617bbfdf6e	92915298	1000	Event.Weight	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard000_train_v2_hh4b_candidates.parquet	8fa51f3f244d0380b908ac6dfe645cc83a2ae8bbd8eb85ec1a2fed7cf1227a74	58	nonzero_event_schema	75	"[""sample"", ""event"", ""n_selected_jets"", ""n_selected_bjets"", ""n_extra_selected_jets"", ""n_extra_selected_bjets"", ""ht_selected_jets"", ""ht_selected_bjets"", ""ht_candidate_jets"", ""pairing"", ""pairing_combo_bjet_ranks"", ""pairing_score_125_125"", ""higgs_ordering"", ""mbb1"", ""mbb2"", ""avg_mbb"", ""delta_mbb"", ""r_hh"", ""r_hh_125_125"", ""r_hh_125_120"", ""mhh"", ""hh_pt"", ""hh_eta"", ""hh_phi"", ""h1_pt"", ""h1_eta"", ""h1_phi"", ""h2_pt"", ""h2_eta"", ""h2_phi"", ""h_delta_eta"", ""h_delta_phi"", ""h_delta_r"", ""h_pt_balance"", ""drbb1"", ""drbb2"", ""j1_pt"", ""j2_pt"", ""j3_pt"", ""j4_pt"", ""j1_eta"", ""j1_phi"", ""j1_mass"", ""j1_btag"", ""j1_flavor"", ""j1_raw_index"", ""j1_selected_index"", ""j1_bjet_rank"", ""j2_eta"", ""j2_phi"", ""j2_mass"", ""j2_btag"", ""j2_flavor"", ""j2_raw_index"", ""j2_selected_index"", ""j2_bjet_rank"", ""j3_eta"", ""j3_phi"", ""j3_mass"", ""j3_btag"", ""j3_flavor"", ""j3_raw_index"", ""j3_selected_index"", ""j3_bjet_rank"", ""j4_eta"", ""j4_phi"", ""j4_mass"", ""j4_btag"", ""j4_flavor"", ""j4_raw_index"", ""j4_selected_index"", ""j4_bjet_rank"", ""analysis_sample"", ""source_root"", ""source_root_index""]"	193	0	True	True	True	True	frozen_uniform_constant_validated_against_ROOT	193	True			0	0	False	False	0	False	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_canary_20260731_v5/0354_ggf_hh4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_threeb_control.parquet	b75a8fef1fb4a7b71be57800cf9854b83e7d9af495bfe33803d65b2cb94f8f7d	e1409767	127056	e1409767	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/threeb_control/train_canary_20260731_v5/0354_ggf_hh4b_ggf_hh4b_ml_ext20k_frozen_v2_20260716_threeb_control_generator_weights.parquet	f2d68646b828030c53fdd44c80abbd543578d284f6672bc602c191180e289ae5	a38d667c	2254	a38d667c	True	True	True
