seed,luminosity_fb,category,signal_events,background_events,S_over_B,S_over_sqrtB,asimov_Z_stat_only,S_over_sqrt_B_plus_10pctB_syst,n_signal_rows,n_background_rows,neff_background,combined_category_S_over_sqrtB,combined_category_asimov_Z,combined_category_syst10_Z
1,450.0,CAT2_nominal_loose_mid,20.17210185630725,110930.56434450846,0.00018184439947191035,0.0605655326745039,0.06056369718617829,0.0018176249168207514,26,117,64.84157539057931,,,
1,450.0,CAT3_lower_QCD_medium_top,19.316754598278337,131420.32500656304,0.00014698452919906926,0.05328474528682574,0.05328343994242734,0.001469286395564125,32,128,38.826181869032666,,,
1,450.0,CAT4_loose_low_purity,24.004989849906192,137721.22115188756,0.0001743013142719087,0.06468462939464427,0.06468275035482117,0.0017423806822693256,25,103,26.0637341676479,,,
1,450.0,INCLUSIVE_union_of_categories,131.82824249089504,545913.2607517198,0.00024148203014773484,0.17842127571427466,0.17841409550829132,0.0024145991593319824,196,486,170.52443488995684,0.20806109270628925,0.20804562303284696,0.007498039280098671
1,4000.0,CAT0_very_high_QCD_high_top,337.1306904020896,536510.7853770377,0.0006283763525185576,0.46026617685522814,0.46021798607300873,0.006283177993131795,72,55,25.744101640880118,,,
1,4000.0,CAT1_high_QCD_medium_top,270.28616458816174,937632.7723897249,0.00028826441710147255,0.27913058536391017,0.27911717613284526,0.002882490464057295,41,83,45.6336865387873,,,
1,4000.0,CAT2_nominal_loose_mid,179.30757205606446,986049.4608400752,0.00018184439947191035,0.18057153087156716,0.18056605850262405,0.0018183517931731476,26,117,64.84157539057931,,,
1,4000.0,CAT3_lower_QCD_medium_top,171.70448531802967,1168180.6667250048,0.00014698452919906926,0.15886441683347183,0.1588605250480753,0.001469782384301283,32,128,38.826181869032666,,,
1,4000.0,CAT4_loose_low_purity,213.37768755472172,1224188.6324612228,0.00017430131427190868,0.19285230456774088,0.19284670235351908,0.0017429419565342967,25,103,26.0637341676479,,,
1,4000.0,INCLUSIVE_union_of_categories,1171.806599919067,4852562.317793066,0.0002414820301477348,0.5319494681724672,0.5319280609343341,0.00241479541995269,196,486,170.52443488995684,0.6203183290188646,0.6202722073636863,0.007502771963317484
2,138.0,CAT0_very_high_QCD_high_top,13.407177790127179,24957.076470156342,0.0005372094686715199,0.084867325025706,0.0848597281402846,0.005361364254390051,67,58,20.458217175327945,,,
2,138.0,CAT1_high_QCD_medium_top,9.736697424016759,26882.568566137998,0.0003621937167224922,0.05938493604111185,0.05938135173828804,0.0036152193130604303,45,92,48.393711903934616,,,
2,138.0,CAT2_nominal_loose_mid,5.3444389311328395,34828.55683928529,0.00015344991053733572,0.028637452328281375,0.028636719977800387,0.0015323009054875342,26,112,58.60697019147047,,,
2,138.0,CAT3_lower_QCD_medium_top,7.0414377273028,28342.72112121868,0.0002484390153361546,0.041825445072610504,0.041823713376562724,0.002480018951203562,31,108,68.37146477746988,,,
2,138.0,CAT4_loose_low_purity,7.786256085223848,28582.14579949798,0.0002724167786367043,0.046055475248629414,0.04605338447545244,0.0027194147487120146,29,88,45.92923000802089,,,
2,138.0,INCLUSIVE_union_of_categories,43.31600795780343,143593.06879629628,0.00030165806971680715,0.11430933185172959,0.11430358554203889,0.003015530853311395,198,458,215.65199861802057,0.12417572958263394,0.12416729580547754,0.007596558035622165
2,350.0,CAT0_very_high_QCD_high_top,34.00371178655444,63296.93307648348,0.0005372094686715199,0.13515589495732108,0.13514379649837394,0.005367856141934966,67,58,20.458217175327945,,,
2,350.0,CAT1_high_QCD_medium_top,24.694522452216418,68180.42752281377,0.00036219371672249214,0.09457378531948109,0.09456807711961726,0.0036192839440419796,45,92,48.393711903934616,,,
2,350.0,CAT2_nominal_loose_mid,13.55473641953981,88333.29633152066,0.00015344991053733572,0.04560672199287677,0.04560555568437369,0.0015336312573931408,26,112,58.60697019147047,,,
2,350.0,CAT3_lower_QCD_medium_top,17.858718873594057,71883.71298859811,0.00024843901533615453,0.06660932766603268,0.0666065698446221,0.002482663892322295,31,108,68.37146477746988,,,
2,350.0,CAT4_loose_low_purity,19.74775094078512,72490.94949148038,0.00027241677863670425,0.07334588397864346,0.07334255430709061,0.0027222907571757345,29,88,45.92923000802089,,,
2,350.0,INCLUSIVE_union_of_categories,109.85944047268984,364185.3194108964,0.0003016580697168071,0.18204391435354297,0.18203476303867464,0.003016166627812911,198,458,215.65199861802057,0.19775669680451982,0.1977432655493768,0.007605235540771081
2,450.0,CAT0_very_high_QCD_high_top,43.719058011284275,81381.7710983359,0.0005372094686715199,0.15325237983490297,0.15323866147194898,0.00536879717373963,67,58,20.458217175327945,,,
2,450.0,CAT1_high_QCD_medium_top,31.750100295706822,87660.54967218912,0.0003621937167224922,0.10723659278629638,0.1072301202959795,0.0036198730452840864,45,92,48.393711903934616,,,
2,450.0,CAT2_nominal_loose_mid,17.427518253694043,113571.38099766942,0.00015344991053733572,0.05171316193114801,0.05171183946158236,0.0015338239852480283,26,112,58.60697019147047,,,
2,450.0,CAT3_lower_QCD_medium_top,22.96120998033522,92421.91669962613,0.0002484390153361546,0.07552787828637295,0.07552475121075743,0.002483047194902203,31,108,68.37146477746988,,,
2,450.0,CAT4_loose_low_purity,25.389965495295158,93202.64934618906,0.0002724167786367043,0.08316641515615171,0.08316263966349038,0.0027227075394583786,29,88,45.92923000802089,,,
2,450.0,INCLUSIVE_union_of_categories,141.24785203631552,468238.2678140096,0.00030165806971680715,0.20641839645952134,0.20640801984377732,0.0030162586284895724,198,458,215.65199861802057,0.2242350170752976,0.22421978746344318,0.007606493258525
2,4000.0,CAT0_very_high_QCD_high_top,388.61384898919357,723393.5208740969,0.0005372094686715199,0.45691031869928145,0.4568694184431688,0.005371723413153314,67,58,20.458217175327945,,,
2,4000.0,CAT1_high_QCD_medium_top,282.2231137396162,779204.8859750144,0.0003621937167224922,0.3197177481941631,0.31969845095632743,0.0036217047772174205,45,92,48.393711903934616,,,
2,4000.0,CAT2_nominal_loose_mid,154.91127336616927,1009523.3866459503,0.00015344991053733574,0.1541788605460017,0.15417491770341613,0.0015344231098524347,26,112,58.60697019147047,,,
2,4000.0,CAT3_lower_QCD_medium_top,204.09964426964638,821528.1484411212,0.0002484390153361546,0.22518062672621364,0.22517130358819987,0.002484238961745473,31,108,68.37146477746988,,,
2,4000.0,CAT4_loose_low_purity,225.6885821804014,828467.9941883472,0.00027241677863670425,0.24795434364549865,0.24794308730117967,0.0027240033912899037,29,88,45.92923000802089,,,
2,4000.0,INCLUSIVE_union_of_categories,1255.5364625450268,4162117.93612453,0.0003016580697168071,0.615420755053322,0.6153898179623744,0.0030165444592912642,198,458,215.65199861802057,0.6685396548215887,0.6684942488917758,0.007610404056001318
3,138.0,CAT0_very_high_QCD_high_top,16.905558414472814,22645.48230002311,0.0007465311707870122,0.1123411158746637,0.1123271425367301,0.0074488830936847,84,63,35.73093897963971,,,
3,138.0,CAT1_high_QCD_medium_top,5.437492138801332,30279.640733456614,0.00017957584723894468,0.031248076063661114,0.031247140889040476,0.0017928005067405545,38,93,45.67446362094727,,,
3,138.0,CAT2_nominal_loose_mid,6.471500913340733,33000.628043736855,0.0001961023561358842,0.035624101067137745,0.03562293682477808,0.0019580591056575832,28,112,60.01615917052864,,,
3,138.0,CAT3_lower_QCD_medium_top,7.572371754406216,42533.537739315354,0.0001780329630894255,0.036716914100338144,0.036715824659065054,0.0017782404601099353,40,135,88.55138010050237,,,
3,138.0,CAT4_loose_low_purity,8.144130463706993,33968.49223783592,0.0002397554300227558,0.044188228087212275,0.04418646261483704,0.002394032987582288,28,103,55.404777564295586,,,
3,138.0,INCLUSIVE_union_of_categories,44.531053684728086,162427.78105436786,0.00027415909640372816,0.11049250399964225,0.1104874558019566,0.0027407474120035415,218,506,281.1833811545699,0.1347841846546757,0.13477113804905025,0.008451480434882617
3,350.0,CAT0_very_high_QCD_high_top,42.87641626859047,57434.194239189055,0.0007465311707870121,0.1789094218763845,0.17888716856517664,0.007458821169080623,84,63,35.73093897963971,,,
3,350.0,CAT1_high_QCD_medium_top,13.790740931742508,76796.19026601315,0.0001795758472389447,0.049764284249554466,0.04976279493241605,0.0017945904413909871,38,93,45.67446362094727,,,
3,350.0,CAT2_nominal_loose_mid,16.413226954125047,83697.24503846304,0.00019610235613588424,0.0567333453755102,0.056731491255307714,0.0019598531118053186,28,112,60.01615917052864,,,
3,350.0,CAT3_lower_QCD_medium_top,19.20529068146504,107874.9145562346,0.00017803296308942546,0.05847371039206382,0.05847197539673807,0.0017795050217531915,40,135,88.55138010050237,,,
3,350.0,CAT4_loose_low_purity,20.655403349981505,86151.97306697514,0.00023975543002275585,0.07037218990814686,0.07036937829598396,0.002396164042390278,28,103,55.404777564295586,,,
3,350.0,INCLUSIVE_union_of_categories,112.94107818590457,411954.517166875,0.00027415909640372816,0.17596540552708198,0.17595736599378914,0.002741258270521416,218,506,281.1833811545699,0.21465124649065692,0.2146304690517232,0.008461904782316985
3,450.0,CAT0_very_high_QCD_high_top,55.12682091675917,73843.96402181449,0.0007465311707870121,0.20286421606767954,0.20283898318454435,0.00746026204797508,84,63,35.73093897963971,,,
3,450.0,CAT1_high_QCD_medium_top,17.730952626526083,98737.95891344547,0.0001795758472389447,0.056427394413192715,0.056425705686304124,0.001794849806862621,38,93,45.67446362094727,,,
3,450.0,CAT2_nominal_loose_mid,21.102720369589345,107610.74362088105,0.0001961023561358842,0.06432956696071557,0.06432746458604356,0.001960113030586087,28,112,60.01615917052864,,,
3,450.0,CAT3_lower_QCD_medium_top,24.69251659045505,138696.31871515876,0.00017803296308942546,0.06630295539969172,0.06630098809996339,0.0017796881692056401,40,135,88.55138010050237,,,
3,450.0,CAT4_loose_low_purity,26.55694716426193,110766.82251468234,0.0002397554300227558,0.07979456301941396,0.07979137495096827,0.002396472779566931,28,103,55.404777564295586,,,
3,450.0,INCLUSIVE_union_of_categories,145.2099576675916,529655.8077859821,0.00027415909640372816,0.19952601530369551,0.1995168993298332,0.0027413321919468304,218,506,281.1833811545699,0.2433916357818446,0.24336807638062036,0.008463416007094373
3,4000.0,CAT0_very_high_QCD_high_top,490.01618592674816,656390.7913050178,0.000746531170787012,0.604824236439382,0.6047490065169064,0.007464743109184737,84,63,35.73093897963971,,,
3,4000.0,CAT1_high_QCD_medium_top,157.60846779134297,877670.7458972931,0.00017957584723894473,0.16823398626812106,0.16822895145718395,0.0017956561786168918,38,93,45.67446362094727,,,
3,4000.0,CAT2_nominal_loose_mid,187.57973661857196,956539.9432967204,0.0001961023561358842,0.1917937129163794,0.19178744484608898,0.001960921063296459,28,112,60.01615917052864,,,
3,4000.0,CAT3_lower_QCD_medium_top,219.48903635960045,1232856.1663569668,0.00017803296308942546,0.19767722051046321,0.19767135515588105,0.0017802574318258797,40,135,88.55138010050237,,,
3,4000.0,CAT4_loose_low_purity,236.06175257121717,984593.9779082874,0.0002397554300227558,0.23790142286173396,0.23789191787807856,0.00239743255604979,28,103,55.404777564295586,,,
3,4000.0,INCLUSIVE_union_of_categories,1290.7551792674808,4708051.624764286,0.00027415909640372816,0.5948716446649686,0.5948444660817309,0.002741561848518705,218,506,281.1833811545699,0.725653657017433,0.7255834164539826,0.008468115587235713
4,138.0,CAT0_very_high_QCD_high_top,15.097740672112302,25085.035049105758,0.0006018624507622728,0.09532451521980458,0.0953149555603858,0.006006663811931922,76,60,30.34274619983196,,,
4,138.0,CAT1_high_QCD_medium_top,9.531710399668398,36750.37011188873,0.0002593636573087163,0.04972101436682001,0.049718865297716006,0.00259011503649246,45,100,53.3382038526305,,,
4,138.0,CAT2_nominal_loose_mid,6.895449506819941,40775.88574838235,0.00016910606306310574,0.03414765466541962,0.034146692278878246,0.0016889908330815328,36,128,75.25918147179752,,,
4,138.0,CAT3_lower_QCD_medium_top,6.377051175682549,43803.70752273923,0.00014558245263536463,0.03046943961967632,0.03046870026260105,0.0014541656067074196,31,144,52.91202655035561,,,
4,138.0,CAT4_loose_low_purity,4.9347440617884395,36492.317898481655,0.00013522692845975017,0.025832349529429997,0.025831767423966808,0.0013504202702387745,21,109,56.60700161800023,,,
4,138.0,INCLUSIVE_union_of_categories,42.836695816071625,182907.31633059774,0.00023419891929662339,0.10016140906737567,0.10015749989565086,0.002341349243356989,209,541,261.48899246965624,0.11966913479946605,0.11966003851535938,0.007041280324207582
4,350.0,CAT0_very_high_QCD_high_top,38.291371269850046,63621.46570425374,0.0006018624507622729,0.1518095469841078,0.15179432269929186,0.006013900049704549,76,60,30.34274619983196,,,
4,350.0,CAT1_high_QCD_medium_top,24.17462782524594,93207.46042870331,0.0002593636573087163,0.07918345715383261,0.07918003464276238,0.0025922463670679887,45,100,53.3382038526305,,,
4,350.0,CAT2_nominal_loose_mid,17.488458894108547,103417.10153575234,0.00016910606306310577,0.054382023064829546,0.05438049041119951,0.0016902436307323987,36,128,75.25918147179752,,,
4,350.0,CAT3_lower_QCD_medium_top,16.17368051803545,111096.35965912121,0.00014558245263536466,0.04852426277602181,0.04852308530909541,0.0014551697603219745,31,144,52.91202655035561,,,
4,350.0,CAT4_loose_low_purity,12.515655229173579,92552.98017730855,0.00013522692845975017,0.041139441103427175,0.0411385140684239,0.0013515393381058796,21,109,56.60700161800023,,,
4,350.0,INCLUSIVE_union_of_categories,108.64379373641354,463895.3675051392,0.00023419891929662339,0.15951256715805595,0.15950634158653298,0.002341736807322258,209,541,261.48899246965624,0.19057969610437334,0.19056520977030414,0.007048959936079095
4,450.0,CAT0_very_high_QCD_high_top,49.23176306123577,81799.02733404051,0.0006018624507622729,0.17213584627085346,0.17211858355453255,0.006014948967732406,76,60,30.34274619983196,,,
4,450.0,CAT1_high_QCD_medium_top,31.081664346744777,119838.16340833282,0.0002593636573087163,0.0897856009625912,0.08978172019981777,0.002592555108545604,45,100,53.3382038526305,,,
4,450.0,CAT2_nominal_loose_mid,22.485161435282418,132964.84483168158,0.00016910606306310577,0.06166341806662182,0.06166168020080645,0.001690425083929806,36,128,75.25918147179752,,,
4,450.0,CAT3_lower_QCD_medium_top,20.794732094617007,142838.17670458442,0.00014558245263536466,0.05502134222490103,0.05502000710289284,0.001455315187535323,31,144,52.91202655035561,,,
4,450.0,CAT4_loose_low_purity,16.09155672322317,118996.68879939671,0.00013522692845975015,0.04664774152965298,0.046646690370839725,0.0013517014462818377,21,109,56.60700161800023,,,
4,450.0,INCLUSIVE_union_of_categories,139.68487766110312,596436.901078036,0.00023419891929662339,0.18087025015273075,0.18086319101806136,0.0023417928859694372,209,541,261.48899246965624,0.21609706321304445,0.21608063725424095,0.007050072987891794
4,4000.0,CAT0_very_high_QCD_high_top,437.6156716554291,727102.4651914713,0.0006018624507622729,0.5132099381681093,0.5131584706917598,0.006018210672981059,76,60,30.34274619983196,,,
4,4000.0,CAT1_high_QCD_medium_top,276.2814608599536,1065228.1191851806,0.00025936365730871633,0.26768894287069933,0.26767737267149755,0.0025935148407591614,45,100,53.3382038526305,,,
4,4000.0,CAT2_nominal_loose_mid,199.8681016469548,1181909.7318371697,0.00016910606306310574,0.18384479269594,0.1838396113810384,0.00169098909583937,36,128,75.25918147179752,,,
4,4000.0,CAT3_lower_QCD_medium_top,184.8420630632623,1269672.681818528,0.00014558245263536466,0.16404194857087767,0.1640379680060233,0.0014557671990378432,31,144,52.91202655035561,,,
4,4000.0,CAT4_loose_low_purity,143.03605976198375,1057748.3448835262,0.00013522692845975017,0.1390766947428588,0.1390735607925496,0.001352205367059101,21,109,56.60700161800023,,,
4,4000.0,INCLUSIVE_union_of_categories,1241.6433569875833,5301661.342915877,0.00023419891929662336,0.5392508992651969,0.539229852992214,0.0023419671059645274,209,541,261.48899246965624,0.6442769641099153,0.6442279913623878,0.007053533904956205
5,138.0,CAT0_very_high_QCD_high_top,18.37685287952422,22580.994173678646,0.0008138194774854089,0.12229243970189094,0.12227585799002864,0.008120234396173038,82,59,28.437426657015255,,,
5,138.0,CAT1_high_QCD_medium_top,10.56335731299915,35942.00804862358,0.00029390003192667136,0.055718677761979314,0.05571594879006863,0.0029349202999987504,47,110,54.92676534320864,,,
5,138.0,CAT2_nominal_loose_mid,8.64123367595582,33336.7742157568,0.00025921025291857715,0.04732754342529342,0.04732549905973606,0.0025882235014443008,35,113,66.02998432467149,,,
5,138.0,CAT3_lower_QCD_medium_top,3.7775854195412073,41836.32618170395,9.029438682388985e-05,0.018468750881755376,0.018468473096769553,0.0009018666603908432,21,133,57.68529092321235,,,
5,138.0,CAT4_loose_low_purity,5.041413201869159,34243.07508089215,0.00014722431294385412,0.027243689084102813,0.027243020686802077,0.0014700981316380652,22,90,37.072029801781916,,,
5,138.0,INCLUSIVE_union_of_categories,46.400442489889556,167939.17770065513,0.00027629313853493135,0.11322598590845287,0.11322077260067179,0.002762109153712572,207,505,234.5363664342149,0.14623002968098092,0.14621430139591649,0.009177440639924364
5,350.0,CAT0_very_high_QCD_high_top,46.60796020169185,57270.637397011065,0.0008138194774854088,0.19475745381885023,0.1947310465284024,0.008131099033406579,82,59,28.437426657015255,,,
5,350.0,CAT1_high_QCD_medium_top,26.79112361992538,91157.26678998735,0.00029390003192667136,0.08873506684083507,0.08873072080267425,0.0029373895949893133,47,110,54.92676534320864,,,
5,350.0,CAT2_nominal_loose_mid,21.91617236655462,84549.78967764406,0.00025921025291857715,0.0753717226958609,0.07536846693106203,0.0025905710023333265,35,113,66.02998432467149,,,
5,350.0,CAT3_lower_QCD_medium_top,9.580832585792917,106106.62437388684,9.029438682388985e-05,0.02941250420478533,0.029412061816839818,0.0009025186798300617,21,133,57.68529092321235,,,
5,350.0,CAT4_loose_low_purity,12.786192903291346,86848.37882834965,0.00014722431294385412,0.043387077169989824,0.0433860127103902,0.0014713962667928981,22,90,37.072029801781916,,,
5,350.0,INCLUSIVE_union_of_categories,117.68228167725613,425932.69706687896,0.00027629313853493135,0.1803186261997383,0.18031032371965167,0.0027626071034861114,207,505,234.5363664342149,0.2328793858553006,0.2328543376941286,0.009188777621823343
5,450.0,CAT0_very_high_QCD_high_top,59.9245202593181,73633.67665329993,0.0008138194774854089,0.22083419519178196,0.22080425213889657,0.00813267426079734,82,59,28.437426657015255,,,
5,450.0,CAT1_high_QCD_medium_top,34.44573036847549,117202.20015855516,0.00029390003192667136,0.10061610832780435,0.10061118038372989,0.002937747304849216,47,110,54.92676534320864,,,
5,450.0,CAT2_nominal_loose_mid,28.17793589985594,108706.87244268523,0.0002592102529185771,0.08546350034561603,0.08545980865534263,0.002590911107026951,35,113,66.02998432467149,,,
5,450.0,CAT3_lower_QCD_medium_top,12.318213324590893,136422.8027664259,9.029438682388985e-05,0.0333506449549301,0.03335014333413481,0.0009026131142339866,21,133,57.68529092321235,,,
5,450.0,CAT4_loose_low_purity,16.4393908756603,111662.20135073527,0.00014722431294385412,0.04919632127389763,0.049195114290178275,0.0014715843321958337,22,90,37.072029801781916,,,
5,450.0,INCLUSIVE_union_of_categories,151.30579072790073,547627.7533717015,0.00027629313853493135,0.20446210357599573,0.2044526894485533,0.0027626791562547818,207,505,234.5363664342149,0.26406040304853357,0.2640320011033959,0.009190421160352307
5,4000.0,CAT0_very_high_QCD_high_top,532.6624023050498,654521.570251555,0.0008138194774854089,0.6584003629403756,0.6583110900046913,0.008137573155741144,82,59,28.437426657015255,,,
5,4000.0,CAT1_high_QCD_medium_top,306.18426994200433,1041797.3347427126,0.00029390003192667136,0.29997927713660427,0.2999645848458705,0.0029388592750992587,47,110,54.92676534320864,,,
5,4000.0,CAT2_nominal_loose_mid,250.4705413320528,966283.3106016464,0.00025921025291857715,0.25480292849049896,0.2547919219964669,0.0025919684121350622,35,113,66.02998432467149,,,
5,4000.0,CAT3_lower_QCD_medium_top,109.49522955191905,1212647.135701564,9.029438682388984e-05,0.0994324122835788,0.09943091673958586,0.0009029066402605329,21,133,57.68529092321235,,,
5,4000.0,CAT4_loose_low_purity,146.12791889475824,992552.9008954245,0.00014722431294385415,0.14667509148180555,0.14667149295148407,0.0014721689705755354,22,90,37.072029801781916,,,
5,4000.0,INCLUSIVE_union_of_categories,1344.9403620257842,4867802.252192902,0.0002762931385349313,0.6095882165580391,0.6095601490528255,0.0027629030061273,207,505,234.5363664342149,0.7872760151766849,0.7871913369364945,0.009195532221265595
6,138.0,CAT0_very_high_QCD_high_top,13.909205027848103,17550.433503018558,0.000792527718785739,0.10499252607135227,0.10497866239204073,0.007902794639686708,71,58,28.170869465891162,,,
