qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background,run
0.525,0.7,118.72421076097724,737210.2807748292,0.00016104524564713706,0.13827497852563223,0.0016104524564713703,189,1168,97.61236333089369,212.29449705143213,mass_aware
0.525,0.725,117.26636406734897,731452.4173894739,0.00016031988039067285,0.13711356410336098,0.0016031988039067286,186,1155,96.3667988473415,209.310604703886,mass_aware
0.525,0.75,115.88719552822715,722915.4710889845,0.000160305319449945,0.13629869368160022,0.0016030531944994503,184,1143,95.24639068832334,205.74049467976408,mass_aware
0.525,0.775,113.28621475899638,714320.5715452407,0.0001585929613001794,0.13403878645047979,0.0015859296130017939,182,1124,93.25610676152523,202.1124809431843,mass_aware
0.525,0.8,107.84821875701553,675996.8739486373,0.0001595395229079268,0.13117184670105084,0.0015953952290792678,175,1110,88.900161822183,216.13430704081628,mass_aware
0.525,0.825,107.84821875701553,661933.0900334812,0.00016292918480863446,0.13255799623238057,0.0016292918480863444,175,1090,88.900161822183,210.19468627936266,mass_aware
0.525,0.85,103.86806944866294,645272.1550722999,0.00016096784687234022,0.12930359429628388,0.001609678468723402,171,1063,85.79055386433696,202.80729387906254,mass_aware
0.525,0.875,99.73056383129747,635616.449803086,0.00015690368596060409,0.12509233816689125,0.0015690368596060409,165,1037,82.42984756301988,197.3795629107735,mass_aware
0.525,0.9,97.05090490756027,610630.6360426665,0.00015893553185690316,0.12419676802830588,0.0015893553185690316,162,1009,80.31535924772555,187.4606137874214,mass_aware
0.525,0.925,90.39109667547046,590301.2752823769,0.00015312705640392005,0.11764915026908165,0.0015312705640392003,155,974,75.09356868466267,179.1156179558019,mass_aware
0.525,0.95,89.01192813634864,562558.0929644172,0.00015822708667703552,0.11867644276991156,0.0015822708667703551,153,926,73.97358821901086,166.02318221305154,mass_aware
0.55,0.5,128.45706868933644,743344.9019442288,0.00017280951056952864,0.1489919567272024,0.0017280951056952865,204,1204,105.58034387325343,243.32768149733218,mass_aware
0.55,0.525,124.55559753549028,739385.1959606884,0.00016845833297169863,0.14485312672884387,0.001684583329716986,201,1190,102.59505823963296,240.9863350816845,mass_aware
0.55,0.55,124.39824122647741,731173.0482877772,0.00017013515681108145,0.14548028828019785,0.0017013515681108145,199,1181,102.3443759009776,237.33226551141772,mass_aware
0.55,0.575,124.31956307197098,719955.5097979864,0.0001726767298535628,0.1465165369782254,0.0017267672985356278,198,1170,102.21914216065421,233.0082095068918,mass_aware
0.55,0.6,121.7185823027402,713362.430733301,0.000170626566607411,0.14411253863088436,0.00170626566607411,196,1158,100.22896717114276,230.24717435123333,mass_aware
0.55,0.625,120.41809191812482,703956.8897938811,0.0001710589009980189,0.14352207657288427,0.001710589009980189,195,1146,99.234050251555,226.93142127349725,mass_aware
0.55,0.65,117.73843299438761,696428.231700156,0.0001690603965134477,0.1410847481725192,0.001690603965134477,192,1131,97.11895320180574,223.63309605911724,mass_aware
0.55,0.675,117.58107668537474,692098.6982084252,0.00016989061963235372,0.14133620192688642,0.0016989061963235373,190,1120,96.86793160141218,221.14831217779425,mass_aware
0.55,0.7,116.04455183724004,689501.1447409155,0.0001683021887959947,0.13975175158851416,0.0016830218879599471,186,1113,95.49684004378106,219.66238001690047,mass_aware
0.55,0.725,114.58670514361178,683743.2813555602,0.0001675873215403844,0.1385758961694121,0.001675873215403844,183,1100,94.25118974646125,216.3995264027998,mass_aware
0.55,0.75,113.20753660448995,675948.1802989959,0.00016747960850255447,0.1376951484623136,0.0016747960850255446,181,1089,93.13080670406123,213.0160577118254,mass_aware
0.55,0.775,110.60655583525917,667353.280755252,0.00016573913551467726,0.13539510680372366,0.0016573913551467725,179,1070,91.14081225717034,209.1469169062347,mass_aware
0.55,0.8,105.16855983327832,642967.4254825737,0.00016356747739490062,0.1311569900279204,0.0016356747739490062,172,1058,86.7851287418961,216.38585409858106,mass_aware
0.55,0.825,105.16855983327832,628903.6415674177,0.00016722523592193955,0.13261537327810297,0.0016722523592193955,172,1038,86.7851287418961,210.30060582748294,mass_aware
0.55,0.85,101.18841052492573,612346.0911515871,0.00016524709145220362,0.12931005578807675,0.0016524709145220363,168,1012,83.67591981816817,202.76338232689486,mass_aware
0.55,0.875,97.05090490756027,602690.3858823732,0.0001610294558879883,0.12501221704578044,0.001610294558879883,162,986,80.31535924772554,197.0803923626408,mass_aware
0.55,0.9,94.37124598382306,577704.5721219538,0.0001633555463083668,0.12416145313054563,0.001633555463083668,159,958,78.20113645065705,186.94121708609146,mass_aware
0.55,0.925,87.71143775173326,558117.0566055893,0.0001571559885397254,0.11740688951724353,0.0015715598853972537,152,924,72.98021763461573,178.79412958945048,mass_aware
0.55,0.95,86.33226921261144,531322.4886222563,0.00016248562984125703,0.11843881601331606,0.00162485629841257,150,879,71.86032142242571,165.71628881382853,mass_aware
0.575,0.5,123.01907268735559,719240.9402601434,0.00017104014218498272,0.14505585022297454,0.0017104014218498273,197,1161,101.22399909391332,231.5240216601267,mass_aware
0.575,0.525,119.11760153350943,715281.2342766029,0.0001665325410836181,0.14084373209753143,0.0016653254108361809,194,1147,98.23925237512408,229.21774973069574,mass_aware
0.575,0.55,119.038923379003,707069.0866036918,0.00016835543461642474,0.1415657080007137,0.0016835543461642473,193,1138,98.11372461830662,225.59740879252286,mass_aware
0.575,0.575,118.96024522449656,695851.5481139009,0.00017095635634775433,0.1426078892411471,0.0017095635634775432,192,1127,97.98827182583413,221.29789845303003,mass_aware
0.575,0.6,116.35926445526579,689258.4690492154,0.0001688180409531643,0.1401554246973307,0.001688180409531643,190,1115,95.99866022072955,218.55932768182885,mass_aware
0.575,0.625,115.0587740706504,679956.3126551466,0.00016921495091553736,0.139533740746699,0.0016921495091553735,189,1104,95.00404354651502,215.31881179595155,mass_aware
0.575,0.65,112.3791151469132,672634.4236521234,0.00016707309527327137,0.13702381768023456,0.0016707309527327135,186,1091,92.88933529803292,212.18048667373682,mass_aware
0.575,0.675,112.22175883790032,668304.8901603927,0.0001679200025170655,0.13727446239752586,0.0016792000251706547,184,1080,92.63782075050705,209.73476285762834,mass_aware
0.575,0.7,110.68523398976562,666449.1819368079,0.00016608203144326267,0.13558328994309415,0.0016608203144326266,180,1074,91.26631249648722,208.68288830776544,mass_aware
0.575,0.725,109.22738729613735,660691.3185514526,0.00016532287352528767,0.13437926006440476,0.0016532287352528769,177,1061,90.02048407841929,205.4696450038185,mass_aware
0.575,0.75,107.84821875701553,652896.2174948883,0.00016518432159221368,0.1334722250144436,0.0016518432159221368,175,1050,88.900161822183,202.11893764757488,mass_aware
0.575,0.775,105.24723798778476,644404.7024964953,0.00016332475163518404,0.13110865343158723,0.0016332475163518402,173,1032,86.91080639837604,198.35453304067562,mass_aware
0.575,0.8,101.1097323704193,620018.847223817,0.0001630752562170425,0.12840753682063497,0.0016307525621704249,167,1020,83.55007409081784,205.06889719095489,mass_aware
0.575,0.825,101.1097323704193,605955.0633086609,0.0001668601163563776,0.1298891131238117,0.0016686011635637756,167,1000,83.55007409081784,199.03246787173688,mass_aware
0.575,0.85,97.1295830620667,589500.8974381814,0.00016476579337566197,0.1265054655478121,0.0016476579337566196,163,975,80.44138760584164,191.63575789225717,mass_aware
0.575,0.875,92.99207744470124,579845.1921689676,0.0001603739734339355,0.1221208784675372,0.001603739734339355,157,949,77.08103042990241,186.04582332476932,mass_aware
0.575,0.9,90.31241852096403,557084.914140323,0.00016211607284381683,0.12100039098964051,0.0016211607284381683,154,924,74.9671649117979,177.23392260358884,mass_aware
0.575,0.925,84.95310067348963,541793.5509865426,0.0001567997635239474,0.11541501677090929,0.001567997635239474,148,892,70.74044717985258,170.54995735757512,mass_aware
0.575,0.95,83.57393213436778,514998.9830032099,0.0001622798003347647,0.11645755029175385,0.0016227980033476468,146,847,69.62059602206539,157.63891619469274,mass_aware
0.6,0.5,122.94039453284915,693788.263787099,0.0001772016059507394,0.1475982227109743,0.0017720160595073935,196,1111,101.09874866807948,219.0657667859823,mass_aware
0.6,0.525,119.038923379003,689931.9423489093,0.00017253719689181045,0.1433130913797905,0.0017253719689181045,193,1098,98.11372461830665,216.8632146150056,mass_aware
0.6,0.55,118.96024522449656,682461.6399199234,0.0001743105227693893,0.14400007824253688,0.0017431052276938926,192,1090,97.98827182583415,213.6923049595322,mass_aware
0.6,0.575,118.88156706999011,671244.1014301325,0.00017710631172282128,0.14510229452215823,0.0017710631172282126,191,1079,97.86289400734648,209.42110115330038,mass_aware
0.6,0.6,116.28058630075935,664651.0223654469,0.0001749498344062194,0.14262983319760264,0.0017494983440621936,189,1067,95.87309001851672,206.70768419789914,mass_aware
0.6,0.625,114.98009591614397,655348.865971378,0.00017544868372621194,0.14203206146219613,0.0017544868372621192,188,1056,94.87837365819942,203.47949914876838,mass_aware
0.6,0.65,112.30043699240676,648116.5213651495,0.0001732719862716423,0.1394937983454739,0.001732719862716423,185,1044,92.76353821769888,200.42873777457666,mass_aware
0.6,0.675,112.14308068339388,643890.3724187699,0.0001741648663919747,0.13975473038150704,0.0017416486639197468,183,1034,92.51218290733331,198.08853648924284,mass_aware
0.6,0.7,110.60655583525917,642034.6641951851,0.0001722750530517051,0.13803894477423992,0.0017227505305170508,179,1028,91.14081225717034,197.05528936412347,mass_aware
0.6,0.725,109.14870914163092,636276.8008098297,0.00017154280810287355,0.13683448420248148,0.0017154280810287355,176,1015,89.89504330043512,193.89873387056505,mass_aware
0.6,0.75,107.7695406025091,628481.6997532654,0.00017147602013681252,0.13594076619796905,0.0017147602013681252,174,1004,88.77469929362445,190.58641230193717,mass_aware
0.6,0.775,105.16855983327832,620849.6571141892,0.00016939456860155,0.1334727793349808,0.0016939456860155,172,988,86.78512874189609,187.3368450175774,mass_aware
0.6,0.8,101.03105421591286,600018.1089601702,0.00016838000838174605,0.13042856188616067,0.0016838000838174602,166,977,83.42431681580182,194.47235976444279,mass_aware
0.6,0.825,101.03105421591286,586057.709590365,0.00017239096519441787,0.13197287960369275,0.0017239096519441786,166,958,83.42431681580182,188.5596689253539,mass_aware
0.6,0.85,97.05090490756027,569706.9282652366,0.00017035233396771438,0.12858012352102324,0.0017035233396771436,162,934,80.31535924772555,181.31317804988765,mass_aware
0.6,0.875,92.9133992901948,560154.6075413736,0.0001658709899718751,0.12414361651698701,0.0016587098997187509,156,909,76.9548993344018,175.89245076827487,mass_aware
0.6,0.9,90.23374036645758,537511.9566281209,0.00016787299194701645,0.1230764314151475,0.0016787299194701642,153,885,74.8408605534775,167.22235760489457,mass_aware
0.6,0.925,84.87442251898318,522413.5224164862,0.00016246597547166542,0.11742744929164088,0.001624659754716654,147,855,70.61376182467023,160.73990643466843,mass_aware
0.6,0.95,83.49525397986135,495618.9544331533,0.00016846662790642478,0.11860085954232262,0.0016846662790642479,145,810,69.49386127067719,148.0451650547988,mass_aware
0.625,0.5,119.86734483657975,667705.5835356708,0.00017952125576343347,0.14669265922360025,0.0017952125576343348,188,1055,98.35757453166491,204.56506220789944,mass_aware
0.625,0.525,115.96587368273359,663849.2620974812,0.00017468705669165132,0.14232967768639312,0.0017468705669165128,185,1042,95.37157696320651,202.4216110608217,mass_aware
0.625,0.55,115.88719552822715,657120.8049124202,0.00017635599826073438,0.14295944198624103,0.0017635599826073436,184,1035,95.24639068832334,199.70179685833756,mass_aware
0.625,0.575,115.80851737372072,646645.1116665542,0.00017909130570129163,0.1440149248786054,0.001790913057012916,183,1025,95.12128122924776,195.87722192790181,mass_aware
0.625,0.6,113.20753660448995,640052.0326018687,0.00017687239605238217,0.14150366868185396,0.0017687239605238215,181,1013,93.1308067040612,193.2035888664344,mass_aware
0.625,0.625,111.90704621987456,630749.8762077999,0.00017741905379781145,0.14090579212238968,0.0017741905379781145,180,1002,92.13574723071066,189.9976440418308,mass_aware
0.625,0.65,109.22738729613735,624259.3768454962,0.00017497115998174435,0.13824486484850132,0.0017497115998174433,177,991,90.02048407841929,187.39242070417433,mass_aware
0.625,0.675,109.07003098712448,620033.2278991166,0.00017590997720669073,0.13851536616880497,0.0017590997720669072,175,981,89.76968422702546,185.11346324911867,mass_aware
0.625,0.7,107.61218429349623,618177.5196755318,0.00017407974387353907,0.1368689207946198,0.0017407974387353906,172,975,88.52402253623796,184.10771736552246,mass_aware
0.625,0.725,106.15433759986797,612419.6562901766,0.00017333594131010378,0.13564793412368525,0.0017333594131010378,169,962,87.27840945862475,181.03469323636622,mass_aware
0.625,0.75,104.77516906074612,604624.5552336122,0.00017328963594649832,0.13474587527182239,0.0017328963594649832,167,951,86.15801478420411,177.78056599969685,mass_aware
0.625,0.775,102.17418829151536,597734.357838461,0.0001709357793334814,0.13215606116775744,0.0017093577933348137,165,936,84.16791320758365,174.97684701062923,mass_aware
0.625,0.8,98.03668267414989,577644.6549283669,0.00016971797771816536,0.1289906489853207,0.0016971797771816533,159,926,80.80691985940202,181.72100985231052,mass_aware
0.625,0.825,98.03668267414989,564632.8698931886,0.0001736290745749454,0.13046845782452643,0.0017362907457494539,159,910,80.80691985940202,176.4313277325783,mass_aware
0.625,0.85,94.0565333657973,549113.4782087796,0.00017128797069890147,0.12692814002891928,0.0017128797069890145,155,888,77.69732327271062,169.76596959375618,mass_aware
0.625,0.875,89.99770590293828,539561.1574849169,0.00016679797026614932,0.12252116010395898,0.0016679797026614932,150,863,74.4625441355114,164.48437241894138,mass_aware
0.625,0.9,87.31804697920107,517660.35181558906,0.00016867825915767098,0.12136167499461833,0.0016867825915767099,147,840,72.34828704505453,156.3117675553666,mass_aware
0.625,0.925,81.95872913172666,502665.30214930524,0.00016304831222940208,0.11559944834381676,0.0016304831222940207,141,811,68.12074050559411,150.00078254884744,mass_aware
0.625,0.95,80.57956059260484,476702.1238066921,0.00016903545541005545,0.11670819474875412,0.0016903545541005545,139,768,67.00078626786535,138.0278091012627,mass_aware
0.65,0.5,115.8085173737207,623488.8695259582,0.000185742718168763,0.14666488606373818,0.00185742718168763,183,999,95.12128122924773,199.65109300685393,mass_aware
0.65,0.525,111.90704621987457,619632.5480877687,0.0001806022723713076,0.14216422490088812,0.0018060227237130762,180,986,92.13574723071068,197.42116079050203,mass_aware
0.65,0.55,111.82836806536812,613007.4754480585,0.00018242578197538408,0.14282989004881244,0.001824257819753841,179,980,92.01042799240898,194.70835624480233,mass_aware
0.65,0.575,111.74968991086169,602531.7822021926,0.00018546688027381376,0.14396480944777304,0.0018546688027381375,178,970,91.88518843253512,190.83037402354705,mass_aware
0.65,0.6,109.14870914163092,596042.087682858,0.0001831224864773421,0.1413774487455749,0.0018312248647734208,176,959,89.89504330043512,188.16166154604807,mass_aware
0.65,0.625,107.84821875701553,586739.9312887893,0.00018380923643653187,0.14079594717450883,0.0018380923643653187,175,948,88.900161822183,184.9238828225097,mass_aware
0.65,0.65,105.16855983327832,580338.9763232803,0.00018121919106583277,0.13805274839185686,0.0018121919106583275,172,938,86.78512874189609,182.3163436584504,mass_aware
0.65,0.675,105.08988167877189,576112.8273769005,0.00018241198023181791,0.13845451751153598,0.0018241198023181788,171,928,86.6595360238903,179.9439244991412,mass_aware
0.65,0.7,103.63203498514363,574257.1191533157,0.00018046277795900664,0.13675425009470085,0.0018046277795900664,168,922,85.4137016850383,178.8966851656271,mass_aware
0.65,0.725,102.17418829151538,569241.1010118853,0.0001794919377920711,0.13542319981737264,0.0017949193779207109,165,910,84.16791320758367,176.10564636088017,mass_aware
0.65,0.75,100.79501975239356,561535.5443521157,0.00017949891287592147,0.13450872264972882,0.0017949891287592145,163,900,83.04757583903219,172.81979063055005,mass_aware
0.65,0.775,98.19403898316278,554645.3469569646,0.0001770393270616976,0.13184918119976793,0.0017703932706169755,161,885,81.05809315669366,169.9457200350316,mass_aware
0.65,0.8,94.0565333657973,538109.9511655297,0.00017479054821802447,0.12821931613643328,0.0017479054821802446,155,876,77.69732327271063,179.06425054240714,mass_aware
0.65,0.825,94.0565333657973,525943.3959196274,0.00017883394695228887,0.1296938745602705,0.0017883394695228886,155,862,77.69732327271063,174.14171641529526,mass_aware
0.65,0.85,91.37687444206011,511907.6947230684,0.0001785026390187261,0.12771457721493862,0.0017850263901872609,152,842,75.58272970559787,168.1218074980667,mass_aware
0.65,0.875,87.31804697920109,503407.3728791834,0.0001734540487156457,0.12306774059226643,0.0017345404871564568,147,821,72.34828704505455,163.17208709449665,mass_aware
0.65,0.9,84.63838805546386,482248.41245378053,0.00017550786248275257,0.12187986942723643,0.0017550786248275259,144,799,70.23434178541324,155.2451605813579,mass_aware
0.65,0.925,80.57956059260485,467342.9071842914,0.00017242063451458183,0.11787102683137668,0.0017242063451458184,139,771,67.00078626786538,148.76222672876722,mass_aware
0.65,0.95,79.200392053483,442863.4193295282,0.0001788370603591243,0.1190124585668872,0.0017883706035912428,137,730,65.88085350177383,137.0398483621033,mass_aware
0.675,0.5,114.35067068009246,593456.6725602518,0.00019268579488165212,0.14843769694805847,0.0019268579488165211,180,958,93.87581219623142,201.82531511656785,mass_aware
0.675,0.525,110.4491995262463,589600.3511220623,0.0001873289242722661,0.14384133527600682,0.0018732892427226608,177,945,90.89005377581923,199.47260143596205,mass_aware
0.675,0.55,110.37052137173987,582975.2784823522,0.00018932281598469362,0.14455330472803657,0.001893228159846936,176,939,90.76479555610834,196.69048350076164,mass_aware
0.675,0.575,110.29184321723342,572499.5852364862,0.00019264964737341153,0.14576585575491818,0.0019264964737341153,175,929,90.63961803192622,192.7537806126271,mass_aware
0.675,0.6,107.69086244800266,566944.6649032222,0.000189949512032864,0.14302386784168714,0.0018994951203286398,173,921,88.64931952772643,190.57662627611705,mass_aware
0.675,0.625,106.39037206338728,557642.5085091535,0.00019078597926083484,0.14247031732272483,0.0019078597926083481,172,910,87.65436087133696,187.31041754183545,mass_aware
0.675,0.65,103.71071313965007,551359.1806590363,0.00018810009296605035,0.13967102341983306,0.0018810009296605034,169,901,85.53923298709964,184.70803711025883,mass_aware
0.675,0.675,103.63203498514363,547133.0317126566,0.00018940920942161124,0.1401030400001685,0.0018940920942161121,168,891,85.4137016850383,182.19786248256594,mass_aware
0.675,0.7,102.17418829151538,545277.3234890718,0.00018738022633644897,0.1383669849632025,0.0018738022633644894,165,885,84.16791320758367,181.08918140353052,mass_aware
0.675,0.725,100.71634159788712,540454.234289787,0.00018635498661646874,0.13699997259318686,0.0018635498661646872,162,875,82.92217250763963,178.26208437178676,mass_aware
0.675,0.75,99.3371730587653,532748.6776300173,0.00018646160418581625,0.13609764378497308,0.0018646160418581623,160,865,81.80181824088659,174.86222201821707,mass_aware
0.675,0.775,96.73619228953451,525858.4802348663,0.00018395860469213855,0.13339960628432598,0.0018395860469213854,158,850,79.81216865608829,171.8931018951668,mass_aware
0.675,0.8,92.59868667216904,509323.08444343135,0.00018180736255722106,0.12975023314094486,0.0018180736255722105,152,841,76.45133958082532,183.2474135100521,mass_aware
0.675,0.825,92.59868667216904,497898.37444145395,0.00018597909016282072,0.1312304061472116,0.001859790901628207,152,828,76.45133958082532,178.66258891117107,mass_aware
0.675,0.85,89.91902774843183,484604.51848882006,0.00018555136057920657,0.12916887373001654,0.0018555136057920656,149,809,74.33663760511642,172.88991645439737,mass_aware
0.675,0.875,85.86020028557282,476104.19664493494,0.00018033909570766695,0.12443452445675747,0.0018033909570766694,144,788,71.10206028396935,167.5699817242128,mass_aware
0.675,0.9,83.1805413618356,454945.2362195322,0.00018283638279860374,0.12332246065428497,0.0018283638279860373,141,766,68.98800025473093,159.49605226194876,mass_aware
0.675,0.925,79.12171389897658,440143.115495394,0.00017976360668489104,0.11926107771427401,0.0017976360668489103,136,739,65.75430063912077,152.80120520214314,mass_aware
0.675,0.95,77.74254535985474,417457.47176453355,0.000186228659487751,0.12032410401715621,0.00186228659487751,134,703,64.63433992237319,141.45810889657835,mass_aware
0.7,0.5,110.29184321723342,569104.7389434632,0.00019379884873562824,0.14619997346248134,0.0019379884873562821,175,916,90.63961803192622,188.52896429315007,mass_aware
0.7,0.525,106.39037206338728,565337.9619020682,0.0001881889758569175,0.1414973326944549,0.001881889758569175,172,904,87.65436087133696,186.28896261032207,mass_aware
0.7,0.55,106.31169390888084,558712.8892623582,0.00019027965159214256,0.14222852061788574,0.0019027965159214254,171,898,87.52895986917515,183.5364831936548,mass_aware
0.7,0.575,106.23301575437439,548237.1960164923,0.00019377199600148737,0.1434746789645566,0.0019377199600148734,170,888,87.40364272758372,179.62360372006077,mass_aware
0.7,0.6,103.63203498514363,542682.2756832283,0.00019096263067496088,0.14067638758143675,0.001909626306749609,168,880,85.41370168503829,177.46425651072317,mass_aware
0.7,0.625,102.33154460052823,533380.1192891594,0.00019185481591797314,0.1401170926473148,0.0019185481591797312,167,869,84.41893688510395,174.2079901073938,mass_aware
0.7,0.65,99.65188567679104,527096.7914390422,0.00018905803885606767,0.13725884333755392,0.0018905803885606767,164,860,82.30406225589736,171.63438496251027,mass_aware
0.7,0.675,99.5732075222846,522974.02703801356,0.00019039799755685936,0.13769001170221679,0.0019039799755685934,163,851,82.17836665631263,169.25213832716915,mass_aware
0.7,0.7,98.11536082865634,521207.86321122333,0.00018824612549809972,0.1359037767239843,0.001882461254980997,160,846,80.93246100150479,168.22825524918682,mass_aware
0.7,0.725,96.65751413502808,517126.61925586354,0.00018691266420227333,0.13441173119243346,0.0018691266420227334,157,837,79.6866017914728,165.89024405903854,mass_aware
0.7,0.75,95.27834559590626,510266.2923853698,0.00018672278968399688,0.13338155227070786,0.0018672278968399686,155,829,78.56629072683161,163.02202223879195,mass_aware
0.7,0.775,92.67736482667549,503376.09499021876,0.00018411157333261192,0.13062532469073404,0.0018411157333261192,153,814,76.5770847930129,160.09225199730034,mass_aware
0.7,0.8,88.53985920931001,486840.69919878384,0.0001818661820078398,0.12689525660917703,0.001818661820078398,147,805,73.21642984089713,170.55399111918203,mass_aware
0.7,0.825,88.53985920931001,475415.98919680645,0.00018623660377702913,0.1284109133914957,0.0018623660377702913,147,792,73.21642984089713,165.99727672009905,mass_aware
0.7,0.85,85.8602002855728,465676.44036283175,0.00018437737631449603,0.1258200240760232,0.0018437737631449604,144,774,71.10206028396932,161.22937036964277,mass_aware
0.7,0.875,81.80137282271379,457917.9637628717,0.00017863761480445834,0.12088342371384024,0.0017863761480445832,139,754,67.8679363931372,156.49046428221413,mass_aware
0.7,0.9,79.12171389897657,437500.84858139383,0.00018084928099118086,0.11962067158070896,0.0018084928099118085,136,733,65.75430063912076,148.90163128180197,mass_aware
0.7,0.925,75.06288643611754,422802.11240260664,0.00017753668733953745,0.11544009788635924,0.0017753668733953743,131,707,62.52119616620938,142.3694336395819,mass_aware
0.7,0.95,73.68371789699572,400309.39761389187,0.00018406692007781803,0.11645915598690729,0.0018406692007781802,129,673,61.401361885386066,131.37562362258427,mass_aware
0.725,0.5,105.99698129085508,543590.9162263429,0.00019499402607147238,0.1437664012672167,0.0019499402607147237,167,860,87.02819458686344,173.75514633155922,mass_aware
0.725,0.525,102.09551013700894,540030.9082756499,0.00018905493847195867,0.13893041563032718,0.0018905493847195865,164,850,84.04253230792634,171.7149437660463,mass_aware
0.725,0.55,102.0168319825025,534147.6808798647,0.0001909899371171231,0.1395857740789736,0.0019098993711712307,163,845,83.91723871843243,169.41989414122284,mass_aware
