grouping,category,n_rows,n_selected,mean_score,median_score,p90_score,p99_score,selection_fraction
analysis_group,qcdlike,234,7,0.41714883630027205,0.3897137408410355,0.6971642428807463,0.8506746561927248,0.029914529914529916
analysis_group,signal,473,127,0.6180966252866009,0.6377881615184474,0.8677874945592788,0.925429915901959,0.26849894291754756
analysis_group,ttbar,95,8,0.49435805949166894,0.4921109551043023,0.7755528564758234,0.8747029969764357,0.08421052631578947
analysis_sample,VBF_HH_ak4ak8_10k,224,63,0.6118426963733858,0.6351428631756248,0.8696211492504944,0.9312141984365137,0.28125
analysis_sample,ggF_HH_ak4ak8_10k,249,64,0.623722649690457,0.6385728027300785,0.8643933641171098,0.9252323640097504,0.2570281124497992
analysis_sample,qcd_bbbb_ak4ak8_smoke10k,122,3,0.39593555543174985,0.3703092677025889,0.675692097882601,0.8651768291296315,0.02459016393442623
analysis_sample,ttbar_ak4ak8_extra50k,95,8,0.49435805949166894,0.4921109551043023,0.7755528564758234,0.8747029969764357,0.08421052631578947
analysis_sample,zbbbb_ak4ak8_smoke10k,112,4,0.44025616010348373,0.41166908713233735,0.7093630354144362,0.8250940929628744,0.03571428571428571
