figure	panel	series	bin_low	bin_high	value	statistical_uncertainty	normalization
fig15	mhh	ordinary	491.4770739921326	530.1905600112557	0.058294358681111026	0.004234638324082434	unit_area
fig15	mhh	ordinary	530.1905600112557	571.9534944768324	0.038808848247194765	0.0033987740714496823	unit_area
fig15	mhh	ordinary	571.9534944768324	617.0060814310149	0.039372008989852034	0.00345035522962676	unit_area
fig15	mhh	ordinary	617.0060814310149	665.6074457086418	0.028959136876836634	0.0029677254266763198	unit_area
fig15	mhh	ordinary	665.6074457086418	718.0371233217998	0.027596267775470463	0.0028679649122770492	unit_area
fig15	mhh	ordinary	718.0371233217998	774.5966692414836	0.024795463425757423	0.0027864762640349887	unit_area
fig15	mhh	ordinary	774.5966692414836	835.6113918236798	0.021183099247098592	0.0025218099567188056	unit_area
fig15	mhh	ordinary	835.6113918236798	901.4322238556217	0.011409174519066232	0.0018214437034362136	unit_area
fig15	mhh	ordinary	901.4322238556217	972.4377409837315	0.011052843214395557	0.001880319640449922	unit_area
fig15	mhh	ordinary	972.4377409837315	1049.0363391324713	0.009588307503370789	0.0016865728644288585	unit_area
fig15	mhh	ordinary	1049.0363391324713	1131.6685834377408	0.006483895620342189	0.0014043726020707367	unit_area
fig15	mhh	ordinary	1131.6685834377408	1220.8097422049943	0.003271984011241276	0.0009740177356941111	unit_area
fig15	mhh	ordinary	1220.8097422049943	1316.9725204663857	0.0037492524943881778	0.00114622269700082	unit_area
fig15	mhh	ordinary	1316.9725204663857	1420.710008859305	0.0016896009146786953	0.0007162588793327982	unit_area
fig15	mhh	ordinary	1420.710008859305	1532.618864787108	0.0013313076254225485	0.0006403349868431155	unit_area
fig15	mhh	ordinary	1532.618864787108	1653.342744158803	0.002037569892490789	0.0008156124818907687	unit_area
fig15	mhh	ordinary	1653.342744158803	1783.5760034457562	0.0022747682611939826	0.0008478673673393187	unit_area
fig15	mhh	ordinary	1783.5760034457562	1924.0676933481543	0.0012835770799508699	0.0006403131062139175	unit_area
fig15	mhh	ordinary	1924.0676933481543	2075.6258670412644	0.00034393964573494005	0.0003211371922212513	unit_area
fig15	mhh	ordinary	2075.6258670412644	2239.1222277808088	0.00033087315469993675	0.0003199185998312264	unit_area
fig15	mhh	ordinary	2239.1222277808088	2415.497142598682	0.0003212838831764972	0.00032015314146108476	unit_area
fig15	mhh	ordinary	2415.497142598682	2605.7650509258215	9.904295628644242e-08	9.904291987763923e-08	unit_area
fig15	mhh	ordinary	2605.7650509258215	2811.020299250489	0.0	0.0	unit_area
fig15	mhh	ordinary	2811.020299250489	3032.443435370667	9.963511861473328e-08	9.963518854135644e-08	unit_area
fig15	mhh	ordinary	3032.443435370667	3271.3079984426017	0.0	0.0	unit_area
fig15	mhh	ordinary	3271.3079984426017	3528.9878438792625	0.0	0.0	unit_area
fig15	mhh	ordinary	3528.9878438792625	3806.965045228561	0.0	0.0	unit_area
fig15	mhh	ordinary	3806.965045228561	4106.838418479956	0.0	0.0	unit_area
fig15	mhh	ordinary	4106.838418479956	4430.3327178278205	0.0	0.0	unit_area
fig15	mhh	ordinary	4430.3327178278205	4779.308555782037	0.0	0.0	unit_area
fig15	mhh	ordinary	4779.308555782037	5155.773104682456	0.0	0.0	unit_area
fig15	mhh	ordinary	5155.773104682456	5561.891641168025	0.0	0.0	unit_area
fig15	mhh	ordinary	5561.891641168025	6000.0	0.0	0.0	unit_area
fig15	mhh	transferred	100.0	107.87696681447704	0.0	0.0	unit_area
fig15	mhh	transferred	107.87696681447704	116.37439969091794	0.0	0.0	unit_area
fig15	mhh	transferred	116.37439969091794	125.54117253511842	0.0	0.0	unit_area
fig15	mhh	transferred	125.54117253511842	135.4300090342152	0.0	0.0	unit_area
fig15	mhh	transferred	135.4300090342152	146.0977859026836	0.011504267413201192	0.011504267413201194	unit_area
fig15	mhh	transferred	146.0977859026836	157.6058600149237	0.0	0.0	unit_area
fig15	mhh	transferred	157.6058600149237	170.0204213059706	0.0	0.0	unit_area
fig15	mhh	transferred	170.0204213059706	183.41287347007594	0.004314769365033282	0.004314769365033281	unit_area
fig15	mhh	transferred	183.41287347007594	197.86024464679258	0.04313331659604444	0.020805008897572076	unit_area
fig15	mhh	transferred	197.86024464679258	213.44563045666376	0.008724423407065448	0.006169099190515346	unit_area
fig15	mhh	transferred	213.44563045666376	230.25867193468648	0.021483817059659564	0.012963961680069603	unit_area
fig15	mhh	transferred	230.25867193468648	248.3960711104373	0.018629981472659412	0.008501907730316371	unit_area
fig15	mhh	transferred	248.3960711104373	267.9621472002715	0.04316246378392167	0.016173687114243905	unit_area
fig15	mhh	transferred	267.9621472002715	289.06943661059705	0.06147286049699612	0.02015526607356607	unit_area
fig15	mhh	transferred	289.06943661059705	311.8393402032098	0.08475103138357908	0.024277268167759675	unit_area
fig15	mhh	transferred	311.8393402032098	336.40282154550084	0.1076265462101211	0.029114534814745383	unit_area
fig15	mhh	transferred	336.40282154550084	362.90116016160437	0.059766573308497994	0.017674399081509376	unit_area
fig15	mhh	transferred	362.90116016160437	391.48676411688655	0.07067368710448967	0.018177334618290072	unit_area
fig15	mhh	transferred	391.48676411688655	422.32404660944377	0.07954204881043121	0.021414384563490436	unit_area
fig15	mhh	transferred	422.32404660944377	455.59037161042664	0.07357875269582996	0.01853789661577306	unit_area
fig15	mhh	transferred	455.59037161042664	491.4770739921326	0.04595727887358321	0.015422951626181234	unit_area
fig15	mhh	transferred	491.4770739921326	530.1905600112557	0.05354402327343979	0.01665790620090459	unit_area
fig15	mhh	transferred	530.1905600112557	571.9534944768324	0.03501425178049965	0.009742156896027787	unit_area
fig15	mhh	transferred	571.9534944768324	617.0060814310149	0.03167320890307251	0.010234626962008667	unit_area
fig15	mhh	transferred	617.0060814310149	665.6074457086418	0.01665242894957553	0.006471917609432105	unit_area
fig15	mhh	transferred	665.6074457086418	718.0371233217998	0.024498913064161305	0.008831138254346496	unit_area
fig15	mhh	transferred	718.0371233217998	774.5966692414836	0.018837020310811702	0.006630181496958663	unit_area
fig15	mhh	transferred	774.5966692414836	835.6113918236798	0.011857038181897447	0.005536748783373705	unit_area
fig15	mhh	transferred	835.6113918236798	901.4322238556217	0.01700579035394438	0.006047097338861941	unit_area
fig15	mhh	transferred	901.4322238556217	972.4377409837315	0.020841537803798407	0.007450180458754085	unit_area
fig15	mhh	transferred	972.4377409837315	1049.0363391324713	0.00926904264013748	0.004289476367037183	unit_area
fig15	mhh	transferred	1049.0363391324713	1131.6685834377408	0.0085095196183497	0.0035974305862164786	unit_area
fig15	mhh	transferred	1131.6685834377408	1220.8097422049943	0.00046613010772698763	0.00027336364252033077	unit_area
fig15	mhh	transferred	1220.8097422049943	1316.9725204663857	0.009087133246788974	0.004287216852068536	unit_area
fig15	mhh	transferred	1316.9725204663857	1420.710008859305	0.004215756961693757	0.003019578772574692	unit_area
fig15	mhh	transferred	1420.710008859305	1532.618864787108	0.0003710310390110907	0.0001976544663141157	unit_area
fig15	mhh	transferred	1532.618864787108	1653.342744158803	0.00048076536097077375	0.00027321062085179567	unit_area
fig15	mhh	transferred	1653.342744158803	1783.5760034457562	7.696519386329504e-05	2.6880762842447444e-05	unit_area
fig15	mhh	transferred	1783.5760034457562	1924.0676933481543	0.00023255008187592804	0.0001929204704253714	unit_area
fig15	mhh	transferred	1924.0676933481543	2075.6258670412644	7.644450519359478e-05	2.939996600590412e-05	unit_area
fig15	mhh	transferred	2075.6258670412644	2239.1222277808088	0.0013813912140976101	0.0011309683977031985	unit_area
fig15	mhh	transferred	2239.1222277808088	2415.497142598682	0.00022056531560058835	0.0001924895780750671	unit_area
fig15	mhh	transferred	2415.497142598682	2605.7650509258215	0.00021547380192332174	0.00019210844737396076	unit_area
fig15	mhh	transferred	2605.7650509258215	2811.020299250489	0.0011190305413458386	0.001114175619082122	unit_area
fig15	mhh	transferred	2811.020299250489	3032.443435370667	2.0715100743642e-05	1.3531915346644537e-05	unit_area
fig15	mhh	transferred	3032.443435370667	3271.3079984426017	3.8141368050847804e-06	2.1527261863527016e-06	unit_area
fig15	mhh	transferred	3271.3079984426017	3528.9878438792625	0.0	0.0	unit_area
fig15	mhh	transferred	3528.9878438792625	3806.965045228561	3.816411317307831e-06	2.152992970250838e-06	unit_area
fig15	mhh	transferred	3806.965045228561	4106.838418479956	7.559701444035442e-07	4.3646257626936284e-07	unit_area
fig15	mhh	transferred	4106.838418479956	4430.3327178278205	2.535063896165483e-07	2.5350672151867836e-07	unit_area
fig15	mhh	transferred	4430.3327178278205	4779.308555782037	2.535063896165483e-07	2.5350672151867836e-07	unit_area
fig15	mhh	transferred	4779.308555782037	5155.773104682456	0.0	0.0	unit_area
fig15	mhh	transferred	5155.773104682456	5561.891641168025	2.307630927716564e-06	2.0716887160960215e-06	unit_area
fig15	mhh	transferred	5561.891641168025	6000.0	2.535063896165483e-07	2.5350672151867836e-07	unit_area
fig15	promoted_btag	transferred	0.0	0.025	1.0	0.07399558241673809	unit_area
fig15	promoted_btag	transferred	0.025	0.05	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.05	0.07500000000000001	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.07500000000000001	0.1	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.1	0.125	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.125	0.15000000000000002	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.15000000000000002	0.17500000000000002	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.17500000000000002	0.2	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.2	0.225	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.225	0.25	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.25	0.275	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.275	0.30000000000000004	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.30000000000000004	0.325	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.325	0.35000000000000003	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.35000000000000003	0.375	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.375	0.4	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.4	0.42500000000000004	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.42500000000000004	0.45	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.45	0.47500000000000003	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.47500000000000003	0.5	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.5	0.525	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.525	0.55	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.55	0.5750000000000001	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.5750000000000001	0.6000000000000001	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.6000000000000001	0.625	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.625	0.65	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.65	0.675	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.675	0.7000000000000001	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.7000000000000001	0.7250000000000001	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.7250000000000001	0.75	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.75	0.775	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.775	0.8	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.8	0.8250000000000001	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.8250000000000001	0.8500000000000001	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.8500000000000001	0.875	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.875	0.9	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.9	0.925	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.925	0.9500000000000001	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.9500000000000001	0.9750000000000001	0.0	0.0	unit_area
fig15	promoted_btag	transferred	0.9750000000000001	1.0	0.0	0.0	unit_area
fig15	promoted_pt	transferred	30.0	32.74306675236499	0.05125200899685035	0.021222191666026586	unit_area
fig15	promoted_pt	transferred	32.74306675236499	35.73694734499433	0.06577216234856166	0.022748195707106796	unit_area
fig15	promoted_pt	transferred	35.73694734499433	39.004575081430076	0.11993573125842065	0.028128436709403393	unit_area
fig15	promoted_pt	transferred	39.004575081430076	42.57098018462992	0.04817203608282175	0.016252327278657563	unit_area
fig15	promoted_pt	transferred	42.57098018462992	46.46348152996483	0.05870584006411002	0.019921905887079802	unit_area
fig15	promoted_pt	transferred	46.46348152996483	50.711895909430545	0.049509646670448285	0.016426568795459586	unit_area
fig15	promoted_pt	transferred	50.711895909430545	55.348766430049	0.07182708168056476	0.02304038701305619	unit_area
fig15	promoted_pt	transferred	55.348766430049	60.4096117960051	0.04558254859127559	0.016143558236134732	unit_area
fig15	promoted_pt	transferred	60.4096117960051	65.93319838403504	0.043539542231480044	0.01320558555182862	unit_area
fig15	promoted_pt	transferred	65.93319838403504	71.96183719617943	0.05871601258962624	0.017609906263300362	unit_area
fig15	promoted_pt	transferred	71.96183719617943	78.54170796457751	0.05256055067723924	0.01687032792774335	unit_area
fig15	promoted_pt	transferred	78.54170796457751	85.72321289096402	0.029981523091626612	0.010167238902727908	unit_area
fig15	promoted_pt	transferred	85.72321289096402	93.56136273053434	0.07201701776903141	0.020602825509349176	unit_area
fig15	promoted_pt	transferred	93.56136273053434	102.11619817760402	0.034991093333419016	0.014362241314301562	unit_area
fig15	promoted_pt	transferred	102.11619817760402	111.4532497809007	0.04793096172027549	0.012108818749375182	unit_area
fig15	promoted_pt	transferred	111.4532497809007	121.64403991146804	0.027713302323678957	0.008811980365059716	unit_area
fig15	promoted_pt	transferred	121.64403991146804	132.766630628285	0.030638013024606336	0.00972291082091026	unit_area
fig15	promoted_pt	transferred	132.766630628285	144.90622163828408	0.011562547363821597	0.005593755294701133	unit_area
fig15	promoted_pt	transferred	144.90622163828408	158.15580293117776	0.014171736836249359	0.005441719366873898	unit_area
fig15	promoted_pt	transferred	158.15580293117776	172.61686708831456	0.009870203598061159	0.004966217157042323	unit_area
fig15	promoted_pt	transferred	172.61686708831456	188.40018672189333	0.012511489758486172	0.005699767077342686	unit_area
fig15	promoted_pt	transferred	188.40018672189333	205.6266629997661	0.009150771502170283	0.004417312669162774	unit_area
fig15	promoted_pt	transferred	205.6266629997661	224.4282517555801	0.006244514811685347	0.0032521708056360943	unit_area
fig15	promoted_pt	transferred	224.4282517555801	244.94897427831788	0.0110184009744916	0.0033796420996936075	unit_area
fig15	promoted_pt	transferred	244.94897427831788	267.3460205239433	0.006217280763794992	0.0025218786606902967	unit_area
fig15	promoted_pt	transferred	267.3460205239433	291.7909531998206	0.0006155577481790386	0.0003323491043150708	unit_area
fig15	promoted_pt	transferred	291.7909531998206	318.4710219452645	0.004723489323078122	0.0020098018655117385	unit_area
fig15	promoted_pt	transferred	318.4710219452645	347.5905976749231	0.0010425261312122687	0.0004288792811076114	unit_area
fig15	promoted_pt	transferred	347.5905976749231	379.3727380721485	0.0006719526689050403	0.0003333691223022437	unit_area
fig15	promoted_pt	transferred	379.3727380721485	414.06089622412793	0.0013488534395500699	0.0011307587777990423	unit_area
fig15	promoted_pt	transferred	414.06089622412793	451.92078548702324	0.0008333269881466484	0.0003842523216676767	unit_area
fig15	promoted_pt	transferred	451.92078548702324	493.2424148660941	0.0003147222043379393	0.00019590175048072222	unit_area
fig15	promoted_pt	transferred	493.2424148660941	538.3423105019409	0.00012333655961157053	3.905517921032478e-05	unit_area
fig15	promoted_pt	transferred	538.3423105019409	587.5659402795819	0.00046982824517655396	0.0002728963621836601	unit_area
fig15	promoted_pt	transferred	587.5659402795819	641.2903601330152	6.629395812820711e-05	2.653052398126854e-05	unit_area
fig15	promoted_pt	transferred	641.2903601330152	699.9271023161168	8.95029843936766e-05	3.216345165118339e-05	unit_area
fig15	promoted_pt	transferred	699.9271023161168	763.9253277642006	4.359420000963353e-05	1.9217499566041413e-05	unit_area
fig15	promoted_pt	transferred	763.9253277642006	833.7752666935176	1.7908666487520662e-05	5.831304818251897e-06	unit_area
fig15	promoted_pt	transferred	833.7752666935176	910.0119737938925	2.0617295319651504e-05	1.3439826834559156e-05	unit_area
fig15	promoted_pt	transferred	910.0119737938925	993.2194267794948	1.2765752843125678e-05	4.649403869649677e-06	unit_area
fig15	promoted_pt	transferred	993.2194267794948	1084.0349996928899	7.397680742504825e-06	3.588897192348642e-06	unit_area
fig15	promoted_pt	transferred	1084.0349996928899	1183.1543452281421	2.274733969879785e-06	7.582511662198114e-07	unit_area
fig15	promoted_pt	transferred	1183.1543452281421	1291.3367234718587	2.0144040435940857e-06	7.122029792102249e-07	unit_area
fig15	promoted_pt	transferred	1291.3367234718587	1409.4108178806455	5.047382670100466e-07	3.5690701754017e-07	unit_area
fig15	promoted_pt	transferred	1409.4108178806455	1538.2810830457106	5.047382670100466e-07	3.5690701754017e-07	unit_area
fig15	promoted_pt	transferred	1538.2810830457106	1678.9346728688677	7.58244656626595e-07	4.3777651493035584e-07	unit_area
fig15	promoted_pt	transferred	1678.9346728688677	1832.4490022201805	2.5123187739349814e-07	2.51230892436162e-07	unit_area
fig15	promoted_pt	transferred	1832.4490022201805	2000.0	0.0	0.0	unit_area
