series	mbb1_low_GeV	mbb1_high_GeV	mbb2_low_GeV	mbb2_high_GeV	unit_normalized_weight
signal	19.15747184159503	21.650187620507552	24.467248490767076	27.65085731367484	0.0
signal	19.15747184159503	21.650187620507552	27.65085731367484	31.248708266878577	0.0
signal	19.15747184159503	21.650187620507552	31.248708266878577	35.31470135884584	0.0
signal	19.15747184159503	21.650187620507552	35.31470135884584	39.90974991392957	0.0
signal	19.15747184159503	21.650187620507552	39.90974991392957	45.102693125095094	0.0
signal	19.15747184159503	21.650187620507552	45.102693125095094	50.971327345413684	0.0
signal	19.15747184159503	21.650187620507552	50.971327345413684	57.60357156827405	0.0
signal	19.15747184159503	21.650187620507552	57.60357156827405	65.09878455656568	0.0
signal	19.15747184159503	21.650187620507552	65.09878455656568	73.56925335296755	0.0
signal	19.15747184159503	21.650187620507552	73.56925335296755	83.14187547096454	0.0
signal	19.15747184159503	21.650187620507552	83.14187547096454	93.96005996777642	0.0
signal	19.15747184159503	21.650187620507552	93.96005996777642	106.18587587949342	0.0
signal	19.15747184159503	21.650187620507552	106.18587587949342	120.00248020448376	0.0
signal	19.15747184159503	21.650187620507552	120.00248020448376	135.6168618091	0.0
signal	19.15747184159503	21.650187620507552	135.6168618091	153.26294236259747	0.0
signal	19.15747184159503	21.650187620507552	153.26294236259747	173.20508075688775	0.0
signal	19.15747184159503	21.650187620507552	173.20508075688775	195.7420335114306	0.0
signal	19.15747184159503	21.650187620507552	195.7420335114306	221.2114304947513	0.0
signal	19.15747184159503	21.650187620507552	221.2114304947513	249.99483301411902	0.0
signal	19.15747184159503	21.650187620507552	249.99483301411902	282.5234500494769	0.0
signal	19.15747184159503	21.650187620507552	282.5234500494769	319.284598267482	0.0
signal	19.15747184159503	21.650187620507552	319.284598267482	360.82900259420836	0.0
signal	19.15747184159503	21.650187620507552	360.82900259420836	407.77904671761775	0.0
signal	19.15747184159503	21.650187620507552	407.77904671761775	460.8380971219581	0.0
signal	19.15747184159503	21.650187620507552	460.8380971219581	520.8010403390149	0.0
signal	19.15747184159503	21.650187620507552	520.8010403390149	588.5661912765424	0.0
signal	19.15747184159503	21.650187620507552	588.5661912765424	665.1487510245375	0.0
signal	19.15747184159503	21.650187620507552	665.1487510245375	751.6960157530128	0.0
signal	19.15747184159503	21.650187620507552	751.6960157530128	849.5045645483127	0.0
signal	19.15747184159503	21.650187620507552	849.5045645483127	960.0396836818343	0.0
signal	19.15747184159503	21.650187620507552	960.0396836818343	1084.9573183093817	0.0
signal	19.15747184159503	21.650187620507552	1084.9573183093817	1226.1288804632343	0.0
signal	19.15747184159503	21.650187620507552	1226.1288804632343	1385.6692849896287	0.0
signal	19.15747184159503	21.650187620507552	1385.6692849896287	1565.9686334427229	0.0
signal	19.15747184159503	21.650187620507552	1565.9686334427229	1769.7280205967947	0.0
signal	19.15747184159503	21.650187620507552	1769.7280205967947	2000.0	0.0
signal	21.650187620507552	24.467248490767076	15.0	16.95175736093239	0.0
signal	21.650187620507552	24.467248490767076	16.95175736093239	19.15747184159503	0.0
signal	21.650187620507552	24.467248490767076	19.15747184159503	21.650187620507552	0.0
signal	21.650187620507552	24.467248490767076	21.650187620507552	24.467248490767076	0.0
signal	21.650187620507552	24.467248490767076	24.467248490767076	27.65085731367484	0.0
signal	21.650187620507552	24.467248490767076	27.65085731367484	31.248708266878577	0.0
signal	21.650187620507552	24.467248490767076	31.248708266878577	35.31470135884584	0.0
signal	21.650187620507552	24.467248490767076	35.31470135884584	39.90974991392957	0.0
signal	21.650187620507552	24.467248490767076	39.90974991392957	45.102693125095094	0.0
signal	21.650187620507552	24.467248490767076	45.102693125095094	50.971327345413684	0.0
signal	21.650187620507552	24.467248490767076	50.971327345413684	57.60357156827405	0.0
signal	21.650187620507552	24.467248490767076	57.60357156827405	65.09878455656568	0.0
signal	21.650187620507552	24.467248490767076	65.09878455656568	73.56925335296755	0.0
signal	21.650187620507552	24.467248490767076	73.56925335296755	83.14187547096454	0.0
signal	21.650187620507552	24.467248490767076	83.14187547096454	93.96005996777642	0.0
signal	21.650187620507552	24.467248490767076	93.96005996777642	106.18587587949342	0.0
signal	21.650187620507552	24.467248490767076	106.18587587949342	120.00248020448376	2.4675199250034217e-05
signal	21.650187620507552	24.467248490767076	120.00248020448376	135.6168618091	0.0
signal	21.650187620507552	24.467248490767076	135.6168618091	153.26294236259747	0.0
signal	21.650187620507552	24.467248490767076	153.26294236259747	173.20508075688775	0.0
signal	21.650187620507552	24.467248490767076	173.20508075688775	195.7420335114306	0.0
signal	21.650187620507552	24.467248490767076	195.7420335114306	221.2114304947513	0.0
signal	21.650187620507552	24.467248490767076	221.2114304947513	249.99483301411902	2.477545134884815e-05
signal	21.650187620507552	24.467248490767076	249.99483301411902	282.5234500494769	0.0
signal	21.650187620507552	24.467248490767076	282.5234500494769	319.284598267482	0.0
signal	21.650187620507552	24.467248490767076	319.284598267482	360.82900259420836	0.0
signal	21.650187620507552	24.467248490767076	360.82900259420836	407.77904671761775	0.0
signal	21.650187620507552	24.467248490767076	407.77904671761775	460.8380971219581	0.0
signal	21.650187620507552	24.467248490767076	460.8380971219581	520.8010403390149	0.0
signal	21.650187620507552	24.467248490767076	520.8010403390149	588.5661912765424	0.0
signal	21.650187620507552	24.467248490767076	588.5661912765424	665.1487510245375	0.0
signal	21.650187620507552	24.467248490767076	665.1487510245375	751.6960157530128	0.0
signal	21.650187620507552	24.467248490767076	751.6960157530128	849.5045645483127	0.0
signal	21.650187620507552	24.467248490767076	849.5045645483127	960.0396836818343	0.0
signal	21.650187620507552	24.467248490767076	960.0396836818343	1084.9573183093817	0.0
signal	21.650187620507552	24.467248490767076	1084.9573183093817	1226.1288804632343	0.0
signal	21.650187620507552	24.467248490767076	1226.1288804632343	1385.6692849896287	0.0
signal	21.650187620507552	24.467248490767076	1385.6692849896287	1565.9686334427229	0.0
signal	21.650187620507552	24.467248490767076	1565.9686334427229	1769.7280205967947	0.0
signal	21.650187620507552	24.467248490767076	1769.7280205967947	2000.0	0.0
signal	24.467248490767076	27.65085731367484	15.0	16.95175736093239	0.0
signal	24.467248490767076	27.65085731367484	16.95175736093239	19.15747184159503	0.0
signal	24.467248490767076	27.65085731367484	19.15747184159503	21.650187620507552	0.0
signal	24.467248490767076	27.65085731367484	21.650187620507552	24.467248490767076	0.0
signal	24.467248490767076	27.65085731367484	24.467248490767076	27.65085731367484	0.0
signal	24.467248490767076	27.65085731367484	27.65085731367484	31.248708266878577	0.0
signal	24.467248490767076	27.65085731367484	31.248708266878577	35.31470135884584	0.0
signal	24.467248490767076	27.65085731367484	35.31470135884584	39.90974991392957	0.0
signal	24.467248490767076	27.65085731367484	39.90974991392957	45.102693125095094	0.0
signal	24.467248490767076	27.65085731367484	45.102693125095094	50.971327345413684	0.0
signal	24.467248490767076	27.65085731367484	50.971327345413684	57.60357156827405	0.0
signal	24.467248490767076	27.65085731367484	57.60357156827405	65.09878455656568	0.0
signal	24.467248490767076	27.65085731367484	65.09878455656568	73.56925335296755	0.0
signal	24.467248490767076	27.65085731367484	73.56925335296755	83.14187547096454	0.0
signal	24.467248490767076	27.65085731367484	83.14187547096454	93.96005996777642	0.0
signal	24.467248490767076	27.65085731367484	93.96005996777642	106.18587587949342	0.0001818519312316982
signal	24.467248490767076	27.65085731367484	106.18587587949342	120.00248020448376	0.0
signal	24.467248490767076	27.65085731367484	120.00248020448376	135.6168618091	0.0
signal	24.467248490767076	27.65085731367484	135.6168618091	153.26294236259747	0.0
signal	24.467248490767076	27.65085731367484	153.26294236259747	173.20508075688775	0.0
signal	24.467248490767076	27.65085731367484	173.20508075688775	195.7420335114306	0.0
signal	24.467248490767076	27.65085731367484	195.7420335114306	221.2114304947513	0.0
signal	24.467248490767076	27.65085731367484	221.2114304947513	249.99483301411902	0.0
signal	24.467248490767076	27.65085731367484	249.99483301411902	282.5234500494769	0.0
signal	24.467248490767076	27.65085731367484	282.5234500494769	319.284598267482	0.0
signal	24.467248490767076	27.65085731367484	319.284598267482	360.82900259420836	0.0
signal	24.467248490767076	27.65085731367484	360.82900259420836	407.77904671761775	0.0
signal	24.467248490767076	27.65085731367484	407.77904671761775	460.8380971219581	0.0
signal	24.467248490767076	27.65085731367484	460.8380971219581	520.8010403390149	0.0
signal	24.467248490767076	27.65085731367484	520.8010403390149	588.5661912765424	0.0
signal	24.467248490767076	27.65085731367484	588.5661912765424	665.1487510245375	0.0
signal	24.467248490767076	27.65085731367484	665.1487510245375	751.6960157530128	0.0
signal	24.467248490767076	27.65085731367484	751.6960157530128	849.5045645483127	0.0
signal	24.467248490767076	27.65085731367484	849.5045645483127	960.0396836818343	0.0
signal	24.467248490767076	27.65085731367484	960.0396836818343	1084.9573183093817	0.0
signal	24.467248490767076	27.65085731367484	1084.9573183093817	1226.1288804632343	0.0
signal	24.467248490767076	27.65085731367484	1226.1288804632343	1385.6692849896287	0.0
signal	24.467248490767076	27.65085731367484	1385.6692849896287	1565.9686334427229	0.0
signal	24.467248490767076	27.65085731367484	1565.9686334427229	1769.7280205967947	0.0
signal	24.467248490767076	27.65085731367484	1769.7280205967947	2000.0	0.0
signal	27.65085731367484	31.248708266878577	15.0	16.95175736093239	0.0
signal	27.65085731367484	31.248708266878577	16.95175736093239	19.15747184159503	0.0
signal	27.65085731367484	31.248708266878577	19.15747184159503	21.650187620507552	0.0
signal	27.65085731367484	31.248708266878577	21.650187620507552	24.467248490767076	0.0
signal	27.65085731367484	31.248708266878577	24.467248490767076	27.65085731367484	0.0
signal	27.65085731367484	31.248708266878577	27.65085731367484	31.248708266878577	0.0
signal	27.65085731367484	31.248708266878577	31.248708266878577	35.31470135884584	0.0
signal	27.65085731367484	31.248708266878577	35.31470135884584	39.90974991392957	0.0
signal	27.65085731367484	31.248708266878577	39.90974991392957	45.102693125095094	0.0
signal	27.65085731367484	31.248708266878577	45.102693125095094	50.971327345413684	0.0
signal	27.65085731367484	31.248708266878577	50.971327345413684	57.60357156827405	0.0
signal	27.65085731367484	31.248708266878577	57.60357156827405	65.09878455656568	0.0
signal	27.65085731367484	31.248708266878577	65.09878455656568	73.56925335296755	0.0
signal	27.65085731367484	31.248708266878577	73.56925335296755	83.14187547096454	0.0
signal	27.65085731367484	31.248708266878577	83.14187547096454	93.96005996777642	0.0
signal	27.65085731367484	31.248708266878577	93.96005996777642	106.18587587949342	0.0
signal	27.65085731367484	31.248708266878577	106.18587587949342	120.00248020448376	7.450432680735368e-05
signal	27.65085731367484	31.248708266878577	120.00248020448376	135.6168618091	0.0
signal	27.65085731367484	31.248708266878577	135.6168618091	153.26294236259747	0.0
signal	27.65085731367484	31.248708266878577	153.26294236259747	173.20508075688775	0.0
signal	27.65085731367484	31.248708266878577	173.20508075688775	195.7420335114306	0.0
signal	27.65085731367484	31.248708266878577	195.7420335114306	221.2114304947513	0.0
signal	27.65085731367484	31.248708266878577	221.2114304947513	249.99483301411902	0.0
signal	27.65085731367484	31.248708266878577	249.99483301411902	282.5234500494769	0.0
signal	27.65085731367484	31.248708266878577	282.5234500494769	319.284598267482	0.0
signal	27.65085731367484	31.248708266878577	319.284598267482	360.82900259420836	0.0
signal	27.65085731367484	31.248708266878577	360.82900259420836	407.77904671761775	0.0
signal	27.65085731367484	31.248708266878577	407.77904671761775	460.8380971219581	0.0
signal	27.65085731367484	31.248708266878577	460.8380971219581	520.8010403390149	0.0
signal	27.65085731367484	31.248708266878577	520.8010403390149	588.5661912765424	0.0
signal	27.65085731367484	31.248708266878577	588.5661912765424	665.1487510245375	0.0
signal	27.65085731367484	31.248708266878577	665.1487510245375	751.6960157530128	0.0
signal	27.65085731367484	31.248708266878577	751.6960157530128	849.5045645483127	0.0
signal	27.65085731367484	31.248708266878577	849.5045645483127	960.0396836818343	0.0
signal	27.65085731367484	31.248708266878577	960.0396836818343	1084.9573183093817	0.0
signal	27.65085731367484	31.248708266878577	1084.9573183093817	1226.1288804632343	0.0
signal	27.65085731367484	31.248708266878577	1226.1288804632343	1385.6692849896287	0.0
signal	27.65085731367484	31.248708266878577	1385.6692849896287	1565.9686334427229	0.0
signal	27.65085731367484	31.248708266878577	1565.9686334427229	1769.7280205967947	0.0
signal	27.65085731367484	31.248708266878577	1769.7280205967947	2000.0	0.0
signal	31.248708266878577	35.31470135884584	15.0	16.95175736093239	0.0
signal	31.248708266878577	35.31470135884584	16.95175736093239	19.15747184159503	0.0
signal	31.248708266878577	35.31470135884584	19.15747184159503	21.650187620507552	0.0
signal	31.248708266878577	35.31470135884584	21.650187620507552	24.467248490767076	0.0
signal	31.248708266878577	35.31470135884584	24.467248490767076	27.65085731367484	0.0
signal	31.248708266878577	35.31470135884584	27.65085731367484	31.248708266878577	0.0
signal	31.248708266878577	35.31470135884584	31.248708266878577	35.31470135884584	0.0
signal	31.248708266878577	35.31470135884584	35.31470135884584	39.90974991392957	0.0
signal	31.248708266878577	35.31470135884584	39.90974991392957	45.102693125095094	0.0
