model	target_signal_efficiency	operating_threshold	signal_yield	background_yield	background_rejection	background_effective_events	selected_transferred_qcd_rows	selected_transferred_qcd_sources	selected_direct_qcd_closure_rows	systematic_supported	transferred_qcd_yield	direct_qcd_closure_yield	multijet_systematic_absolute	nominal_asimov_ZA	systematic_aware_asimov_ZA
bdt	0.54	0.7314032912254333	41.864277713560426	341145.5163236128	0.8442485415842838	17.899193229116857	30	24	7	True	278762.4704680214	1017347.4090740228	739672.4371078039	0.07167453542893985	5.682665845214929e-05
bdt	0.55	0.7242745161056519	42.7585918620425	359143.2067685015	0.8380876660351232	19.449350586184337	33	25	7	True	294262.7201131663	1017347.4090740228	779586.2759139645	0.07134785961107726	5.5009279731618546e-05
bdt	0.56	0.7172485589981079	43.59050860537508	362130.3003104043	0.8272061425017327	19.773304670408184	33	25	8	True	294262.7201131663	1471780.1918164417	787044.0439718572	0.07243538810872098	5.598600696235082e-05
bdt	0.5700000000000001	0.7111608982086182	44.32098267519273	364397.28444834903	0.8232467936059984	20.020945911625567	34	25	8	True	294311.8915200027	1471780.1918164417	787172.6180800986	0.07341976863385387	5.6055554296382656e-05
bdt	0.58	0.7028540968894958	45.11569771466565	398952.77705866215	0.8173910474043125	22.833952549960355	37	27	9	True	326148.3254237177	1653673.0350515011	872591.0524163876	0.07142639757129818	5.18561154560039e-05
bdt	0.59	0.6948978304862976	46.01970078544166	484561.46292257914	0.8037639536857596	25.04638290253992	42	31	9	True	407492.7784997749	1653673.0350515011	1084377.5998320158	0.06610928812357743	4.340692108265063e-05
bdt	0.6	0.6863133907318115	46.7977902702505	562775.5775143737	0.7988708704217119	27.199835851777674	49	33	9	True	483494.4706444308	1653673.0350515011	1280510.1094108897	0.06238091013023313	3.793225661979345e-05
bdt	0.61	0.6794235706329346	47.57999669652355	566286.6438100587	0.7919712526840336	27.53834642348458	50	33	9	True	484223.6243242519	1653673.0350515011	1282384.2055833116	0.06322664926766895	3.695981862844862e-05
bdt	0.62	0.6709336638450623	48.48996428323758	578854.3115254124	0.7819642988417417	28.683484005109534	53	33	9	True	493431.32988210226	1653673.0350515011	1306038.288426311	0.06373253083781828	3.809235499321313e-05
bdt	0.63	0.6627864241600037	49.38186628354629	587707.3350373182	0.769841594997557	29.51834642298443	58	34	9	True	499241.02744018834	1653673.0350515011	1320951.838035952	0.06441408794386626	3.667470213122086e-05
bdt	0.64	0.6546162962913513	50.22674543151525	635550.8969076625	0.7620091805790226	29.5566789090129	63	35	9	True	544394.5941615368	1653673.0350515011	1436574.2028397603	0.06300197293005998	3.328936943734595e-05
bdt	0.65	0.6459307670593262	51.08343586087223	692597.7675813438	0.7526977421042637	33.58870783685902	76	40	9	True	597276.6246684984	1653673.0350515011	1571375.1495621086	0.06138103651672665	3.267608372766067e-05
bdt	0.66	0.637028694152832	51.975930438313554	778554.9157407712	0.746814669473035	39.263183647501926	85	44	9	True	679496.3203491771	1653673.0350515011	1779785.4711266388	0.05890508877415303	2.898842665238574e-05
bdt	0.67	0.6297733187675476	52.7666947209458	825749.9318585712	0.732625392505597	42.36837521941805	89	44	11	True	723055.7088080641	2110426.046274624	1905592.26872955	0.05806721439603305	2.5795140397077783e-05
bdt	0.6799999999999999	0.6209121942520142	53.6250361732787	831108.3324829885	0.7228863778146821	42.918479356001356	92	44	12	True	723203.44712842	2112528.525650294	1906030.5337729796	0.05882123108655233	2.7319318916826992e-05
bdt	0.69	0.6103516817092896	54.355418493226956	862164.0625656848	0.7163251255998162	45.099516196968096	94	46	12	True	750397.4437986829	2112528.525650294	1975313.0817984415	0.058538733536029446	2.723030082784361e-05
bdt	0.7	0.6016813516616821	55.2189889491916	889080.7922740083	0.7034568440278781	47.12715306748468	99	47	12	True	773299.6116192843	2112528.525650294	2033562.4859644652	0.05856165492254502	2.667870586362918e-05
bdt	0.71	0.5927512645721436	55.98874293985471	905486.4237505842	0.6955797488776176	48.54911790326689	105	47	12	True	786224.0088467479	2112528.525650294	2066395.7533398962	0.05883764339021838	2.5693064022933435e-05
bdt	0.72	0.583744466304779	56.80621840089777	935813.6416743831	0.6877729034097644	51.118242584478615	108	48	13	True	811687.8163703226	2114631.005025964	2131077.8815132505	0.05872145386614014	2.8114341727333783e-05
bdt	0.73	0.5728119611740112	57.558954451115234	983179.1875047114	0.665796564309977	54.77880577988628	114	50	14	True	854347.3990465725	2116733.4844016344	2239176.0393288136	0.05804867628054167	2.86296314829769e-05
bdt	0.74	0.5624817609786987	58.314213679517216	1021520.8708497318	0.6571456184866685	57.37378670574376	123	53	14	True	887454.7686155108	2116733.4844016344	2322828.654569522	0.057696128177372755	1.9773068970275873e-05
bdt	0.75	0.5513895750045776	59.096393834662166	1061786.2344882726	0.6437163567092002	61.04233692288806	131	54	14	True	922224.0567039778	2116733.4844016344	2410518.139231048	0.057350658180064476	3.218626110510565e-05
bdt	0.76	0.5418474674224854	60.054448846671825	1110056.0303754183	0.6320171431052003	64.42606650613631	136	56	15	True	965923.5214229282	2298317.11436544	2527995.279141536	0.056999207771227516	2.962640094541434e-05
bdt	0.77	0.5308705568313599	60.85068486355233	1250586.5803037514	0.615210359380608	69.86315844870666	148	60	15	True	1101422.0432869291	2298317.11436544	2868934.534862685	0.05441330015294955	5.557383567311644e-06
bdt	0.78	0.5209210515022278	61.684231945967184	1300018.9783391817	0.6033385684844692	73.52577819403294	159	60	15	True	1147425.6610426984	2298317.11436544	2984255.703223611	0.05409982757443031	2.2605872612599167e-05
bdt	0.79	0.5112902522087097	62.43954118579065	1385384.8496344683	0.5934846026439158	75.41938220311789	167	63	15	True	1229163.119292994	2298317.11436544	3188712.6979846307	0.05304826982834351	2.374114254716134e-05
bdt	0.8	0.5003026127815247	63.260520042364504	1438560.6003642734	0.5709664944673523	79.6465733877777	177	67	18	True	1276275.5744288585	3005834.198143041	3339023.906265428	0.05274308080747204	2.1756509029662035e-06
bdt	0.8099999999999999	0.48910632729530334	64.1422831326204	1532849.4223624857	0.5529335747882638	82.76029506977976	184	70	20	True	1363701.5305776158	3037287.982905813	3560583.3338801456	0.051807381036604795	2.2729017118398155e-05
bdt	0.82	0.4781208336353302	64.84593424148025	1570064.7948515723	0.520317385600829	85.61987350078667	190	70	21	True	1394988.5913205876	3491674.8955175374	3657458.146282058	0.05175126549968064	2.425842870821126e-05
bdt	0.83	0.4677439033985138	65.62570233633795	1699375.165889148	0.5104892778394919	90.78558001416985	201	72	21	True	1518361.7676664914	3491674.8955175374	3968981.13368482	0.050341544466562006	3.057077847030958e-05
bdt	0.84	0.45641231536865234	66.44284014328309	1717582.524186384	0.49562302898084765	92.40834105608462	211	72	21	True	1530652.8194400696	3491674.8955175374	3999948.3639124036	0.05069750445542068	0.0
bdt	0.85	0.44306889176368713	67.3268786625968	1762801.4669738573	0.4706797192014057	96.26337252236353	220	73	23	True	1568178.7269864755	4399737.0688567655	4127539.022875312	0.050708879542756	1.3694920143232604e-05
bdt	0.86	0.432876318693161	68.05530767430577	1833443.0708930506	0.45918484397163317	97.58897143649514	225	74	23	True	1633422.7679838391	4399737.0688567655	4293406.78691696	0.050260360612308604	2.523046049841348e-05
bdt	0.87	0.42018261551856995	68.92634207196204	1891788.9556698443	0.42540105345789836	101.87960627461325	242	74	24	True	1683808.633649802	4430914.345899487	4422339.844930259	0.05011252097228536	2.1211468677493205e-05
bdt	0.88	0.40858301520347595	69.69354956577011	1985214.7701455548	0.410194335477737	109.1924894677409	254	74	24	True	1769521.9079684296	4430914.345899487	4639495.249821567	0.0494636652357639	0.0
bdt	0.89	0.3955477774143219	70.57505745895857	2118808.8889997625	0.3876986348469539	114.7702943171563	267	78	24	True	1894921.4912682136	4430914.345899487	4956268.772365663	0.04848450168018235	2.4340074532857195e-05
bdt	0.9	0.38112664222717285	71.36998171352272	2281162.7886246345	0.3625332564544338	121.71494656645176	286	80	26	True	2047699.44105349	4888355.090623734	5359824.148476717	0.04725363056710535	0.0
bdt	0.91	0.36748361587524414	72.1752785875863	2346367.4460075926	0.3498620238958656	126.85483376932969	297	81	27	True	2105333.4302628655	4888396.260571041	5505224.438816819	0.04711814996965868	0.0
bdt	0.92	0.3540400564670563	72.9659069346201	2455548.3249480287	0.33300363518455534	131.21360843292186	306	81	29	True	2206479.2174766115	4921620.182699733	5761359.134484962	0.04656328281205226	2.478904377769251e-05
bdt	0.93	0.3361331820487976	73.69812745702438	2703528.874943319	0.29412777968085546	141.79357064028034	328	84	30	True	2443425.263338029	6816587.868318414	6430030.189084957	0.04482176703590059	0.0
bdt	0.94	0.3184705674648285	74.41582967275956	2881890.590357937	0.24093933391271938	150.80176780012647	349	86	32	True	2612797.7760354322	6816669.838827669	6860209.655058837	0.04383537383067735	1.25519327711088e-05
bdt	0.95	0.2987477481365204	75.18343434343547	3037653.927422846	0.2199165109967286	163.12926405814378	375	87	33	True	2757644.011490205	6816711.008774977	7226983.382722925	0.04313712745287154	0.0
bdt	0.96	0.27913445234298706	76.05311626049395	3165263.0943210237	0.17984167555899055	169.09235282060456	396	88	36	True	2875820.988683378	7275905.019048533	7542805.421548806	0.04274746522508295	3.7800122184597974e-05
bdt	0.97	0.254107266664505	76.89521682147242	3441974.240436671	0.14776666324701238	185.5628093218767	438	91	37	True	3139571.146432711	7275946.188995842	8209086.4598273225	0.041447076332632754	2.0727095710494458e-05
bdt	0.98	0.22453735768795013	77.63597412845364	3623206.3572452418	0.11172726813023626	195.4298197307239	466	92	41	True	3308355.563510941	7732765.551115104	8653053.433547884	0.04078635742919382	2.8470559550494708e-05
bdt	0.99	0.18242402374744415	78.41792808852684	3812245.5327800503	0.05662502766438082	205.86687246126795	499	93	47	True	3481141.372276548	8856365.737324188	9132218.894992305	0.04016275005060412	2.7049784569871084e-05
bdt	1.0	0.023040682077407837	79.2373685205979	4150611.7290521837	1.662910308941612e-05	218.0042544592256	576	96	56	True	3798151.5601400835	8859365.004916377	9933391.555980906	0.03889310426216928	3.189100528269327e-05
dense_dnn	0.1	0.9729586243629456	5.859542773013812	5231.32838945001	0.985806140967914	50.484889940065045	28	4	3	True	220.35570574827346	31203.782647639364	603.4477527041846	0.0809984471465635	0.009637531498016579
dense_dnn	0.11	0.96976637840271	6.463416676624877	17163.837709621992	0.9808110306122819	2.6490420402858357	33	7	4	True	11497.7270924968	62381.059690359165	30806.37802675636	0.049331883926244234	0.0002097855010067165
dense_dnn	0.12000000000000001	0.9668779373168945	7.218761607647424	17577.22099221748	0.9792862657961144	2.777149567481116	35	7	4	True	11499.63552599088	62381.059690359165	30811.3842771739	0.0544449835420571	0.00023424700324716413
dense_dnn	0.13	0.9637508392333984	7.822732979082528	18017.488319674587	0.9775018818527862	2.916943654067322	38	8	4	True	11557.934505716608	62381.059690359165	30964.300253059366	0.05827468835662159	0.0002525993101631279
dense_dnn	0.14	0.9604365825653076	8.476551663934249	35549.12169612829	0.9766330275550537	3.305542549034868	39	9	4	True	28017.084988221446	62381.059690359165	73150.92260686778	0.04495598501935158	0.00011587619241998122
dense_dnn	0.15000000000000002	0.9577054381370544	9.105454419177793	80328.66425846115	0.9718476066382341	2.791171751635511	41	10	4	True	71991.48363225626	62381.059690359165	184068.60039012902	0.03212611040881806	4.950765765447168e-05
dense_dnn	0.16	0.9547225832939148	9.732308628592707	81646.44989721513	0.9713007350357745	2.8827584272071682	43	11	4	True	72728.44782733831	62381.059690359165	186006.6269336661	0.03405952541050268	5.2180521041679e-05
dense_dnn	0.17	0.9518279433250427	10.448441253293987	82184.94214309314	0.9691160199431904	2.920842420583984	45	11	4	True	72778.58208986401	62381.059690359165	186138.65045138734	0.03644568997447402	5.639596526368229e-05
dense_dnn	0.18	0.9484265446662903	11.228766831680092	83133.25623007193	0.9664905199329366	2.9885053891024946	46	11	4	True	72779.54494555332	62381.059690359165	186141.18626501542	0.038943492021797685	6.070328595937772e-05
dense_dnn	0.19	0.9451708793640137	11.946619402512665	83759.08713365076	0.9642464379556664	3.0335863220868755	47	11	4	True	72780.50780124265	62381.059690359165	186143.7220873314	0.04127800857181773	6.418670089979587e-05
dense_dnn	0.2	0.9414665102958679	12.72671569287281	95083.56434648583	0.9607693575038314	3.728824183011451	51	12	4	True	83409.64357546734	62381.059690359165	214724.06938667464	0.0412718491771276	5.938712991740369e-05
dense_dnn	0.21000000000000002	0.9380525350570679	13.570989725333272	112746.39827486318	0.9596350268276949	4.716248579521441	52	13	4	True	99859.20994566573	62381.059690359165	261823.5348574691	0.040415827105884164	5.2252631218118424e-05
dense_dnn	0.22	0.9346141815185547	14.249519370922126	113829.30563639569	0.957903037546506	4.807076220933691	53	13	4	True	99860.16416241277	62381.059690359165	261826.3867669432	0.0422341844265362	5.404253785438029e-05
dense_dnn	0.23	0.9310530424118042	14.980244803874005	115167.84504214491	0.9560940976722421	4.920539465759473	53	13	4	True	99860.16416241277	62381.059690359165	261826.3867669432	0.04414117358990157	5.722484264712011e-05
dense_dnn	0.24000000000000002	0.9274798035621643	15.724690904247245	116039.22550561401	0.9550926982342122	4.995114854197738	53	13	4	True	99860.16416241277	62381.059690359165	261826.3867669432	0.04616043559730284	5.990193617537187e-05
dense_dnn	0.25	0.9241049289703369	16.49260335775073	116633.45835419632	0.9540624387486979	5.046305040922998	54	13	4	True	99909.69841013037	62381.059690359165	261974.45273482037	0.048291133905314636	6.258273518846098e-05
dense_dnn	0.26	0.920896589756012	17.385091945745607	118688.62324769089	0.9505097895701963	5.2235498955279205	57	13	5	True	101416.23420179173	62422.22963766758	266471.49107532157	0.050461696127743885	6.502546700704886e-05
dense_dnn	0.27	0.9176115989685059	18.12970806387791	119163.4996960629	0.9472396526287366	5.265351651424101	57	13	5	True	101416.23420179173	62422.22963766758	266471.49107532157	0.052517999452778005	6.801368239859766e-05
dense_dnn	0.28	0.914219081401825	19.03869728264355	136700.87189587805	0.9462180182341373	6.296266885933837	60	14	5	True	117976.96209359387	62422.22963766758	318878.8049922096	0.05149220693189416	5.9825573770485975e-05
dense_dnn	0.29000000000000004	0.9103977680206299	19.84583879727995	138956.854656845	0.9440109175950728	6.504290174133066	63	14	6	True	118803.51561227048	93543.67239069013	304898.6265083178	0.0532376816145193	6.524672160215657e-05
dense_dnn	0.30000000000000004	0.9071364998817444	20.710624597387056	144808.62904634658	0.9415363112203843	7.019469860149496	65	15	6	True	123778.12215906919	93543.67239069013	318425.39368028136	0.05442339423481896	6.518085862293407e-05
dense_dnn	0.31	0.9034174084663391	21.567212637284417	146946.5645373743	0.9394574703682714	7.227727053735624	68	15	6	True	123926.72490222198	93543.67239069013	318832.47586217994	0.05626051180191855	6.812058989974745e-05
dense_dnn	0.32	0.9001801609992981	22.42579178191819	147993.01846231386	0.937798069513619	7.330796425752699	70	15	6	True	124025.79339765718	93543.67239069013	319103.9635301502	0.05829297277957583	7.03620798016875e-05
dense_dnn	0.33	0.8963210582733154	23.332058804561633	159638.77981999196	0.935544989785931	8.219097974018668	71	16	6	True	134650.58379304621	93543.67239069013	348707.4503846699	0.058394680144506904	6.686960684874911e-05
dense_dnn	0.33999999999999997	0.8930744528770447	24.124099886884636	161473.84132661292	0.9343472746189394	8.407394775984793	72	16	6	True	135378.43165716896	93543.67239069013	350772.64993729285	0.0600328852033692	6.909147585720852e-05
dense_dnn	0.35	0.8892897367477417	24.956005654541883	163743.39935261942	0.9308479081861057	8.643476395296508	75	16	6	True	136158.07380145456	93543.67239069013	352990.38494964206	0.061671163653866184	7.034441511777459e-05
dense_dnn	0.36	0.8851767778396606	25.862626282039173	165641.44200602	0.9241034963414079	8.844387839605075	76	16	7	True	136207.60804917218	275436.5156257494	354377.0553775841	0.06354433249780242	7.305510607412335e-05
dense_dnn	0.37	0.8810817003250122	26.719594537884745	178195.53546701855	0.9168082535560883	9.881374523347144	77	17	7	True	146746.6889466488	275436.5156257494	380745.9465052819	0.06329517445507082	7.026736335457047e-05
dense_dnn	0.38	0.8775055408477783	27.39973095951638	190882.7395488464	0.913325690753407	10.948967519285356	80	18	7	True	157480.103387141	275436.5156257494	407534.2621393393	0.06271227838994592	6.74159272068842e-05
dense_dnn	0.39	0.873550534248352	28.308040673633514	225526.4849693479	0.9091974828748225	13.14077114097765	83	20	8	True	190470.0647437836	275477.3161876949	489651.4340832501	0.05960764313839344	5.772055121550823e-05
dense_dnn	0.4	0.8693240284919739	29.075609998812915	232076.5086100999	0.9060209960400857	13.847959389724908	87	21	8	True	195502.0372300203	275477.3161876949	502171.2453125031	0.060353738347161824	5.830116982778992e-05
dense_dnn	0.41000000000000003	0.8645567893981934	29.99441459685083	244416.42807394278	0.9039975697048787	14.926602692972649	88	22	8	True	206117.3435907208	275477.3161876949	528599.1907988631	0.06066892663627047	5.733800688223114e-05
dense_dnn	0.42000000000000004	0.8604232668876648	30.88960483495968	249873.35084430175	0.8969326745144209	15.529909076795487	90	22	8	True	210372.28816705628	275477.3161876949	539201.912541557	0.06179359106221549	5.777381940868189e-05
dense_dnn	0.43000000000000005	0.8569247722625732	31.83329639455014	267850.20778045483	0.8943158306299848	16.703606869416348	91	23	8	True	226941.68502634804	275477.3161876949	580571.1596702695	0.06150735011798926	5.5388548448003354e-05
dense_dnn	0.44000000000000006	0.8519754409790039	32.64904013132069	304760.2731898806	0.8763138047663189	19.20808906173645	93	25	9	True	259800.11977173734	986349.1067775625	690116.9859858985	0.05914029500369853	4.593802035582036e-05
dense_dnn	0.45000000000000007	0.8475052118301392	33.518434104056105	307187.73264388845	0.8719736150801511	19.514290168137823	93	25	9	True	259800.11977173734	986349.1067775625	690116.9859858985	0.06047472323235292	4.919946848266856e-05
dense_dnn	0.45999999999999996	0.8436973690986633	34.375352027781354	320178.4239821725	0.8668387791236625	20.709948872695062	96	26	9	True	270581.2093597403	986349.1067775625	717940.7037002974	0.060749590128773685	4.9269178689552215e-05
dense_dnn	0.47	0.838380753993988	35.221423074770506	377822.77138233156	0.8579695556804902	20.46838229990277	100	27	10	True	325736.8696035658	1017470.5495305851	860324.7414258067	0.057300193293080705	4.170195565623154e-05
dense_dnn	0.48	0.8338108062744141	36.0532504583425	380235.20595500804	0.85197850095735	20.729867481544378	102	27	10	True	325835.21241723857	1017470.5495305851	860576.3749073823	0.058467079353874275	4.2069927215925316e-05
dense_dnn	0.49	0.8290078639984131	36.884993358610345	426733.62647247256	0.84574156664215	23.853973783010503	108	30	10	True	370282.3906393156	1017470.5495305851	973929.9003360546	0.0564631392031134	3.7419321522903864e-05
dense_dnn	0.5	0.8235315084457397	37.751438224489725	431161.9013300563	0.839696716969059	24.3486817682811	110	30	11	True	371061.0785668542	1019573.0289062551	975976.84094189	0.057491941507571455	4.003888163924226e-05
dense_dnn	0.51	0.818849503993988	38.60607312933935	440754.5517604654	0.8329850523507494	25.379194773724674	114	30	11	True	376767.1074648614	1019573.0289062551	990477.2249971231	0.05815015626443832	3.9020525809458646e-05
dense_dnn	0.52	0.8129847049713135	39.448084805102205	443888.81099414255	0.789818983333005	25.7403681439858	116	30	12	True	376817.59592932614	1474005.811648674	1001769.1252350352	0.05920827274276426	4.028103750288043e-05
dense_dnn	0.53	0.8077563643455505	40.36413381898787	467088.03574651293	0.7864493551989289	27.68625950505342	119	32	12	True	398037.60955386655	1474005.811648674	1056592.4136644464	0.05905953331538303	3.788463067758097e-05
dense_dnn	0.54	0.8028885722160339	41.17104971334442	497034.0107762623	0.781859068861956	29.88730479324164	122	34	12	True	425886.3183646276	1474005.811648674	1128330.773767566	0.0583973165238735	3.566332281237813e-05
dense_dnn	0.55	0.7976037263870239	42.07756203616557	515575.49194664037	0.7766384752687702	31.138615507012016	125	34	12	True	442386.38183823304	1474005.811648674	1170726.1810531337	0.05860012323958769	3.700332739356184e-05
dense_dnn	0.56	0.7922942042350769	42.87473712114384	539196.064247214	0.7721251080853818	33.18491637726107	128	35	13	True	463607.6852459666	1474338.1536584236	1225146.2434193818	0.058387833122635846	3.668389622907937e-05
dense_dnn	0.5700000000000001	0.784923791885376	43.695413258281214	563179.083666275	0.7601820937672092	35.295583479371686	131	37	13	True	484864.0493733964	1474338.1536584236	1279523.4021689268	0.05822466211061171	3.354214999982022e-05
dense_dnn	0.58	0.7787865996360779	44.63950059822315	577813.8532950841	0.7557022974769833	36.69662319719122	133	37	13	True	496132.28395069396	1474338.1536584236	1308300.2986181246	0.05872455851624939	3.443382012722004e-05
dense_dnn	0.59	0.771450936794281	45.49629656472693	598052.759811506	0.7415691290386315	38.159308223791335	136	37	14	True	512752.1692744503	1474379.323605732	1350685.410611319	0.05883026307692956	3.4689309269912095e-05
dense_dnn	0.6	0.7636496424674988	46.467009238488195	602236.4793883049	0.734722865021483	38.69148577027237	140	38	14	True	513576.16743001156	1474379.323605732	1352784.9371609343	0.05987638977679651	3.809273399568088e-05
dense_dnn	0.61	0.757210373878479	47.22014020134213	654602.1668116681	0.7287070465192897	37.73129945187673	143	40	14	True	562854.0682020814	1474379.323605732	1478043.6046940656	0.058362425386162826	3.3268045866019845e-05
dense_dnn	0.62	0.749300479888916	48.08734956096618	707510.3306107161	0.7069703308470001	41.0997294575461	147	43	15	True	613233.6166502356	1505500.7663587548	1606719.6040753962	0.05716885951445077	3.3301876856264984e-05
dense_dnn	0.63	0.7423213124275208	48.92258934102143	747223.238787827	0.6991311961736022	44.550356897739846	154	45	15	True	649332.6193729944	1505500.7663587548	1697847.5928870067	0.056595188534776415	2.657103258800471e-05
dense_dnn	0.64	0.7353122234344482	49.855486575935856	767522.8009550311	0.6901137701557438	45.99442758803518	155	46	16	True	665905.557376356	1959887.6789704785	1755448.0705052498	0.056906596858406	2.506348616161467e-05
dense_dnn	0.65	0.7252568602561951	50.74727694494719	838660.7633322004	0.679493234452466	51.37313137896504	162	50	16	True	732180.1651351888	1959887.6789704785	1924108.3786259491	0.055413451428446996	2.0918158921276748e-05
dense_dnn	0.66	0.7157554626464844	51.60629927494542	887757.1379618058	0.6403515555805797	54.93746659367689	167	50	16	True	777117.1282938763	1959887.6789704785	2038025.1503792303	0.05477109487556613	2.272045232556135e-05
dense_dnn	0.67	0.7086392641067505	52.562408359487314	908035.951605322	0.6349300909262048	56.3930076493337	170	50	16	True	794415.3587982452	1959887.6789704785	2081788.2492724855	0.05515940137044655	2.4325403269263504e-05
dense_dnn	0.6799999999999999	0.6979941129684448	53.45862379237205	969109.355305039	0.6222922379588383	56.26922170531715	174	51	16	True	850080.334174379	1959887.6789704785	2222305.429405211	0.054303445820449256	2.5874537217088485e-05
dense_dnn	0.69	0.687657356262207	54.38936582996092	991459.415308339	0.6144167498196362	57.941521821163825	179	52	16	True	867400.4769217571	1959887.6789704785	2265936.2226476474	0.05462262330131107	2.43013998466147e-05
dense_dnn	0.7	0.6747829914093018	55.11971745474617	1034077.5264483752	0.600257597732859	61.22126217494054	184	53	17	True	905947.874722921	1961975.0990707215	2362988.664127865	0.054203405670497404	2.368872230312576e-05
dense_dnn	0.71	0.6615596413612366	55.937065242594635	1055498.328834539	0.5806737856483511	63.300733864796356	190	53	18	True	921625.6493935793	2669118.6708912654	2428302.441335186	0.05444613633412575	2.346951416977931e-05
dense_dnn	0.72	0.650952935218811	56.76745990458914	1119146.0591541831	0.5733634423782148	68.12213471162286	198	53	18	True	981433.1802685758	2669118.6708912654	2580506.9804225606	0.053660214643766926	2.4246287351706128e-05
dense_dnn	0.73	0.6381959915161133	57.638650870474926	1140330.9899841931	0.5560486175304027	70.22091664753918	202	54	18	True	996336.3632335564	2669118.6708912654	2618360.0465892507	0.053975252767103785	2.1251023561168794e-05
dense_dnn	0.74	0.6244783997535706	58.533160330440936	1147284.2257036176	0.5463204257156336	71.07538823790422	207	54	18	True	997123.4350144918	2669118.6708912654	2620358.357111219	0.05464655256495187	2.230874856547645e-05
dense_dnn	0.75	0.6104269027709961	59.46601798108466	1153003.2589748823	0.5356813094736748	71.78168638427405	209	54	18	True	997859.0933938755	2669118.6708912654	2622226.0613266123	0.055379605458550064	1.9352416127732638e-05
dense_dnn	0.76	0.5981766581535339	60.1930134489175	1221781.0724126121	0.5243729998205431	72.42823418694597	215	55	19	True	1061049.8706122388	2671221.150266935	2782479.877697928	0.05445601078372462	2.9348264356274986e-05
dense_dnn	0.77	0.5840554237365723	60.997801396404704	1270743.3677605242	0.5136672206575786	71.8425050509679	221	56	19	True	1105033.38664796	2671221.150266935	2893693.354425208	0.05411052919539376	2.5848848269659712e-05
dense_dnn	0.78	0.5687210559844971	61.755083649799445	1356976.164717353	0.49079203050838616	74.14816202164678	229	58	21	True	1184792.6216968487	3157064.018432535	3113056.554348912	0.05301311340352698	1.755230581401246e-05
dense_dnn	0.79	0.5487208962440491	62.7135599829208	1407290.4787215402	0.47869663642990534	77.67645566846468	236	59	21	True	1230013.9683133385	3157064.018432535	3227732.557490692	0.0528647708807896	2.5327053316891704e-05
dense_dnn	0.8	0.5318299531936646	63.50799717080748	1461072.881739212	0.4468616749526587	82.00765142889145	246	59	21	True	1277068.1170138295	3157064.018432535	3346833.149476138	0.052539910728732764	1.967732797480999e-05
dense_dnn	0.8099999999999999	0.5141143202781677	64.25048016428951	1516160.619261321	0.43316054890478395	86.75374964421428	254	62	22	True	1325036.5783707334	3157105.1883798437	3468027.2963382057	0.052179595041533265	2.4462043638187313e-05
dense_dnn	0.82	0.49754825234413147	64.95445595389204	1534448.1510034625	0.42445440739789986	88.4717274791723	263	62	22	True	1338701.670947148	3157105.1883798437	3502512.883136794	0.05243602676700518	0.0
dense_dnn	0.83	0.47306498885154724	65.72424266090725	1584868.5743814039	0.4003914898877694	92.8129265902942	271	62	24	True	1381184.5974735776	3791049.8644544007	3632706.1348063974	0.052206666287961265	2.101324582198513e-05
dense_dnn	0.84	0.45054271817207336	66.45483321257201	1641996.2944371079	0.3667120294872639	97.63580942483648	281	63	25	True	1432311.4755011806	4245976.969046137	3776707.7882312285	0.05186060233635376	2.1983941678450463e-05
dense_dnn	0.85	0.4233797788619995	67.41524019027256	1752080.953611434	0.3489287637642382	101.2351212157547	293	66	26	True	1535398.6292580105	4248079.448421808	4039386.60240432	0.050930532492769694	2.194823124157888e-05
dense_dnn	0.86	0.3986799716949463	68.15802585847267	1849518.4661025081	0.3359976861007661	104.39465225093235	306	68	27	True	1626210.6270959377	4248411.790431557	4270004.980332186	0.05011699231587071	2.3372251355819214e-05
dense_dnn	0.87	0.37421342730522156	69.00419700873753	1970771.3112093199	0.32204640386009653	113.12811194458756	319	72	27	True	1739206.9728386542	4248411.790431557	4556052.088629526	0.04915354627445737	2.1792482536712753e-05
dense_dnn	0.88	0.3484964668750763	69.80952034400126	2072643.301181828	0.30357127387407035	115.8304860612034	330	74	29	True	1834349.6219828723	4702839.503605226	4813406.105559991	0.04848974860834193	3.4040389950133124e-06
dense_dnn	0.89	0.3180212676525116	70.6811764736377	2246144.402290123	0.2786952601607803	121.10842848995273	348	76	31	True	2000130.8082216487	5159931.034503113	5249551.634360599	0.04716096200166064	0.0
dense_dnn	0.9	0.29455283284187317	71.44913921534892	2357806.7589399246	0.2673063136565832	129.54196983565996	360	76	32	True	2105964.382641305	5191052.477256137	5518570.970529719	0.046530819718694084	0.0
dense_dnn	0.91	0.26826047897338867	72.17564172240495	2464409.8356570485	0.25525455256571294	137.78264657889267	371	77	34	True	2205548.0076575982	5193487.298641556	5770172.567670129	0.045976093503102194	0.0
dense_dnn	0.92	0.2340082973241806	73.00688415088385	2742675.589259752	0.23546249050192003	142.31707397283375	389	83	35	True	2475546.6045546075	5647162.559369061	6469174.572553844	0.04408335773090424	0.0
dense_dnn	0.93	0.20354245603084564	73.78923993503825	2815951.6341097746	0.21456824937027064	147.76999133771514	408	83	36	True	2540539.520230382	6099444.620727233	6651167.374215888	0.04397223543744355	1.838086191531277e-05
