mhh_category	target_region	nominal_factor_scheme	threeb_qcd_rows	fourb_direct_qcd_rows	threeb_qcd_yield	transferred_qcd_prediction	transferred_qcd_prediction_sumw2_statistical	direct_fourb_qcd_truth	direct_fourb_qcd_truth_sumw2	prediction_over_truth	signed_closure_residual	relative_absolute_nonclosure	alternative_envelope_low	alternative_envelope_high	direct_truth_covered_by_factor_envelope	validation_used	test_used
inclusive_mhh	baseline_all_candidates	cms_cr_nominal	576	56	162402010.32763964	3798151.560140094	4570077569399.021	8859365.004916377	6800837362502.406	0.4287160036901475	-5061213.444776284	0.5712839963098525	3798151.560140094	13257170.78029762	True	False	False
inclusive_mhh	cms_reference_sr_rhh125120_lt30	cms_cr_nominal	48	6	32361626.250892885	756852.4612812647	196831143932.628	1351428.4859905676	744941642544.7615	0.560038854535842	-594576.0247093029	0.439961145464158	756852.4612812647	2641738.270793024	True	False	False
inclusive_mhh	cms_reference_cr_rhh125120_ge30_lt55	cms_cr_nominal	76	9	53352634.58177756	1247776.3782944663	519189423562.7478	1247776.3782944663	450227813193.3298	1.0	0.0	0.0	1247776.3782944663	4355272.368873254	True	False	False
inclusive_mhh	cms_reference_outside_rhh125120_ge55	cms_cr_nominal	452	41	76687749.49496922	1793522.720564363	1027438213694.8856	6260160.140631344	5605667906764.315	0.2864978978610417	-4466637.420066981	0.7135021021389583	1793522.720564363	6260160.140631344	True	False	False
inclusive_mhh	optimized_nominal_sr_rhh125120_lt34	cms_cr_nominal	55	7	35149436.33111405	822051.9325452247	229769418343.90927	1382605.7630332874	745913665148.5599	0.5945671242840271	-560553.8304880627	0.4054328757159729	822051.9325452247	2869312.266102349	True	False	False
inclusive_mhh	higher_purity_sr_rhh125120_lt31p5	cms_cr_nominal	49	6	32816013.16350461	767479.3639751517	201987126958.4594	1351428.4859905676	744941642544.7615	0.5679023136859558	-583949.1220154159	0.4320976863140441	767479.3639751517	2678830.698951228	True	False	False
inclusive_mhh	higher_efficiency_sr_rhh125120_lt35p5	cms_cr_nominal	60	7	40327856.15134519	943161.4143773218	300757347598.02826	1382605.7630332874	745913665148.5599	0.682162218323268	-439444.3486559655	0.317837781676732	943161.4143773218	3292036.0722324657	True	False	False
