figure	panel	series	bin_low	bin_high	central_value	weighted_statistical_uncertainty	bootstrap_median	bootstrap_p16	bootstrap_p84	valid_replicas	multijet_systematic_lower	multijet_systematic_upper	multijet_systematic_support	uncertainty_central	uncertainty_lower_68	uncertainty_upper_68	uncertainty_valid_replicas	uncertainty_support_flag	uncertainty_kind
fig02	unit_shape	signal	0.6666666666666666	0.7	0.04283579349020165	0.0021485287618878838	0.042810932618946744	0.0408921159077646	0.044772285895184984	1000			not_applicable	0.04283579349020165	0.0408921159077646	0.044772285895184984	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.7	0.7333333333333333	0.04551365662388074	0.0022172420687970747	0.04540850679001383	0.04362169243845743	0.047422381649658105	1000			not_applicable	0.04551365662388074	0.04362169243845743	0.047422381649658105	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.7333333333333333	0.7666666666666666	0.04862428723065732	0.0022918255108936455	0.048698647478577106	0.04664142290833164	0.050780837494555274	1000			not_applicable	0.04862428723065732	0.04664142290833164	0.050780837494555274	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.7666666666666666	0.8	0.062131778798538186	0.002588882486082582	0.06220415678811128	0.0601054825364205	0.06389604353528366	1000			not_applicable	0.062131778798538186	0.0601054825364205	0.06389604353528366	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.8	0.8333333333333334	0.06801076091180656	0.0027049833529436793	0.0680303204451736	0.06503988144943525	0.07097971407257328	1000			not_applicable	0.06801076091180656	0.06503988144943525	0.07097971407257328	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.8333333333333334	0.8666666666666667	0.08410326760688483	0.0030123708159324174	0.08402453807677562	0.08179760352040558	0.08644738873023967	1000			not_applicable	0.08410326760688483	0.08179760352040558	0.08644738873023967	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.8666666666666667	0.9	0.09530428445773426	0.0032148998627211903	0.0954868494387445	0.09316281168241035	0.09761947401123032	1000			not_applicable	0.09530428445773426	0.09316281168241035	0.09761947401123032	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.9	0.9333333333333333	0.09747776519484361	0.0032507731653790757	0.09751878812281188	0.09369912134140616	0.10124080438839818	1000			not_applicable	0.09747776519484361	0.09369912134140616	0.10124080438839818	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.9333333333333333	0.9666666666666667	0.07038544123097365	0.002789152629420733	0.07035753901956614	0.06775611647455801	0.07303602330092894	1000			not_applicable	0.07038544123097365	0.06775611647455801	0.07303602330092894	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.9666666666666667	1.0	0.01094328030091641	0.001089117049723408	0.011041969088603212	0.009659955688585535	0.012282024226593453	1000			not_applicable	0.01094328030091641	0.009659955688585535	0.012282024226593453	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	background	0.0	0.03333333333333333	0.00018142269153521945	4.991169401512515e-05	0.0001781338680785647	9.326807200830065e-05	0.0002651204976246324	1000			not_applicable	0.00018142269153521945	9.326807200830065e-05	0.0002651204976246324	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	background	0.03333333333333333	0.06666666666666667	0.0033299533988965474	0.0007685083235757438	0.0032176860549960806	0.0021271306406871514	0.004318906458596588	1000			not_applicable	0.0033299533988965474	0.0021271306406871514	0.004318906458596588	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	background	0.06666666666666667	0.1	0.010004008241395149	0.002782996341997029	0.0096920248257578	0.006901004149844795	0.013101157192264512	1000			not_applicable	0.010004008241395149	0.006901004149844795	0.013101157192264512	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	background	0.1	0.13333333333333333	0.013710433332943247	0.0021871379671885094	0.013511470751773929	0.010734073920180201	0.01659010150202913	1000			not_applicable	0.013710433332943247	0.010734073920180201	0.01659010150202913	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	background	0.13333333333333333	0.16666666666666666	0.01692986683894944	0.002353951718183754	0.01683230710789723	0.01447464433321364	0.019763078432683785	1000			not_applicable	0.01692986683894944	0.01447464433321364	0.019763078432683785	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	background	0.16666666666666666	0.2	0.03654270906522007	0.009397889722266807	0.035810566275595326	0.027427202096295386	0.04532985702207714	1000			not_applicable	0.03654270906522007	0.027427202096295386	0.04532985702207714	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	background	0.2	0.23333333333333334	0.03945258099606875	0.008120094098668842	0.03897623839977738	0.031981401217647705	0.04716974680359643	1000			not_applicable	0.03945258099606875	0.031981401217647705	0.04716974680359643	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	background	0.23333333333333334	0.26666666666666666	0.03963492908429155	0.006547553594146999	0.03895243682499012	0.03320765512063271	0.04586599524475996	1000			not_applicable	0.03963492908429155	0.03320765512063271	0.04586599524475996	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	background	0.26666666666666666	0.3	0.06205741113635122	0.01722655994306453	0.060656593893716505	0.04623377265796225	0.07786392035472772	1000			not_applicable	0.06205741113635122	0.04623377265796225	0.07786392035472772	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	background	0.3	0.3333333333333333	0.03725166460203052	0.0037073004674047835	0.03706243204674642	0.033461909214598164	0.040890593213977235	1000			not_applicable	0.03725166460203052	0.033461909214598164	0.040890593213977235	1000	True	paired_source_member_bootstrap_p16_p84
