figure	panel	series	bin_low	bin_high	central_value	weighted_statistical_uncertainty	bootstrap_median	bootstrap_p16	bootstrap_p84	valid_replicas	multijet_systematic_lower	multijet_systematic_upper	multijet_systematic_support	uncertainty_central	uncertainty_lower_68	uncertainty_upper_68	uncertainty_valid_replicas	uncertainty_support_flag	uncertainty_kind
fig02	unit_shape	signal	0.3333333333333333	0.36666666666666664	0.020609736355182217	0.0014952646744212162	0.02059227660614579	0.019118710742007952	0.02209201549346315	1000			not_applicable	0.020609736355182217	0.019118710742007952	0.02209201549346315	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.36666666666666664	0.4	0.024879726638941464	0.0016469118400291702	0.02487272016597456	0.02331824014306044	0.026369600992871337	1000			not_applicable	0.024879726638941464	0.02331824014306044	0.026369600992871337	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.4	0.43333333333333335	0.026293841769773032	0.0016798326693995018	0.026297858113473516	0.02416763788898112	0.028507512710188948	1000			not_applicable	0.026293841769773032	0.02416763788898112	0.028507512710188948	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.43333333333333335	0.4666666666666667	0.028916173413879333	0.0017694368660918205	0.028797486524423738	0.027311392161711308	0.030567335074695206	1000			not_applicable	0.028916173413879333	0.027311392161711308	0.030567335074695206	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.4666666666666667	0.5	0.03016044520744561	0.0018092910395728873	0.03011935587533989	0.02836714876390673	0.03194699200229732	1000			not_applicable	0.03016044520744561	0.02836714876390673	0.03194699200229732	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.5	0.5333333333333333	0.03244692333531365	0.001865936768811989	0.03242608786918266	0.030444916812552625	0.034473301587437354	1000			not_applicable	0.03244692333531365	0.030444916812552625	0.034473301587437354	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.5333333333333333	0.5666666666666667	0.03147673727025068	0.0018379989269452978	0.031540569068203635	0.0299508283817414	0.033032446509044106	1000			not_applicable	0.03147673727025068	0.0299508283817414	0.033032446509044106	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.5666666666666667	0.6	0.03443129637535793	0.0019361078529470668	0.03432160809181975	0.03255083350525364	0.03622456827755269	1000			not_applicable	0.03443129637535793	0.03255083350525364	0.03622456827755269	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.6	0.6333333333333333	0.03719470534080459	0.002011033953695798	0.03718863736526906	0.035441738861175916	0.03898326547176496	1000			not_applicable	0.03719470534080459	0.035441738861175916	0.03898326547176496	1000	True	paired_source_member_bootstrap_p16_p84
fig02	unit_shape	signal	0.6333333333333333	0.6666666666666666	0.03973016968643076	0.002075352091445495	0.0397702606440708	0.03800868201388185	0.04160963934296624	1000			not_applicable	0.03973016968643076	0.03800868201388185	0.04160963934296624	1000	True	paired_source_member_bootstrap_p16_p84
