figure	panel	series	bin_low	bin_high	value	statistical_uncertainty	normalization
fig13	unit_shape	fourb_ordinary	0.45514105075652006	0.528685631720282	8.327537458761407e-07	8.327537458761407e-07	unit_area
fig13	unit_shape	fourb_ordinary	0.528685631720282	0.6141140130578951	0.0	0.0	unit_area
fig13	unit_shape	fourb_ordinary	0.6141140130578951	0.7133464546916389	9.3226388716539e-07	8.39086781518414e-07	unit_area
fig13	unit_shape	fourb_ordinary	0.7133464546916389	0.8286135043349967	0.00034256610516220987	0.0003204277170736019	unit_area
fig13	unit_shape	fourb_ordinary	0.8286135043349967	0.962506135764175	3.726472108507611e-06	3.0108403305860774e-06	unit_area
fig13	unit_shape	fourb_ordinary	0.962506135764175	1.118033988749895	1.4557670867391392e-05	1.1239255534001921e-05	unit_area
fig13	unit_shape	fourb_ordinary	1.118033988749895	1.2986930197671636	4.333307317950681e-05	2.1666538945611462e-05	unit_area
fig13	unit_shape	fourb_ordinary	1.2986930197671636	1.5085440841362905	0.00034096743276045607	0.0003203399200283879	unit_area
fig13	unit_shape	fourb_ordinary	1.5085440841362905	1.7523042159652176	0.0003435674638446255	0.0003200562987914206	unit_area
fig13	unit_shape	fourb_ordinary	1.7523042159652176	2.0354526576845218	0.00035736510008353006	0.0003206512278846076	unit_area
fig13	unit_shape	fourb_ordinary	2.0354526576845218	2.3643540225079396	0.0006538841037647082	0.00045278780981076143	unit_area
fig13	unit_shape	fourb_ordinary	2.3643540225079396	2.7464013582652944	0.0007193860651433959	0.0004532452504062266	unit_area
fig13	unit_shape	fourb_ordinary	2.7464013582652944	3.1901823283979565	0.00037641158800302615	0.00032105372164013075	unit_area
fig13	unit_shape	fourb_ordinary	3.1901823283979565	3.7056722455347377	0.0010963840355737596	0.0005558022164295433	unit_area
fig13	unit_shape	fourb_ordinary	3.7056722455347377	4.304458296658675	0.0023770098238658447	0.0008476305217894385	unit_area
fig13	unit_shape	fourb_ordinary	4.304458296658675	5.000000000000001	0.004643744600393271	0.0011977062387682558	unit_area
fig13	unit_shape	fourb_ordinary	5.000000000000001	5.807931748207712	0.004114200179041655	0.0012079147280819834	unit_area
fig13	unit_shape	fourb_ordinary	5.807931748207712	6.746414238367816	0.005665347046489664	0.0013048339833398202	unit_area
fig13	unit_shape	fourb_ordinary	6.746414238367816	7.836542688315396	0.005295662925626284	0.001241479063973723	unit_area
fig13	unit_shape	fourb_ordinary	7.836542688315396	9.102821015130399	0.0072388521473356485	0.0014689920147812332	unit_area
fig13	unit_shape	fourb_ordinary	9.102821015130399	10.57371263440564	0.0074729936667585605	0.0014769956412426677	unit_area
fig13	unit_shape	fourb_ordinary	10.57371263440564	12.282280261157908	0.013851021311598466	0.0020348842892714213	unit_area
fig13	unit_shape	fourb_ordinary	12.282280261157908	14.266929093832774	0.019042249608516644	0.0023918846842449397	unit_area
fig13	unit_shape	fourb_ordinary	14.266929093832774	16.572270086699938	0.02862971971466783	0.002927499552111382	unit_area
fig13	unit_shape	fourb_ordinary	16.572270086699938	19.250122715283492	0.03163910082741608	0.0030896548509379766	unit_area
fig13	unit_shape	fourb_ordinary	19.250122715283492	22.360679774997894	0.03607503584209008	0.003263794557980337	unit_area
fig13	unit_shape	fourb_ordinary	22.360679774997894	25.97386039534325	0.049512299255666324	0.0038453390887336182	unit_area
fig13	unit_shape	fourb_ordinary	25.97386039534325	30.170881682725806	0.06104311101143501	0.004266189002841433	unit_area
fig13	unit_shape	fourb_ordinary	30.170881682725806	35.046084319304356	0.07529284934638529	0.004717317328594169	unit_area
fig13	unit_shape	fourb_ordinary	35.046084319304356	40.70905315369042	0.07260016481318599	0.004612915528458032	unit_area
fig13	unit_shape	fourb_ordinary	40.70905315369042	47.28708045015879	0.08160653374746552	0.0048981122403556985	unit_area
fig13	unit_shape	fourb_ordinary	47.28708045015879	54.92802716530585	0.0796187885824182	0.004786427328212824	unit_area
fig13	unit_shape	fourb_ordinary	54.92802716530585	63.80364656795912	0.07210353953389254	0.004611515784705056	unit_area
fig13	unit_shape	fourb_ordinary	63.80364656795912	74.11344491069478	0.06996904009460074	0.004527264659786991	unit_area
fig13	unit_shape	fourb_ordinary	74.11344491069478	86.08916593317345	0.0625101444128345	0.004351158963525934	unit_area
fig13	unit_shape	fourb_ordinary	86.08916593317345	100.0	0.05286134928125562	0.003984066422884529	unit_area
fig13	unit_shape	fourb_ordinary	100.0	116.15863496415416	0.03128076713616801	0.003056399031895031	unit_area
fig13	unit_shape	fourb_ordinary	116.15863496415416	134.9282847673563	0.023303694991816334	0.0026643010425485415	unit_area
