model	false_positive_rate	true_positive_rate	threshold	weighting
bdt	0.34555802367098376	0.7420832862434111	0.5605061650276184	development_hierarchical_weight
bdt	0.3481002728295287	0.743790722162435	0.5588477849960327	development_hierarchical_weight
bdt	0.3502064584380067	0.7450329948717761	0.5568227171897888	development_hierarchical_weight
bdt	0.3510510260443668	0.7466836359541349	0.5551478266716003	development_hierarchical_weight
bdt	0.35470368641539235	0.748424130758934	0.553601861000061	development_hierarchical_weight
bdt	0.35602024791056996	0.7495409641828903	0.5517451763153076	development_hierarchical_weight
bdt	0.3567727197509625	0.7520388620259636	0.5500191450119019	development_hierarchical_weight
bdt	0.3575989613200178	0.7538040731076752	0.5487503409385681	development_hierarchical_weight
bdt	0.3586077435905986	0.7554133938101644	0.5473416447639465	development_hierarchical_weight
bdt	0.35965886291743193	0.7564586994644309	0.5454220175743103	development_hierarchical_weight
bdt	0.3664188966275639	0.7584768196018846	0.543446958065033	development_hierarchical_weight
bdt	0.3690190471735141	0.7600786921696314	0.5416351556777954	development_hierarchical_weight
bdt	0.36984167670706497	0.7619164791873578	0.5394049882888794	development_hierarchical_weight
bdt	0.3785840855331711	0.7635754298648861	0.5379314422607422	development_hierarchical_weight
bdt	0.38040734135497817	0.7653766061269125	0.5359693169593811	development_hierarchical_weight
bdt	0.381235359696633	0.7672920247421592	0.5340510010719299	development_hierarchical_weight
bdt	0.3834948237773679	0.7690057346556755	0.5322930812835693	development_hierarchical_weight
bdt	0.38542441192710597	0.7706282454261238	0.5303547978401184	development_hierarchical_weight
bdt	0.38745573041813225	0.772535408887223	0.5287579298019409	development_hierarchical_weight
bdt	0.3909291717383187	0.7741063590427887	0.5267727375030518	development_hierarchical_weight
bdt	0.3939548325445987	0.7753650596568429	0.5250949859619141	development_hierarchical_weight
bdt	0.3954935886470788	0.7777160817486711	0.5234095454216003	development_hierarchical_weight
bdt	0.3963459170200282	0.7793808636832327	0.5215226411819458	development_hierarchical_weight
bdt	0.3979446757723178	0.7811090844158414	0.5199325084686279	development_hierarchical_weight
bdt	0.4004372787930138	0.7827441142260287	0.5184769034385681	development_hierarchical_weight
bdt	0.40261192913193855	0.7848419448570361	0.5162591934204102	development_hierarchical_weight
bdt	0.40387694056689954	0.7867483586634879	0.5146803855895996	development_hierarchical_weight
bdt	0.40552962874706594	0.7888336974523197	0.5130526423454285	development_hierarchical_weight
bdt	0.4066150618779108	0.790276577968725	0.5110500454902649	development_hierarchical_weight
bdt	0.40746409853562504	0.7919738475771897	0.5095586180686951	development_hierarchical_weight
bdt	0.4100019800062537	0.7928906642514095	0.5075854063034058	development_hierarchical_weight
bdt	0.41442232911878407	0.7944128712709251	0.5055747032165527	development_hierarchical_weight
bdt	0.4165594538787226	0.7961236952243542	0.5040637254714966	development_hierarchical_weight
bdt	0.42703528486002645	0.797604568299587	0.5026100873947144	development_hierarchical_weight
bdt	0.42789443866387256	0.7996579653513851	0.5009191036224365	development_hierarchical_weight
bdt	0.429506957834524	0.8008846994799674	0.49944794178009033	development_hierarchical_weight
bdt	0.43292824232226856	0.8027072395748407	0.4976630210876465	development_hierarchical_weight
