member_index	member	seed	generated_events	sample	return_directory	canary	scaleout
324	ttbar_100k_shard001	105001	10000	ttbar_100k_shard001_pythia8_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard001	False	True
325	ttbar_100k_shard002	105002	10000	ttbar_100k_shard002_pythia8_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard002	False	True
347	ttbar_100k_shard004	105004	10000	ttbar_100k_shard004_pythia8_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard004	False	True
348	ttbar_100k_shard005	105005	10000	ttbar_100k_shard005_pythia8_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard005	False	True
327	ttbar_100k_shard007	105007	10000	ttbar_100k_shard007_pythia8_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard007	False	True
328	ttbar_100k_shard008	105008	10000	ttbar_100k_shard008_pythia8_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard008	False	True
329	ttbar_100k_shard009	105009	10000	ttbar_100k_shard009_pythia8_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard009	False	True
