qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background,mode
0.55,0.5,70.93,712715.356,0.0001,0.084018,0.000995,94,1211,57.037448,177.843799,lbn_p4_only
0.625,0.5,78.377,408549.368,0.000192,0.122621,0.001918,111,716,63.50093,131.262111,lbn_p4_plus_topology
