outer_fold	seed	inner_oof_operating_threshold	target_weighted_signal_efficiency	outer_train_rows	outer_held_rows	outer_assignment_train_rows	inner_matchable_assignment_accuracy	outer_matchable_assignment_accuracy	assignment_parameter_count	assignment_training_seconds	downstream_training_seconds	inference_rows	inference_repetitions	inference_seconds_median	inference_seconds_q1	inference_seconds_q3	status
0	20260902	0.6202189326286316	0.6156418377159854	23772	6933	4421	0.8461886451029179	0.8464391691394659	112897	10.204883539990988	3.309157205047086	6933	10	0.1321242450212594	0.1310933602508157	0.1337065637344494	outer_fold_train_only_pass
1	20261002	0.6467375159263611	0.6156418377159854	25142	5563	4732	0.8400253592561285	0.8476374156219865	112897	10.333870364003817	3.065783597005065	5563	10	0.1044299775094259	0.1042033607809571	0.1048734505166066	outer_fold_train_only_pass
2	20261102	0.6268302798271179	0.6156418377159854	24529	6176	4404	0.8299273387829246	0.8542124542124542	112897	9.085204964969307	3.378909204970114	6176	10	0.1124072520178742	0.1120064080023439	0.1130261435027932	outer_fold_train_only_pass
3	20261202	0.644132673740387	0.6156418377159854	24696	6009	4766	0.8451531682752833	0.8524426719840479	112897	10.446224990999326	3.2124816300347447	6009	10	0.1263809480005875	0.1242005910025909	0.1277701602812158	outer_fold_train_only_pass
4	20261302	0.6414658427238464	0.6156418377159854	24681	6024	4753	0.8466231853566168	0.8366141732283464	112897	10.556041250994896	3.3044506210135296	6024	10	0.1101706985209602	0.1098788472590968	0.111061210031039	outer_fold_train_only_pass
