category_id	category_family_id	structure_id	continuous_variables	pooled_inner_oof_signal_efficiency	pooled_inner_oof_background_efficiency	pooled_inner_oof_selected_signal_rows	pooled_inner_oof_selected_background_rows	pooled_inner_oof_feasible	chosen_within_category
exact3tag	exact3tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125,abs_mbb2_minus_125,ht_candidate_jets	0.5849038144743506	0.3682380473065577	2507	3972	False	False
exact3tag	exact3tag::radial_mass__category__mass_only	radial_mass__category__mass_only	r_hh_125_125	0.5857464193007927	0.3728027660489647	2512	3929	False	False
exact3tag	exact3tag::symmetric_rectangular_mass__category__plus_h2_pt	symmetric_rectangular_mass__category__plus_h2_pt	max_abs_mbb_minus_125,h2_pt	0.5859409522899954	0.3783817866708897	2513	3933	False	True
ge4tag	ge4tag::radial_mass__category__mass_only	radial_mass__category__mass_only	r_hh_125_125	0.584555953495424	0.24058390200924853	2335	1279	False	False
ge4tag	ge4tag::asymmetric_rectangular_mass__category__plus_ht_candidate_jets	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125,abs_mbb2_minus_125,ht_candidate_jets	0.5784655593774727	0.2567046066013949	2310	1309	False	False
ge4tag	ge4tag::symmetric_rectangular_mass__category__plus_h2_pt	symmetric_rectangular_mass__category__plus_h2_pt	max_abs_mbb_minus_125,h2_pt	0.5852521138723843	0.2569937932736718	2338	1327	False	True
