comparison	delta_auc	delta_epsilon_B	rejection_ratio	S_over_B_ratio	delta_ZA	relative_ZA_change
blind_vs_cut		-0.24682737941797903	2.333196959970606	26.28354977063954	0.0122328321414473	4.168897717675775
aware_vs_cut		-0.25683814286570894	2.4665679145027437	26.521465429286597	0.0123257652062446	4.200568915093533
aware_vs_blind	0.007251682174349794	-0.010010763447729887	1.0571623214071983	1.00905188457127	9.293306479729938e-05	0.006127263325303112
