evaluation_stage	strategy	category	trial_id	fold	training_rows	heldout_rows	training_members	heldout_members	fit_weight_mean	weighted_roc_auc	raw_roc_auc	weighted_average_precision	raw_average_precision	training_time_seconds	member_leakage	fit_status	failure_reason
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	5	0	22275	5889	222	54	1.0	0.7767920367440317	0.7659249933455917	0.8235300860660829	0.545824154981449	0.5050379660679027	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	5	1	22068	6096	221	55	0.9999999999999999	0.7060369403828117	0.756841273711761	0.7848781486188465	0.5279506731267626	0.599147247034125	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	5	2	22594	5570	223	53	1.0	0.7525008368946451	0.7804877041117451	0.7815629183132211	0.4989319829028443	0.422935534035787	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	5	3	23068	5096	214	62	1.0000000000000002	0.7546680438575639	0.7710384123956233	0.7895441398436287	0.5750459817140227	0.4340898540103808	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	5	4	22651	5513	224	52	0.9999999999999999	0.7375948342805468	0.7268021825574582	0.7503768329099505	0.4430817963179198	0.5663793230196461	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	6	0	22275	5889	222	54	1.0	0.7811800562975497	0.7777348088272638	0.827487525474336	0.5592891845025802	0.46415684989187866	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	6	1	22068	6096	221	55	0.9999999999999999	0.7093442474423087	0.770839544979799	0.7898388816712894	0.5404196757611617	0.4599779190029949	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	6	2	22594	5570	223	53	1.0	0.7464922656178129	0.7863460554790478	0.777651066286057	0.5028097564904516	0.7076177609851584	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	6	3	23068	5096	214	62	1.0000000000000002	0.7384027798534567	0.7808040373956234	0.7867012976751268	0.592037397730367	0.7187133290572092	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	6	4	22651	5513	224	52	0.9999999999999999	0.7443357959226483	0.7380047765259886	0.7531689891868754	0.4571683499494743	0.48833908699452877	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	7	0	22275	5889	222	54	1.0	0.7829364819720055	0.7779772740484195	0.8325363573310952	0.5631944744636508	0.7201994160423055	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	7	1	22068	6096	221	55	0.9999999999999999	0.701998032147581	0.773242972450696	0.7843005484957852	0.5452996825899964	0.46308855107054114	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	7	2	22594	5570	223	53	1.0	0.7628804479486828	0.7879247491638798	0.7882125674535417	0.5116279941570318	0.6607000480871648	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	7	3	23068	5096	214	62	1.0000000000000002	0.747691508255677	0.7761497362090891	0.7932277084825261	0.586774754473506	0.7826538600493222	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	7	4	22651	5513	224	52	0.9999999999999999	0.7423757611127472	0.7386467337071249	0.7465310963667737	0.4573826672668245	0.4963124939240515	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	8	0	22275	5889	222	54	1.0	0.7720101833616954	0.7740562213363276	0.823481377456757	0.557650813566094	1.2444108569761738	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	8	1	22068	6096	221	55	0.9999999999999999	0.7288022630162868	0.7726561010127369	0.8005358432858711	0.5491109147019302	0.608800720074214	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	8	2	22594	5570	223	53	1.0	0.7590855866866737	0.7860451505016722	0.7877693644592092	0.5073179798234314	1.0492715199943632	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	8	3	23068	5096	214	62	1.0000000000000002	0.7541847531078687	0.777968828732364	0.7997640406234154	0.5877720836041982	0.7567842080025002	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	8	4	22651	5513	224	52	0.9999999999999999	0.7419238141767599	0.7322985227906919	0.7516469370324086	0.44758189390722125	0.8490433259867132	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	9	0	22275	5889	222	54	1.0	0.7800288122226318	0.7798021881530116	0.8329071288885919	0.5638100258803781	0.600649073952809	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	9	1	22068	6096	221	55	0.9999999999999999	0.6936122623557242	0.7770025806992509	0.7749531819451574	0.549796949549195	0.9588295230641961	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	9	2	22594	5570	223	53	1.0	0.7426064176301166	0.7876093842219163	0.7800294277185903	0.507491170877139	0.9755887849023566	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	9	3	23068	5096	214	62	1.0000000000000002	0.72528844832684	0.7793503005326807	0.7672750420621732	0.5883747433157692	0.575231836992316	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	9	4	22651	5513	224	52	0.9999999999999999	0.7431824617024001	0.7404831132586603	0.7475603397777182	0.45875595146550063	0.677191287977621	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	10	0	22275	5889	222	54	1.0	0.7712701020210174	0.7589533151191216	0.8124858601632016	0.5264700699940918	0.7869791589910164	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	10	1	22068	6096	221	55	0.9999999999999999	0.722348946166048	0.7486533396468262	0.7893896284323197	0.5052428377213186	0.809380896971561	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	10	2	22594	5570	223	53	1.0	0.7646021976302297	0.7736002360810545	0.7868664273820192	0.48830786335026183	0.6533683970337734	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	10	3	23068	5096	214	62	1.0000000000000002	0.7603684766193585	0.7676697919665995	0.7996448108509987	0.5688302851469468	0.7040379240643233	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	10	4	22651	5513	224	52	0.9999999999999999	0.7375925425493346	0.720995092774981	0.7517579758904038	0.42894182506406864	0.8098062190692872	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	11	0	22275	5889	222	54	1.0	0.7691867583279857	0.7680947128814047	0.8163287968998203	0.5440184145233373	0.5504263800103217	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	11	1	22068	6096	221	55	0.9999999999999999	0.7224557693843685	0.7598938612893341	0.7963082431070805	0.5225860017717201	0.4861038300441578	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	11	2	22594	5570	223	53	1.0	0.7757013895632254	0.7817161125319692	0.7990846331119908	0.4954060183348838	0.4604417650261894	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	11	3	23068	5096	214	62	1.0000000000000002	0.7479546174824788	0.7706363149654477	0.784954927679079	0.5774232290852126	0.4615200849948451	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	11	4	22651	5513	224	52	0.9999999999999999	0.7358124171073656	0.7262302288629224	0.7440386495815902	0.43555747854800553	0.5344342400785536	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	12	0	22275	5889	222	54	1.0	0.7779939540886729	0.7705229600031818	0.8282855707672421	0.5494186364672575	0.5927704890491441	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	12	1	22068	6096	221	55	0.9999999999999999	0.7248320656756893	0.7658501045327848	0.8000644351766124	0.5318337967613415	0.6150147360749543	0	pass	none
