evaluation_stage	strategy	category	trial_id	fold	training_rows	heldout_rows	training_members	heldout_members	fit_weight_mean	weighted_roc_auc	raw_roc_auc	weighted_average_precision	raw_average_precision	training_time_seconds	member_leakage	fit_status	failure_reason
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	12	2	22594	5570	223	53	1.0	0.762122886183981	0.7837936258115286	0.7886584872475988	0.5011916797177184	0.6334191130008548	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	12	3	23068	5096	214	62	1.0000000000000002	0.7451984929292559	0.7727901137645168	0.7878592437164221	0.5769738872510211	0.619096650974825	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	12	4	22651	5513	224	52	0.9999999999999999	0.7385798730302481	0.7298754519684942	0.7441536275731959	0.4440226746156937	0.6166478759841993	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	13	0	22275	5889	222	54	1.0	0.7780616595465444	0.776528754692505	0.8263554566345671	0.5548856022238432	0.6741744970204309	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	13	1	22068	6096	221	55	0.9999999999999999	0.7516511889786075	0.7712296609784222	0.8097454065542775	0.5379069923959916	0.8760440059704706	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	13	2	22594	5570	223	53	1.0	0.7660622816493148	0.7859099940979737	0.7894966635423536	0.5027615739751168	0.6544859509449452	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	13	3	23068	5096	214	62	1.0000000000000002	0.7350747074460373	0.7740409273322777	0.7735006480603727	0.582162242954288	0.7639488599961624	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	13	4	22651	5513	224	52	0.9999999999999999	0.7435684383679312	0.7382101330143811	0.7462842005930532	0.457224641388253	0.6638206659117714	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	14	0	22275	5889	222	54	1.0	0.7734640445043732	0.7752967713116986	0.8274743654164978	0.5513488700150669	0.6297920249635354	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	14	1	22068	6096	221	55	0.9999999999999999	0.7281363850758578	0.7706386566430126	0.8026924925086982	0.5395111719737297	0.7777294559637085	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	14	2	22594	5570	223	53	1.0	0.757595974645309	0.785019476686996	0.7886664680821067	0.5021248626384051	0.6150074130855501	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	14	3	23068	5096	214	62	1.0000000000000002	0.7403271108930024	0.7720358764636721	0.7827527552470197	0.5779151607170602	0.7405964370118454	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	14	4	22651	5513	224	52	0.9999999999999999	0.7407689667842203	0.7351149511546309	0.7494057476999659	0.45236380059477976	0.7970946159912273	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	15	0	22275	5889	222	54	1.0	0.776415345318056	0.7752815503088563	0.827182270754234	0.5514213811841716	0.7165850049350411	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	15	1	22068	6096	221	55	0.9999999999999999	0.7332678061757911	0.770998218721199	0.806257123693248	0.5412517223673309	0.705246182042174	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	15	2	22594	5570	223	53	1.0	0.7607142322124462	0.7843782215227229	0.7889712525211744	0.4989502819306154	0.9041297090006992	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	15	3	23068	5096	214	62	1.0000000000000002	0.7434622506175252	0.7716457763460984	0.7826423779859835	0.5746246900031802	1.1816846650326625	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	15	4	22651	5513	224	52	0.9999999999999999	0.7399362513618886	0.7334439815035663	0.7479990883872532	0.4521417982980857	0.6213848220650107	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	16	0	22275	5889	222	54	1.0	0.7839807261714511	0.7784150117331751	0.8335313227421777	0.5573161184500407	0.8849396840669215	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	16	1	22068	6096	221	55	0.9999999999999999	0.7196618736866042	0.7747748751717366	0.7970103724196451	0.5477169504890653	1.0111502329818904	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	16	2	22594	5570	223	53	1.0	0.7460272710296592	0.7867951996852253	0.7818316949293775	0.5054920090177312	0.8048783799167722	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	16	3	23068	5096	214	62	1.0000000000000002	0.7385866205639647	0.7783297791294751	0.7832139435722297	0.5830385651364678	0.8114275049883872	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	16	4	22651	5513	224	52	0.9999999999999999	0.7426994651426648	0.7378208476976222	0.7451863012118138	0.4523189139884428	1.0610747400205582	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	17	0	22275	5889	222	54	1.0	0.778959722672516	0.7808924402862466	0.8267708834594667	0.5599829873311036	0.8057635490549728	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	17	1	22068	6096	221	55	0.9999999999999999	0.7210745205442908	0.7775871642832639	0.7962484954261534	0.546621464747091	1.0317591580096632	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	17	2	22594	5570	223	53	1.0	0.732530341204175	0.7898642533936651	0.7757233703024189	0.5111549623871882	1.0336620029993355	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	17	3	23068	5096	214	62	1.0000000000000002	0.7292208889509102	0.7759845857028026	0.7791122246980722	0.5899190430827462	1.1029154079733416	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	17	4	22651	5513	224	52	0.9999999999999999	0.7436835978170672	0.7410394567574308	0.7519155974297987	0.4640582018522497	0.8440720539074391	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	18	0	22275	5889	222	54	1.0	0.7816224179856972	0.7831478257677046	0.8328033878171885	0.5693755054838312	2.6911260010674596	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	18	1	22068	6096	221	55	0.9999999999999999	0.7290409623942874	0.7793668194461091	0.7988574519035743	0.5559190390242774	1.824865747941658	0	pass	none
primary_hyperparameter_search	categorized_cms_inspired_mass_aware	low_mhh	18	2	22594	5570	223	53	1.0	0.745061900811306	0.7900468227424748	0.7853077109694824	0.5198418588913272	1.058825884014368	0	pass	none
