variant	feature_order	feature	latex_label	mean_normalized_gain_importance	standard_deviation_normalized_gain_importance	minimum_normalized_gain_importance	maximum_normalized_gain_importance	folds	importance_type	interpretation	strategy	category	rank	status
categorized_cms_inspired_mass_aware	41	min_candidate_pair_dr	$\min\,\Delta R_{jj}$	0.017144753136636427	0.0013249978018218676	0.015416801514515795	0.01933086401062205	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh	14	pass
categorized_cms_inspired_mass_aware	42	max_candidate_pair_dr	$\max\,\Delta R_{jj}$	0.016613563453935408	0.0026165265193863678	0.013819589120164063	0.021287720363264363	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh		pass
categorized_cms_inspired_mass_aware	43	mean_candidate_pair_dr	$\langle\Delta R_{jj}\rangle$	0.022050685033052797	0.003973062385648163	0.01833964257411692	0.02977521544592119	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh	8	pass
categorized_cms_inspired_mass_aware	44	min_cross_higgs_pair_dr	$\min\,\Delta R_{jj}^{\mathrm{cross}}$	0.013810555111488255	0.0005969859406441212	0.013145792506905311	0.014753084512206562	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh		pass
categorized_cms_inspired_mass_aware	45	max_cross_higgs_pair_dr	$\max\,\Delta R_{jj}^{\mathrm{cross}}$	0.01918575358615735	0.0018830068003197933	0.01629254980027558	0.021987147657500074	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh	9	pass
categorized_cms_inspired_mass_aware	46	candidate_vector_pt_sum	$|\sum_{j=1}^{4}\vec{p}_{\mathrm{T}}^{\,j}|$	0.023903702471272402	0.004962875635876625	0.016539183036426416	0.02965498296248628	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh	5	pass
categorized_cms_inspired_mass_aware	47	cos_theta_star_h1_in_hh_rest	$\cos\theta^{*}_{H_1}$	0.014666089367182744	0.0022906509498243806	0.011483967846477478	0.017768897574747377	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh		pass
categorized_cms_inspired_mass_aware	48	abs_cos_theta_star_h1_in_hh_rest	$|\cos\theta^{*}_{H_1}|$	0.01691255128760602	0.0018351808046161032	0.013581191035043603	0.018645051445068343	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh		pass
categorized_cms_inspired_mass_aware	49	cos_theta_j1_in_h1_rest	$\cos\theta_{j_1}^{H_1}$	0.016639739565266282	0.0014278029042924592	0.014154284393078882	0.018528874298401807	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh		pass
categorized_cms_inspired_mass_aware	50	abs_cos_theta_j1_in_h1_rest	$|\cos\theta_{j_1}^{H_1}|$	0.014617272922117428	0.0004936422019297666	0.014113097126325157	0.015495080922840134	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh		pass
categorized_cms_inspired_mass_aware	51	cos_theta_j_h2_leading_in_h2_rest	$\cos\theta_{j_{\mathrm{lead}}}^{H_2}$	0.017109332362020335	0.0014543742997528831	0.015665312289907654	0.01890302547504224	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh	15	pass
categorized_cms_inspired_mass_aware	52	abs_cos_theta_j_h2_leading_in_h2_rest	$|\cos\theta_{j_{\mathrm{lead}}}^{H_2}|$	0.01564330897582554	0.0005589832832700314	0.01462133129388522	0.016205652726520928	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_mass_aware	high_mhh		pass
categorized_v1_features_mass_aware_ablation	1	n_selected_jets	$N_{\mathrm{jet}}$	0.048536169327039184	0.008741322894294863	0.036296299497738986	0.06269251300954895	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	2	n_selected_bjets	$N_{b\mathrm{-jet}}$	0.061451517462743854	0.007254809947129152	0.05600937025997405	0.07571788399235906	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	3	ht_selected_jets	$H_{\mathrm{T}}^{\mathrm{jets}}$	0.017004524882831724	0.002878526044395437	0.012631549096343021	0.020457514350869708	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	4	ht_selected_bjets	$H_{\mathrm{T}}^{b\mathrm{-jets}}$	0.02233738556965351	0.007157992798819345	0.009445609773229032	0.03022254660008916	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	5	ht_candidate_jets	$H_{\mathrm{T}}^{HH\ \mathrm{jets}}$	0.025269811365275084	0.005421421706642521	0.018758754066771816	0.03397696114948161	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	6	mhh	$m_{HH}$	0.023329283982828224	0.0038851347185889502	0.016088568005957093	0.02752763428970027	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	7	hh_pt	$p_{\mathrm{T}}^{HH}$	0.026990440417551043	0.00530221382699775	0.019937997467919015	0.03369713042178636	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	8	abs_hh_eta	$|\eta_{HH}|$	0.016803271877287432	0.003735997609781118	0.01264642392075727	0.023050252808400874	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	9	h1_pt	$p_{\mathrm{T}}^{H_1}$	0.02250450021053491	0.0058360621183372865	0.015430188103234505	0.0318977927365245	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	10	abs_h1_eta	$|\eta_{H_1}|$	0.020148374814838232	0.0042077021520502455	0.01338520774031927	0.026012707549983496	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	11	h2_pt	$p_{\mathrm{T}}^{H_2}$	0.01111033235745464	0.0038667181079136345	0.006641428133347915	0.01829587848194922	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	12	abs_h2_eta	$|\eta_{H_2}|$	0.013507154831302664	0.0029077893730204848	0.008756268971498001	0.016925854294721276	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	13	abs_h_delta_eta	$|\Delta\eta_{HH}|$	0.0172620716272684	0.0034854691822160393	0.013378193249082102	0.022445823340449762	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	14	abs_h_delta_phi	$|\Delta\phi_{HH}|$	0.018059245628553926	0.0037892072532768276	0.012130880014055486	0.0220876154711892	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	15	h_delta_r	$\Delta R_{HH}$	0.021461823881898556	0.006074013831391158	0.010987487257086563	0.028340376590199223	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	16	h_pt_balance	$p_{\mathrm{T}}\ \mathrm{balance}$	0.01639714948462006	0.0014712594440148999	0.01515805419780206	0.0182977461849099	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	17	drbb1	$\Delta R_{bb}^{H_1}$	0.030237658835681545	0.009052463682530702	0.015226520983462156	0.04261327636448477	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	18	drbb2	$\Delta R_{bb}^{H_2}$	0.027559072646724747	0.00975822774262597	0.011742918760778688	0.038904117809165716	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	19	j1_pt	$p_{\mathrm{T}}^{j_1}$	0.027687949027618168	0.007167849026941193	0.01968057772328117	0.03854691188399885	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	20	abs_j1_eta	$|\eta_{j_1}|$	0.014240905826635683	0.0015817030486556124	0.012460214392328773	0.01702508703470608	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	21	j1_mass	$m_{j_1}$	0.019831126099515206	0.003004845929524628	0.01691775730817701	0.024992068264212526	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	22	j2_pt	$p_{\mathrm{T}}^{j_2}$	0.0155649473116511	0.002309828516053366	0.012647364847604706	0.01857426549796147	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	23	abs_j2_eta	$|\eta_{j_2}|$	0.012896588547322535	0.0018769291884135472	0.00976461925976235	0.01545971813326019	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	24	j2_mass	$m_{j_2}$	0.01835987211186126	0.004445775477267979	0.01088275150229152	0.024622690901127807	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	25	j3_pt	$p_{\mathrm{T}}^{j_3}$	0.01320607776740457	0.002402216275206663	0.010450553988892785	0.01625193829875333	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	26	abs_j3_eta	$|\eta_{j_3}|$	0.0146242500601964	0.0024142845035614686	0.010701402172411794	0.017195753729057864	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	27	j3_mass	$m_{j_3}$	0.013954710155597608	0.001844770298448553	0.010639542453302482	0.01624965890945834	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	28	j4_pt	$p_{\mathrm{T}}^{j_4}$	0.01705878176727956	0.003146136469420007	0.012644844407247793	0.020366342605425483	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	29	abs_j4_eta	$|\eta_{j_4}|$	0.020060499976480108	0.0012897200183198424	0.01823848215412062	0.021897163678129942	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	30	j4_mass	$m_{j_4}$	0.04245182362736101	0.01544600285202286	0.015345708825081836	0.06261084082480414	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	31	mbb1	$m_{bb}^{H_1}$	0.04400859944491018	0.005286261569975837	0.03863919622441773	0.051251751957833665	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	32	mbb2	$m_{bb}^{H_2}$	0.031089099832080618	0.003211793164951351	0.027169440682257826	0.0359025024282829	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	33	delta_mbb	$|m_{bb}^{H_1}-m_{bb}^{H_2}|$	0.09476886248944974	0.0248637110705445	0.051379075914769735	0.12133546035508207	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	34	r_hh_125_125	$R_{HH}^{125,125}$	0.16022611675054851	0.019823998414983886	0.12824136614914644	0.18198443583961188	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	low_mhh		pass
categorized_v1_features_mass_aware_ablation	1	n_selected_jets	$N_{\mathrm{jet}}$	0.035179863549436544	0.001742984984106912	0.032119354850698535	0.03675803472449792	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	2	n_selected_bjets	$N_{b\mathrm{-jet}}$	0.019836758949921464	0.0017761662452272643	0.01645522892655037	0.02161313786397954	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	3	ht_selected_jets	$H_{\mathrm{T}}^{\mathrm{jets}}$	0.024778360889508227	0.0005633295204810705	0.02408628511786842	0.025623890770337162	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	4	ht_selected_bjets	$H_{\mathrm{T}}^{b\mathrm{-jets}}$	0.024089515597507945	0.00129725096950591	0.022673656022149824	0.026486102415453638	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	5	ht_candidate_jets	$H_{\mathrm{T}}^{HH\ \mathrm{jets}}$	0.02536682583920647	0.002716389035892917	0.02179525328672517	0.028350410282842325	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	6	mhh	$m_{HH}$	0.022090138251956017	0.0011097044749211775	0.02071474829774782	0.024029693420522413	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	7	hh_pt	$p_{\mathrm{T}}^{HH}$	0.0339258615056041	0.0048265649056517595	0.028891938347813173	0.04199322578137818	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	8	abs_hh_eta	$|\eta_{HH}|$	0.02815467667497761	0.0012922776016467594	0.0261022437112662	0.029860211949963	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	9	h1_pt	$p_{\mathrm{T}}^{H_1}$	0.022698134960801204	0.0013358401184082888	0.02114492479113012	0.02458376499290461	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	10	abs_h1_eta	$|\eta_{H_1}|$	0.02343765681418084	0.0021653518553019667	0.02019327069006597	0.025776575527954006	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	11	h2_pt	$p_{\mathrm{T}}^{H_2}$	0.02139747090637466	0.00042640760050641994	0.020673891764607825	0.02186407647199265	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	12	abs_h2_eta	$|\eta_{H_2}|$	0.023744585437553506	0.0021526243166937304	0.020902133292080634	0.0268737078371959	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	13	abs_h_delta_eta	$|\Delta\eta_{HH}|$	0.023812110960342463	0.002611832585741419	0.021644651254097754	0.02869550698198539	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	14	abs_h_delta_phi	$|\Delta\phi_{HH}|$	0.025065457974365313	0.0022361790561371358	0.02165571840232519	0.028261181677972	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	15	h_delta_r	$\Delta R_{HH}$	0.024926190991955543	0.0011760965307826099	0.02380094760665357	0.027009387098250372	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	16	h_pt_balance	$p_{\mathrm{T}}\ \mathrm{balance}$	0.021332715837218314	0.0014625586294748636	0.019946809578084385	0.023610280239270594	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	17	drbb1	$\Delta R_{bb}^{H_1}$	0.024306213472098943	0.0021617892944487908	0.021499338765877347	0.02779359964340996	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	18	drbb2	$\Delta R_{bb}^{H_2}$	0.02581857303388716	0.0021696594952960915	0.023185392978747044	0.028392682474051356	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	19	j1_pt	$p_{\mathrm{T}}^{j_1}$	0.022631005112488285	0.0007241658028795095	0.02212662911416108	0.02402911982348997	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	20	abs_j1_eta	$|\eta_{j_1}|$	0.024545728665230186	0.0021620240014241076	0.021558850320870827	0.027633169778960683	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	21	j1_mass	$m_{j_1}$	0.024677665680668405	0.002222999277696792	0.02220839319862451	0.02858499826966204	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	22	j2_pt	$p_{\mathrm{T}}^{j_2}$	0.02299818156157815	0.0006591211598572397	0.021709603189500323	0.023540037565266254	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	23	abs_j2_eta	$|\eta_{j_2}|$	0.025494196255009732	0.0021871322928132117	0.02345722250806335	0.02877255115047096	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	24	j2_mass	$m_{j_2}$	0.024054629561550016	0.0030551713660796325	0.019323104083619647	0.02736649085077009	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	25	j3_pt	$p_{\mathrm{T}}^{j_3}$	0.02120595612557049	0.0009707193723865107	0.020070245310142766	0.022614130522096116	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	26	abs_j3_eta	$|\eta_{j_3}|$	0.024199718033585955	0.0015303923228175934	0.021627338668573796	0.025971224170374275	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	27	j3_mass	$m_{j_3}$	0.024617301259296204	0.0020038287576628565	0.022822989903864145	0.02840752187050917	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	28	j4_pt	$p_{\mathrm{T}}^{j_4}$	0.02021075057751788	0.0008421677487321075	0.01906167389944136	0.02119248991020934	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	29	abs_j4_eta	$|\eta_{j_4}|$	0.02105700246226601	0.0013314833074885043	0.01997645443010399	0.023546824665549103	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	30	j4_mass	$m_{j_4}$	0.023571045315766034	0.0011957343629599515	0.021531521730033726	0.025134202198504055	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	31	mbb1	$m_{bb}^{H_1}$	0.037242243931881955	0.002420449712561077	0.03432541576835195	0.041413268667062006	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	32	mbb2	$m_{bb}^{H_2}$	0.05271855244715266	0.004716734566881606	0.04531825866977445	0.05779579221036999	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	33	delta_mbb	$|m_{bb}^{H_1}-m_{bb}^{H_2}|$	0.03377703746654725	0.002725974038319995	0.029030552377666212	0.036820417010865025	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_v1_features_mass_aware_ablation	34	r_hh_125_125	$R_{HH}^{125,125}$	0.14703787389699446	0.009657951467299223	0.13477977138162492	0.16430591233254146	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_v1_features_mass_aware_ablation	high_mhh		pass
categorized_cms_inspired_explicit_dijet_mass_plane_blind	1	n_selected_jets	$N_{\mathrm{jet}}$	0.03590660747171678	0.004652496946069446	0.029409641881297258	0.043383680755230906	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_explicit_dijet_mass_plane_blind	low_mhh		pass
categorized_cms_inspired_explicit_dijet_mass_plane_blind	2	n_selected_bjets	$N_{b\mathrm{-jet}}$	0.012978291662419253	0.01599965734573291	0.0	0.043188013920954914	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_explicit_dijet_mass_plane_blind	low_mhh		pass
categorized_cms_inspired_explicit_dijet_mass_plane_blind	3	ht_selected_jets	$H_{\mathrm{T}}^{\mathrm{jets}}$	0.016015645689873886	0.0036138888944192405	0.01255438793840905	0.022961803602525376	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_explicit_dijet_mass_plane_blind	low_mhh		pass
categorized_cms_inspired_explicit_dijet_mass_plane_blind	4	ht_selected_bjets	$H_{\mathrm{T}}^{b\mathrm{-jets}}$	0.032843211621013405	0.006745898972004476	0.019874719749694795	0.03921321504464212	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_explicit_dijet_mass_plane_blind	low_mhh		pass
categorized_cms_inspired_explicit_dijet_mass_plane_blind	5	ht_candidate_jets	$H_{\mathrm{T}}^{HH\ \mathrm{jets}}$	0.039660663978804286	0.006942791198340345	0.027733206633481673	0.047907545816941226	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_explicit_dijet_mass_plane_blind	low_mhh		pass
categorized_cms_inspired_explicit_dijet_mass_plane_blind	6	mhh	$m_{HH}$	0.03590232827750518	0.00907982685952166	0.02015632812514769	0.04815215049265968	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_explicit_dijet_mass_plane_blind	low_mhh		pass
categorized_cms_inspired_explicit_dijet_mass_plane_blind	7	hh_pt	$p_{\mathrm{T}}^{HH}$	0.03774843337087923	0.0058374424884676404	0.026692659524607552	0.04346427439949964	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_explicit_dijet_mass_plane_blind	low_mhh		pass
categorized_cms_inspired_explicit_dijet_mass_plane_blind	8	abs_hh_eta	$|\eta_{HH}|$	0.012892392416614834	0.003080457994701574	0.008670230930013423	0.01747364267867825	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_explicit_dijet_mass_plane_blind	low_mhh		pass
categorized_cms_inspired_explicit_dijet_mass_plane_blind	9	h1_pt	$p_{\mathrm{T}}^{H_1}$	0.016669422980897287	0.003026170490483885	0.012384231416082534	0.02127175719522417	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_explicit_dijet_mass_plane_blind	low_mhh		pass
categorized_cms_inspired_explicit_dijet_mass_plane_blind	10	abs_h1_eta	$|\eta_{H_1}|$	0.011186456527586677	0.0015064845469466232	0.009391698533895524	0.013321905555677922	5	xgboost_gain_normalized_per_fold	model_diagnostic_not_a_causal_attribution	categorized_cms_inspired_explicit_dijet_mass_plane_blind	low_mhh		pass
