production_row_index	stem	input_parquet	input_basename	input_sha256	accounting_dest	resolved_dest	receipt_dest	stage_status	original_input_parquet
15	source_0015_5678024fc2300e68	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/staged_inputs/source_0015_5678024fc2300e68.parquet	source_0015_5678024fc2300e68.parquet	c30274e542a4c8b700018317873c456edbb9749f30cb9ff4206bc503013d13f5	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0015_5678024fc2300e68.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0015_5678024fc2300e68.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0015_5678024fc2300e68.json	copied_and_checksum_valid	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0015_5678024fc2300e68.parquet
23	source_0023_abe9b7d6c0c8bb4b	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/staged_inputs/source_0023_abe9b7d6c0c8bb4b.parquet	source_0023_abe9b7d6c0c8bb4b.parquet	97b1ad306d3c77e7eb04b050524ee5fc845c0a01d32ffe40997f04036fab4c81	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0023_abe9b7d6c0c8bb4b.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0023_abe9b7d6c0c8bb4b.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0023_abe9b7d6c0c8bb4b.json	copied_and_checksum_valid	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0023_abe9b7d6c0c8bb4b.parquet
90	source_0090_e26958e61bb79764	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/staged_inputs/source_0090_e26958e61bb79764.parquet	source_0090_e26958e61bb79764.parquet	69d5577d05df4cd6bb4329b510986e6348fadb8a58559d779ea296b3d43b2c77	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0090_e26958e61bb79764.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0090_e26958e61bb79764.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0090_e26958e61bb79764.json	copied_and_checksum_valid	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0090_e26958e61bb79764.parquet
190	source_0190_9694ac3d6f557733	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/staged_inputs/source_0190_9694ac3d6f557733.parquet	source_0190_9694ac3d6f557733.parquet	cb318e53ec97faf909188490921a5d113ba84167a03f918523980c435f16393f	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0190_9694ac3d6f557733.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0190_9694ac3d6f557733.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0190_9694ac3d6f557733.json	copied_and_checksum_valid	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0190_9694ac3d6f557733.parquet
315	source_0315_0343d763ea8a9b52	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/staged_inputs/source_0315_0343d763ea8a9b52.parquet	source_0315_0343d763ea8a9b52.parquet	999a85c2b1975153b087bfd04f3b2a02883c57be1e07ed5330daca3a23151422	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0315_0343d763ea8a9b52.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0315_0343d763ea8a9b52.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0315_0343d763ea8a9b52.json	copied_and_checksum_valid	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0315_0343d763ea8a9b52.parquet
388	source_0388_34e43e68870408f5	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/staged_inputs/source_0388_34e43e68870408f5.parquet	source_0388_34e43e68870408f5.parquet	8f6edc1fed88e594521c05237180595f53f8386842770c6bbb7f476c77b92fc5	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0388_34e43e68870408f5.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0388_34e43e68870408f5.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0388_34e43e68870408f5.json	copied_and_checksum_valid	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0388_34e43e68870408f5.parquet
463	source_0463_e497941899b65430	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/staged_inputs/source_0463_e497941899b65430.parquet	source_0463_e497941899b65430.parquet	02f686e735061a5a805298d06a891198fe68842494e8ce6a0942b8b8210c5b9c	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/accounting/source_0463_e497941899b65430.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/resolved/source_0463_e497941899b65430.parquet	/uscms_data/d3/iturkmen/hh4b_delphes/common_table_pilot/hh4b_train_common_table_scaleout_pilot_v2_20260805T213031Z/results/receipts/source_0463_e497941899b65430.json	copied_and_checksum_valid	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0463_e497941899b65430.parquet
