registry_relative_path	registry_sha256	bootstrap_seed	bootstrap_replicates	bootstrap_unit	draw_definition	source_members	validation_payload_files_opened	test_or_evaluation_payload_files_opened
common_source_bootstrap_registry.tsv	37218e5531018ea2a79473bfbee43df657b309cf06d89751509e74b586d9dc29	20260802	1000	source_member	exact_c7t_numpy_rng_stratified_by_sample_class_and_process_stratum	441	0	0
