model	metric	nominal_full_oof	bootstrap_mean	bootstrap_median	bootstrap_standard_deviation	bootstrap_p16	bootstrap_p84	bootstrap_p2p5	bootstrap_p97p5	valid_replicas	invalid_replicas	invalid_reason_counts_json	uncertainty_format	bootstrap_unit
dense_dnn	selected_signal_yield	47.66864806723606	47.67287614810767	47.632855117802094	0.7959795546056992	46.89713575989668	48.47370943276439	46.12485691821963	49.23405080472272	1000	0	{}	median_asymmetric_p16_p84	source_member
dense_dnn	selected_background_yield	690010.4859222083	690386.4018395625	682175.5410124009	107897.31760943636	583545.0407375846	796770.8738308853	503668.4086350513	922216.9241453992	1000	0	{}	median_asymmetric_p16_p84	source_member
dense_dnn	signal_over_background	6.908394733092538e-05	7.078351043963368e-05	6.989926139179477e-05	1.14527119078583e-05	5.96706809016959e-05	8.201112503687365e-05	5.12518631827617e-05	9.58706064207748e-05	1000	0	{}	median_asymmetric_p16_p84	source_member
dense_dnn	signal_over_sqrt_background	0.057385872585622964	0.05790755657822056	0.057721253948500986	0.004688552619586942	0.053365145717418606	0.06256375605475811	0.0492515374795637	0.06788707475049242	1000	0	{}	median_asymmetric_p16_p84	source_member
dense_dnn	background_effective_events	39.982791262374924	41.182764942826545	41.10861313870562	6.668613012511433	34.609199931398464	47.510270248210745	28.850949048040953	55.67569145923638	1000	0	{}	median_asymmetric_p16_p84	source_member
dense_dnn	signal_effective_events	3677.169453282704	3677.520828317536	3675.6709899474304	57.07085639580958	3623.332829937766	3734.6357563207475	3567.616227095806	3793.0969070963674	1000	0	{}	median_asymmetric_p16_p84	source_member
dense_dnn	nominal_asimov_ZA	0.057385211864261335	0.05790686457739382	0.05772057131361032	0.004688382966621321	0.05336461486716846	0.06256289730591034	0.04925111878733048	0.06788598318468808	1000	0	{}	median_asymmetric_p16_p84	source_member
dense_dnn	systematic_aware_asimov_ZA	3.0455459669892325e-05	3.086948203434333e-05	3.063181201911938e-05	6.747163139115633e-06	2.527682922742694e-05	3.682762672111189e-05	1.9474229649047334e-05	4.41823965159747e-05	986	14	"{""fewer than 3 direct-QCD source groups"":14}"	median_asymmetric_p16_p84	source_member
dense_dnn	transferred_qcd_fraction	0.8648597437850026	0.8617570960996013	0.8639857495354664	0.022815142256433257	0.8402309004134055	0.8832202177774241	0.811722382390431	0.899047903386537	1000	0	{}	median_asymmetric_p16_p84	source_member
dense_dnn	direct_qcd_closure_ratio	0.39638790321375394	3.894828897936695	0.40527104125475316	54.5811631793102	0.24347564697542118	0.9016792821509807	0.1579642708002361	3.287399052316399	1000	0	{}	median_asymmetric_p16_p84	source_member
dense_dnn	score_domain_qcd_nonclosure	0.603612096786246	3.906395923582431	0.6374757485419815	54.51803914725374	0.3578335085713552	0.7929387645049788	0.06645821616571108	2.287399052316399	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	weighted_auc	0.6601779458020627	0.6601487186597617	0.6600307769236283	0.01550567471794332	0.6444900876039232	0.6762398147854866	0.6302944639920822	0.6902941537484274	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	unweighted_auc	0.7207234163609657	0.7185980385173714	0.7188169362543754	0.024488283729303187	0.693698543924037	0.7435868522529806	0.6682140569063296	0.7633732224310531	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	signal_efficiency	0.6156349533532083	0.615798776989394	0.6155601867326331	0.00841063570236786	0.607453576282209	0.6242230704182292	0.5999210227595844	0.6324847487901822	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	background_efficiency	0.37511764261591773	0.37541017401149873	0.375835703688739	0.022041939306701796	0.35282624576877386	0.39808734367872994	0.3335081299784502	0.4169053830896965	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	background_rejection	0.6248823573840823	0.6245898259885013	0.624164296311261	0.022041939306701796	0.60191265632127	0.6471737542312261	0.5830946169103035	0.6664918700215499	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	selected_signal_yield	47.74385504996909	47.74938997172254	47.76302355273299	0.8631087366624886	46.90045519625341	48.618566458569646	46.03851356338597	49.36436986208453	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	selected_background_yield	839553.5232260729	837419.3702430398	837174.5606266636	113642.84743483651	724301.276980694	956291.038940715	615672.9259521826	1057246.3353900563	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	signal_over_background	5.686814923545112e-05	5.8111675337072804e-05	5.705700075018295e-05	8.270480225863365e-06	4.998046581625709e-05	6.596235487361194e-05	4.474503988891967e-05	7.716073215378031e-05	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	signal_over_sqrt_background	0.052106666311110224	0.05254889364774668	0.052221617324064024	0.003774537350143546	0.04873892163384994	0.056275999845908954	0.0460799625976734	0.06073712454620776	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	background_effective_events	55.93278877750688	57.77415805024013	56.670077357696535	9.708999954955706	48.11039774587109	68.43025954343992	40.29020241569141	77.70887455879084	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	signal_effective_events	3682.634015549138	3683.059860283723	3684.0767593777127	63.86426922310378	3621.4748976378123	3744.397905612071	3561.3036091053295	3807.8863381619285	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	nominal_asimov_ZA	0.05210617245456651	0.05254837956091889	0.05222111686702567	0.0037744262280282274	0.04873852263569831	0.056275370879518116	0.04607960848604639	0.060736352667387014	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	systematic_aware_asimov_ZA	2.5426345636026114e-05	2.6080182910770617e-05	2.5488245402322748e-05	4.696248196115516e-06	2.1978683881806876e-05	3.019834563201919e-05	1.928162706424134e-05	3.679964262162371e-05	986	14	"{""fewer than 3 direct-QCD source groups"":14}"	median_asymmetric_p16_p84	source_member
lbn_dnn	transferred_qcd_fraction	0.8477764481484029	0.8445784510432308	0.8472398236259221	0.0222170772002398	0.8231483872628577	0.8661234035367895	0.7947650792539847	0.8801697169507138	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	direct_qcd_closure_ratio	0.3318472214769761	1.500020513835832	0.33807094911523444	17.98536594369739	0.22451521972387034	0.5846494921004766	0.16315990615591205	1.6479544717588674	1000	0	{}	median_asymmetric_p16_p84	source_member
lbn_dnn	score_domain_qcd_nonclosure	0.6681527785230239	1.6910960814912015	0.674821475969678	17.91259306433022	0.4583609369781385	0.7818822629738681	0.11461945270779872	0.8627581236281703	1000	0	{}	median_asymmetric_p16_p84	source_member
