qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
0.8,0.625,41.39493383048982,70689.37980887482,0.0005855891499177197,0.15569336566693132,0.005855891499177196,52,154,32.545854802225726,47.619048479812946
0.6,0.5,134.13455372592185,798492.684312409,0.00016798469962367484,0.15010846983699705,0.0016798469962367483,188,1357,106.70865712465842,299.29391571219867
0.8,0.55,48.319872886626314,103686.65212192829,0.0004660182569093417,0.15005979786973775,0.004660182569093416,61,196,38.009483951667534,57.621329556819454
0.575,0.5,145.49291712713264,948404.0321932397,0.00015340815959066705,0.14939812800015556,0.0015340815959066704,206,1610,115.87952938518343,340.268982626511
0.5,0.5,180.27231291414424,1463891.4835652246,0.00012314595373907173,0.1489959929211543,0.0012314595373907173,253,2423,143.43449242564822,432.39020783722924
0.6,0.525,128.14597101265826,758308.220380528,0.00016898929428505087,0.1471573892364964,0.0016898929428505087,175,1301,101.64703801191465,279.1490495809789
0.575,0.525,139.34963390753992,904335.31698433,0.00015409066890390453,0.1465349047166819,0.001540906689039045,191,1541,110.57901742257837,318.12670148026194
0.5,0.525,174.05167944138694,1412112.3045268543,0.0001232562586441771,0.14646828605087514,0.001232562586441771,237,2335,138.01560764304358,408.75305487052486
0.8,0.525,50.966088104017615,123160.6789400692,0.0004138178560124538,0.14522629689056454,0.004138178560124538,63,212,40.006336394121575,62.5480417454635
0.625,0.5,120.43937611997796,690573.1704575609,0.00017440494544579117,0.14493178678857815,0.0017440494544579117,172,1169,96.02105081983272,258.27595102708466
0.8,0.6,41.62698458998349,82864.42868494832,0.0005023504687186085,0.1446075213124148,0.005023504687186085,55,167,32.90055085303839,49.52677883162208
0.6,0.55,122.69884007154648,721266.1950306889,0.00017011588913622358,0.14447498840544834,0.0017011588913622357,169,1238,97.41903772459108,262.1305346490887
0.5,0.55,168.37249774078154,1358535.4933415544,0.00012393676761925454,0.144456024886374,0.0012393676761925452,228,2229,133.43078293530846,385.77142529184
0.575,0.55,133.74780246009908,863081.12656795,0.0001549655047978496,0.14396630065342486,0.0015496550479784956,183,1468,106.11302331243843,298.84782180511485
0.55,0.5,154.20506531095214,1159076.7792204863,0.00013304128602650435,0.14323281816947597,0.0013304128602650432,222,1874,123.05679821295841,338.4343861647477
0.65,0.5,109.54511423775455,594705.3566850099,0.0001842006516443334,0.1420502778140449,0.001842006516443334,160,981,87.56760715401909,223.71306123889067
0.8,0.5,52.44389621904239,136389.9819773954,0.00038451428366442764,0.142005025218253,0.003845142836644276,66,223,41.240475010842594,67.09078223393834
0.525,0.5,162.60781248211342,1311541.211899574,0.00012398223632378277,0.14198760592125897,0.0012398223632378276,234,2146,129.7559356534959,385.06143041436377
0.625,0.525,114.60549391304346,653678.9486368987,0.00017532382548348483,0.14175003920373008,0.0017532382548348482,161,1120,91.1966855835289,240.28310452292294
0.75,0.525,65.43476824160706,214226.26556535382,0.00030544699114705393,0.14137486719995065,0.0030544699114705394,89,385,51.88055147746059,126.33575704303635
