qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
0.5,0.5,180.27231291414424,1463891.4835652246,0.00012314595373907173,0.1489959929211543,0.0012314595373907173,253,2423,143.43449242564822,432.39020783722924
0.5,0.525,174.05167944138694,1412112.3045268543,0.0001232562586441771,0.14646828605087514,0.001232562586441771,237,2335,138.01560764304358,408.75305487052486
0.5,0.55,168.37249774078154,1358535.4933415544,0.00012393676761925454,0.144456024886374,0.0012393676761925452,228,2229,133.43078293530846,385.77142529184
0.5,0.575,157.4782358585581,1322056.7716212324,0.00011911609186452956,0.1369605490978773,0.0011911609186452956,216,2128,124.97451925837252,367.10942956472684
0.5,0.6,147.82973133186573,1232273.843755803,0.00011996499972871356,0.1331705435864969,0.0011996499972871356,204,2001,117.39707478107384,356.0550303628584
0.5,0.625,139.27228365437537,1125781.3618858862,0.00012371166229033074,0.13126159271414178,0.0012371166229033074,190,1872,110.46005448050133,339.77408276178494
0.5,0.65,118.57481673913044,1023564.0985658456,0.00011584503296400304,0.11720197760210868,0.0011584503296400304,164,1724,94.18859932855463,325.6914848793415
0.5,0.675,103.40183101816181,934061.3771492565,0.00011070132386133221,0.10698934331696909,0.001107013238613322,145,1580,82.26453040266404,297.05322193399127
0.5,0.7,97.25854779856908,848601.7807360209,0.00011461035082228259,0.10557857871585383,0.001146103508222826,130,1406,76.96562539224398,255.99598103567052
0.5,0.725,87.6873935250413,764214.8125641491,0.00011474181353646651,0.1003065828216127,0.001147418135364665,119,1239,69.50660462607605,229.24117171771164
0.5,0.75,71.11394994221244,699529.2728972713,0.00010165971989660512,0.08502602091046314,0.0010165971989660513,98,1098,56.46552521894427,196.73298863425097
0.5,0.775,67.77158244634015,604028.1972290119,0.00011219936876662921,0.08720050900536609,0.0011219936876662921,87,925,53.402216500463716,164.88232327690625
0.5,0.8,53.68965357457348,505356.9277336299,0.00010624105583227092,0.07552513146649628,0.0010624105583227092,66,766,42.12111840537134,132.56756846888496
0.5,0.825,46.3779632526142,386820.1146620201,0.0001198954281194411,0.07456879883355964,0.001198954281194411,52,590,36.07189890955273,118.78623768890573
0.5,0.85,29.881869922949925,265934.94992370054,0.00011236533570154408,0.05794554638004669,0.0011236533570154407,32,409,23.1487942810545,90.44712510877162
0.5,0.875,20.465416155751242,185628.44600158534,0.0001102493534615727,0.047500514728722666,0.0011024935346157269,23,253,15.920938667122165,48.01080301781
0.5,0.9,8.402747171161256,96477.4230781748,8.709547688014619e-05,0.027052564979602005,0.0008709547688014618,12,124,6.699143080453451,20.53056385965199
0.5,0.925,1.4778081150247662,34059.465038808514,4.338905832316806e-05,0.008007540352271766,0.0004338905832316806,3,38,1.2390455973543468,5.358770969555869
0.5,0.95,0.07735025316455696,19184.508182433605,4.031912229857585e-06,0.0005584527121581177,4.0319122298575846e-05,1,12,1.0,1.7871258371183705
0.525,0.5,162.60781248211342,1311541.211899574,0.00012398223632378277,0.14198760592125897,0.0012398223632378276,234,2146,129.7559356534959,385.06143041436377
0.525,0.525,156.38717900935612,1261660.9876973794,0.00012395340787605218,0.1392290335610066,0.0012395340787605218,218,2064,124.33443686910654,362.54410376405275
0.525,0.55,150.70799730875072,1210724.5521146425,0.00012447752632547616,0.13696626848410454,0.0012447752632547614,209,1965,119.74920527555464,341.0448392927471
