process_or_mode	campaigns	generated_events	reference_class	sigma_reference_pb	external_branching_factor	effective_reference_factor_pb	hard_process_scope	decay_mode	reference_source_contract	campaign_values_pb	campaign_half_spread_pb	campaign_relative_half_spread	additional_k_factor	filter_efficiency_multiplier	exact_generation_scope_embedded	external_Z_to_bb_factor_applied	campaign_denominator_frozen	cross_campaign_process_aggregation_authorized	reference_frozen	physical_weight_application_authorized	physical_yield_calculation_authorized
zbbbb	3	250000	generator_fiducial_LO_three_campaign_mean	6.909267425537109	1	6.909267425537109	p p > z b b~, z > b b~	forced_Z_to_bb_embedded_in_generation_scope	PN-c6x mean of three exact campaign generator cross-section candidates	6.899302005767822,6.91369104385376,6.914809226989746	0.007753610610961914	0.00112220444417943	1	1	True	False	True	True	True	False	False
