process_or_mode	campaigns	generated_events	process_denominator_sumw	process_denominator_sumw2	negative_weight_events	zero_weight_events	positive_weight_events	weight_convention_class	denominator_source	all_campaign_denominators_frozen	all_campaign_denominator_use_authorized	cross_campaign_process_aggregation_authorized	physical_weight_application_authorized
zbbbb	3	250000	1727662.8112792969	11939371.721238172	0	0	250000	positive_generator_weights	PN-c5l frozen campaign denominator registry	True	True	True	False
