variant	features	selected_trial_id	oof_rows	weighted_roc_auc	raw_roc_auc	weighted_average_precision	raw_average_precision	fold_weighted_roc_auc_mean	fold_weighted_roc_auc_std	fold_weighted_roc_auc_minimum	fold_weighted_roc_auc_maximum	fold_raw_roc_auc_mean	fold_raw_roc_auc_std	fold_weighted_average_precision_mean	fold_raw_average_precision_mean	diagnostic_scope	status
mass_aware	34	18	57326	0.7737142628735474	0.8159834550791669	0.7776774317829476	0.5156626653789148	0.7779836457543103	0.016493775113630493	0.7559568212380613	0.7994059854490657	0.8179248610814032	0.015149731845076357	0.7819200728614547	0.5210012608926389	pooled_train_only_out_of_fold_development_diagnostic	pass
explicit_dijet_mass_plane_blind	30	18	57326	0.7317255338237391	0.7834008920423592	0.7285169081627092	0.451995733481628	0.7356278350154333	0.0154782409008387	0.7117074194501618	0.7562076505385337	0.785362043263003	0.016471561732549298	0.7318139206722095	0.45702462220646306	pooled_train_only_out_of_fold_development_diagnostic	pass
